code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
002529,海源机械,0.06,,,3.24,,653.27,,,10-09
002371,北方华创,0.26,,,6.14,,1282.45,,,10-09
000603,盛达矿业,0.02,218.84,0.57,,-0.08,308.18,219.81,,08-29
002269,美邦服饰,0.23,,1.34,19.0,0.7,14051.55,,,08-04
601766,中国中车,0.05,,0.67,8.1,-0.42,36754.98,,,07-28
002259,升达林业,0.03,9.21,1.6,,-0.1,418.29,9.64,,07-15
002258,利尔化学,0.27,-40.0,2.34,,-0.03,2701.62,-40.11,,07-07
600180,瑞茂通,-0.2,46.93,0.77,,0.01,-4928.29,46.93,,06-26
002254,泰和新材,0.78,59.18,10.98,,0.24,7306.9,58.41,,06-24
002256,兆新股份,0.1,11.11,1.72,,-0.12,629.99,13.2,,06-24
002255,海陆重工,0.12,-92.44,2.08,,0.69,1019.64,8.97,,06-24
002253,川大智胜,0.14,-566.67,4.5,,-0.54,550.01,-575.16,,06-20
002252,上海莱士,0.26,-7.14,1.66,,0.21,3154.26,60.54,,06-20
002251,步步高,0.72,44.0,4.51,,2.32,7719.4,51.07,,06-18
002250,联化科技,0.15,36.36,2.7,,0.02,1495.18,37.26,,06-18
002249,大洋电机,0.46,6.98,2.97,,,4313.24,6.28,,06-18
002248,华东数控,0.06,100.0,2.11,,-0.1,595.31,180.5,,06-11
002247,帝龙文化,0.09,38.71,2.47,,-0.16,429.06,37.72,,06-11
002246,北化股份,0.05,-18.18,1.67,,-0.25,669.1,-16.38,,06-04
002245,澳洋顺昌,0.2,37.94,2.94,,0.01,910.08,39.76,,06-04
002244,滨江集团,0.03,650.0,2.45,,-1.78,1220.58,487.44,,05-28
002243,通产丽星,0.1,12.56,1.21,,-0.2,1212.74,12.55,,05-27
002242,九阳股份,0.51,,2.86,,,10195.28,67.58,,05-27
002238,天威视讯,0.09,9.62,3.42,,0.34,1816.32,10.56,,05-23
002240,威华股份,0.07,-61.11,2.52,,0.04,1654.82,-2.12,,05-22
002241,歌尔股份,0.23,187.5,1.97,,0.26,2043.33,112.45,,05-21
002239,奥特佳,0.13,28.52,1.79,,-0.02,1316.36,28.58,,05-21
600958,东方证券,,,,,,-26837.73,-171.07,,05-20
002237,恒邦股份,0.6,81.82,4.67,,-0.14,4272.48,100.03,,05-19
002236,大华股份,0.11,120.0,4.7,,-0.65,583.65,109.98,,05-19
