code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
002213,特尔佳,0.11,,,,0.11,864.92,,,01-31
002209,达意隆,0.19,,,,0.13,1593.14,,,01-29
002210,飞马国际,0.27,,,,0.31,2737.43,,,01-29
002207,准油股份,0.26,,,,0.45,1907.95,,,01-25
002206,海利得,0.54,,,,0.8,4341.86,,,01-22
002205,国统股份,0.2,,,10.72,0.52,1204.59,,,01-22
002203,海亮股份,0.52,,,,0.42,10603.9,,,01-15
002202,金风科技,0.57,,,,-2.8,5686.95,,,12-25
002201,九鼎新材,0.38,,,,0.38,2261.45,,,12-25
002200,云投生态,0.46,,,,,2549.74,,,12-20
002199,东晶电子,0.29,,,,0.2,1318.56,,,12-20
002197,证通电子,0.32,,,,0.17,2077.55,,,12-17
002198,嘉应制药,0.19,,,,0.07,1165.9,,,12-17
002196,方正电机,0.36,,,,-0.88,2051.71,,,12-11
002195,二三四五,0.27,,,,0.36,1163.31,,,12-11
002194,武汉凡谷,0.82,,,,1.24,13119.11,,,12-06
002193,山东如意,0.25,,,5.6,,1507.21,,,12-06
002191,劲嘉股份,0.52,,,,0.85,10308.5,,,12-04
002190,成飞集成,0.18,,3.06,,0.2,1428.39,,,11-30
002189,利达光电,0.16,,,15.1,0.15,2453.47,,,11-30
002188,巴士在线,0.32,,,,,1909.74,,,11-21
002187,广百股份,0.61,,,24.05,0.92,7352.31,,,11-21
002185,华天科技,0.32,,,,0.53,4175.25,,,11-19
002186,全聚德,0.42,,,20.4,0.7,4424.13,,,11-19
002184,海得控制,0.36,,,,-0.37,2909.95,,,11-15
002180,艾派克,0.34,,,16.0,0.35,1415.69,,,11-12
002183,怡亚通,0.99,,,,,7000.72,,,11-12
002182,云海金属,0.36,,,,,4519.56,,,11-12
002153,石基信息,0.93,,,,,3924.17,,,10-31
601328,交通银行,0.21,31.25,,,1.17,946100.0,40.54,,10-31
002179,中航光电,0.77,,,,,5355.27,,,10-31
002141,贤丰控股,0.27,,,,,1620.2,,,10-31
002178,延华智能,1.51,,,,,1724.6,,,10-31
002108,沧州明珠,0.36,,,,,1815.19,,,10-31
002177,御银股份,0.28,,,,0.35,1426.9,,,10-31
002129,中环股份,0.2,,,,,5229.41,,,10-31
002176,江特电机,0.35,,,,,1756.86,,,10-31
002133,广宇集团,0.34,,,,,6249.05,,,10-31
002175,东方网络,0.35,,,,,1492.45,,,10-31
002131,利欧股份,0.55,,,,,3083.14,,,10-30
002173,*ST创疗,0.39,,,,,1926.64,,,10-30
002145,中核钛白,0.03,,,,,332.79,,,10-30
002118,紫鑫药业,0.33,,,,,1686.24,,,10-30
002171,楚江新材,0.35,,,,,3490.23,,,10-30
002139,拓邦股份,0.13,,,,,410.65,,,10-30
601808,中海油服,0.25,,,,,101872.5,,,10-30
002151,北斗星通,0.56,,,,,1500.85,,,10-29
601169,北京银行,0.33,,,,,165670.7,,,10-29
002148,北纬通信,0.72,,,,,2682.15,,,10-27
002152,广电运通,0.5,,,,,5361.71,,,10-27
002135,东南网架,0.46,,,,,6939.29,,,10-27
002166,莱茵生物,0.41,,,,,1974.37,,,10-27
002134,天津普林,0.23,,,,,3922.44,,,10-27
002138,顺络电子,0.42,,,,,2918.03,,,10-27
002168,深圳惠程,0.76,,,,,2810.36,,,10-26
002157,正邦科技,0.28,,,,,1551.43,,,10-26
002140,东华科技,0.57,,,,,2866.58,,,10-26
002144,宏达高科,0.2,,,,,1584.42,,,10-26
002149,西部材料,0.3,,,,,2051.24,,,10-26
601398,工商银行,0.14,,,,,3797000.0,,,10-26
002140,东华科技,0.57,,,,,2866.58,,,10-26
002107,沃华医药,0.37,,,,,1928.96,,,10-25
002128,露天煤业,0.74,,,,,29147.88,,,10-25
002117,东港股份,0.43,,,,,3554.78,,,10-25
002159,三特索道,0.18,,,,,915.43,,,10-25
002132,恒星科技,0.3,,,,,3643.0,,,10-25
002164,宁波东力,0.23,,,,,1838.51,,,10-25
002169,智光电气,0.2,,,,,865.79,,,10-25
002162,悦心健康,0.16,,,,,4620.7,,,10-25
002167,东方锆业,0.38,,,,,1443.11,,,10-25
002155,湖南黄金,0.28,,,,,6654.82,,,10-24
002137,麦达数字,0.43,,,,,2759.61,,,10-24
002172,澳洋科技,0.4,,,,,5234.02,,,10-24
002165,红宝丽,0.49,,,,,2091.42,,,10-23
002154,报喜鸟,0.24,,,,,1746.65,,,10-23
002127,南极电商,0.31,,,,,2490.09,,,10-23
002174,游族网络,0.26,,,,,1596.38,,,10-23
002163,中航三鑫,0.14,,,,,1383.27,,,10-23
002120,韵达股份,0.42,,,,,1986.22,,,10-23
002136,安纳达,0.23,,,,,1340.49,,,10-23
002114,罗平锌电,0.53,,,,,4078.15,,,10-23
002119,康强电子,0.41,,,,,2957.91,,,10-23
002156,通富微电,0.47,,,,,6822.95,,,10-23
002126,银轮股份,0.24,,,,,1669.6,,,10-22
002150,通润装备,0.62,,,,,3212.96,,,10-20
002147,新光圆成,0.18,,,,,1262.95,,,10-20
002146,荣盛发展,0.16,,,,,5241.1,,,10-20
002143,印纪传媒,0.4,,,,,2732.4,,,10-19
002161,远望谷,0.13,,,,,629.99,,,10-19
002158,汉钟精机,0.42,,,,,3350.99,,,10-18
002121,科陆电子,0.24,,,,,1096.44,,,10-17
002142,宁波银行,0.24,,,,,44326.54,,,10-17
002160,常铝股份,0.34,,,,,3480.3,,,10-16
002170,芭田股份,0.43,,,,,3023.64,,,10-12
600155,宝硕股份,,,-0.38,,,-16849.44,-629.16,,04-30
000338,潍柴动力,,,8.13,17.17,3.0,44309.05,,,03-31
002130,沃尔核材,,,2.53,27.85,0.27,2495.3,,,03-29
601007,金陵饭店,,,1.93,9.77,0.3,3497.43,,,03-13
002125,湘潭电化,,,2.77,9.69,0.08,1261.87,,,03-09
002124,天邦股份,,,2.02,20.03,-0.83,1964.6,,,03-09
002123,梦网荣信,,,2.72,28.58,0.67,3290.52,,,03-08
002116,中国海诚,,,1.99,,,2340.25,,,02-14
002115,三维通信,,,2.04,,,2098.82,,,02-14
002113,天润数娱,,,4.62,7.7,,1811.61,,,02-07
601318,中国平安,0.59,,5.55,10.9,5.06,367700.0,,,02-02
601005,*ST重钢,,,2.77,4.2,,16691.4,,,01-30
002111,威海广泰,,,1.8,,,2474.12,,,01-25
002110,三钢闽光,,,4.04,,,28098.19,,,01-25
002112,三变科技,,,2.82,13.13,,2082.05,,,01-18
002106,莱宝高科,,,2.74,,,14821.62,,,01-11
002105,信隆健康,,,1.3,,,2120.97,,,01-11
002104,恒宝股份,,,1.8,,,2875.11,,,01-09
002103,广博股份,,,1.67,,,4955.28,,,01-09
000631,顺发恒业,,,-2.94,,,-12607.9,88.74,,12-30
002109,兴化股份,,,2.7,23.37,0.76,7067.51,,,12-29
002102,冠福股份,,,2.42,,,2427.88,,,12-28
002101,广东鸿图,,,2.78,,,2686.92,,,12-28
002100,天康生物,,,3.38,,,3007.04,,,12-25
002099,海翔药业,,,2.67,,,4205.2,,,12-25
002096,南岭民爆,,,2.73,,,1941.53,,,12-21
002098,浔兴股份,,,2.07,,,3696.56,,,12-21
002097,山河智能,,,1.83,,,6083.05,,,12-21
002095,生意宝,,,2.46,,,1972.98,,,12-14
002094,青岛金王,,,2.37,,,2736.51,,,12-14
002093,国脉科技,,,3.19,,,1926.38,,,12-14
002091,江苏国泰,,,3.1,,,5757.9,,,12-07
002090,金智科技,,,2.91,,,3284.64,,,12-07
002092,中泰化学,,,3.88,,,9266.66,,,12-07
002089,新海宜,,,2.92,,,1421.22,,,11-29
002088,鲁阳节能,,,2.7,,,4081.93,,,11-29
