code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,1.17,-17.61,6.15,,-0.08,363741.9,9.66,,10-29
000002,万科A,0.27,29.95,3.18,,1.02,295759.22,29.92,,10-26
000004,国农科技,-0.03,-34.03,0.7,,0.29,-211.85,-33.99,,10-24
000005,世纪星源,-0.01,-230.0,0.81,,-0.02,-1172.18,-213.78,,10-30
000006,深振业A,0.34,-26.29,3.72,,0.97,17368.92,-26.22,,10-31
000007,全新好,0.3,-272.43,-0.16,,-0.11,5531.32,-272.48,,10-30
000008,神州高铁,-0.0,-127.91,1.0,,-0.01,-8.65,-127.3,,10-22
000009,中国宝安,0.18,2.31,1.74,,0.67,19296.11,7.13,,10-31
000010,美丽生态,0.05,-44.44,0.31,,-0.0,701.99,-47.74,,10-22
000011,深物业A,0.3,-1353.39,1.35,24.63,1.05,16028.17,-1352.69,,10-12
000012,南玻A,0.47,4.44,4.13,,0.86,57760.23,5.96,,10-20
000014,沙河股份,0.34,-253.79,2.25,,1.63,6948.23,-253.75,,10-31
000016,深康佳A,0.09,-43.24,3.18,,-0.05,10664.68,-43.25,,10-23
000017,深中华A,-0.15,-483.37,-3.84,,0.03,-7404.89,-483.36,,10-31
000018,神州长城,-0.0,-95.0,0.77,,-0.03,-26.16,-97.25,,10-30
000019,深深宝A,0.03,-67.83,1.86,,-0.01,534.01,-67.9,,10-23
000020,深华发A,0.04,-800.0,0.91,,-0.25,1010.52,-794.49,,10-29
000021,深科技,0.19,-20.91,4.03,,0.28,16592.51,-20.92,,10-31
000022,深赤湾A,0.5,-35.4,4.27,,0.72,32269.93,-35.35,,10-30
000023,深天地A,0.07,119.35,2.11,,0.47,941.06,120.15,,10-23
000025,特力A,0.01,-185.71,0.75,,0.05,130.88,-187.08,,10-29
000026,飞亚达A,0.19,-12.33,2.79,,0.33,4781.85,-12.51,,10-29
000027,深圳能源,0.79,93.53,5.79,,1.16,174557.6,94.14,,10-28
000028,国药一致,0.51,21.0,2.72,,0.67,14604.11,20.9,,10-30
000029,深深房A,0.01,-33.93,1.21,,-0.56,1126.95,-33.7,,10-23
000030,富奥股份,0.06,-185.71,-5.92,,,1741.74,-181.66,,10-27
000031,中粮地产,0.07,16.67,1.79,,0.24,12783.28,25.93,,10-31
000032,深桑达A,0.08,-74.36,3.12,,0.58,1930.83,-73.42,,10-30
000033,*ST新都,-0.03,-455.1,0.9,,0.01,-1145.75,-453.94,,10-27
000034,神州数码,-0.0,-98.57,-3.2,,0.03,-48.79,-97.96,,10-20
000035,中国天楹,-0.09,-112.86,-8.3,,-0.0,-1417.03,-113.5,,10-23
000036,华联控股,0.24,-191.73,1.29,,0.78,26806.75,-193.12,,10-30
000037,*ST南电A,0.28,506.52,3.22,,0.39,16787.59,499.4,,10-20
000038,深大通,-0.05,-8.0,1.03,,-0.74,-442.28,-5.73,,10-28
000039,中集集团,0.29,-54.69,4.89,,0.5,77576.4,-54.41,,10-28
000040,东旭蓝天,-0.04,-65.0,1.68,,0.15,-1955.74,-65.14,,10-27
000042,中洲控股,0.69,-373.11,8.14,,2.96,16513.56,-373.1,,10-26
000043,中航地产,0.03,-33.85,7.51,,0.4,564.9,-33.88,,10-27
