code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,0.27,,3.65,,1.91,53508.37,142.63,,04-26
000002,万科A,0.14,,3.58,,-0.74,61234.93,57.75,,04-30
000004,国农科技,0.0,,0.94,,-0.1,10.36,132.13,,04-28
000005,世纪星源,0.04,,0.82,,0.01,3985.0,-32.62,,04-30
000006,深振业A,0.05,,5.23,,-0.8,1365.66,-62.26,,04-21
000007,全新好,-0.05,,-0.23,,0.02,-970.89,92.85,,04-27
000008,神州高铁,0.01,,1.04,,0.0,100.37,-1107.49,,04-20
000009,中国宝安,0.05,,1.6,,-0.17,4374.44,465.35,,04-26
000010,美丽生态,-0.01,,0.56,,-0.03,-155.17,292.89,,04-24
000011,深物业A,-0.01,,1.09,,-0.05,-596.55,-33.03,,04-30
000012,南玻A,0.05,,2.65,,0.18,5479.12,11.61,,04-24
000014,沙河股份,-0.03,,2.53,,-0.34,-340.28,-116.65,,04-24
000016,深康佳A,0.04,,5.64,,1.25,2625.89,3.82,,04-26
000017,深中华A,0.07,,-3.79,,0.02,3499.75,-2423.69,,04-28
000018,神州长城,-0.14,,1.63,,-0.05,-2397.45,523.89,,04-26
000019,深深宝A,0.0,,1.52,,-0.03,72.04,-72.36,,04-14
000020,深华发A,0.0,,0.79,,0.0,11.89,-79.06,,04-20
000021,深科技,0.43,,4.07,,-0.04,37809.35,347.52,,04-27
000022,深赤湾A,0.22,,3.73,,0.34,14239.05,-5.54,,04-27
000023,深天地A,0.14,,2.17,,0.07,1918.64,-340.11,,04-28
000025,特力A,-0.01,,0.61,,-0.11,-234.33,-1933.26,,04-23
000026,飞亚达A,0.05,,2.31,,0.0,1204.86,146.97,,04-26
000027,深圳能源,0.17,,4.15,,0.5,20214.71,31.8,,04-27
000028,国药一致,0.09,,1.49,,0.17,2609.84,10.38,,04-23
000029,深深房A,0.0,,1.1,,-0.02,41.9,-89.46,,04-27
000030,富奥股份,-0.03,,-5.63,,-0.0,-738.15,4.23,,04-28
000031,中粮地产,0.02,,2.16,,-0.03,1407.98,-41.68,,04-18
000032,深桑达A,0.06,,3.26,,0.92,1144.44,37.79,,04-23
000033,*ST新都,-0.01,,0.95,,,-185.81,-339.26,,04-28
000034,神州数码,-0.02,,-1.54,,-0.01,-599.54,-57.8,,04-28
000035,中国天楹,-0.0,,-9.21,,-0.0,-41.69,-96.65,,04-30
000036,华联控股,0.01,,1.68,,0.08,1290.71,-19.02,,04-27
000037,*ST南电A,0.0,,2.9,,0.33,98.29,-84.46,,04-24
000038,深大通,0.22,,-0.4,,0.0,2025.55,-951.45,,04-28
000039,中集集团,0.26,,5.73,,-0.59,57893.11,11.81,,04-26
000040,东旭蓝天,-0.01,,1.88,,-0.04,-449.0,-70.18,,04-26
000042,中洲控股,-0.04,,7.35,,-0.13,-1002.85,-370.85,,04-28
000045,深纺织A,0.01,,1.41,,-0.01,152.22,11.26,,04-21
000046,泛海控股,0.11,,4.56,,1.38,7974.51,100.32,,04-24
000048,康达尔,-0.01,,-0.71,,0.02,-325.6,-304.72,,04-28
000049,德赛电池,-0.02,,1.13,,0.02,-256.4,-144.39,,04-23
000050,深天马A,0.05,,2.68,,0.16,1661.57,23.08,,04-23
000055,方大集团,0.01,,1.41,,-0.06,372.94,17.13,,04-21
000058,深赛格,-0.06,,1.47,,-0.1,-4588.0,88.04,,04-26
000059,华锦股份,0.14,,2.89,,0.44,9548.16,316.2,,04-14
000060,中金岭南,0.42,,5.15,,0.74,27615.13,145.88,,04-25
000061,农产品,0.03,,3.72,,0.22,1222.71,10.95,,04-26
000062,深圳华强,0.03,,4.19,,0.11,766.45,-24.46,,04-28
000063,中兴通讯,0.04,,11.23,,-1.34,4244.5,27.01,,04-26
000065,北方国际,0.06,,2.96,,0.21,937.39,8.87,,04-20
000066,中国长城,0.06,,3.77,,0.09,2681.21,-18.54,,04-23
000068,华控赛格,-0.11,,2.55,,-0.06,-8460.32,211.61,,04-21
000069,华侨城A,0.02,,2.73,,-0.09,2591.52,-0.58,,04-24
000070,特发信息,-0.01,,2.47,,-0.16,-162.94,-295.16,,04-24
000078,海王生物,0.02,,1.45,,0.03,1345.38,62.57,,04-28
000088,盐田港,0.12,,2.66,,0.06,14664.75,1.6,,04-28
000089,深圳机场,0.08,,2.37,,0.07,11942.4,15.54,,04-25
000090,天健集团,0.01,,9.2,,-0.35,404.41,-88.27,,04-24
000096,广聚能源,0.01,,2.55,,-0.21,710.94,-15.96,,04-28
000099,中信海直,0.02,,2.51,,-0.02,1156.59,9.18,,04-30
000100,TCL集团,0.01,,1.17,,0.06,1387.27,-110.65,,04-30
000150,宜华健康,-0.01,,1.36,,-0.0,-340.38,-55.85,,04-17
000151,中成股份,0.01,,3.03,,-0.19,160.08,-20.62,,04-11
000153,丰原药业,0.01,,2.4,,-0.01,149.6,-36.89,,04-25
000155,*ST川化,-0.03,,3.58,,0.04,-1232.08,-137.99,,04-19
000156,华数传媒,-0.08,,-5.12,,0.04,-991.17,18.32,,04-30
000157,中联重科,0.42,,4.94,,-0.48,21151.2,193.96,,04-28
000158,常山股份,0.02,,3.64,,0.06,811.53,8.43,,04-19
000159,国际实业,0.03,,2.83,,0.36,504.82,-10.19,,04-25
000166,申万宏源,,,,,,74254.71,,,03-31
000301,东方市场,0.03,,1.93,,-0.14,4247.5,263.62,,04-19
000338,潍柴动力,0.47,42.42,9.76,,-1.1,24667.3,128.51,,04-26
000400,许继电气,0.03,,5.4,,-0.55,1220.96,-10.47,,04-20
000401,冀东水泥,-0.02,,2.48,,-0.08,-1512.02,-2714.4,,04-28
000402,金融街,0.41,,3.75,,-0.65,43710.14,3083.3,,04-28
000403,ST生化,,,-1.17,,0.02,-2593.32,23.27,,04-27
000404,华意压缩,-0.02,,1.22,,-0.03,-548.44,-43.05,,04-21
000407,胜利股份,0.01,,1.75,,-0.19,315.65,75.95,,04-24
000408,*ST金源,0.01,,2.57,,-0.61,166.99,-115.78,,04-30
000409,山东地矿,-0.01,,0.46,,0.03,-183.44,-16.45,,04-27
000410,沈阳机床,0.05,,3.65,,0.28,1611.42,19.75,,04-21
000411,英特集团,0.01,,0.75,,-1.03,58.76,-71.92,,04-27
000413,东旭光电,0.0,,0.58,,0.0,24.15,-100.83,,04-27
000415,渤海金控,-0.03,,1.33,,-0.11,-835.25,-26.76,,04-25
000416,民生控股,-0.01,,1.21,,0.17,-274.16,-122.79,,04-25
000417,合肥百货,0.09,,3.04,,0.76,2257.85,82.76,,04-20
000418,小天鹅A,0.05,,3.33,,0.01,1522.0,23.11,,04-25
000419,通程控股,0.08,,3.93,,0.25,1283.35,116.01,,04-24
000420,吉林化纤,0.04,,3.19,,-0.0,1618.51,-273.56,,04-30
000421,南京公用,0.03,,1.21,,-0.03,890.08,902.63,,04-24
000422,湖北宜化,0.12,,2.83,,0.11,6531.77,43.94,,04-17
