code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,0.24,,2.87,8.77,,46362.07,123.45,,08-18
000002,万科A,,,2.62,12.9,-0.81,122079.59,53.55,,08-01
000004,国农科技,,,0.99,-2.52,,-210.64,-7.54,,08-19
000005,世纪星源,,,1.18,9.11,,6810.82,-558.01,,08-26
000006,深振业A,,,4.85,14.67,,17458.66,11954.05,,08-19
000007,全新好,,,0.51,-19.05,,-1534.67,-412.17,,08-26
000008,神州高铁,,,0.98,-0.66,,-45.87,-263.9,,07-28
000009,中国宝安,,,1.24,1.07,,1273.07,47.02,,08-19
000010,美丽生态,,,0.27,-30.58,0.01,-1668.54,66.68,,08-19
000011,深物业A,,,1.14,-3.72,,-2339.14,-255.0,,08-16
000012,南玻A,,,2.42,5.68,,15215.72,1.46,,08-01
000014,沙河股份,,,3.95,12.86,,4308.12,82.23,,08-25
000016,深康佳A,,,5.39,1.03,,3336.79,42.91,,08-19
000017,深中华A,,,-3.81,,,-908.69,1583.79,,08-22
000018,神州长城,,,1.52,-3.79,-0.04,-996.83,71.07,,08-29
000019,深深宝A,,,1.35,2.71,,659.04,263.07,,07-20
000020,深华发A,,,0.85,0.24,,57.01,40.98,,08-23
000021,深科技,,,3.33,5.97,,16975.37,12.87,,08-25
000022,深赤湾A,,,3.02,14.16,,32107.41,-9.72,,08-29
000023,深天地A,,,1.55,-2.91,,-634.42,557.52,,08-10
000025,特力A,,,1.03,0.48,,108.43,164.74,,08-02
000026,飞亚达A,,,2.19,2.52,,1359.54,160.97,,08-11
000027,深圳能源,,,3.47,6.95,,32354.35,12.02,,08-15
000028,国药一致,,,1.45,11.41,0.45,4763.67,146.82,,08-14
000029,深深房A,,,1.05,0.69,,734.99,-146.58,,08-23
000030,富奥股份,,,-5.75,,,-808.06,-52.03,,08-14
000031,中粮地产,,,1.78,6.59,,8038.49,5.07,,08-23
000032,深桑达A,,,3.09,3.48,,2113.53,-10.16,,08-19
000033,*ST新都,,,1.35,0.26,0.04,115.22,0.61,,07-21
000034,神州数码,,,-1.49,,,-985.15,-76.9,,08-25
000035,中国天楹,,,-12.65,,,-1917.29,-38.41,,08-14
000036,华联控股,,,1.55,2.23,0.08,3827.54,-296.02,,08-30
000037,*ST南电A,,,2.71,-2.65,,-3986.0,-254.02,,08-22
000038,深大通,,,0.75,-7.52,,-530.43,257.8,,08-22
000039,中集集团,,,4.49,13.33,,135067.34,-34.15,,08-08
000040,东旭蓝天,,,1.85,0.47,,411.13,-127.36,,08-19
000042,中洲控股,,,6.79,6.47,,10228.2,-7.53,,08-16
000043,中航地产,,,2.75,7.39,,2849.89,185.17,,08-11
000045,深纺织A,,,1.38,1.93,,652.43,-34.14,,08-15
000046,泛海控股,,,3.42,3.65,,4308.85,133.42,,08-05
000048,康达尔,,,0.17,6.01,,360.55,5.99,,08-17
000049,德赛电池,,,1.2,5.8,,928.11,5.0,,08-08
000050,深天马A,,,2.45,5.35,,4300.73,36.23,,08-11
000055,方大集团,,,1.21,1.93,,811.26,323.42,,07-20
000056,皇庭国际,,,0.84,-4.53,0.19,-890.24,150.98,,08-14
000058,深赛格,,,1.64,0.69,,883.22,-286.88,,08-26
000059,华锦股份,,,2.6,3.43,0.37,5807.69,-51.23,,08-10
000060,中金岭南,,,2.98,25.06,,40811.63,236.81,,08-22
000061,农产品,,,3.61,-1.21,,-1701.79,-208.23,,08-11
000062,深圳华强,,,3.99,1.09,,1336.45,-30.55,,08-01
000063,中兴通讯,,,10.68,3.62,,37346.8,-45.69,,08-25
000065,北方国际,,,2.64,-1.93,,-835.99,-166.57,,07-21
000066,中国长城,,,3.62,3.32,,5649.41,-85.72,,08-25
000068,华控赛格,,,2.6,0.17,,339.58,-96.98,,08-26
000069,华侨城A,,,2.36,7.8,,21083.55,-10.77,,08-18
000070,特发信息,,,2.46,0.2,,125.65,-157.69,,08-15
000078,海王生物,,,1.48,2.65,,1853.35,-119.94,,08-22
000088,盐田港,,,2.33,9.7,,34427.21,26.4,,08-29
000089,深圳机场,,,2.13,6.8,,20823.57,14.13,,07-28
000090,天健集团,,,5.38,4.74,,5962.0,141.67,,08-10
000096,广聚能源,,,2.49,7.74,,10052.84,39.1,,08-29
000099,中信海直,,,2.37,0.85,,1076.99,-69.28,,08-15
000100,TCL集团,,,1.62,-16.23,,-73755.84,6.49,,08-30
000150,宜华健康,,,1.4,-3.58,,-1656.72,14.51,,07-29
000151,中成股份,,,2.92,3.16,,2803.27,17.71,,08-07
000153,丰原药业,,,2.31,0.96,,572.24,1.74,,08-17
000155,*ST川化,,,3.5,6.66,,10807.86,23.97,,07-27
000156,华数传媒,,,-5.86,,,-1866.04,45.26,,08-26
000157,中联重科,,,3.88,13.71,,25450.77,52.8,,08-25
000158,常山股份,,,3.56,1.9,,2909.66,42.19,,08-09
000159,国际实业,,,2.96,-3.01,,-1785.39,-239.37,,08-11
000166,申万宏源,,,,,,76493.46,-394.47,,07-20
000301,东方市场,,,3.03,4.01,,5834.45,308.65,10转7,08-25
000338,潍柴动力,0.84,,,,1.82,43775.22,,,08-29
000400,许继电气,,,5.2,3.53,-0.46,6819.89,7.01,,08-09
000401,冀东水泥,,,2.34,3.4,,7529.42,61.02,,08-08
000402,金融街,,,2.34,5.99,,13526.33,234.76,,08-15
000403,ST生化,,,-0.31,,,-4001.34,146.99,,08-29
000404,华意压缩,,,1.44,-3.15,0.45,-1203.43,76.0,,08-10
000407,胜利股份,,,2.09,3.11,,1839.54,28.51,,08-04
000408,*ST金源,,,2.77,-1.97,,-632.13,-302.97,,08-24
000409,山东地矿,,,0.67,-3.94,,-458.92,-32.78,,08-15
000410,沈阳机床,,,3.33,5.4,,6132.36,45.75,,07-29
000411,英特集团,,,0.75,4.12,,346.95,25.7,,08-25
000413,东旭光电,,,0.56,-20.87,,-5030.88,-10105.32,,08-28
000415,渤海金控,,,1.18,-5.55,,-2030.47,-1539.21,,08-19
000416,民生控股,,,1.58,0.78,0.42,502.2,-91.32,,08-14
000417,合肥百货,,,2.8,3.37,,2352.04,57.9,,08-11
000418,小天鹅A,,,3.26,2.09,,2489.02,31.1,,08-21
000419,通程控股,,,3.67,1.53,,975.46,3.55,,08-08
000420,吉林化纤,,,3.05,-0.85,,-1011.53,-134.15,,08-15
000421,南京公用,,,1.14,9.92,,3327.23,-141.64,,08-12
000422,湖北宜化,,,2.4,7.38,,9660.29,30.51,,07-25
000423,东阿阿胶,,,2.64,5.81,,6090.07,12.69,,08-08
000425,徐工机械,,,1.97,0.74,,791.58,-108.57,,08-14
000426,兴业矿业,,,3.77,0.81,,1052.67,-43.22,,08-28
000428,华天酒店,,,2.83,4.0,,1932.58,50.61,,08-08
000429,粤高速A,,,2.98,4.45,0.26,16766.13,-3.26,,08-23
000430,张家界,,,0.62,-41.75,,-6383.0,400.5,,07-26
000488,晨鸣纸业,,,4.17,,,30103.07,-8.17,,07-29
000498,山东路桥,,,1.05,1.98,,802.34,-27.48,,08-29
000501,鄂武商A,,,1.83,4.54,,4119.96,19.2,,08-12
000502,绿景控股,,,1.7,0.52,,138.56,-89.23,,08-26
000503,海虹控股,,,1.94,2.93,,4222.91,173.73,,08-19
000504,*ST生物,,,1.43,0.83,,366.4,-30.39,,08-07
000505,*ST珠江,,,0.13,-33.83,,-2077.68,2.49,,08-21
000506,中润资源,,,0.08,-167.19,,-19646.09,597.12,,08-10
000507,珠海港,,,3.05,1.47,,1440.41,-4.82,,08-19
000509,华塑控股,,,0.53,5.87,,752.24,44.67,,08-24
