code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,0.43,4.88,11.71,3.7,4.14,608600.0,8.12,,04-21
000002,万科A,0.08,27.12,9.12,0.83,-0.97,83323.29,28.14,,04-28
000004,国农科技,-0.03,28.96,,-2.98,,-239.25,29.07,,04-30
000006,深振业A,0.04,-75.77,,1.11,,4880.83,-75.79,,04-23
000007,全新好,0.03,-257.35,,2.05,,766.45,-257.5,,04-30
000008,神州高铁,0.0,-96.21,,0.24,,1159.26,-79.46,,04-30
000009,中国宝安,0.02,-33.33,,0.67,,3013.91,-45.77,,04-29
000010,美丽生态,-0.04,978.38,,-1.51,,-3270.67,1407.81,,04-29
000011,深物业A,0.0,66.67,,0.03,,57.7,61.92,,04-30
000012,南玻A,0.1,152.53,,2.57,,20483.55,149.19,,04-25
000016,深康佳A,0.0,-45.31,,0.3,,842.95,8.73,,04-29
000017,深中华A,0.0,-40.0,,1.24,,14.64,-46.26,,04-27
000018,神州长城,0.17,-8670.0,,5.63,,7658.73,-19696.21,,04-30
000019,深深宝A,-0.02,-35.13,,-0.66,,-618.31,-35.11,,04-26
000020,深华发A,0.0,-5.56,,0.15,,46.99,-8.19,,04-30
000021,深科技,0.1,161.32,,2.86,,15102.5,191.35,,04-27
000022,深赤湾A,0.19,18.24,,2.69,,12122.1,18.17,,04-27
000023,深天地A,-0.0,-70.0,,-0.11,,-42.09,-76.78,,04-27
000025,特力A,0.02,546.87,,0.71,,616.22,681.98,,04-29
000026,飞亚达A,0.06,-45.53,,1.18,,2725.13,-39.4,,04-15
000027,深圳能源,0.05,-62.63,,0.94,,20411.97,-43.95,,04-30
000028,国药一致,0.55,1.1,,3.58,,19902.75,1.02,,04-23
000029,深深房A,0.03,25.2,,1.33,,3113.84,24.96,,04-29
000030,富奥股份,0.12,0.0,,3.29,,15671.3,-3.36,,04-21
000031,中粮地产,0.11,175.0,,3.14,,19047.47,164.82,,04-30
000032,深桑达A,0.05,2400.0,,1.24,,1719.03,3440.47,,04-28
000033,*ST新都,0.01,-129.38,,16.25,,170.12,-129.22,,04-27
000034,神州数码,-0.01,-120.31,,-0.65,,-591.9,-125.75,,04-29
000035,中国天楹,0.06,-14.29,,1.93,,3615.37,1.38,,04-16
000036,华联控股,0.08,-1135.0,,4.46,,9304.77,-1172.31,,04-30
000038,深大通,0.22,-3800.0,,3.07,,3556.84,-6560.94,,04-30
000040,东旭蓝天,0.06,357.14,,2.23,,2987.31,360.25,,04-30
000042,中洲控股,0.07,-92.91,,0.79,,4477.46,-90.3,,04-29
000043,中航地产,-0.23,129.62,,-4.04,,-15668.0,129.7,,04-30
000045,深纺织A,-0.02,-332.56,,-0.47,,-1024.65,-336.11,,04-29
