code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
000001,平安银行,,0.0966,20.9664,0.1021,
000002,万科A,0.0918,0.0085,0.6216,0.0108,1.2986
000004,国农科技,-0.1395,-0.0199,-2.8961,-0.0648,-6.5644
000005,世纪星源,5.0987,0.123,,0.2519,26.5349
000006,深振业A,0.4725,0.0854,2.6508,0.1386,16.6602
000007,全新好,-0.6653,-0.1661,-17.526,-0.5409,-54.0898
000008,神州高铁,0.3486,0.017,24.8237,0.3936,39.3591
000009,中国宝安,0.0556,0.0093,0.7755,0.0143,1.8381
000010,美丽生态,-0.1172,-0.0225,,-0.036,-3.6199
000011,深物业A,0.5396,0.0922,3.4185,0.1389,14.8128
000012,南玻A,0.2535,0.0577,2.884,0.1132,19.7594
000014,沙河股份,-0.6825,-0.0311,,-0.0465,-8.1333
000016,深康佳A,0.1585,0.0752,97.2035,0.1052,11.8262
000017,深中华A,-0.0221,-0.0177,,-0.0014,-0.1495
000018,神州长城,0.0331,0.001,,0.0029,0.3579
000019,深深宝A,0.0286,0.0028,0.0367,0.0179,1.8296
000020,深华发A,0.1952,0.0988,11.6504,0.1577,24.909
000021,深科技,0.0079,0.0066,1.7305,0.0113,1.1358
000022,深赤湾A,0.4086,0.05,1.1647,0.1232,17.2282
000023,深天地A,0.0406,0.014,,0.0202,2.1861
000025,特力A,-0.0259,-0.0089,,-0.0135,-1.8056
000026,飞亚达A,-0.0629,-0.0282,-1.4326,-0.0489,-5.0489
000027,深圳能源,0.2147,0.0437,2.077,0.0949,18.9118
000028,国药一致,0.0158,0.016,0.5712,0.0197,2.0788
000029,深深房A,-0.26,-0.0355,-2.9,-0.0635,-8.2053
000030,富奥股份,,-0.0202,,-0.0204,-2.0406
000031,中粮地产,0.2275,0.0081,2.2919,0.0102,1.4086
000032,深桑达A,-0.0804,-0.0275,,-0.0612,-6.1648
000033,*ST新都,0.1906,0.0123,,0.0291,10.671
000034,神州数码,-0.0782,-0.0889,,-0.16,-16.4024
000035,中国天楹,-5.2984,-0.7719,,-0.1854,-21.2858
000036,华联控股,-0.3651,-0.0214,-1.3541,-0.0541,-9.1906
000037,*ST南电A,0.1725,0.0225,,0.0339,3.424
000038,深大通,-0.2147,-0.0057,,-0.008,-0.8925
000039,中集集团,-0.077,-0.0323,-2.091,-0.0474,-7.2876
000040,东旭蓝天,0.0863,0.0107,0.2215,0.0183,1.8778
000042,中洲控股,-0.0227,-0.0038,-0.1164,-0.0062,-1.104
000043,中航地产,-0.5308,-0.0408,-132.2012,-0.0554,-7.9589
000045,深纺织A,-0.0428,-0.0087,,-0.0325,-6.9695
000046,泛海控股,-0.2738,-0.0068,-6.203,-0.0101,-1.8763
000048,康达尔,-0.0056,-0.0029,-0.1294,-0.0046,-0.5027
000049,德赛电池,0.2569,0.269,5.0778,0.4177,42.8646
000050,深天马A,0.0884,0.0247,5.1895,0.039,7.924
000055,方大集团,-0.1286,-0.0297,-35.5041,-0.0598,-6.1878
000056,皇庭国际,-2.7096,-0.0537,-1.4677,-0.0455,-41.7438
000058,深赛格,-0.216,-0.0302,-1.3391,-0.1551,-16.5081
000059,华锦股份,0.0296,0.019,,0.0254,3.4285
000060,中金岭南,0.0224,0.0129,0.7465,0.0254,3.7415
000061,农产品,0.0719,0.006,0.4035,0.0105,1.259
000062,深圳华强,-0.6577,-0.0524,-9.3791,-0.0761,-13.7312
000063,中兴通讯,-0.0854,-0.034,-9.2847,-0.0453,-5.8546
000065,北方国际,-2.5766,-0.1629,-8.409,-0.2264,-22.9207
000066,中国长城,0.0777,0.0695,24.908,0.0955,11.1133
000068,华控赛格,-8.1896,-0.0783,,-0.2382,-35.4214
000069,华侨城A,-0.0931,-0.0093,-0.5496,-0.0129,-2.2567
000070,特发信息,-0.1023,-0.0402,-2.9678,-0.0805,-10.6535
000078,海王生物,-0.036,-0.021,-1.5002,-0.0261,-2.6096
000088,盐田港,0.4496,0.0143,0.363,0.1803,63.583
000089,深圳机场,0.3386,0.0378,1.2761,0.142,39.2986
000090,天健集团,0.0576,0.0088,0.5227,0.0144,1.7554
000096,广聚能源,0.0664,0.0168,1.0517,0.1619,18.7565
000099,中信海直,0.1358,0.0258,0.9997,0.0775,26.4315
000100,TCL集团,0.0506,0.0214,3.1325,0.0295,3.9981
000150,宜华健康,0.5972,0.0175,9.3666,0.0327,4.161
000151,中成股份,0.2437,0.0964,18.2757,0.2391,24.1024
000153,丰原药业,0.0199,0.0129,1.7609,0.0278,2.7876
000155,*ST川化,0.0051,0.0012,,0.0022,0.2729
000156,华数传媒,0.0075,0.0128,0.1284,0.0088,0.8822
000157,中联重科,0.0201,0.0067,0.1019,0.0121,1.4959
000158,常山股份,-0.0741,-0.0267,,-0.0465,-5.852
000159,国际实业,-0.0548,-0.013,-0.91,-0.0389,-3.9103
000301,东方市场,0.6887,0.0836,3.4784,0.3446,45.0872
000333,美的集团,0.0018,0.0011,0.0313,0.0016,0.1746
000338,潍柴动力,-0.0408,-0.0181,-0.5288,-0.0366,-4.0814
000400,许继电气,-0.0814,-0.0298,-1.1248,-0.0522,-6.6956
000401,冀东水泥,0.009,0.0014,0.661,0.0021,0.3462
000402,金融街,-0.168,-0.0133,-0.7065,-0.0188,-2.9511
000403,ST生化,0.1478,0.0367,1.5694,0.0537,6.6278
000404,华意压缩,0.0114,0.0075,0.4358,0.0096,0.9866
000407,胜利股份,0.0521,0.0176,22.5668,0.0287,3.0334
000408,*ST金源,0.269,0.0152,0.7401,0.0262,2.6808
000409,山东地矿,0.0375,0.0535,24.6283,0.734,75.4613
000410,沈阳机床,-0.1084,-0.0339,-7.5512,-0.0387,-4.0108
