code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,0.7,4.48,17.33,4.14,2.76,358900.0,4.67,,04-24
000002,万科A,0.15,15.38,5.96,2.49,-0.22,161390.42,15.61,,04-23
000004,国农科技,0.01,9500.0,,0.54,,80.74,9488.53,,04-20
000005,世纪星源,-0.01,-22.31,,-1.36,,-923.54,-24.46,,04-24
000006,深振业A,0.05,-40.0,,1.76,,6169.56,-22.02,,04-25
000007,全新好,-0.04,-1980.95,,-3.21,,-911.55,-1950.34,,04-26
000008,神州高铁,0.03,-6600.0,,0.73,,394.94,-13820.75,,04-27
000009,中国宝安,0.02,-23.0,,1.27,,2514.21,-23.24,,04-27
000010,美丽生态,-0.03,200.0,,-9.52,,-510.43,155.38,,04-25
000011,深物业A,0.4,4210.87,,14.58,,23636.06,4228.47,,04-27
000012,南玻A,0.05,-16.67,,1.57,,10766.1,-11.19,,04-25
000014,沙河股份,-0.01,-33.6,,-0.28,,-166.45,-34.0,,04-22
000016,深康佳A,0.01,37.21,,0.35,,1424.26,37.33,,04-27
000017,深中华A,-0.05,68.88,,,,-2664.68,68.88,,04-27
000018,神州长城,-0.02,,,-2.27,,-266.28,1042.28,,04-23
000019,深深宝A,0.0,-130.14,,0.11,,110.93,-130.37,,04-24
000020,深华发A,0.0,-82.63,,0.07,,81.82,-82.7,,04-24
000021,深科技,0.02,-28.61,,0.82,,3253.27,-28.75,,04-27
000022,深赤湾A,0.2,14.77,,3.47,,13020.74,14.85,,04-24
000023,深天地A,-0.08,33.33,,-3.22,,-1076.77,19.96,,04-25
000025,特力A,0.02,-303.96,,2.43,,453.38,-304.68,,04-24
000026,飞亚达A,0.09,-1.11,,2.38,,3476.36,-1.21,,04-26
000027,深圳能源,0.09,-2.67,,1.51,,23153.77,2.31,,04-27
000028,国药一致,0.5,17.97,,7.77,,14365.45,17.92,,04-25
000029,深深房A,0.0,-84.09,,0.21,,350.87,-84.08,,04-24
000030,富奥股份,0.14,-6186.96,,4.14,,13763.74,-20439.23,,04-19
000031,中粮地产,0.03,0.0,,1.26,,6050.5,14.77,,04-25
000032,深桑达A,0.05,-225.0,,1.18,,1084.27,-207.56,,04-27
000033,*ST新都,-0.01,39.62,,-1.83,,-487.14,39.88,,04-25
000034,神州数码,-0.0,33.33,,-1.5,,-132.73,47.29,,04-20
000035,中国天楹,0.0,-95.0,,,,55.75,-94.05,,04-27
000036,华联控股,0.0,-97.18,,0.06,,102.53,-97.14,,04-27
000037,*ST南电A,-0.11,-0.0,,-4.24,,-6433.97,-5.94,,04-24
000038,深大通,0.0,-109.58,,0.14,,21.9,-109.32,,04-26
000039,中集集团,0.08,-41.56,,1.12,,21942.5,-41.53,,04-27
000040,东旭蓝天,0.07,-41.67,,2.82,,3358.71,-38.03,,04-27
000042,中洲控股,0.68,-22.33,,5.48,,16304.94,-22.34,,04-20
000043,中航地产,-0.06,211.46,,-1.37,,-3989.97,523.63,,04-27
000045,深纺织A,-0.01,-133.33,,-0.31,,-483.77,-156.23,,04-27
000046,泛海控股,0.02,-578.38,,0.94,,8078.9,-581.43,,04-27
000048,康达尔,0.0,-59.3,,0.33,,136.77,-59.27,,04-26
000049,德赛电池,0.32,20.87,,11.17,,4366.06,20.87,10派3,04-23
000050,深天马A,0.0,-123.08,,0.11,,145.79,-120.17,,04-25
000055,方大集团,0.01,0.0,,1.02,,1121.22,22.39,,04-20
000056,皇庭国际,-0.09,186.0,,,,-1896.37,235.85,,04-19
000058,深赛格,0.03,23.11,,1.7,,2048.86,23.33,,04-24
000059,华锦股份,-0.07,-150.0,,-1.13,,-8209.12,-147.79,,04-20
000060,中金岭南,0.04,-2.27,,1.56,,8815.35,-2.47,,04-27
000061,农产品,0.01,-88.33,,0.25,,1083.33,-75.11,,04-26
000062,深圳华强,0.0,0.0,,0.13,,200.91,-0.73,,04-23
000063,中兴通讯,0.06,50.0,6.36,0.95,-0.92,20499.6,35.87,,04-27
000065,北方国际,-0.06,,,-1.38,,-895.64,17343.24,,04-24
000066,中国长城,0.0,0.0,,0.14,,395.45,6.44,,04-27
000068,华控赛格,-0.01,-225.32,,-3.87,,-883.61,-224.79,,04-20
000069,华侨城A,0.07,28.85,,2.41,,48620.24,67.06,,04-27
000070,特发信息,0.09,106.28,,2.7,,2429.73,118.05,,04-20
000078,海王生物,0.04,3.77,,2.93,,2509.45,3.71,,04-23
000088,盐田港,0.04,-25.05,,1.72,,7909.85,-2.56,,04-27
000089,深圳机场,0.1,-11.24,,2.19,,16274.68,-11.27,,04-26
000090,天健集团,0.16,-25.07,,2.4,,8259.35,-17.54,,04-22
000096,广聚能源,-0.01,-33.33,,-0.36,,-653.67,-33.39,,04-27
000099,中信海直,0.07,0.84,,1.86,,3690.41,0.75,,04-23
000100,TCL集团,0.04,697.78,1.46,2.52,0.11,30415.84,691.65,,04-25
000150,宜华健康,0.0,16.67,,0.1,,68.74,20.18,,04-25
000151,中成股份,0.06,45.24,,1.98,,1798.12,45.29,,04-20
000153,丰原药业,0.01,3.96,,0.37,,273.17,4.03,,04-24
000155,*ST川化,-0.17,-29.17,,-6.37,,-8155.7,-27.03,,04-27
000156,华数传媒,0.06,10640.74,,7.3,,6379.43,98333.9,,04-26
000157,中联重科,0.08,-70.37,,1.39,,59179.49,-71.67,,04-27
000158,常山股份,-0.03,-7.41,,-0.74,,-1789.01,-8.22,,04-25
000159,国际实业,0.05,-12.0,,1.22,,2542.31,-7.15,,04-27
000301,东方市场,0.05,78.57,,2.02,,5481.96,78.81,,04-27
000333,美的集团,,,,,,102153.54,64.7,,04-28
000338,潍柴动力,0.41,-33.87,,3.22,,81337.07,-20.65,,04-27
000400,许继电气,0.18,407.02,,2.41,,6826.93,407.54,,04-20
000401,冀东水泥,-0.3,69.32,,-3.51,,-40121.21,69.04,,04-26
000402,金融街,0.13,-55.17,,1.94,,38758.78,-55.53,,04-25
000403,ST生化,0.09,12.5,,7.71,,2524.12,44.87,,04-27
000404,华意压缩,0.07,364.38,,2.52,,3575.68,586.94,,04-19
000407,胜利股份,0.01,127.27,,0.37,,405.57,43.56,,04-19
000408,*ST金源,0.01,25.0,,0.74,,127.72,14.59,,04-27
000409,山东地矿,0.03,1886.75,,1.61,,1528.29,5811.38,,04-19
000410,沈阳机床,0.02,-60.0,,0.83,,1289.23,-48.67,,04-27
000411,英特集团,0.13,81.51,,5.79,,2790.53,81.62,,04-26
000413,东旭光电,0.16,221.93,,14.63,,6188.24,224.95,,04-27
000415,渤海金控,0.09,65.0,,1.52,,10884.51,114.49,,04-25
000416,民生控股,0.03,-1225.81,,2.27,,1855.09,-1215.04,,04-25
000417,合肥百货,0.2,-30.89,,5.56,,15212.03,3.66,,04-20
000418,小天鹅A,0.18,-5.26,,2.97,,11100.37,-6.39,,04-24
000419,通程控股,0.07,-14.76,,2.09,,3610.26,2.34,,04-27
000420,吉林化纤,-0.11,151.1,,-8.77,,-4330.51,150.9,,04-20
000421,南京公用,0.05,-37.29,,1.93,,1709.4,-37.31,,04-25
