code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,5.9248,94.0752
000002,万科A,1.3439,0.3372,13.4881,2824.0777,22.003,77.997
000004,国农科技,2.3283,1.2348,75.4484,-1263.8728,59.6761,40.3239
000005,世纪星源,0.4624,0.4351,8.0603,-453.6492,52.5169,47.4831
000006,深振业A,2.5016,0.7117,66.6071,2777.2321,42.0028,57.9972
000007,全新好,1.3862,1.3268,74.1777,280.7648,53.7246,46.2754
000008,神州高铁,3.312,3.1584,232.2317,15672.3102,89.9395,10.0605
000009,中国宝安,1.3017,0.5175,22.7013,336.5052,37.1202,62.8798
000010,美丽生态,2.6233,1.8475,126.2421,-177.7492,64.1848,35.8152
000011,深物业A,1.7333,0.575,53.8616,-6576.4703,46.5666,53.4334
000012,南玻A,0.593,0.4963,7.1393,912.0028,55.7132,44.2868
000014,沙河股份,2.5912,0.3672,32.9437,440.8972,35.0575,64.9425
000016,深康佳A,1.1071,0.7899,16.3246,-205.2813,27.1868,72.8132
000017,深中华A,1.0153,0.9837,18.6591,-128329.6717,5.0813,94.9187
000018,神州长城,1.8665,1.8665,181.1803,4235.8982,73.0672,26.9328
000019,深深宝A,2.3182,1.33,83.5128,-50944.9389,75.6887,24.3113
000020,深华发A,1.5073,1.3463,18.5373,64.5984,37.419,62.581
000021,深科技,1.2556,1.195,92.0188,14.9315,36.1427,63.8573
000022,深赤湾A,0.6621,0.648,47.6291,1955.5997,64.358,35.642
000023,深天地A,1.2788,0.868,21.8773,245.4999,30.8605,69.1395
000025,特力A,0.5148,0.3197,21.715,184.4826,29.0607,70.9393
000026,飞亚达A,1.8516,0.3831,7.4459,251.0715,43.241,56.759
000027,深圳能源,0.8546,0.7592,39.3851,572.9374,56.4165,43.5835
000028,国药一致,1.1149,0.8992,13.1156,500.9007,20.9501,79.0499
000029,深深房A,2.1622,0.3691,31.7422,-19289.6024,41.1617,58.8383
000030,富奥股份,1.4491,1.1805,13.9648,11517.3112,59.7429,40.2571
000031,中粮地产,1.5002,0.3162,28.0983,379.5768,22.0931,77.9069
000032,深桑达A,2.0395,1.3712,50.0991,1475.0222,67.605,32.395
000033,*ST新都,1.669,1.6437,128.4916,120.1498,48.1244,51.8756
000034,神州数码,1.0267,0.8334,22.0912,4896.7994,28.0496,71.9504
000035,中国天楹,-5.1316,-5.1316,-505.5465,-779176.9528,119.4698,-19.4698
000036,华联控股,2.5592,1.2446,96.5329,767.8823,60.4516,39.5484
000037,*ST南电A,0.9355,0.5731,15.2702,140.1812,33.0824,66.9176
000038,深大通,1.4141,0.124,3.9992,774.5818,29.6286,70.3714
000039,中集集团,1.2638,0.7738,19.2912,911.5683,33.7384,66.2616
000040,东旭蓝天,1.9773,0.2728,16.7543,929.8674,31.6238,68.3762
000042,中洲控股,2.0989,0.4534,40.9179,1090.3865,38.3458,61.6542
000043,中航地产,1.5561,0.4562,17.0442,372.8511,23.2123,76.7877
000045,深纺织A,6.5187,5.6768,392.1324,-273.0993,80.5764,19.4236
000046,泛海控股,3.2082,0.7019,40.7393,1606.0429,23.6904,76.3096
000048,康达尔,0.8053,0.4157,25.8609,216.3678,36.3537,63.6463
000049,德赛电池,1.2159,1.0128,12.8902,4249.288,19.3519,80.6481
000050,深天马A,0.9863,0.8061,33.477,334.0596,41.1912,58.8088
000055,方大集团,1.3341,1.0125,25.0551,535.5547,46.78,53.22
000056,皇庭国际,0.0297,0.0107,0.4099,4977.5676,44.4468,55.5532
000058,深赛格,1.702,1.5579,49.4865,-903.5451,67.2529,32.7471
000059,华锦股份,0.5969,0.2529,19.7997,80.1719,25.4227,74.5773
000060,中金岭南,0.8255,0.49,22.3576,330.0841,43.8573,56.1427
000061,农产品,0.6527,0.6522,31.1678,308.59,49.8455,50.1545
000062,深圳华强,1.2747,0.3706,26.4977,700.5959,41.1029,58.8971
000063,中兴通讯,1.2531,1.0492,34.2837,174.2934,23.6069,76.3931
000065,北方国际,1.2417,1.0489,61.1873,-432.02,24.2073,75.7927
000066,中国长城,1.1045,0.7912,10.6738,51.1213,22.149,77.851
000068,华控赛格,0.8532,0.8532,1.9347,-124.691,33.0977,66.9023
000069,华侨城A,1.3367,0.285,21.4675,1478.9889,31.4703,68.5297
000070,特发信息,1.5116,1.066,23.5283,815.1238,51.7231,48.2769
000078,海王生物,1.0832,0.943,24.4674,314.0199,23.5435,76.4565
000088,盐田港,6.0306,6.0304,577.2909,-3739.2635,91.4045,8.5955
000089,深圳机场,0.793,0.7917,55.6422,12204.3167,65.8704,34.1296
000090,天健集团,1.3801,0.5195,35.3825,2704.5589,34.4282,65.5718
000096,广聚能源,5.9668,5.7962,552.8042,-359.914,91.4258,8.5742
000099,中信海直,1.8192,1.2227,39.9089,5560.7621,63.9862,36.0138
000100,TCL集团,1.2901,0.9622,33.1564,2139.2527,25.5609,74.4391
000150,宜华健康,3.5471,0.3233,16.2128,10417.4832,29.3256,70.6744
000151,中成股份,1.4905,1.4411,105.4091,-1574.2273,39.3323,60.6677
000153,丰原药业,1.4067,1.0826,47.1597,288.8278,53.2199,46.7801
000155,*ST川化,0.6384,0.4509,25.1709,-547.8452,25.785,74.215
000156,华数传媒,0.5811,0.5589,35.869,769.1775,35.6686,64.3314
000157,中联重科,2.1055,1.8406,91.7584,-3214.0158,46.9655,53.0345
000158,常山股份,1.1619,0.5943,15.3693,119.174,42.3058,57.6942
000159,国际实业,2.4943,1.6547,73.9261,242.2519,69.573,30.427
000166,申万宏源,--,--,--,--,29.878,70.122
000301,东方市场,2.3929,1.8457,86.0673,-974.295,80.8374,19.1626
000333,美的集团,1.1532,0.8849,29.1228,1874.4431,40.3117,59.6883
000338,潍柴动力,1.64,1.3474,66.8302,2227.119,43.7169,56.2831
000400,许继电气,1.8769,1.4023,30.9779,1733.8493,46.0381,53.9619
000401,冀东水泥,0.6877,0.5454,18.3661,131.4385,32.2544,67.7456
000402,金融街,2.2103,0.6416,35.8305,2291.7058,32.1486,67.8514
000403,ST生化,0.4609,0.1166,2.552,225.5901,29.6241,70.3759
000404,华意压缩,1.2565,0.9384,29.2826,277005.1446,39.0776,60.9224
000407,胜利股份,0.8642,0.5995,30.564,148.5504,38.4124,61.5876
000408,*ST金源,1.786,1.6133,1.1384,3886.0178,38.9257,61.0743
000409,山东地矿,0.855,0.8281,42.5451,4483.5523,61.6315,38.3685
000410,沈阳机床,0.9873,0.6158,11.4145,114.375,16.6332,83.3668
000411,英特集团,1.2309,0.8982,18.0645,342.7558,25.9554,74.0446
000413,东旭光电,8.1478,7.7859,313.5107,18067.068,65.0306,34.9694
000415,渤海金控,0.5504,0.5504,49.8707,279.1823,14.6793,85.3207
000416,民生控股,8.1987,8.009,477.3758,-189.2334,88.0045,11.9955
000417,合肥百货,1.2696,1.0899,98.4084,-2026.0782,45.9099,54.0901
000418,小天鹅A,1.6302,1.4594,34.6187,2329.2894,49.1658,50.8342
000419,通程控股,1.0143,0.807,55.9842,5311.7444,47.9743,52.0257
000420,吉林化纤,0.4184,0.2781,17.9993,-152.7099,4.2977,95.7023
000421,南京公用,1.5947,0.7089,36.8915,2527.5762,52.106,47.894
000422,湖北宜化,0.7462,0.5159,17.2515,129.1798,21.1113,78.8887
000423,东阿阿胶,5.1137,4.4235,277.3024,-2908.8822,85.0254,14.9746
000425,徐工机械,1.9586,1.6144,33.7169,361.2664,40.1496,59.8504
000426,兴业矿业,0.8584,0.6565,62.0804,250.502,64.1287,35.8713
000428,华天酒店,0.6234,0.1595,5.4206,275.8041,23.631,76.369
000429,粤高速A,0.6936,0.6936,64.0929,116.6454,39.8027,60.1973
000430,张家界,1.1295,1.0755,96.8276,1215.1464,71.9303,28.0697
000488,晨鸣纸业,0.8754,0.6825,13.1912,193.0892,30.8034,69.1966
000498,山东路桥,1.2727,0.7379,33.715,-849.2696,24.4799,75.5201
000501,鄂武商A,0.5354,0.4316,22.7009,2039.1553,24.7464,75.2536
000502,绿景控股,3.3677,0.6344,31.2652,-66.3305,78.9566,21.0434
000503,海虹控股,7.3787,7.3736,393.5442,-208.4049,89.0956,10.9044
000504,*ST生物,0.4111,0.4089,24.5301,1660.6353,2.8362,97.1638
000505,*ST珠江,0.593,0.4703,6.4542,112.4232,10.3391,89.6609
000506,中润资源,1.7123,0.8765,10.8694,1082.9547,54.9433,45.0567
000507,珠海港,2.6105,2.5962,131.311,235.2364,64.5213,35.4787
000509,华塑控股,0.7507,0.5102,33.5223,152.3275,9.8429,90.1571
000510,金路集团,0.567,0.3681,10.6884,-359.1087,51.129,48.871
000511,*ST烯碳,2.1866,0.7361,6.3781,5109.589,50.8983,49.1017
000513,丽珠集团,1.2795,1.004,32.6673,-4071.6064,54.8967,45.1033
000514,渝开发,1.6408,0.4826,25.4485,227.344,40.843,59.157
000516,国际医学,0.6067,0.592,55.6627,368.2565,35.5167,64.4833
000517,荣安地产,1.5377,0.4487,34.649,-366.6071,39.5739,60.4261
000518,四环生物,5.2677,4.7033,163.7667,-1635.1864,88.8393,11.1607
000519,中兵红箭,2.3243,1.5926,114.9283,942.7246,73.3347,26.6653
000520,长航凤凰,0.0565,0.0524,1.0053,-1499.8915,-761.1787,861.1787
000521,美菱电器,1.3491,1.0198,46.8106,-277.717,37.6398,62.3602
000523,广州浪奇,1.1344,0.9177,22.1538,247.4236,41.809,58.191
000524,岭南控股,1.6553,1.5947,146.2038,-5038.8945,83.9846,16.0154
000525,红太阳,0.822,0.4395,15.4482,321.4023,34.4794,65.5206
000526,*ST紫学,1.169,1.169,108.436,3123.0421,78.5945,21.4055
000528,柳工,2.1076,1.5203,99.8975,295.1694,42.2393,57.7607
000529,广弘控股,1.7997,1.372,113.0253,-2598.49,70.6169,29.3831
000530,大冷股份,1.4615,1.0964,57.5227,-3067.4546,67.7062,32.2938
000531,穗恒运A,0.8739,0.4999,36.7266,374.8194,32.327,67.673
000532,力合股份,3.2222,2.7424,98.1226,7372.8442,81.2688,18.7312
000533,万家乐,2.019,1.6544,32.3686,778.1661,50.2573,49.7427
000534,万泽股份,1.994,0.8506,28.9658,1033.6331,40.4069,59.5931
000536,华映科技,1.2277,1.1603,48.0226,353.6288,38.0357,61.9643
