code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,18.4065,30.1456,68.3959,21.7945,24.7863,68.3959
000002,万科A,-24.2467,4.2415,16.4587,45.121,10.7807,15.2033
000004,国农科技,171.8891,,52.0609,0.9499,-547.2222,19.5921
000005,世纪星源,-0.1407,,-8.7792,-2.2694,123.0769,-8.7792
000006,深振业A,72.0463,-24.7181,10.9837,5.9949,-49.4152,10.9947
000007,全新好,2.5039,-97.6937,,-30.2424,-109.6321,117.9766
000008,神州高铁,2.5172,,-0.6239,-2.2407,-200.0,-0.6239
000009,中国宝安,-5.2815,8.4368,31.8084,35.5307,31.0734,27.8053
000010,美丽生态,-23.4899,-96.6158,4.847,-7.8395,-120.0,0.4385
000011,深物业A,10.1388,-15.6141,9.0795,12.6231,-23.2928,9.0901
000012,南玻A,54.4457,81.6954,18.0652,6.6277,6.383,18.0356
000014,沙河股份,-8.7971,-24.2634,12.3036,-2.7272,-30.2758,11.7025
000016,深康佳A,38.2856,-30.2564,3.1538,9.1791,-42.6637,2.8056
000017,深中华A,11.0316,,,-18.9703,-27.8964,2.6881
000018,神州长城,-62.7215,,12.0066,1.8589,-1433.3333,12.3447
000019,深深宝A,16.6247,-352.1479,-10.3134,11.6897,-515.9864,-12.1019
000020,深华发A,41.7512,65.0113,4.158,21.4434,64.986,4.158
000021,深科技,85.7773,64.3981,8.1218,22.5302,5.7234,8.3388
000022,深赤湾A,19.0877,42.8908,11.8211,19.0006,49.0,13.3353
000023,深天地A,52.3401,11.7394,7.4351,-19.3898,5.8824,6.5025
000025,特力A,-8.7411,-27.1816,3.4311,-1.7704,-33.3333,3.3529
000026,飞亚达A,42.7315,42.3504,10.4003,17.9336,43.2292,8.8343
000027,深圳能源,20.3046,-21.2009,7.0075,0.5459,-22.7848,7.2246
000028,国药一致,21.0152,23.9323,26.2831,21.8041,25.8383,24.8116
000029,深深房A,55.9224,586.229,7.1046,-0.2873,586.4865,7.1897
000030,富奥股份,-100.0,-206.6874,,-4.864,-207.3333,1.6099
000031,中粮地产,24.8708,-5.9319,50.3745,54.8336,14.2857,57.6708
000032,深桑达A,33.0578,45.3474,2.3398,9.0418,37.5,0.8141
000033,*ST新都,11.7204,,-8.0782,7.5314,-0.8621,-8.0782
000034,神州数码,6.2249,,,3.4649,-134000.0,-103.4754
000035,中国天楹,-7.4498,,,4.0691,44.4444,1.8147
000036,华联控股,-81.9574,-85.0795,4.5427,23.3563,-82.8092,3.0311
000037,*ST南电A,-19.8593,-185.7738,-12.9975,-2.6301,-193.19,-12.8834
000038,深大通,,,33.314,23.3805,-371.7391,38.0228
000039,中集集团,174.9409,198.509,29.8577,85.5183,201.1379,20.3021
000040,东旭蓝天,39.3254,,-10.7993,-19.186,-354.7619,0.7106
000042,中洲控股,-39.0437,29.8218,15.1508,2.0712,30.0174,15.268
000043,中航地产,81.6225,225.3521,4.9205,24.3482,1088.9764,6.4821
000045,深纺织A,48.6414,-3.7241,184.607,119.2353,-12.5,184.607
000046,泛海控股,11.3268,-13.835,6.1336,2.8633,-16.6667,-5.9038
000048,康达尔,18.5962,,,-41.1653,-108.2645,-53.2556
000049,德赛电池,40.2041,,32.3753,21.6554,-202.7463,38.9055
000050,深天马A,47.3786,,28.3168,31.8216,-157.1429,-1.3586
000055,方大集团,19.6644,18.5327,53.4812,34.9585,2.2222,68.1273
000056,皇庭国际,-25.8306,-5234.0198,-93.9326,46.8243,-904.878,-33.225
000058,深赛格,35.9278,,-5.9358,-3.8903,-120.035,-6.0078
000059,华锦股份,602.797,-107.2842,-1.1215,47.2344,-105.0761,-1.7767
000060,中金岭南,41.3044,114.5761,19.3217,19.093,19.0476,14.781
000061,农产品,-37.6662,62.5445,5.307,17.6739,110.0,5.7773
000062,深圳华强,-70.8109,,26.7392,68.7494,-675.0,28.7835
000063,中兴通讯,7.5129,13.0316,37.6507,27.5732,-27.9412,39.4746
000065,北方国际,-6.9971,-21.8564,5.467,-35.9512,-55.5556,6.7358
000066,中国长城,1793.1951,169.5994,397.0198,613.8521,-65.1622,18.2476
000068,华控赛格,-85.8945,,-72.7978,-55.5573,-96.743,-72.7978
000069,华侨城A,230.7739,136.4451,79.9947,178.8925,137.5,100.8107
000070,特发信息,27.4895,5.5492,16.2771,29.105,3.163,6.1037
000078,海王生物,55.1166,122.0328,-1.2668,25.9664,56.962,-1.4985
000088,盐田港,5.8773,-3.0875,7.2784,7.5514,-3.664,8.1884
000089,深圳机场,14.0808,19.2348,13.1781,13.5822,19.1991,13.0818
000090,天健集团,35.8573,157.763,49.0325,34.1725,157.8195,49.0325
000096,广聚能源,72.6385,-46.0899,3.9521,5.9223,-46.2488,4.0717
000099,中信海直,5.7605,5.3439,6.0725,7.4074,7.1019,6.2899
000100,TCL集团,18.0194,-88.7406,142.7143,89.5557,9.7826,101.6999
000150,宜华健康,-85.9157,-91.1295,5.1459,-10.4296,-91.1091,5.1459
000151,中成股份,-1.8024,-41.0124,-0.5502,-3.2169,-39.6226,-0.5477
000153,丰原药业,15.2213,66.976,5.9444,5.4669,76.933,5.9034
000155,*ST川化,-10.368,-164.4224,-3.386,5.9337,-155.5556,-3.6398
000156,华数传媒,17.792,3163.7874,,-24.573,3700.0,-22.7182
000157,中联重科,61.2903,79.5853,119.9476,71.1743,-35.9526,128.9754
000158,常山股份,46.4538,-70.4186,0.3058,-1.4106,-70.5882,0.4177
