code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,34.2875,-76.828,26.1011,34.5779,-84.252,26.1011
000002,万科A,15.3833,-12.7434,14.4431,19.124,-49.3151,8.9255
000004,国农科技,7.0836,,-12.7872,-1.1848,17.7536,-15.3827
000005,世纪星源,-63.6426,-86.43,0.2131,-4.6665,-87.5,0.2131
000006,深振业A,-0.224,-40.4878,-7.1925,6.1215,-70.9608,-7.5062
000007,全新好,-14.2022,-848.6176,,-17.1643,-629.6,262.2757
000008,神州高铁,15.4081,-55.5332,1.0217,-0.2187,-50.0,1.0217
000009,中国宝安,48.4346,-18.1012,4.5137,4.187,-20.8333,0.8785
000010,美丽生态,-7.3766,,-46.5314,-29.3209,-155.0,-65.0107
000011,深物业A,87.2351,,0.8335,11.9659,-135.8416,0.8339
000012,南玻A,2.0395,-11.8153,12.3064,22.7503,-14.6341,13.4163
000014,沙河股份,67.8886,2403.0279,16.434,50.6148,1442.8571,13.6053
000016,深康佳A,0.2976,20.6949,5.6388,13.3576,-40.1437,6.4044
000017,深中华A,16.8804,-170.5781,,-10.9542,-171.1787,1.0491
000018,神州长城,-54.7341,,-23.1806,-15.9196,-78.2609,-23.3068
000019,深深宝A,-21.3914,-64.1252,4.3621,13.6448,-70.8333,3.9456
000020,深华发A,-1.989,-70.7396,0.7362,18.2434,-70.3333,0.7362
000021,深科技,6.5228,-55.3754,-0.6443,-15.7933,-55.3819,-0.6443
000022,深赤湾A,-4.4698,-4.8458,5.8206,-5.5633,-3.2039,6.551
000023,深天地A,-14.3645,46.2972,1.2784,21.9298,5.931,1.1922
000025,特力A,-35.6334,-72.1557,-8.8384,-26.4526,-60.0,5.0188
000026,飞亚达A,34.9114,5.3035,4.4421,37.847,6.1475,4.485
000027,深圳能源,2.7642,-40.1193,-0.6937,19.8489,-40.5063,0.325
000028,国药一致,21.5467,17.1111,25.4635,26.7675,23.7327,29.7187
000029,深深房A,-16.4617,-34.0268,3.2526,-1.694,-34.375,3.6093
000030,富奥股份,-5.727,,,-33.8563,285.8824,5.1971
000031,中粮地产,31.9357,-70.5416,-10.3767,50.5674,-86.8852,-7.7649
000032,深桑达A,-10.9023,-12.0747,-3.0475,-25.861,-30.9577,-3.9593
000033,*ST新都,-2.4917,86.4593,1.1591,-7.5388,87.7193,1.1591
000034,神州数码,-26.501,,,-43.8277,-10.0,33.5629
000035,中国天楹,-21.334,-108.4426,,12.849,-108.4051,0.8159
000036,华联控股,-98.4348,,-46.159,-76.9555,3.8235,-29.5586
