code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,6.775,93.225
000002,万科A,1.1805,0.522,16.4527,943.2534,15.2982,84.7018
000004,国农科技,1.8325,1.6909,125.5593,-133.7929,64.4576,35.5424
000005,世纪星源,0.8809,0.5218,4.6112,144.3196,49.2225,50.7775
000006,深振业A,2.0726,0.5335,46.0143,1377.0993,48.8867,51.1133
000007,全新好,3.7769,3.7741,17.5321,1507.3205,89.0648,10.9352
000008,神州高铁,1.9626,1.6045,37.1915,465.1837,72.7762,27.2238
000009,中国宝安,1.6583,0.8789,36.5995,261.8033,35.1343,64.8657
000010,美丽生态,1.5503,0.456,17.635,-256.2787,41.4018,58.5982
000011,深物业A,2.1621,1.3197,124.892,-296.7085,61.4604,38.5396
000012,南玻A,0.8073,0.7134,44.3475,326.1992,44.4168,55.5832
000014,沙河股份,1.9108,0.4983,33.5265,416.3661,48.4197,51.5803
000016,深康佳A,1.1274,0.869,20.8232,1178.1338,30.6656,69.3344
000017,深中华A,1.2442,1.1508,30.7189,-177.8228,27.3216,72.6784
000018,神州长城,1.2523,1.151,18.6722,210.9057,21.0537,78.9463
000019,深深宝A,6.1072,4.171,266.7429,1269.3801,90.72,9.28
000020,深华发A,1.1591,0.9532,11.5433,159.793,54.4924,45.5076
000021,深科技,1.0824,0.8778,57.5183,-440.7816,39.9391,60.0609
000022,深赤湾A,0.6863,0.6728,38.4412,3003.672,75.3643,24.6357
000023,深天地A,1.1727,0.8475,24.8993,91.6565,23.8185,76.1815
000025,特力A,1.454,1.439,70.8908,1126.5379,69.9103,30.0897
000026,飞亚达A,2.5405,0.7739,28.6067,903.5783,71.0586,28.9414
000027,深圳能源,0.838,0.7513,20.4172,191.5236,30.847,69.153
000028,国药一致,1.5011,1.1809,29.7485,1583.6858,43.6373,56.3627
000029,深深房A,2.562,1.4161,72.9849,-5011.8472,67.0546,32.9454
000030,富奥股份,1.5632,1.3943,45.657,-5005.3199,59.2168,40.7832
000031,中粮地产,1.4185,0.6604,19.129,333.9442,14.3771,85.6229
000032,深桑达A,2.6505,2.1631,114.8505,-3030.767,69.7641,30.2359
000034,神州数码,0.9682,0.6366,15.1678,214.6771,14.1384,85.8616
000035,中国天楹,0.5178,0.4645,15.1308,523.9701,37.9771,62.0229
000036,华联控股,2.3018,0.983,69.11,-25037.2295,48.9398,51.0602
000037,深南电A,1.4554,1.3931,69.2752,265.6148,62.8939,37.1061
000038,深大通,8.7733,8.672,517.9349,-321.5828,93.3682,6.6318
000039,中集集团,1.0978,0.7549,15.7415,566.1654,30.1197,69.8803
000040,东旭蓝天,1.7898,1.5228,41.6183,864.5543,45.1043,54.8957
000042,中洲控股,1.3934,0.5019,19.5546,498.261,17.0654,82.9346
000043,中航善达,1.1689,0.6644,25.5004,237.7452,24.0537,75.9463
000045,深纺织A,4.9185,4.3642,171.451,-156.4501,82.1292,17.8708
000046,泛海控股,1.2827,0.4612,15.8645,248.3155,14.467,85.53299999999999
000048,*ST康达,1.6373,0.9497,65.0893,4777.1492,29.3363,70.6637
000049,德赛电池,1.1717,0.8405,7.7897,917.1319,29.4411,70.5589
000050,深天马A,0.774,0.6322,18.2928,333.9871,43.4003,56.5997
000055,方大集团,1.5783,1.3321,40.6493,968.1009,41.6782,58.3218
000056,皇庭国际,1.5999,1.59,44.3822,205.3214,42.7122,57.2878
000058,深赛格,1.5699,0.5813,28.5516,642.5242,40.0877,59.9123
000059,华锦股份,0.8095,0.5288,27.6613,566.4706,47.0764,52.9236
000060,中金岭南,1.1843,0.8308,40.7335,698.9718,54.1473,45.8527
000061,农产品,0.4732,0.3921,19.8835,149.7192,34.1151,65.8849
000062,深圳华强,1.3776,1.0349,37.0065,910.7222,46.8122,53.1878
000063,中兴通讯,1.1141,0.7809,24.0183,-4495.4715,27.9251,72.0749
000065,北方国际,1.4928,1.4096,69.8993,-832.2882,37.0932,62.9068
000066,中国长城,1.5334,1.1305,40.0119,2314.8956,49.3414,50.6586
000068,华控赛格,0.7407,0.7199,43.1709,-70.6853,32.4708,67.5292
000069,华侨城A,1.9106,0.7486,40.7895,427.2427,26.7167,73.2833
000070,特发信息,1.2671,0.8129,12.9319,530.6695,36.5209,63.4791
000078,海王生物,1.1351,0.9905,12.5844,318.7485,19.6701,80.3299
000088,盐田港,2.5435,2.5424,187.0826,15673.1494,74.8115,25.1885
000089,深圳机场,2.1434,2.1402,123.2036,-2294.0463,84.9273,15.0727
000090,天健集团,1.7192,0.3649,18.9845,389.4854,24.9987,75.0013
000096,广聚能源,10.2194,9.9482,854.4205,-643.004,93.5033,6.4967
000099,中信海直,2.1656,1.7271,55.1568,279.2754,56.8178,43.1822
000100,TCL集团,1.0849,0.9172,24.8149,595.2859,33.9452,66.0548
000150,宜华健康,0.8355,0.7975,9.0632,404.1103,31.3222,68.6778
000151,中成股份,1.4897,1.1879,95.0221,-252.4975,40.4776,59.5224
