code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,67.2195,45.5119,119.6308,69.3991,-2.8986,113.6722
000002,万科A,29.8065,28.6212,23.1456,31.8992,18.1818,19.3827
000004,国农科技,-48.0215,-14.7315,7.3034,4.6783,-95.0,3.6069
000005,世纪星源,27.6354,,-5.3886,-2.7753,85.7143,-5.3886
000006,深振业A,-8.4753,56.8549,15.5801,3.1068,15.942,16.4096
000007,全新好,30.3342,,,52.3601,-800.0,-749.5146
000008,神州高铁,-34.3358,,-0.1476,0.2097,-89.1892,-0.1476
000009,中国宝安,12.0012,-47.9656,8.0905,19.8933,-68.321,2.4434
000010,美丽生态,46.3858,,10.6731,6.1903,-50.0,14.5933
000011,深物业A,-87.4462,-98.0813,-2.0511,16.9363,-98.0733,-2.0526
000012,南玻A,-27.3057,-68.1222,3.8827,7.0718,-70.0,3.3463
000014,沙河股份,-8.099,,9.4013,17.5004,-75.0,11.0059
000016,深康佳A,4.0729,,2.4948,2.7743,-113.4796,2.6394
000017,深中华A,-24.2173,,,-8.1596,30.0,-4.4075
000018,神州长城,-21.0962,,-13.5395,-9.1415,-100.0,-13.3729
000019,深深宝A,-5.8871,,141.8321,74.4546,-68.2609,179.7632
000020,深华发A,-6.2231,41.6535,4.359,-0.6899,41.5254,4.359
000021,深科技,-18.9698,-20.2014,-3.1373,51.7183,5.4878,-2.3508
000022,深赤湾A,-4.7273,-13.3032,6.9314,4.7394,-10.6599,6.3676
000023,深天地A,-1.381,-550.9932,-0.729,12.59,-400.0,-0.5763
000025,特力A,-1.4807,-770.4425,-0.7457,-1.4951,-731.25,-0.3588
000026,飞亚达A,20.2931,-5.3248,7.8389,38.1922,-30.7692,7.9117
000027,深圳能源,2.0272,-10.8257,2.0594,11.0582,-30.7692,4.6651
000028,国药一致,21.2053,38.045,26.6147,23.2541,41.0,28.7828
000029,深深房A,-7.4084,-4.2229,7.4972,-4.8039,-3.0837,6.8437
000030,富奥股份,-100.0,,,-90.3986,-4.1667,-279.2224
000031,中粮地产,116.1216,29.7194,11.1659,54.8665,0.0,-1.2785
000032,深桑达A,-54.0315,-195.1744,-1.5625,-4.3932,-200.0,-1.396
000033,*ST新都,-15.2065,,0.9425,-3.1511,2.9126,0.9425
000034,神州数码,-3.6224,-116.2852,17.8982,9.8933,-120.0,17.8982
000035,中国天楹,8.4947,96.5833,,2.0674,100.0,1.4398
000036,华联控股,-3.2225,46.2946,6.1885,-4.3926,43.6937,4.1024
000037,*ST南电A,-4.8733,,-2.157,-0.4135,-15.3846,1.7492
000038,深大通,2.7233,,4.0058,24.9619,-40.0,2.3996
000039,中集集团,-27.5829,-68.4213,3.3108,-0.7981,-72.3638,7.1969
000040,东旭蓝天,69.8301,-46.4802,12.8782,-13.9933,-45.4545,14.1146
000042,中洲控股,33.638,39.0297,8.6396,2.6274,39.0263,8.6433
000043,中航地产,12.5444,,44.382,48.9115,-36.0,31.4694
000045,深纺织A,-6.5546,-39.3737,2.0128,10.6538,-25.0,2.0128
000046,泛海控股,121.7518,,2.558,7.1233,-76.875,2.0734
000048,康达尔,6.9444,38.9158,,56.6371,79.1667,-393.9682
000049,德赛电池,79.9499,55.3051,38.9783,23.4715,58.8448,51.4085
000050,深天马A,-3.2911,-209.2164,8.8705,-2.5467,-192.8571,7.3805
000055,方大集团,-10.7952,-53.4665,4.4121,8.7307,-69.697,5.4284
000056,皇庭国际,10.5498,,,16.028,-25.0,-297.7576
000058,深赛格,18.0596,44.8725,11.6617,15.0899,41.3333,6.7122
000059,华锦股份,10.2777,-57.8856,10.0027,7.9712,-58.8235,9.7177
000060,中金岭南,52.7435,33.8968,19.7268,-2.1358,-37.1429,15.4164
000061,农产品,31.0802,191.5637,11.5522,7.532,200.0,5.2878
000062,深圳华强,56.6628,-85.4235,-2.6205,19.9315,-90.0,-3.8441
000063,中兴通讯,23.3896,30.3727,5.3994,14.9952,-20.0,4.8065
