code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,,,3.11,13.58,,89029.56,142.97,,10-26
000002,万科A,,,2.51,,,135901.46,55.89,,10-31
000004,国农科技,,,0.96,,,-474.77,-6.29,,10-30
000005,世纪星源,,,0.91,,,7309.01,-394.67,,10-28
000006,深振业A,,,4.88,,,18191.67,659.21,,10-24
000007,全新好,,,0.35,,,-2457.86,158.94,,10-26
000008,神州高铁,,,0.98,,,-62.79,-76.97,,10-27
000009,中国宝安,,,1.24,,,1448.52,43.61,,10-26
000010,美丽生态,,,0.26,,,-1818.82,43.96,,10-26
000011,深物业A,,,1.11,,,-3763.49,-225.02,,10-21
000012,南玻A,,,2.52,,,25664.47,3.95,,10-27
000014,沙河股份,,,2.65,,,4584.48,70.11,,10-27
000016,深康佳A,,,5.4,,,4837.25,38.79,,10-25
000017,深中华A,,,-3.81,,,-841.52,-130.6,,10-27
000018,神州长城,,,1.43,,,-2112.89,17.63,,10-25
000019,深深宝A,,,1.35,,,647.62,51.93,,10-23
000020,深华发A,,,0.85,,,136.15,-62.66,,10-27
000021,深科技,,,3.42,,,25482.84,11.51,,10-27
000022,深赤湾A,,,3.29,,,49605.28,-4.56,,10-26
000023,深天地A,,,1.64,,,657.81,-211.17,,10-24
000025,特力A,,,1.05,,,357.47,46.16,,10-24
000026,飞亚达A,,,2.22,,,2053.19,120.74,,10-20
000027,深圳能源,,,3.65,,,56686.49,30.69,,10-19
000028,国药一致,,,1.53,,,6577.19,140.33,,10-24
000029,深深房A,,,1.06,,,1077.54,99.77,,10-28
000030,富奥股份,,,-5.6,,,1869.5,-194.6,,10-23
000031,中粮地产,,,1.8,,,10034.75,5.64,,10-27
000032,深桑达A,,,3.13,,,2935.67,-4.53,,10-21
000033,*ST新都,,,1.35,,,140.33,-42.0,,10-31
000034,神州数码,,,-1.42,,,-493.25,-91.02,,10-31
000035,中国天楹,,,-12.5,,,-157.29,-93.92,,10-27
000036,华联控股,,,1.63,,,13595.92,2075.24,,10-31
000037,*ST南电A,,,2.7,,,-4521.15,180.44,,10-24
000038,深大通,,,0.65,,,-1421.62,261.57,,10-27
000039,中集集团,,,4.81,,,218549.31,-17.52,,10-26
000040,东旭蓝天,,,1.86,,,902.86,-137.1,,10-25
000042,中洲控股,,,6.79,,,11296.04,-1.8,,10-28
000043,中航地产,,,2.79,,,3482.07,99.48,,10-28
000045,深纺织A,,,1.38,,,752.49,-48.67,,10-27
000046,泛海控股,,,3.42,,,4188.24,102.02,,10-20
000048,康达尔,,,0.17,,,434.56,-19.88,,10-28
000049,德赛电池,,,1.25,,,1507.65,17.57,,10-23
000050,深天马A,,,2.54,,,7355.0,89.64,,10-21
000055,方大集团,,,1.21,,,905.82,310.49,,10-21
000056,皇庭国际,,,0.8,,,-1204.8,-440.97,,10-23
000058,深赛格,,,1.63,,,55.11,-101.01,,10-28
000059,华锦股份,,,2.62,,,7255.32,-64.12,,10-19
