code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,43.4327,353.9911,30.5205,17.2882,272.2222,28.3841
000002,万科A,68.8147,71.158,95.7878,117.8517,-100.0,77.7338
000004,国农科技,-22.3343,,7.8574,28.1915,,1.8963
000005,世纪星源,628.5656,,6.9802,-6.7518,,6.2851
000006,深振业A,-12.5065,107.4033,35.7725,23.5283,,15.5018
000007,全新好,-43.9539,-1370.78,-106.6971,-8.5224,,-111.9499
000008,神州高铁,-74.1803,,5.1338,-15.2266,,5.8339
000009,中国宝安,22.649,67.7268,17.2172,14.4141,,16.4289
000010,美丽生态,-42.6418,,-5.0535,-36.9297,,9.301
000011,深物业A,-66.4729,-154.3941,-9.082,-7.8279,,-10.2018
000012,南玻A,28.7921,10.068,8.4346,22.6856,,6.156
000014,沙河股份,-22.3375,3.1862,8.4665,3.0419,,8.8776
000016,深康佳A,11.1304,441.1882,4.2001,9.8578,,2.8197
000017,深中华A,41.5916,-283.1508,,-14.0679,,2.616
000018,神州长城,-10.5791,,4.1273,-9.5793,,8.9609
000019,深深宝A,27.6926,641.4822,13.6988,7.8366,,16.287
000020,深华发A,76.4381,-451.2795,-7.8392,-3.3797,,-6.2866
000021,深科技,28.8228,5.9777,19.9895,2.2553,,8.2036
000022,深赤湾A,9.8236,6.2469,1.1838,0.6961,,6.6122
000023,深天地A,62.5034,,24.5306,-1.5194,,13.5079
000025,特力A,9.1919,-1187.7299,-27.3015,-1.7733,,-40.2941
000026,飞亚达A,44.0173,93.0044,7.1299,24.794,,5.4865
000027,深圳能源,36.1584,33.7534,51.1254,99.144,,4.6871
000028,国药一致,249.0354,137.6955,4.776,146.4348,,13.718
000029,深深房A,16.8745,140.6994,7.5652,4.9398,,3.4991
000030,富奥股份,-98.4585,,,-23.9034,,-1.9921
000031,中粮地产,-26.3371,13.7635,36.5997,34.6266,-100.0,10.4661
000032,深桑达A,15.6565,31.3145,9.9028,8.4379,,3.8864
