code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,5.2788,7.8156,6.1623,22.4982,-20.4301,6.1623
000002,万科A,26.3902,34.4027,16.6986,12.0779,22.9947,14.9944
000004,国农科技,61.806,,-11.5824,3.1397,-42.3645,-14.7355
000005,世纪星源,-57.371,-139.4375,-0.8261,-9.5176,-133.3333,-0.8261
000006,深振业A,-40.9213,-53.8911,5.0964,19.2342,-53.8793,5.2857
000007,全新好,-18.922,,,-28.0384,-268.6275,25.2769
000008,神州高铁,-11.0565,-234.5246,0.2427,0.3092,-233.3333,0.2427
000009,中国宝安,43.9238,50.6116,11.992,29.4256,3.4483,9.1327
000010,美丽生态,50.3111,741.0424,-7.1354,-1.8255,-500.0,-26.8569
000011,深物业A,293.344,,21.9103,18.7537,-3482.7586,21.9433
000012,南玻A,-3.1068,-37.1368,9.8686,11.1746,-40.0,11.9526
000014,沙河股份,1443.0607,,34.227,26.5368,-218.6223,32.614
000016,深康佳A,-7.9801,-12.3691,4.486,24.5407,-0.299,5.3295
000017,深中华A,1.2462,,,-9.845,1123.9583,2.6009
000018,神州长城,-59.4046,,-18.566,-8.7357,-66.6667,-18.7345
000019,深深宝A,19.5818,-106.6437,0.0504,12.9992,-134.7107,1.2136
000020,深华发A,191.693,,5.2031,29.1392,-266.6667,5.2031
000021,深科技,-34.2297,-28.4881,15.674,12.9174,-23.0668,6.3099
000022,深赤湾A,-26.8061,-39.7638,3.5175,-5.4074,-39.5712,6.53
000023,深天地A,-20.8924,-163.0677,-0.142,17.767,-148.6957,-0.0935
000025,特力A,-45.9918,,-8.5207,-26.7945,-192.8571,8.3942
000026,飞亚达A,10.4415,-29.0931,4.5416,4.6395,-29.2208,4.6006
000027,深圳能源,-21.6905,98.4068,11.0806,-0.0342,113.6364,12.5396
000028,国药一致,29.1789,25.9518,31.574,29.9551,28.9474,31.2083
000029,深深房A,-1.4757,-44.328,0.3407,-4.6114,-44.9275,0.6962
000030,富奥股份,20.0,,,-30.0527,8.1019,5.2196
000031,中粮地产,-44.3945,-101.5504,3.5285,51.9131,-101.8182,-4.6348
000032,深桑达A,-37.5284,-67.6715,-4.292,-19.0788,-75.0865,-5.82
000033,*ST新都,-15.7507,,-0.2025,1.9103,109.6491,-0.2025
000034,神州数码,21.7081,,,-38.9387,-40.0,32.983
000035,中国天楹,-56.6166,-115.725,,-6.732,-115.5172,9.7003
000036,华联控股,1087.5364,,-5.1378,-2.2175,-430.4,-11.2853
000037,*ST南电A,-54.9147,57.5765,6.0176,-20.352,83.6364,5.5175
000038,深大通,,,,3972.7057,-32.5,-176.474
000039,中集集团,-68.704,-17.5373,-8.6776,-26.6188,-19.4286,-9.4059
000040,东旭蓝天,1.1279,,-13.8121,17.23,-6.6667,-14.7957
000042,中洲控股,356.5315,,13.4738,14.0115,-550.0755,13.6222
000043,中航地产,-23.4999,9.9025,23.3933,31.891,-35.732,16.5299
000045,深纺织A,-22.6046,-34.7392,-1.1385,-9.2571,-35.7143,12.5541
000046,泛海控股,-29.2608,-29.3941,0.8076,14.5576,-23.3766,0.8787
000048,康达尔,-13.8014,-119.5557,,19.6197,-130.3571,-22.2975
000049,德赛电池,-2.0668,,-14.5224,-6.9626,-988.4615,-10.5266
000050,深天马A,27.5045,-615.1831,-9.5114,7.6122,-256.3636,-13.996
000055,方大集团,1.1768,36.8533,10.4765,23.1616,41.0,3.9789
000056,皇庭国际,28.9584,,-21.2968,12.2569,1563.3333,-6.1961
000058,深赛格,-6.0409,-546.2299,-5.7868,-8.1812,-602.7027,-11.0776
000059,华锦股份,-23.7111,-8.125,5.5536,37.9164,-8.0,5.5536
000060,中金岭南,-28.7007,-81.7062,11.0116,8.687,-83.0508,0.8729
000061,农产品,16.3257,44.6763,0.0158,-1.1601,-5.2632,2.5811
000062,深圳华强,-38.6566,,0.7082,-5.5658,18.1818,0.8303
000063,中兴通讯,40.4413,29.7737,13.3057,36.295,9.7561,13.0996
000065,北方国际,58.9139,,24.926,62.7293,-245.4545,17.4659
000066,中国长城,-4.3323,117.1913,2.1669,21.5201,114.2857,2.1669
000068,华控赛格,-74.2166,-7071.7425,-50.8264,-45.0768,-7077.4194,-50.8264
000069,华侨城A,67.2666,7.3864,20.896,18.7385,4.2169,12.6087
