code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
000001,平安银行,0.5133,0.0071,1.6634,0.0073,
000002,万科A,0.4504,0.0789,3.168,0.1187,15.6798
000004,国农科技,0.2767,0.0457,,0.0904,10.3002
000005,世纪星源,-1.4848,-0.0214,,-0.0498,-4.9817
000006,深振业A,0.425,0.0277,1.8791,0.0375,6.0265
000007,全新好,-0.18,-0.0222,-0.4057,-0.0204,-2.2413
000008,神州高铁,-0.2095,-0.0135,,-0.2117,-21.1666
000009,中国宝安,0.3865,0.0869,2.8362,0.1326,21.178
000010,美丽生态,-0.083,-0.0249,-0.6349,-0.0385,-4.0173
000011,深物业A,0.852,0.1844,4.3021,0.2538,32.7405
000012,南玻A,0.3197,0.0622,2.2851,0.1168,15.209
000014,沙河股份,0.2598,0.0528,2.6848,0.0738,9.2999
000016,深康佳A,0.0193,0.0092,1.3295,0.0145,1.4666
000017,深中华A,0.0067,0.004,,0.0004,0.0409
000018,神州长城,0.1917,0.0124,,0.0379,4.7565
000019,深深宝A,0.067,0.0105,,0.0292,3.401
000020,深华发A,-0.3721,-0.1224,-18.1053,-0.201,-47.638
000021,深科技,0.042,0.0395,2.0969,0.1572,15.9528
000022,深赤湾A,0.4116,0.0567,1.0096,0.1555,20.7317
000023,深天地A,0.2338,0.0427,,0.059,5.9112
000025,特力A,0.2181,0.0735,14.1183,0.1071,14.7337
000026,飞亚达A,0.1403,0.0555,2.9099,0.1054,11.8793
000027,深圳能源,0.3184,0.0477,1.174,0.0978,16.6349
000028,国药一致,0.03,0.0336,1.4612,0.0407,4.2059
000029,深深房A,-0.0722,-0.0097,-2.7278,-0.0217,-3.6029
000030,富奥股份,-0.0209,-0.0011,,0.0,-0.0019
000031,中粮地产,2.6152,0.0655,,0.1049,13.6876
000032,深桑达A,0.0692,0.0339,1.8083,0.0955,9.7528
000033,*ST新都,0.0391,0.0023,,0.006,2.492
000034,神州数码,0.01,0.0092,,0.0012,0.1894
000035,中国天楹,-0.1418,-0.0007,,-0.0002,-0.0252
000036,华联控股,0.5857,0.1735,2.0175,0.3816,54.6978
