code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
000001,平安银行,20.37,24.51,53.4416,2649.903,1.1554,10807.502,4.7124
000002,万科A,16.54,13.63,41.9946,4844.2355,0.7049,35526.6113,5.1697
000004,国农科技,-12.81,-22.91,38.8608,-9.2673,-0.1103,40.4495,0.4816
000005,世纪星源,10.31,25.87,62.9122,77.3747,0.0846,299.0316,0.327
000006,深振业A,14.88,25.16,55.7061,257.7313,1.0163,1024.0383,4.0381
000007,全新好,,6.23,72.4838,11.5539,0.0624,185.3077,1.0018
000008,神州高铁,2.29,16.98,14.9435,1.6822,0.0228,9.9056,0.1344
000009,中国宝安,13.47,11.82,31.2561,230.3889,0.2402,1948.4922,2.0321
000010,美丽生态,-26.03,-22.24,36.3771,-28.8689,-0.1963,129.79,0.8828
000011,深物业A,-4.83,-8.22,21.5591,-27.3777,-0.0505,332.9851,0.6145
000012,南玻A,10.76,10.3,30.5253,431.4848,0.3632,4187.9626,3.5253
000014,沙河股份,0.54,1.0,43.0438,1.8689,0.0138,185.9162,1.3825
000016,深康佳A,5.89,1.71,19.4336,209.1985,0.3475,12169.0784,20.2148
000017,深中华A,,26.86,1.857,63.0362,0.1314,234.6013,0.4893
000018,神州长城,-68.6,-112.34,-15.2742,-116.3569,-0.6879,103.5686,0.6123
000019,深深宝A,13.64,22.72,19.3898,43.6902,0.2401,192.241,1.0567
000020,深华发A,10.51,13.38,15.4765,25.864,0.0913,193.2449,0.6824
000021,深科技,20.33,5.41,2.1303,709.2043,0.8063,13093.2362,14.8868
000022,深赤湾A,25.67,33.13,60.4585,663.8722,1.0296,2003.5625,3.1074
000023,深天地A,6.84,3.21,12.7531,20.166,0.1453,626.4076,4.5144
000025,特力A,6.92,1.08,11.0738,10.7953,0.049,991.0366,4.4989
000026,飞亚达A,9.48,7.55,35.2397,60.8769,0.2441,805.2731,3.2299
000027,深圳能源,14.2,15.42,27.3288,1597.7213,0.7254,10356.6406,4.7022
000028,国药一致,25.8,1.81,10.2802,124.9142,0.4335,6878.3055,23.8706
000029,深深房A,2.49,3.44,26.4441,29.1161,0.0287,845.1275,0.8353
000030,富奥股份,,-1224.55,100.0,-22.0752,-0.0765,1.8027,0.0062
000031,中粮地产,13.53,56.56,62.906,465.9392,0.5137,823.7698,0.9083
000032,深桑达A,11.13,4.55,15.2693,87.1616,0.4491,1911.4852,9.8502
000033,*ST新都,0.62,2.68,51.9591,1.8914,0.0057,70.3944,0.2137
000034,神州数码,,-65.63,10.0569,-249.7772,-0.8027,380.5753,1.2231
000035,中国天楹,,1116.25,62.6422,117.9827,0.7865,10.5695,0.0704
000036,华联控股,-23.1,-4.65,-1.4421,-382.1419,-0.34,8205.1447,7.3006
000037,*ST南电A,6.84,3.26,-4.6398,118.086,0.2154,3620.124,6.6064
000038,深大通,,905.94,25.5662,16.14,0.1783,1.7816,0.0196
000039,中集集团,19.89,6.49,10.1665,3165.373,1.1889,48760.826,18.3146
000040,东旭蓝天,7.72,14.43,41.7798,76.9355,0.1638,533.0906,1.1352
000042,中洲控股,10.68,18.63,36.4329,201.8054,0.8427,1082.8267,4.5218
000043,中航地产,10.02,6.64,36.2189,150.3936,0.6764,2262.5353,10.1769
000045,深纺织A,3.18,2.36,21.334,11.5541,0.0471,489.2701,1.996
000046,泛海控股,16.16,15.69,41.2385,653.1872,0.8691,4162.672,5.5392
000048,康达尔,,2.86,13.3487,24.342,0.0622,851.1175,2.178
000049,德赛电池,4.75,0.93,12.8531,7.1485,0.0522,762.4172,5.572
000050,深天马A,5.8,5.25,15.9092,90.3959,0.2361,1721.5518,4.4969
000055,方大集团,4.19,3.8,16.2363,24.386,0.0628,640.2469,1.6501
000056,皇庭国际,27.77,159.35,33.4071,67.8662,0.3072,42.5871,0.1927
