code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,1.36,38.78,10.95,13.19,9.06,473174.6,56.0,,08-18
000002,万科A,0.27,3.85,4.2,6.53,0.35,297785.47,5.88,,08-09
000004,国农科技,0.0,-92.43,0.87,0.37,0.13,26.6,-92.52,,08-27
000005,世纪星源,0.03,-266.67,0.78,3.87,0.02,2712.34,-269.43,,08-31
000006,深振业A,0.13,1.54,2.58,5.18,0.79,13086.4,32.28,,08-03
000007,全新好,-0.0,-171.74,1.18,-8.16,-0.31,-76.47,-189.42,,08-22
000008,神州高铁,-0.0,-2450.0,1.0,-0.46,-0.07,-34.26,-2128.73,,07-30
000009,中国宝安,0.2,17.65,2.42,8.45,-0.23,21662.15,14.35,,08-26
000010,美丽生态,-0.03,50.0,0.29,-9.37,-0.01,-414.93,17.47,,08-24
000011,深物业A,0.5,136.44,1.97,29.28,-0.74,29968.89,136.44,,07-30
000012,南玻A,0.4,29.03,3.14,12.53,0.45,83764.33,31.71,,08-09
000014,沙河股份,0.02,-94.08,2.53,0.76,-0.35,387.48,-94.07,,08-31
000016,深康佳A,-0.16,-482.98,3.14,-5.0,0.0,-19500.09,-483.2,,08-27
000017,深中华A,0.05,-150.64,-3.11,,0.0,2621.31,-150.68,,08-19
000018,神州长城,-0.05,-266.67,0.78,-6.08,,-823.25,-252.1,,08-30
000019,深深宝A,0.02,-124.1,3.54,1.34,-0.03,439.64,-124.07,,08-19
000020,深华发A,0.03,-45.9,0.97,3.42,-0.05,928.07,-46.59,,08-19
000021,深科技,0.08,-40.66,3.03,2.52,0.06,10688.69,-40.64,,08-31
000022,深赤湾A,0.4,-16.28,5.0,7.78,0.47,25835.74,-16.38,,08-20
000023,深天地A,0.01,-132.0,2.29,0.28,0.04,88.86,-129.79,,08-17
000025,特力A,0.0,-60.0,0.8,0.29,0.03,50.23,-54.28,,08-12
000026,飞亚达A,0.22,28.07,3.38,6.75,-0.26,8599.01,102.81,,08-17
000027,深圳能源,0.26,-35.0,5.38,4.92,0.56,69241.43,-20.99,,08-19
000028,国药一致,0.57,35.07,4.11,14.55,0.37,16513.64,35.78,,08-18
000029,深深房A,0.06,0.32,1.48,4.4,0.08,6430.09,0.25,,08-27
000030,富奥股份,5.05,-11844.19,0.0,-105.79,-0.0,145727.42,-11845.67,,08-09
000031,中粮地产,0.06,46.34,2.52,2.4,-1.31,10927.7,48.32,,08-30
000032,深桑达A,0.07,40.0,3.09,2.07,-0.16,1594.59,39.26,,08-17
000033,*ST新都,-0.01,-43.84,0.87,-1.4,0.05,-404.99,-43.91,,08-06
000034,神州数码,0.03,2700.0,0.21,14.05,-0.03,998.52,2018.83,,07-23
000035,中国天楹,-0.08,-11.11,-8.08,,0.0,-1258.45,-1.89,,08-22
000036,华联控股,0.05,31.62,1.54,3.05,-0.28,5188.37,31.68,,08-30
000037,*ST南电A,-0.14,-66.67,2.74,-5.01,0.06,-8485.59,-66.73,,08-09
000038,深大通,-0.09,-160.0,1.49,-5.91,0.36,-876.6,-160.63,,08-13
000039,中集集团,1.05,207.61,6.81,16.19,-1.56,280762.9,207.67,,08-24
000040,东旭蓝天,0.25,273.13,2.06,12.68,-0.46,11744.34,271.65,,08-26
000042,中洲控股,0.71,108.53,10.11,7.08,1.1,16912.65,108.52,,08-23
000043,中航地产,0.13,1040.18,5.95,2.15,-0.36,4258.98,1615.98,,08-20
000045,深纺织A,0.1,0.0,4.08,2.38,0.04,3236.4,30.19,,08-10
000046,泛海控股,-0.02,-141.67,3.38,-0.43,-0.36,-3373.15,-140.54,,08-30
000048,康达尔,-0.0,-43.33,-0.32,,0.04,-67.6,-46.1,,08-29
000049,德赛电池,0.29,76.08,1.82,17.48,0.66,4000.08,76.15,,08-09
000050,深天马A,0.06,-17.95,2.18,2.99,0.19,3682.45,-17.75,,08-17
000055,方大集团,0.06,-17.57,1.4,4.46,-0.02,4609.47,37.15,,08-02
000056,皇庭国际,-0.07,-28.86,0.18,-33.34,-0.32,-1551.84,-28.62,,08-24
000058,深赛格,0.03,-2.04,1.41,2.4,0.03,2633.24,-2.1,,08-16
000059,华锦股份,0.39,117.03,5.87,6.87,2.84,46839.62,117.1,,08-03
000060,中金岭南,0.17,-10.53,2.39,7.38,0.25,35051.39,16.7,,08-26
000061,农产品,0.2,-49.37,4.1,4.99,-0.89,15492.32,-48.97,,08-31
000062,深圳华强,0.05,-43.75,2.63,1.71,0.49,3009.22,-42.3,,07-30
000063,中兴通讯,0.27,-15.63,8.22,3.29,-2.2,76927.1,-12.33,,08-31
000065,北方国际,0.36,-1300.0,3.25,11.38,-2.02,5776.1,-1260.3,,08-20
000066,中国长城,0.06,-43.09,2.49,2.45,1.61,8233.28,-31.56,,08-31
000068,华控赛格,-0.03,-21.01,0.27,-9.9,-0.02,-2524.8,-21.18,,08-11
000069,华侨城A,0.2,-55.17,2.52,7.96,-0.84,109094.54,-19.23,,08-20
000070,特发信息,0.05,-43.32,3.11,1.65,-0.49,1273.6,-43.25,,08-16
000078,海王生物,0.06,26.52,1.2,5.51,-0.19,4199.39,26.37,,08-23
000088,盐田港,0.16,-5.12,3.03,5.34,0.07,23539.73,13.81,,08-17
000089,深圳机场,0.21,-3.97,3.62,5.91,0.23,35190.52,-3.98,,08-04
000090,天健集团,0.32,826.72,8.28,3.55,0.02,14726.8,827.12,,08-09
000096,广聚能源,0.09,42.63,3.34,2.7,0.06,4700.79,42.58,,08-20
000099,中信海直,0.13,8.08,3.17,4.03,-0.01,6527.64,8.06,,08-23
000100,TCL集团,0.06,18.25,1.28,5.1,0.07,53850.75,241.67,,08-09
000150,宜华健康,0.01,-57.24,2.28,0.28,-0.01,209.07,-57.61,,08-26
000151,中成股份,0.04,2.54,2.97,1.23,0.02,1076.13,2.34,,08-18
000153,丰原药业,0.05,-39.33,2.79,1.83,0.08,1315.88,-39.29,,08-25
000155,*ST川化,-0.12,500.0,3.23,-3.65,0.06,-5627.89,418.06,,08-17
000156,华数传媒,0.58,70.59,-1.96,,-0.08,6843.55,68.26,,08-17
000157,中联重科,0.6,-48.77,5.42,14.92,0.08,462798.39,110.13,,08-31
000158,常山股份,0.03,136.36,3.33,0.77,-0.14,1833.38,128.72,,08-17
000159,国际实业,0.14,-39.94,3.67,3.8,-0.18,6663.67,18.85,,08-23
000166,申万宏源,0.14,0.0,,,,91896.71,-5.45,,07-19
000301,东方市场,0.05,-19.71,2.13,2.4,0.38,6151.86,-19.68,,08-25
000333,美的集团,,,,,,154897.6,-9.36,,08-31
000338,潍柴动力,2.1,-45.88,12.65,17.48,-0.21,350170.66,8.26,,08-30
000400,许继电气,0.19,7.09,6.56,3.01,-0.45,7370.67,7.06,,08-06
000401,冀东水泥,0.62,38.03,7.28,8.85,0.55,74828.67,38.02,,08-12
000402,金融街,0.42,110.0,5.75,7.3,0.17,127038.17,150.24,,08-20
000403,ST生化,0.11,0.0,0.85,8.21,0.18,2344.83,5.31,,08-19
000404,华意压缩,0.05,-28.25,1.74,2.77,0.6,1541.13,-28.25,,08-02
000407,胜利股份,0.02,-33.33,1.91,0.9,0.03,1132.41,-25.74,,08-20
