code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,2.4561,97.5439
000002,万科A,2.0525,0.6596,49.5853,1158.3443,30.9976,69.0024
000004,国农科技,1.6715,1.2887,90.7955,-290.5587,54.8433,45.1567
000005,世纪星源,0.2935,0.199,5.6904,1092.6907,51.7936,48.2064
000006,深振业A,2.6119,0.8657,62.6377,-2932.055,29.2679,70.7321
000007,全新好,0.3529,0.2793,5.2723,13.985,-4.0968,104.0968
000008,神州高铁,7.1663,7.1663,521.6088,-7825.2752,92.9274,7.0726
000009,中国宝安,1.4269,0.6489,26.2874,409.9477,38.1597,61.8403
000010,美丽生态,1.4679,0.9504,9.5448,8062.6362,41.2495,58.7505
000011,深物业A,1.9436,0.4874,22.6998,-98.8258,32.6162,67.3838
000012,南玻A,0.4888,0.4212,30.8525,613.8412,31.5512,68.4488
000014,沙河股份,2.6301,0.5316,17.5948,-93.9271,33.2167,66.7833
000016,深康佳A,1.3594,0.8642,12.3769,394.0198,38.2428,61.7572
000017,深中华A,0.0475,0.0192,1.0802,109.681,-668.2629,768.2629
000018,神州长城,1.667,1.2637,69.7759,-2132.511,68.2548,31.7452
000019,深深宝A,1.3444,1.0296,32.8079,522.519,71.2764,28.7236
000020,深华发A,0.9492,0.5845,12.2916,455.3927,64.1331,35.8669
000021,深科技,2.5889,2.4488,141.2482,-4929.4187,72.6995,27.3005
000022,深赤湾A,0.4662,0.4498,24.4892,1465.6928,62.7096,37.2904
000023,深天地A,0.8463,0.5798,8.1605,150.7888,33.3519,66.6481
000025,特力A,0.5302,0.4134,14.3676,106.53,25.2072,74.7928
000026,飞亚达A,2.0734,0.5077,28.7261,617.1427,65.6856,34.3144
000027,深圳能源,3.6971,3.0985,239.9673,3178.0709,70.9405,29.0595
000028,国药一致,1.0262,0.7837,8.9387,794.5443,16.6716,83.3284
000029,深深房A,1.3203,0.5901,40.9567,927.0182,45.6057,54.3943
000030,富奥股份,0.0073,0.0052,0.0093,-7.6545,-5834.3801,5934.3801
000031,中粮地产,2.4167,1.5346,81.3372,1842.2324,64.063,35.937
