code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,2.0,-0.5,15.95,13.05,16.16,1023789.4,33.18,,10-26
000002,万科A,0.46,41.72,5.12,9.28,-0.32,507988.71,41.74,,10-24
000004,国农科技,-0.01,-180.65,0.89,-0.56,-0.04,-41.97,-180.23,,10-26
000005,世纪星源,-0.02,-200.0,0.71,-2.05,0.1,-1338.76,-198.03,,10-27
000006,深振业A,0.27,-4.33,2.44,11.44,1.19,34081.71,24.29,,10-20
000007,全新好,0.05,5775.0,1.26,3.81,0.46,1084.44,6746.69,,10-20
000008,神州高铁,0.0,-120.0,1.0,0.12,-0.02,8.62,-119.57,,10-27
000009,中国宝安,0.05,-74.52,2.61,2.12,0.27,5836.69,-74.68,,10-27
000010,美丽生态,-0.04,,0.31,-11.46,,-558.32,-2820.94,,10-27
000011,深物业A,0.29,-43.02,2.18,14.29,0.99,17464.48,-43.02,,10-31
000012,南玻A,0.19,-64.15,3.35,5.83,0.67,40277.07,-63.72,,10-30
000014,沙河股份,-0.09,-212.0,2.67,-3.19,-0.43,-1751.13,-212.01,,10-31
000016,深康佳A,0.01,-110.26,3.33,0.42,0.71,1686.31,-110.27,,10-26
000017,深中华A,-0.09,-320.15,-3.09,,0.01,-4817.53,-320.15,,10-26
000018,神州长城,-0.04,-42.86,0.67,-5.3,,-615.03,-49.87,,10-29
000019,深深宝A,0.34,120.62,3.89,9.18,-0.04,8563.72,170.21,,10-23
000020,深华发A,0.02,-30.63,1.0,2.25,-0.02,629.16,-30.58,,10-27
000021,深科技,0.05,-61.47,3.0,1.78,-0.01,7116.51,-61.43,,10-29
000022,深赤湾A,0.57,-5.49,5.55,10.36,0.82,36643.5,-5.41,,10-26
000023,深天地A,-0.08,-4150.0,2.33,-3.51,0.09,-1120.98,-4126.67,,10-25
000025,特力A,-0.03,375.71,0.77,-4.23,-0.03,-733.69,348.95,,10-22
000026,飞亚达A,0.24,-31.11,3.62,6.57,-0.14,9469.55,-31.08,,10-23
000027,深圳能源,0.32,-13.89,5.69,6.0,0.58,84206.83,-14.47,,10-25
000028,国药一致,1.24,45.76,5.75,23.73,0.04,35707.56,45.01,,10-24
000029,深深房A,0.06,-26.84,1.57,4.06,-0.19,6341.26,-26.86,,10-31
000030,富奥股份,-0.01,-100.14,-0.0,,,-206.59,-100.14,,10-20
000031,中粮地产,0.02,-71.43,2.35,0.81,0.63,3636.16,-70.65,,10-24
000032,深桑达A,-0.05,-166.67,3.09,-1.51,-0.07,-1095.66,-162.77,,10-31
000033,*ST新都,-0.03,95.65,0.87,-3.06,0.03,-884.73,94.32,,10-19
000034,神州数码,-0.01,-116.67,0.23,-2.62,-0.01,-220.29,-116.88,,10-22
000035,中国天楹,-0.71,294.44,-8.86,,-2.32,-10660.76,290.74,,10-22
000036,华联控股,0.04,-35.99,1.58,2.47,-0.08,4337.46,-35.99,,10-29
000037,*ST南电A,-0.33,37.5,2.58,-12.07,0.06,-19958.71,39.21,,10-25
000038,深大通,0.02,-32.14,1.63,1.08,0.03,186.49,-29.85,,10-30
000039,中集集团,0.6,-52.3,7.16,8.38,0.35,158433.4,-52.3,,10-30
000040,东旭蓝天,0.28,2.94,2.37,12.39,-0.32,13055.73,2.05,,10-27
000042,中洲控股,1.54,82.55,11.81,13.84,0.89,36967.97,82.55,,10-20
000043,中航地产,0.29,45.61,4.1,7.24,-0.97,19462.75,191.23,,10-31
000045,深纺织A,-0.18,-238.46,3.92,-4.52,-0.27,-6075.99,-242.37,,10-25
000046,泛海控股,0.05,-5.45,1.78,2.9,-0.29,23625.4,48.62,,10-27
000048,康达尔,0.08,2596.67,1.0,8.42,-0.03,3161.79,2471.21,,10-30
000049,德赛电池,0.59,33.48,2.24,22.77,2.4,8080.15,33.5,,10-26
000050,深天马A,0.1,21.05,2.4,4.44,0.6,5977.67,21.51,,10-23
000055,方大集团,0.02,-71.43,1.44,1.7,-0.01,1837.83,-65.36,,10-31
000056,皇庭国际,0.22,-282.5,-0.17,,-0.66,4846.92,-277.15,,10-24
000058,深赛格,0.06,63.64,1.52,3.85,-0.05,4523.6,63.86,,10-27
000059,华锦股份,-0.47,-206.82,5.65,-7.79,-3.49,-56083.76,-205.35,,10-22
000060,中金岭南,0.15,-57.14,2.67,5.62,0.2,30452.63,-57.43,,10-31
000061,农产品,0.08,-70.15,2.36,3.44,0.0,11146.69,-46.24,,10-31
