code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,5.5312,94.4688
000002,万科A,1.4203,0.364,14.2611,1318.0502,20.5998,79.4002
000004,国农科技,2.9478,1.6223,83.8091,-784.76,76.295,23.705
000005,世纪星源,0.2934,0.2664,1.0345,4.3959,52.2327,47.7673
000006,深振业A,1.7084,0.3663,34.0031,5497.1692,35.8913,64.1087
000007,全新好,1.2262,1.1185,81.7546,365.0422,41.3493,58.6507
000008,神州高铁,14.2695,14.2027,1176.1835,89.7234,95.7184,4.2816
000009,中国宝安,1.8556,0.9326,41.1782,239.7035,34.5003,65.4997
000010,美丽生态,1.1691,0.5428,7.0175,-544.0994,33.2259,66.7741
000011,深物业A,1.2939,0.6468,33.9951,-7426.1598,31.9235,68.0765
000012,南玻A,0.4763,0.3596,13.4019,396.5167,49.894,50.106
000014,沙河股份,1.6073,0.1833,12.1469,13.176,32.6836,67.3164
000016,深康佳A,1.2396,0.9289,30.9002,130.1932,25.8269,74.1731
000017,深中华A,0.0692,0.0354,1.6671,4.1823,-946.2568,1046.2568
000018,神州长城,1.1828,1.1793,116.0144,5139.8699,65.7092,34.2908
000019,深深宝A,2.3477,2.1632,186.9787,-74072.2089,74.1024,25.8976
000020,深华发A,1.4787,1.2979,36.5927,156.978,37.215,62.785
000021,深科技,1.2562,1.0855,74.2088,-295.9655,43.2846,56.7154
000022,深赤湾A,0.4149,0.3994,20.0583,1231.8772,65.6631,34.3369
000023,深天地A,1.1169,0.8906,23.9702,68.3188,31.0981,68.9019
000025,特力A,0.681,0.5042,24.6314,-35.5568,30.5178,69.4822
000026,飞亚达A,1.3159,0.3697,8.8885,233.3706,42.1081,57.8919
000027,深圳能源,1.4697,1.3104,51.3249,486.5186,54.785,45.215
000028,国药一致,1.0926,0.8727,9.4373,475.6206,19.005,80.995
000029,深深房A,2.1089,0.378,26.4978,1978.4048,41.8694,58.1306
000030,富奥股份,0.9996,0.9996,2.6793,2619.301,-0.0418,100.0418
000031,中粮地产,1.5991,0.3261,28.0347,184.8104,19.9618,80.0382
000032,深桑达A,1.4092,0.7366,35.2275,-67.9149,54.3135,45.6865
000033,*ST新都,1.9344,1.9093,25.8497,-2.264,58.1408,41.8592
000034,神州数码,1.2191,0.7202,26.3835,617.5911,41.5898,58.4102
000035,中国天楹,0.1514,0.1514,0.0529,4969.2163,-344.4434,444.4434
000036,华联控股,3.249,1.6277,104.005,-2140.3361,57.9144,42.0856
000037,*ST南电A,0.8571,0.5031,18.2708,-52.6735,32.1798,67.8202
000038,深大通,1.5455,0.2066,2.7504,246.3618,28.252,71.748
000039,中集集团,1.4666,0.8975,37.6485,773.9369,32.6186,67.3814
000040,东旭蓝天,1.438,0.1949,7.9905,4755.274,42.4876,57.5124
000042,中洲控股,2.1624,0.6112,34.9677,834.3528,36.8696,63.1304
000043,中航地产,1.3308,0.4345,18.3003,304.5727,26.507,73.493
000045,深纺织A,2.2006,1.7045,111.3515,-1569.0564,71.9831,28.0169
000046,泛海控股,3.015,0.4314,20.4589,582.6351,31.4116,68.5884
000048,康达尔,0.9687,0.7806,52.0176,1477.1079,39.5606,60.4394
000049,德赛电池,1.1925,0.9762,32.8848,-3848.8497,26.9207,73.0793
000050,深天马A,1.0206,0.8266,19.7422,200.1939,37.7734,62.2266
000055,方大集团,1.2846,1.0366,23.1303,196.6436,52.741,47.259
000056,皇庭国际,8.9357,0.4619,24.3157,465.2072,-20.6015,120.6015
000058,深赛格,2.8545,2.8443,135.5556,-926.5079,80.777,19.223
000059,华锦股份,0.5197,0.2575,10.7378,47.7641,23.5065,76.4935
000060,中金岭南,1.0073,0.4984,22.0429,367.8843,48.6608,51.3392
000061,农产品,0.7134,0.6899,36.1399,320.4168,41.3912,58.6088
000062,深圳华强,1.4752,0.5406,36.9716,364.1973,27.0871,72.9129
000063,中兴通讯,1.2986,1.0834,24.6184,-40.5359,23.4179,76.5821
000065,北方国际,1.2258,0.9614,27.6744,-336.5123,24.3583,75.6417
000066,中国长城,1.2038,0.7521,11.6716,224.481,24.2124,75.7876
000068,华控赛格,0.2548,0.2547,24.5226,-183.5881,61.5561,38.4439
000069,华侨城A,1.5059,0.3159,25.8839,877.2713,27.5888,72.4112
000070,特发信息,1.6137,1.1517,18.3538,622.0711,48.4007,51.5993
000078,海王生物,1.0043,0.8612,22.3169,210.7556,19.0928,80.9072
000088,盐田港,8.3824,8.3821,797.5082,-9364.5818,92.3473,7.6527
000089,深圳机场,1.4296,1.427,104.4328,-8702.9647,73.4222,26.5778
000090,天健集团,1.3993,0.3948,25.752,1541.2814,39.6937,60.3063
000096,广聚能源,5.3669,4.5761,406.4458,-213.7328,90.9503,9.0497
000099,中信海直,3.2434,2.0842,85.0782,1131.9836,66.2095,33.7905
000100,TCL集团,1.1352,0.8812,41.7142,431.402,26.7838,73.2162
000150,宜华健康,1.9237,0.1892,0.7,208.9722,43.9576,56.0424
000151,中成股份,1.5186,1.1365,74.558,-149.6358,44.2929,55.7071
000153,丰原药业,1.068,0.7739,11.587,242.594,53.2909,46.7091
000155,*ST川化,0.4717,0.2929,12.6006,-207.3118,43.2432,56.7568
000156,华数传媒,0.4762,0.4464,19.6728,477.8578,24.2863,75.7137
000157,中联重科,1.7538,1.4105,76.0457,2286.5447,46.9011,53.0989
000158,常山股份,1.2104,0.7726,28.6445,46.8669,44.6559,55.3441
000159,国际实业,1.9579,1.0898,37.7134,175.6297,67.1052,32.8948
000166,申万宏源,--,--,--,--,34.985,65.015
000301,东方市场,2.091,1.1632,78.3295,-448.4827,77.7619,22.2381
000333,美的集团,1.0957,0.9161,29.697,997.0395,32.9593,67.0407
000338,潍柴动力,1.5686,1.2383,54.835,-21834.768,53.2405,46.7595
000400,许继电气,1.8558,1.3117,5.1739,512.3287,43.9886,56.0114
000401,冀东水泥,0.7161,0.5847,22.5846,130.4586,32.7183,67.2817
000402,金融街,1.675,0.631,42.9612,782.9302,28.7373,71.2627
000403,ST生化,0.6318,0.3292,5.3752,211.0229,30.8453,69.1547
000404,华意压缩,0.9969,0.8226,14.5251,586.8868,21.9113,78.0887
000407,胜利股份,0.8774,0.7037,32.156,51.8859,40.1599,59.8401
000408,*ST金源,1.2918,1.2918,0.2705,4404.1692,40.9278,59.0722
000409,山东地矿,8.6709,8.347,31.2381,-32.2676,92.0495,7.9505
000410,沈阳机床,0.9276,0.485,5.4136,116.3241,12.7408,87.2592
000411,英特集团,1.1683,0.8968,15.1994,292.7683,22.3654,77.6346
000413,东旭光电,2.0776,1.8321,50.398,-20008.96,23.9898,76.0102
000415,渤海金控,0.9021,0.9021,85.4807,456.7364,33.1279,66.8721
000416,民生控股,7.4336,7.2117,447.7146,195.115,88.0271,11.9729
000417,合肥百货,1.4465,1.2353,106.6488,-7331.6522,45.8228,54.1772
000418,小天鹅A,1.5693,1.3013,66.8643,-622.3746,49.3757,50.6243
000419,通程控股,0.9737,0.7753,54.3197,5244.2122,51.8277,48.1723
000420,吉林化纤,0.5574,0.3594,17.6326,26.7268,15.7632,84.2368
000421,南京公用,1.4704,0.5578,35.7367,1371.8738,45.505,54.495
000422,湖北宜化,0.838,0.5082,15.4636,302.9285,26.5278,73.4722
000423,东阿阿胶,5.2324,4.6571,196.9101,-6215.1919,84.0395,15.9605
000425,徐工机械,1.6032,1.3482,30.1626,1733.767,39.828,60.172
000426,兴业矿业,0.6528,0.3221,8.0657,451.0065,53.3507,46.6493
000428,华天酒店,0.6142,0.2644,5.7162,234.7068,27.9399,72.0601
000429,粤高速A,0.6369,0.6369,52.9761,237.9942,38.7486,61.2514
000430,张家界,0.6631,0.6383,47.4,2013.9964,70.9863,29.0137
000488,晨鸣纸业,0.8366,0.5933,12.2717,104.7507,31.1252,68.8748
000498,山东路桥,471.9664,471.9664,46935.4725,29105.0768,99.8121,0.1879
000501,鄂武商A,0.5503,0.5503,39.652,1044.096,24.6958,75.3042
000502,绿景控股,2.8756,0.5306,41.6245,686.5414,74.0665,25.9335
000503,海虹控股,5.5498,5.5471,132.2901,18.3485,85.9851,14.0149
000504,*ST生物,0.4491,0.4387,4.9425,9.2035,48.574,51.426
000505,*ST珠江,0.9143,0.7764,19.0233,-61.9072,21.0326,78.9674
000506,中润资源,1.4777,0.462,3.1532,1080.6325,25.6664,74.3336
000507,珠海港,1.6247,1.6185,62.2868,374.9954,54.3798,45.6202
000509,华塑控股,0.3473,0.2421,0.848,111.5562,-22.3055,122.3055
000510,金路集团,0.7006,0.5258,32.1472,-157.8502,43.938,56.062
000511,*ST烯碳,2.6258,0.2845,24.3999,-6994.7764,42.9481,57.0519
000513,丽珠集团,1.2963,1.0731,56.7043,-3573.9205,56.3676,43.6324
000514,渝开发,2.4121,0.9058,40.3171,194.1503,50.418,49.582
000516,国际医学,0.5928,0.5757,53.2062,393.0935,33.3906,66.6094
000517,荣安地产,1.3741,0.4051,5.3213,30548.2972,22.3423,77.6577
000518,四环生物,8.1784,7.4089,392.9596,-925.3746,93.8312,6.1688
000519,中兵红箭,2.1761,1.416,12.6458,163.416,74.2794,25.7206
000520,长航凤凰,0.2521,0.2267,4.4872,-136.0089,-4.6628,104.6628
000521,美菱电器,1.3164,1.0075,27.1817,-228.7505,36.1435,63.8565
000523,广州浪奇,1.7922,1.4769,63.6201,10690.8126,60.1273,39.8727
000524,岭南控股,2.3826,2.3139,136.9722,-18504.3216,83.5972,16.4028
000525,红太阳,0.9625,0.7009,20.7787,336.6665,38.2567,61.7433
000526,*ST紫学,2.4004,2.4004,101.7182,-2175.3833,79.8582,20.1418
000528,柳工,1.8055,1.2326,83.4072,489.0192,40.2664,59.7336
000529,广弘控股,2.2842,1.7462,142.2906,-1170.22,71.7431,28.2569
000530,大冷股份,1.4159,1.0931,53.2315,-4052.3305,63.9267,36.0733
000531,穗恒运A,0.7261,0.459,35.1757,288.6691,30.9117,69.0883
000532,力合股份,4.1363,3.3697,91.3714,7469.3589,84.7804,15.2196
000533,万家乐,1.5404,1.2326,23.6204,751.4291,43.9871,56.0129
000534,万泽股份,1.958,0.8117,11.1713,-2079.2468,35.9824,64.0176
000536,华映科技,1.1787,1.1211,55.8146,1338.2017,53.1196,46.8804
000537,广宇发展,2.0506,0.7244,71.523,-7668.9195,50.7302,49.2698
000538,云南白药,2.2284,1.1403,35.503,-36775.5571,60.8653,39.1347
000539,粤电力A,0.4337,0.3516,13.8577,225.6905,34.3683,65.6317
000540,中天金融,1.337,0.2694,12.6793,738.4233,11.5453,88.4547
000541,佛山照明,4.1119,2.9212,158.0733,-3119.9657,86.2973,13.7027
000543,皖能电力,0.587,0.5221,27.1281,195.4092,31.4527,68.5473
000544,中原环保,2.7722,2.6695,98.4404,413.7857,55.038,44.962
000545,金浦钛业,0.4848,0.2576,0.1237,4716.4707,-20.8539,120.8539
000546,金圆股份,2.041,0.4983,8.7435,230160.2486,53.8032,46.1968
000547,航天发展,4.4644,3.4466,217.3242,-922.1384,78.5688,21.4312
000548,湖南投资,2.6397,1.9424,81.9938,352.5879,69.4521,30.5479
000550,江铃汽车,1.9719,1.651,129.9736,-829.8186,66.2292,33.7708
000551,创元科技,1.3256,0.9575,38.1172,393.9411,53.5497,46.4503
000552,靖远煤电,0.7951,0.5608,20.8797,1394.1417,43.1661,56.8339
000553,沙隆达A,0.9449,0.71,41.828,233.3314,44.8274,55.1726
000554,泰山石油,5.4726,2.2309,119.0945,20309.8911,96.056,3.944
000555,神州信息,0.129,0.129,12.802,-190.9358,-975.2694,1075.2694
000557,西部创业,1.3548,1.3514,129.2331,-48797.4096,19.4338,80.5662
000558,莱茵体育,1.3487,0.1561,12.9514,542.891,20.4749,79.5251
000559,万向钱潮,1.5638,1.2457,61.6834,345.5367,40.3485,59.6515
000560,昆百大A,1.1347,0.3472,20.2545,186.6543,24.9045,75.0955
000561,烽火电子,2.1402,1.4212,19.7112,1904.5757,58.4654,41.5346
000563,陕国投A,9.4703,9.4703,920.6855,--,94.5886,5.4114
000564,供销大集,1.2063,1.1562,85.8179,218.2666,34.9467,65.0533
000565,渝三峡A,1.0681,0.838,14.0925,177.7378,39.4901,60.5099
000566,海南海药,2.094,1.6462,75.7388,1734.3876,52.5572,47.4428
000567,海德股份,15.0161,11.9653,490.9399,149.6783,95.9706,4.0294
000568,泸州老窖,2.1508,1.5836,118.8748,-13426.1672,63.2343,36.7657
000570,苏常柴A,1.5116,1.2367,59.0508,-319.4459,58.8115,41.1885
000571,新大洲A,0.5713,0.4584,21.6684,610.5117,61.4889,38.5111
000572,海马汽车,1.6373,1.2745,101.3331,-1851.3824,70.6488,29.3512
000573,粤宏远A,1.9078,0.2208,8.1345,298.0812,55.4398,44.5602
000576,广东甘化,0.5642,0.5256,22.7869,2095.9652,21.0018,78.9982
000581,威孚高科,3.0894,2.6761,145.365,-3003.7944,81.3388,18.6612
000582,北部湾港,0.7591,0.6647,10.69,305.6506,30.9321,69.0679
000584,友利控股,1.1107,0.4226,18.1977,911.7774,46.019,53.981
000585,东北电气,2.1467,1.8069,29.6915,-2434.1871,48.4553,51.5447
000586,汇源通信,1.4803,1.1365,21.0291,134.5104,43.2056,56.7944
000587,金洲慈航,2.1379,0.8139,21.1059,1134.9727,55.2315,44.7685
000589,黔轮胎A,1.2014,0.8697,16.5754,149.6243,31.9446,68.0554
000590,启迪古汉,1.0508,0.7756,17.9627,2275.1706,59.4021,40.5979
000591,太阳能,0.937,0.6465,36.1225,177.8804,19.8012,80.1988
000592,平潭发展,3.1167,1.5953,92.1755,21.651,66.5691,33.4309
000593,大通燃气,0.5953,0.3477,22.3786,176.382,54.4298,45.5702
000595,*ST宝实,1.063,0.6636,1.8652,138.1098,26.4374,73.5626
000596,古井贡酒,2.2467,1.8738,162.3569,-1170.2291,66.1975,33.8025
000597,东北制药,0.814,0.6019,27.1355,203.3335,29.5497,70.4503
000598,兴蓉环境,1.2977,1.2166,61.2727,1243.9785,54.2674,45.7326
000599,青岛双星,0.8951,0.4733,7.1787,113.1248,31.9796,68.0204
000600,建投能源,0.6081,0.5149,26.6976,169.8219,25.1149,74.8851
000601,韶能股份,0.63,0.428,15.8916,235.2004,40.414,59.586
000603,盛达矿业,1.9233,1.8718,180.4453,-8511.4714,62.2863,37.7137
000605,渤海股份,0.547,0.2706,12.25,1855.7694,43.0955,56.9045
000606,神州易桥,1.0171,0.6443,22.8166,68.9926,62.6215,37.3785
000607,华媒控股,0.9167,0.7531,11.3178,224.6641,26.4847,73.5153
000608,阳光股份,1.404,0.3648,12.2024,380.8302,45.8999,54.1001
000609,绵石投资,2.3705,1.5887,147.3363,-590.8612,62.4694,37.5306
000610,西安旅游,0.9109,0.889,37.9953,8966.9806,66.5438,33.4562
000611,*ST天首,2.5764,1.4467,124.5018,-172.4317,81.6368,18.3632
000612,焦作万方,0.5666,0.2639,9.2583,144.1523,48.0649,51.9351
000613,*ST东海A,0.1895,0.1782,6.4689,-184.0389,72.7266,27.2734
000615,京汉股份,1.3569,0.7354,35.0761,167.7504,47.6374,52.3626
000616,海航投资,3.0159,0.653,42.2449,685.0988,38.531,61.469
000617,中油资本,0.8834,0.5514,3.7457,44.5947,22.9814,77.0186
000619,海螺型材,5.3151,4.0412,154.5786,527.2127,53.5756,46.4244
000620,新华联,2.2245,0.5504,23.8956,2443.2794,29.8448,70.1552
000622,*ST恒立,0.3042,0.2184,8.3884,41.8341,-74.3653,174.3653
000623,吉林敖东,3.4799,3.0638,146.6247,-5746.579,89.4189,10.5811
