code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,6.4416,93.5584
000002,万科A,1.3022,0.4259,12.6601,7175.588,22.2985,77.7015
000004,国农科技,1.5961,0.3762,25.1821,-4363.1691,40.9598,59.0402
000005,世纪星源,0.8323,0.5019,17.5043,-371.1775,55.296,44.704
000006,深振业A,2.4588,0.4848,41.7694,358.1289,35.3849,64.6151
000007,全新好,2.6782,2.5347,203.5858,553.0967,77.6153,22.3847
000008,神州高铁,2.6175,2.1283,73.4037,3973.7771,81.0191,18.9809
000009,中国宝安,1.5278,0.7706,47.3203,600.5984,36.3905,63.6095
000010,美丽生态,1.529,0.8907,64.0753,276.9467,42.182,57.818
000011,深物业A,1.8331,0.5996,47.3,-2779.5827,47.9653,52.0347
000012,南玻A,0.4344,0.3646,11.5327,363.2533,50.856,49.144
000014,沙河股份,2.7418,0.236,14.5833,1320.7973,35.6108,64.3892
000016,深康佳A,0.9665,0.7027,15.6171,-340.786,21.5816,78.4184
000017,深中华A,1.2626,1.1377,82.3676,101.6765,29.1923,70.8077
000018,神州长城,1.3985,1.3364,26.2713,885.1654,31.8744,68.1256
000019,深深宝A,5.0259,3.0448,166.7775,2171.358,90.257,9.743
000020,深华发A,3.3549,3.2601,231.2031,92.8309,26.9595,73.0405
000021,深科技,1.1655,1.073,84.7829,-132.5706,36.3081,63.6919
000022,深赤湾A,0.8486,0.8327,62.786,1323.558,75.6361,24.3639
000023,深天地A,1.264,0.834,15.5923,313.2289,28.5179,71.4821
000025,特力A,1.3699,1.3083,60.6743,1188.7773,75.1786,24.8214
000026,飞亚达A,2.173,0.7285,44.1053,243.6501,54.2267,45.7733
000027,深圳能源,0.8822,0.8087,38.7034,469.649,42.8259,57.1741
000028,国药一致,1.5302,1.1844,21.4401,1153.1178,42.1117,57.8883
000029,深深房A,2.2599,0.9048,74.2376,1366.4086,52.7149,47.2851
000030,富奥股份,1.927,1.6327,47.4869,9154.5272,65.6112,34.3888
000031,中粮地产,1.8704,0.439,35.2316,393.2425,20.039,79.961
000032,深桑达A,2.5809,2.043,137.2816,-620.2268,70.9636,29.0364
000033,*ST新都,3.5437,3.516,101.3686,852.2912,2.2658,97.7342
000034,神州数码,1.3181,0.9379,43.8339,-11525.9378,41.7403,58.2597
000035,中国天楹,0.6959,0.6246,28.936,415.4988,42.0634,57.9366
000036,华联控股,3.1954,0.7887,72.0657,985.1902,41.5085,58.4915
000037,*ST南电A,0.841,0.6347,31.4973,-258.9948,11.9853,88.0147
000038,深大通,1.2461,0.2274,17.8921,-21479.9629,20.7917,79.2083
000039,中集集团,0.9479,0.5904,16.8023,610.7274,33.2464,66.7536
000040,东旭蓝天,1.9292,0.9059,86.3645,279.2637,19.5833,80.4167
000042,中洲控股,1.7198,0.3424,27.1618,375.163,22.8102,77.1898
000043,中航地产,1.2374,0.274,13.328,262.2284,20.5207,79.4793
000045,深纺织A,3.2944,2.7474,133.2829,-76.5019,73.2327,26.7673
000046,泛海控股,2.0711,1.0052,60.4036,368.6443,12.811,87.189
000048,康达尔,1.095,0.9036,81.4019,-10636.9157,41.341,58.659
000049,德赛电池,1.3832,1.0772,24.0839,-2082.602,35.2029,64.7971
000050,深天马A,1.8317,1.6052,119.8602,-31057.7642,61.2535,38.7465
000055,方大集团,1.225,0.734,14.6199,304.1053,29.8835,70.1165
000056,皇庭国际,0.4582,0.4564,25.5482,130.4619,62.5299,37.4701
000058,深赛格,1.5102,1.0103,30.7061,4113.3949,64.2663,35.7337
000059,华锦股份,0.5236,0.3278,18.9745,140.8225,30.8064,69.1936
000060,中金岭南,0.9234,0.5768,20.9274,226.061,49.6761,50.3239
000061,农产品,0.4271,0.3554,16.3745,166.9313,37.7197,62.2803
000062,深圳华强,1.6241,1.2151,72.8689,1926.376,59.5071,40.4929
000063,中兴通讯,1.4089,1.1171,41.4338,400.7793,35.8567,64.1433
000065,北方国际,1.294,1.2039,75.1922,-257.4699,32.7015,67.2985
000066,中国长城,1.1411,0.8143,13.8756,105.7519,22.0578,77.9422
000068,华控赛格,4.2037,4.1496,258.0684,-16.5252,87.4013,12.5987
000069,华侨城A,1.8824,0.7062,34.7613,1021.926,36.5902,63.4098
000070,特发信息,1.3015,0.8593,24.7484,1091.6965,44.7044,55.2956
000078,海王生物,1.0709,0.9688,29.479,388.7535,16.7922,83.2078
000088,盐田港,3.2269,3.2269,304.8766,-5498.846,77.0636,22.9364
000089,深圳机场,1.2762,1.2736,105.7608,2562.282,85.7793,14.2207
000090,天健集团,1.5505,0.6131,48.2512,536.5943,37.4423,62.5577
000096,广聚能源,7.561,7.5092,681.2186,-804.7139,91.0781,8.9219
000099,中信海直,1.8719,1.3533,57.0135,300.2956,56.7165,43.2835
000100,TCL集团,0.9959,0.8286,28.4225,500.0463,33.6714,66.3286
000150,宜华健康,2.5258,0.8561,24.4635,200.0302,36.9984,63.0016
000151,中成股份,1.5618,1.5039,123.9987,-204.9338,42.0299,57.9701
000153,丰原药业,0.9656,0.6893,16.8614,238.4889,51.3709,48.6291
000155,*ST川化,0.1412,0.1255,4.3465,-655.4616,-226.1896,326.1896
000156,华数传媒,3.4528,3.433,313.089,-1827.1555,73.0417,26.9583
000157,中联重科,2.4711,2.0045,86.7406,102.6349,43.3288,56.6712
000158,常山股份,1.1612,0.7747,21.7926,307.9924,49.6505,50.3495
000159,国际实业,3.1319,1.7389,51.5392,361.6167,73.9712,26.0288
000166,申万宏源,--,--,--,--,15.5487,84.4513
000301,东方市场,2.5758,1.4997,65.1513,-1955.7659,73.5474,26.4526
000333,美的集团,1.2967,1.1516,17.9296,11653.3887,43.4887,56.5113
000338,潍柴动力,1.4485,1.1515,64.9383,734.6611,36.3239,63.6761
000400,许继电气,2.2195,1.851,18.7987,2194.4995,55.0288,44.9712
000401,冀东水泥,0.4259,0.3515,9.7033,-21.0278,27.4533,72.5467
000402,金融街,3.101,0.6677,32.0225,453.2357,27.445,72.555
000403,ST生化,0.61,0.209,7.9196,396.6761,41.5306,58.4694
000404,华意压缩,1.3313,1.1394,24.0838,-270.067,42.5304,57.4696
000407,胜利股份,0.9443,0.7379,41.3735,139.0385,50.5668,49.4332
000408,*ST金源,1.0658,1.0658,0.3116,-7302.4494,16.6016,83.3984
000409,山东地矿,0.6252,0.442,9.3745,327.2808,27.2102,72.7898
000410,沈阳机床,1.3202,0.8221,17.8794,8.4303,10.136,89.864
000411,英特集团,1.1983,0.8482,14.1725,286.0644,24.7444,75.2556
000413,东旭光电,2.5946,2.2693,185.3445,653.7418,50.563,49.437
000415,渤海金控,1.2684,1.2684,119.8156,225.8417,24.6689,75.3311
000416,民生控股,2.1157,2.1157,64.8685,792.2677,62.246,37.754
000417,合肥百货,1.0704,0.8249,65.3087,-1605.7197,46.9175,53.0825
000418,小天鹅A,1.5368,1.447,36.6691,-1012.8779,41.7914,58.2086
000419,通程控股,1.1244,0.9326,58.18,-1435.389,51.2959,48.7041
000420,吉林化纤,0.6522,0.5278,11.3434,99.5355,36.7253,63.2747
000421,南京公用,0.894,0.7207,26.9225,1182.5064,52.5464,47.4536
000422,湖北宜化,0.5926,0.4077,21.9003,108.6473,20.1814,79.8186
000423,东阿阿胶,4.4213,3.2354,113.9897,-10956.4253,82.2744,17.7256
000425,徐工机械,1.7024,1.4039,25.9656,104.3698,48.2443,51.7557
000426,兴业矿业,0.6628,0.4158,10.8068,39.9222,66.2778,33.7222
000428,华天酒店,0.8294,0.3015,17.5697,104.5714,35.7877,64.2123
000429,粤高速A,0.6096,0.6091,57.0681,287.8387,50.6155,49.3845
000430,张家界,0.7206,0.6941,59.4773,2023.5534,70.222,29.778
000488,晨鸣纸业,0.723,0.6159,24.4221,184.4716,22.1377,77.8623
000498,山东路桥,1.2892,0.8215,23.57,1034.7987,29.1844,70.8156
000501,鄂武商A,0.3287,0.2528,17.6184,1357.5301,23.2524,76.7476
000502,绿景控股,1.9042,1.1033,63.2199,8767.7718,52.4629,47.5371
000503,海虹控股,11.7849,11.7801,808.9369,-144.8391,93.1259,6.8741
000504,*ST生物,0.4486,0.4484,34.4632,-2414.2205,-11.8161,111.8161
000505,*ST珠江,0.7186,0.3774,13.2181,9.8726,-13.6017,113.6017
000506,中润资源,1.6114,0.9391,9.5506,-171.2676,47.5708,52.4292
000507,珠海港,0.9023,0.8373,37.9275,192.7072,51.1125,48.8875
000509,华塑控股,0.7271,0.4892,23.3877,262.5321,5.8463,94.1537
000510,金路集团,0.5618,0.4271,24.6519,153.9068,51.5955,48.4045
000511,*ST烯碳,1.2444,0.6642,27.8275,100.6287,37.5174,62.4826
000513,丽珠集团,1.1341,0.8222,25.303,3069.8626,59.5466,40.4534
000514,渝开发,1.9155,0.3794,24.6842,43.9131,45.2351,54.7649
000516,国际医学,1.4565,1.4272,130.8149,1721.3962,62.6414,37.3586
000517,荣安地产,3.0383,0.9488,11.8371,305.5807,45.6635,54.3365
000518,四环生物,2.1161,1.1033,11.5122,-1551.9977,72.9381,27.0619
000519,中兵红箭,2.9208,1.3204,39.7768,3753.3901,80.9797,19.0203
000520,长航凤凰,1.8757,1.7924,44.5623,-17902.811,49.8998,50.1002
000521,美菱电器,1.4004,1.0849,42.2408,68.0441,37.7204,62.2796
000523,广州浪奇,1.1161,0.8923,12.2555,199.8299,31.204,68.796
000524,岭南控股,3.1811,3.1213,287.5377,1139.5336,73.0466,26.9534
000525,红太阳,0.7695,0.4628,22.8614,253.1538,48.0992,51.9008
000526,*ST紫学,0.8108,0.8108,69.7766,-5462.612,42.9841,57.0159
000528,柳工,1.8409,1.4832,86.7159,128.8863,43.6925,56.3075
000529,广弘控股,2.9011,2.4822,228.2965,-653.8203,79.1927,20.8073
000530,大冷股份,1.0945,0.8814,20.1369,104422.6099,66.4756,33.5244
000531,穗恒运A,0.7535,0.5324,42.6617,480.0846,47.154,52.846
000532,力合股份,0.7999,0.6091,33.9025,5399.6096,63.413,36.587
000533,万家乐,1.8977,1.5831,15.2603,1234.7683,50.842,49.158
000534,万泽股份,2.2582,0.6674,23.8587,340.2472,50.4033,49.5967
000536,华映科技,1.0251,0.9797,56.5101,286.7518,33.6984,66.3016
000537,广宇发展,1.8094,0.2387,22.8957,-8375.108,34.2938,65.7062
000538,云南白药,3.6149,2.412,56.6662,24621.874,70.1252,29.8748
000539,粤电力A,0.6699,0.5884,32.0076,466.2973,42.022,57.978
000540,中天金融,1.5071,0.3723,28.7203,1888.4165,23.3902,76.6098
000541,佛山照明,3.7032,2.7535,158.7038,-59.3045,83.6226,16.3774
000543,皖能电力,0.407,0.3737,13.3834,796.8796,57.5121,42.4879
000544,中原环保,0.6931,0.6782,41.5242,263.7526,41.1909,58.8091
000545,金浦钛业,1.9652,1.8024,42.3402,2173.6085,69.9145,30.0855
000546,金圆股份,0.7541,0.6483,10.0086,552.6305,45.6696,54.3304
000547,航天发展,4.6409,3.9397,289.9541,5899.8639,81.0856,18.9144
000548,湖南投资,2.509,1.51,44.2593,711.8306,72.6895,27.3105
000550,江铃汽车,1.535,1.3376,100.9,-914.7385,56.9156,43.0844
000551,创元科技,1.3188,0.827,34.205,455.5992,51.7905,48.2095
000552,靖远煤电,1.2665,1.1348,66.7249,1481.8102,66.1407,33.8593
000553,沙隆达A,1.8735,1.3081,79.7717,1430.4622,70.4465,29.5535
