code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,6.9958,93.0042
000002,万科A,1.2911,0.3874,11.5528,797.751,21.0597,78.9403
000004,国农科技,1.5464,0.3569,23.0046,9292.7912,39.042,60.958
000005,世纪星源,0.7968,0.4863,12.807,-201.0385,57.1721,42.8279
000006,深振业A,2.7598,0.5691,47.7445,207.1517,35.5532,64.4468
000007,全新好,2.847,2.7055,19.4113,3813.4619,79.6416,20.3584
000008,神州高铁,2.84,2.3604,101.21,-7123.2108,83.1628,16.8372
000009,中国宝安,1.6382,0.8246,45.6155,281.7641,36.0551,63.9449
000010,美丽生态,1.707,0.8993,51.6077,-13.5794,48.1497,51.8503
000011,深物业A,1.549,0.6811,56.8771,89.1807,39.4233,60.5767
000012,南玻A,0.4109,0.3219,5.4126,457.5432,53.1273,46.8727
000014,沙河股份,2.6743,0.2645,14.8689,-563.0261,35.0971,64.9029
000016,深康佳A,0.9671,0.7064,17.9198,159.4129,21.887,78.113
000017,深中华A,1.182,0.8516,49.7629,41.498,21.6342,78.3658
000018,神州长城,1.4223,1.3957,28.0264,733.2153,30.2885,69.7115
000019,深深宝A,3.7134,2.2286,95.8413,-1787.843,86.7695,13.2305
000020,深华发A,1.7353,1.5901,16.1319,129.5114,52.0604,48.5131
000021,深科技,1.2468,1.1219,80.4362,1466.4455,44.9421,55.0579
000022,深赤湾A,1.0792,1.0609,71.8204,1477.6345,77.9215,22.0785
000023,深天地A,1.2906,0.8395,14.2089,127.103,30.129,69.871
000025,特力A,1.3771,1.335,68.7852,1691.1202,77.1963,22.8037
000026,飞亚达A,1.819,0.5883,31.7463,280.2995,57.1274,42.8726
000027,深圳能源,0.8925,0.8128,35.0332,222.7207,42.4279,57.5721
000028,国药一致,1.507,1.2297,18.2723,1334.4586,40.7235,59.2765
000029,深深房A,2.1956,0.9297,75.8211,-2280.2811,52.1974,47.8026
000030,富奥股份,1.9113,1.6062,48.892,-2290.7607,65.8889,34.1111
000031,中粮地产,2.1874,0.6191,49.7174,657.199,20.0101,79.9899
000032,深桑达A,3.2898,2.6958,143.2703,-3799.4131,77.34,22.66
000033,*ST新都,4.2433,4.1942,98.1225,-4243.9635,2.8638,97.1362
000034,神州数码,1.2354,0.8297,17.4745,-55.8989,14.1826,85.8174
000035,中国天楹,0.4426,0.3882,11.4903,275.4358,42.2367,57.7633
000036,华联控股,2.3081,0.8224,74.1851,6707.0533,35.698,64.302
000037,*ST南电A,0.9052,0.6927,32.444,-30.2185,10.3367,89.6633
000038,深大通,0.8459,0.4574,19.6566,-41687.241,58.7492,41.2508
000039,中集集团,0.9923,0.6505,25.4519,643.1177,31.997,68.003
000040,东旭蓝天,2.3412,1.2113,113.1604,524.3813,19.752,80.248
000042,中洲控股,1.7945,0.3749,26.6367,246.9936,20.2106,79.7894
000043,中航地产,1.2649,0.3095,15.2559,-47.6034,18.8452,81.1548
000045,深纺织A,3.4603,2.9277,125.0969,-223.2122,74.4703,25.5297
000046,泛海控股,2.4736,1.2219,79.1335,146.472,15.7444,84.2556
000048,康达尔,1.0788,0.8701,76.1938,-993.1326,42.6172,57.3828
000049,德赛电池,1.5723,1.2977,35.6128,-1602.1943,46.0061,53.9939
000050,深天马A,2.2415,1.9558,127.1343,331.0783,65.8429,34.1571
000055,方大集团,1.2513,0.7359,13.2437,333.2419,29.27,70.73
000056,皇庭国际,0.3526,0.3517,22.3541,210.3349,59.808,40.192
000058,深赛格,1.5621,0.951,33.2164,1226.0943,65.4724,34.5276
000059,华锦股份,0.5579,0.4405,33.426,360.264,31.7217,68.2783
000060,中金岭南,0.8997,0.5345,18.044,-102.4524,49.7411,50.2589
000061,农产品,0.4612,0.388,18.1799,173.8606,37.4171,62.5829
000062,深圳华强,1.8115,1.2963,68.3395,947.9941,63.298,36.702
000063,中兴通讯,1.3417,1.0745,45.7958,998.3442,32.1084,67.8916
000065,北方国际,1.2367,1.1498,60.0096,1624.2413,29.7234,70.2766
000066,中国长城,1.1519,0.8317,20.6692,118.6848,22.8662,77.1338
000068,华控赛格,5.1643,4.9761,297.9233,1794.2146,90.3981,9.6019
000069,华侨城A,1.9097,0.7434,33.6364,518.1142,35.5881,64.4119
000070,特发信息,1.3012,0.8745,15.3792,538.8047,42.6579,57.3421
000078,海王生物,1.0823,0.9887,30.0931,218.7592,16.4798,83.5202
000088,盐田港,6.3297,6.3297,600.1249,-4138.1079,78.1475,21.8525
000089,深圳机场,1.3878,1.3852,109.0707,-2256.9068,85.1405,14.8595
000090,天健集团,1.6178,0.5674,46.1094,229.357,37.9861,62.0139
000096,广聚能源,8.7522,8.4069,752.7543,-131.1141,92.0994,7.9006
000099,中信海直,2.1526,1.4962,63.0313,479.4234,59.0971,40.9029
000100,TCL集团,1.0568,0.8962,30.5216,228.1485,32.4318,67.5682
000150,宜华健康,2.5848,2.5427,44.4521,6084.5299,57.5676,42.4324
000151,中成股份,1.5236,1.4695,99.3712,-1486.7291,39.4734,60.5266
000153,丰原药业,0.8801,0.6451,17.1062,227.6543,47.8353,52.1647
000155,*ST川化,0.1197,0.1059,2.6839,-109.8356,-250.4319,350.4319
000156,华数传媒,3.7877,3.761,335.4761,-665.8451,74.0029,25.9971
000157,中联重科,2.3527,1.8725,79.5456,-61.6796,43.0304,56.9696
000158,常山股份,1.1456,0.774,13.6484,48.139,48.9703,51.0297
000159,国际实业,3.0597,1.6268,40.1728,585.9185,73.7764,26.2236
000166,申万宏源,--,--,--,--,16.5775,83.4225
000301,东方市场,2.2463,1.3124,66.1162,-883.6719,71.4328,28.5672
000333,美的集团,1.2793,1.1641,17.3879,-1672.669,41.2259,58.7741
000338,潍柴动力,1.4406,1.123,55.5232,-646.4786,35.0942,64.9058
000400,许继电气,2.2551,1.8194,13.8538,378.3679,55.664,44.336
000401,冀东水泥,0.4462,0.3766,9.5062,-218.9086,24.8832,75.1168
000402,金融街,3.4182,0.7851,36.8499,682.0019,27.6776,72.3224
000403,ST生化,0.6614,0.2655,10.8889,296.9658,42.299,57.701
000404,华意压缩,1.333,1.1832,20.5741,29293.5832,42.153,57.847
000407,胜利股份,0.9877,0.7523,36.7823,425.0876,50.052,49.948
000408,*ST金源,1.074,1.074,0.0173,335.0281,16.8157,83.1843
000409,山东地矿,0.6194,0.426,5.9394,194.8684,27.8597,72.1403
000410,沈阳机床,1.2975,0.8141,20.9553,29.504,8.7337,91.2663
000411,英特集团,1.1814,0.8866,10.4443,294.0881,22.3769,77.6231
000413,东旭光电,2.7989,2.4679,172.228,943.8153,52.3399,47.6601
000415,渤海金控,0.953,0.9529,87.7673,168.0219,18.3979,81.6021
000416,民生控股,2.1466,2.1465,73.5623,-210.2638,63.0342,36.9658
000417,合肥百货,1.0864,0.8201,60.3363,9294.8328,46.5332,53.4668
000418,小天鹅A,1.5657,1.5026,26.9189,-1291.5542,42.6672,57.3328
000419,通程控股,1.1272,0.919,46.5603,-1585.7013,55.4747,44.5253
000420,吉林化纤,0.6334,0.5305,14.5659,109.5344,34.5065,65.4935
000421,南京公用,0.938,0.7695,35.7536,2195.4488,50.5385,49.4615
000422,湖北宜化,0.637,0.4415,24.574,112.7029,20.6715,79.3285
000423,东阿阿胶,5.1964,3.6672,124.6123,-13666.8019,84.7493,15.2507
000425,徐工机械,1.7461,1.4359,25.7018,119.4524,47.0026,52.9974
000426,兴业矿业,0.9875,0.7203,39.034,56.311,62.4307,37.5693
000428,华天酒店,0.8331,0.271,12.3812,-124.856,35.6958,64.3042
000429,粤高速A,0.8023,0.8018,75.0142,352.712,50.8184,49.1816
000430,张家界,0.6016,0.5682,43.3797,470.9935,71.2678,28.7322
000488,晨鸣纸业,0.7858,0.674,28.5271,212.4585,23.73,76.27
000498,山东路桥,1.3583,0.8904,27.2919,134.5055,32.349,67.651
000501,鄂武商A,0.393,0.323,24.4926,1802.7536,28.7856,71.2144
000502,绿景控股,1.5379,1.0105,47.2677,10277.9168,40.1927,59.8073
000503,海虹控股,11.9715,11.9688,509.8906,1161.2998,93.3894,6.6106
000504,*ST生物,0.4132,0.4131,30.5968,-753.9982,-16.5118,116.5118
000505,*ST珠江,0.6898,0.3524,12.4068,-65.0412,-15.5754,115.5754
000506,中润资源,1.5705,0.9359,7.0058,517.5224,48.5127,51.4873
000507,珠海港,1.0029,0.9443,39.0601,241.0461,51.9745,48.0255
000509,华塑控股,0.7082,0.4607,12.1384,-2440.4135,4.37,95.63
000510,金路集团,0.5278,0.333,4.3673,128.6897,55.1637,44.8363
000511,*ST烯碳,1.2673,0.617,29.0748,110.9357,40.1991,59.8009
000513,丽珠集团,1.2158,0.8868,28.1116,5874.2703,61.0276,38.9724
000514,渝开发,2.001,0.3623,22.2361,30.7759,45.3858,54.6142
000516,国际医学,1.5606,1.5285,139.8603,856.8428,65.3723,34.6277
000517,荣安地产,2.3295,0.7669,25.7926,125.3409,43.2431,56.7569
000518,四环生物,1.528,0.5345,5.0616,-862.2055,59.0103,40.9897
000519,中兵红箭,3.1261,1.3093,26.6243,421.4752,82.2746,17.7254
000520,长航凤凰,1.8526,1.7665,43.6708,-9227.5848,49.5623,50.4377
000521,美菱电器,1.3562,1.0829,53.6127,-1001.893,35.2115,64.7885
000523,广州浪奇,1.538,1.1921,21.3607,188.7064,49.5855,50.4145
000524,岭南控股,1.8852,1.8212,150.5175,954.7224,73.8999,26.1001
000525,红太阳,1.0358,0.7009,34.142,227.7114,54.4597,45.5403
000526,*ST紫学,0.8173,0.8173,67.3168,109.3322,43.1898,56.8102
000528,柳工,1.4356,1.2172,70.7024,204.0838,41.4108,58.5892
000529,广弘控股,2.6274,2.2931,99.0931,-1516.6779,76.421,23.579
000530,大冷股份,1.2454,1.0123,23.5335,2114.2555,64.2658,35.7342
000531,穗恒运A,0.7924,0.6019,48.7886,370.7405,44.7823,55.2177
000532,力合股份,0.8034,0.6147,36.215,378.424,60.2288,39.7712
000533,万家乐,1.9652,1.6572,15.8839,1258.4979,53.0255,46.9745
000534,万泽股份,2.528,0.751,15.8416,-176.2618,48.6756,51.3244
000536,华映科技,0.9875,0.9417,64.0897,281.8714,31.753,68.247
000537,广宇发展,1.6622,0.2317,22.2341,-10193.8665,27.901,72.099
000538,云南白药,3.6634,2.446,73.5876,3634.85,70.5459,29.4541
000539,粤电力A,0.6808,0.5828,33.0702,187.4445,42.3019,57.6981
000540,中天金融,1.5345,0.3559,22.6261,1200.1499,24.3149,75.6851
000541,佛山照明,3.7576,3.0306,161.5023,-3498.6907,83.4856,16.5144
000543,皖能电力,0.4681,0.4413,17.4083,992.5568,59.8834,40.1166
000544,中原环保,0.9222,0.9175,56.8999,140.4379,41.8461,58.1539
000545,金浦钛业,2.0745,1.9299,21.8938,1126.6978,73.168,26.832
000546,金圆股份,0.8633,0.7388,11.9971,18.9425,43.7175,56.2825
000547,航天发展,4.8259,4.0559,299.2543,-2016.4978,81.472,18.528
000548,湖南投资,2.0577,1.2769,67.1684,-24.8088,65.4629,34.5371
000550,江铃汽车,1.6657,1.4495,110.912,-693.9831,60.8942,39.1058
000551,创元科技,1.3672,0.8848,35.8128,709.2012,52.7039,47.2961
000552,靖远煤电,1.2565,1.1682,60.2388,10527.9236,63.6768,36.3232
000553,沙隆达A,2.1918,1.699,88.037,222.534,68.9993,31.0007
000554,泰山石油,0.9504,0.4173,9.2578,136.3268,87.8036,12.1964
000555,神州信息,1.4731,1.1364,17.1917,388.8322,45.6913,54.3087
000557,西部创业,0.8814,0.8161,40.5211,-443.7956,73.0824,26.9176
000558,莱茵体育,2.408,1.508,17.6123,386.8271,52.846,47.154
000559,万向钱潮,1.4772,1.198,64.3355,1022.5578,37.1517,62.8483
000560,昆百大A,2.1253,1.2808,9.6799,497.3224,60.9216,39.0784
000561,烽火电子,1.947,1.2667,43.2066,-467.2311,50.6827,49.3173
000563,陕国投A,2.9295,2.9295,179.4735,--,91.6896,8.3104
000564,供销大集,0.6996,0.6661,59.1931,184.6061,25.6724,74.3276
