code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
000001,平安银行,6.68,41.31,52.6214,2402.199,0.6892,5815.038,1.6685
000002,万科A,2.64,15.12,48.9505,1205.1386,0.1096,7970.2555,0.7248
000004,国农科技,0.23,0.64,36.6106,0.1697,0.002,26.2237,0.3122
000005,世纪星源,-0.91,-62.85,46.354,-6.291,-0.0068,10.0089,0.0109
000006,深振业A,2.1,10.53,46.0757,52.6768,0.0692,499.7901,0.6569
000007,全新好,,-0.15,77.3792,-0.0497,-0.0002,33.0668,0.1787
000008,神州高铁,-0.37,-9.22,25.093,-0.2739,-0.0037,2.9689,0.0403
000009,中国宝安,3.95,15.66,40.0239,103.3136,0.0947,659.4341,0.6045
000010,美丽生态,-6.77,-24.75,44.383,-2.9459,-0.02,11.8989,0.0809
000011,深物业A,24.54,29.12,72.6908,284.6052,0.4775,977.2578,1.6397
000012,南玻A,6.1,19.82,36.2342,415.3079,0.2,2095.1591,1.0091
000014,沙河股份,-2.1,-21.83,48.5949,-10.6026,-0.0525,48.5542,0.2407
000016,深康佳A,-1.96,-2.3,15.6244,-76.863,-0.0638,3339.537,2.7737
000017,深中华A,,-21.98,6.685,-12.1508,-0.022,55.2631,0.1002
000018,神州长城,-3.02,-130.73,44.4385,-4.1439,-0.0244,3.1696,0.0187
000019,深深宝A,-2.62,-12.03,21.6952,-8.3156,-0.0457,69.0998,0.3798
000020,深华发A,1.23,1.45,8.5788,3.3383,0.0117,229.2579,0.8096
000021,深科技,1.03,0.86,2.1491,43.2431,0.0327,4984.1777,3.7779
000022,深赤湾A,3.78,30.31,59.4123,127.2887,0.1974,419.9261,0.6512
000023,深天地A,0.66,1.45,17.0653,2.1415,0.0154,146.9381,1.0589
000025,特力A,0.2,0.37,16.634,0.3621,0.0016,97.3285,0.4418
000026,飞亚达A,2.82,5.99,32.0649,36.7367,0.1309,613.0998,2.1853
000027,深圳能源,1.99,9.43,17.3949,280.6943,0.1274,2974.715,1.3506
000028,国药一致,7.65,2.47,9.7339,87.2593,0.3028,3526.8185,12.2395
000029,深深房A,1.58,9.13,29.7344,23.013,0.0227,251.939,0.249
000030,富奥股份,,-648.03,100.0,-0.7064,-0.0024,0.109,0.0003
000031,中粮地产,1.19,14.0,48.5972,54.3817,0.0299,388.3508,0.2141
000032,深桑达A,1.27,2.02,15.6739,9.2863,0.0398,459.0917,1.9714
000033,*ST新都,-1.17,-17.84,52.5222,-3.3781,-0.0102,18.9316,0.0574
000034,神州数码,7.72,5.28,18.6586,5.5335,0.0154,104.7147,0.2925
000035,中国天楹,,359.59,43.6042,4.7705,0.0318,1.3266,0.0088
000036,华联控股,1.46,15.3,59.0007,24.9871,0.0222,163.2602,0.1452
000037,*ST南电A,-4.82,-17.54,-39.2743,-79.8394,-0.1324,454.9885,0.7548
000038,深大通,-2.57,-42.11,7.2707,-3.8235,-0.0397,9.0796,0.0943
000039,中集集团,7.68,7.96,19.4584,1358.25,0.5101,17056.642,6.4065
000040,东旭蓝天,10.95,79.45,35.9661,101.2075,0.2155,127.3743,0.2712
000042,中洲控股,5.91,21.96,48.7219,151.0072,0.6306,687.5681,2.8712
000043,中航地产,-0.33,-1.49,36.2536,-6.6587,-0.0299,444.0392,1.9972
000045,深纺织A,1.04,6.93,92.4043,14.1919,0.0421,204.6232,0.608
000046,泛海控股,-0.46,-38.2,32.5185,-36.1929,-0.0158,94.7363,0.0415
000048,康达尔,,0.75,11.8913,1.8832,0.0048,250.1145,0.64
000049,德赛电池,9.82,5.63,23.7673,22.7377,0.1661,403.4418,2.9485
000050,深天马A,0.64,0.77,12.9158,7.8535,0.0136,1016.774,1.7706
000055,方大集团,1.63,6.42,22.2307,16.8387,0.0333,261.9946,0.5192
000056,皇庭国际,-18.41,-251.8,4.7754,-8.3819,-0.0379,3.3288,0.015
000058,深赛格,1.07,12.54,33.7819,11.7844,0.015,93.925,0.1196
000059,华锦股份,5.83,4.62,17.6866,407.8507,0.3397,8827.2019,7.3528
000060,中金岭南,2.34,4.87,20.8976,110.2779,0.0694,2262.3602,1.4256
000061,农产品,0.55,5.13,36.9649,17.12,0.0222,333.165,0.4335
000062,深圳华强,0.97,12.99,69.6075,17.5212,0.0262,134.8433,0.2021
000063,中兴通讯,0.54,0.84,34.2251,127.289,0.0444,15084.769,5.262
000065,北方国际,0.99,6.14,16.4171,4.8101,0.0296,78.2329,0.4816
000066,中国长城,1.34,0.24,5.9814,45.148,0.0341,18571.1723,14.0308
000068,华控赛格,-5.25,-1025.66,45.9828,-13.3632,-0.0149,1.3029,0.0014
000069,华侨城A,1.96,11.65,48.8515,261.1063,0.084,2240.4433,0.7209
000070,特发信息,1.01,3.12,16.9363,7.8202,0.0312,250.3406,1.0013
000078,海王生物,3.12,1.76,15.6615,23.9528,0.0367,1355.4345,2.0772
