code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000005,世纪星源,0.01,-145.83,,0.61,,814.67,-145.88,,08-30
000006,深振业A,0.31,66.63,,7.2,,41596.87,66.65,,08-17
000007,全新好,-0.03,-152.55,,-2.9,,-1106.74,-152.59,,08-31
000008,神州高铁,0.02,10.1,,0.86,,6138.02,10.14,,08-25
000009,中国宝安,0.05,43.43,,2.28,,11490.98,43.49,,08-30
000011,深物业A,0.14,-77.23,,2.8,,8297.25,-77.23,,08-22
000012,南玻A,0.13,-31.58,,4.09,,35283.72,-10.22,,08-28
000016,深康佳A,0.14,1008.59,,4.19,,34179.3,1007.16,,08-31
000017,深中华A,0.0,-132.26,,3.43,,55.42,-132.76,,08-22
000019,深深宝A,-0.04,2.8,,-1.95,,-1824.66,2.74,,08-28
000020,深华发A,0.01,30.26,,0.87,,279.31,30.13,,08-28
000021,深科技,0.12,-44.11,,2.89,,17177.82,-44.13,,08-18
000022,深赤湾A,0.49,14.22,,6.79,,31606.03,14.35,,08-31
000023,深天地A,0.01,-95.51,,0.21,,86.45,-95.49,,08-27
000025,特力A,0.09,9.55,,2.76,,2692.03,9.45,,08-22
000026,飞亚达A,0.26,29.61,,4.45,,11236.79,29.59,,08-23
000027,深圳能源,0.14,33.24,,2.49,,53703.68,33.16,,08-23
000028,国药一致,1.5,15.47,,6.62,,64172.7,15.39,,08-24
000029,深深房A,0.33,139.9,,11.0,,32906.61,139.8,,08-29
000030,富奥股份,0.37,5.71,,8.03,,48141.4,6.17,,08-29
000031,中粮地产,0.34,277.78,,9.03,,62406.77,301.84,,08-29
000032,深桑达A,0.14,138.33,,3.88,,6044.08,138.2,,08-25
000035,中国天楹,0.06,11.0,,2.82,,8725.59,21.0,,08-29
000037,深南电A,0.05,-225.0,,1.52,,3001.21,-232.63,,08-11
000039,中集集团,0.31,19.85,10.27,2.95,-0.29,96539.7,21.14,,08-29
000040,东旭蓝天,0.99,771.68,,10.88,,131740.75,769.56,,08-31
000042,中洲控股,1.08,374.56,,10.6,,71806.05,374.52,,08-04
000046,泛海控股,0.26,47.61,,6.41,,133362.35,47.56,,08-31
000048,*ST康达,0.18,-318.7,,6.62,,6990.89,-318.58,,08-31
000055,方大集团,0.19,0.93,,6.99,,23013.17,0.93,,08-07
000056,皇庭国际,0.09,0.0,,1.89,,10124.18,3.5,,08-25
000058,深赛格,0.08,95.06,,5.01,,9766.7,95.3,,08-31
000059,华锦股份,0.48,-8.01,,6.08,,76271.49,-8.01,,07-31
000060,中金岭南,0.17,-32.0,,5.94,,60668.95,9.89,,08-29
000063,中兴通讯,-1.87,-440.0,5.26,-29.71,-1.2,-782419.0,-441.24,,08-31
000068,华控赛格,-0.03,88.68,,-4.7,,-3017.05,88.96,,08-28
000070,特发信息,0.16,-7.87,,4.8,,9753.95,-7.92,,08-15
000088,盐田港,0.09,11.65,,2.7,,17138.41,11.63,,08-18
000090,天健集团,0.14,-50.83,,3.11,,20429.92,-40.97,,08-21
000151,中成股份,0.19,10.06,,5.8,,5698.8,10.07,,08-30
000155,川能动力,0.03,-50.0,,1.07,,3244.61,-60.52,,08-08
000156,华数传媒,0.22,2.98,,3.02,,31691.69,2.97,,08-31
000158,常山北明,0.02,-55.09,,0.5,,2999.39,-41.46,,08-30
000159,国际实业,-0.08,-35.14,,-1.9,,-3915.47,-35.16,,08-28
000166,申万宏源,0.09,-10.0,,3.14,,206556.54,0.76,,08-18
000301,东方盛虹,0.06,-50.0,,1.95,,6968.49,-51.82,,08-10
000338,潍柴动力,0.55,66.67,,11.77,,439258.74,65.76,10派1.8,08-29
000401,冀东水泥,0.38,-566.83,,5.05,,51580.98,-565.78,,08-10
000403,ST生化,0.24,52.94,,11.33,,6671.32,49.62,,08-31
000407,胜利股份,0.08,60.0,,3.26,,7200.5,69.2,,08-22
000408,藏格控股,0.22,42.82,,6.4,,43222.72,37.38,,08-30
000409,*ST地矿,-0.35,148.86,,-28.72,,-17878.64,148.89,,08-31
000410,沈阳机床,0.03,-104.62,,2.88,,2524.8,-105.08,,08-31
000411,英特集团,0.24,20.0,,5.75,,4984.4,18.15,,08-11
000415,渤海金控,0.21,25.6,,3.98,,128976.3,25.66,,08-31
000416,民生控股,0.01,-66.67,,0.55,,479.97,-66.57,,08-31
000417,合肥百货,0.21,-7.25,,4.37,,16368.56,-7.25,,08-16
000418,小天鹅A,1.43,23.28,,12.21,,90204.7,23.31,,08-08
000419,通程控股,0.15,1.15,,3.96,,8111.84,1.18,,08-25
000420,吉林化纤,0.04,37.46,,2.79,,7877.68,37.59,,07-27
000421,南京公用,0.15,30.16,,3.47,,8696.35,30.1,,08-10
