code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,3.4683,9.6601,3.8845,25.5542,-17.6056,3.8845
000002,万科A,31.0618,39.3142,14.9586,6.6169,29.9517,16.1304
000004,国农科技,22.2151,,-11.2888,14.0967,-34.0314,-14.5182
000005,世纪星源,-60.4643,-213.7804,-2.71,-10.8168,-230.0,-2.71
000006,深振业A,-29.2777,-25.9678,10.2778,24.1653,-26.2931,10.681
000007,全新好,-18.1898,,,-40.4288,-272.4337,-47.2007
000008,神州高铁,-9.829,-127.2994,0.469,0.8033,-127.907,0.469
000009,中国宝安,17.671,45.261,17.3729,18.8474,2.3121,11.3218
000010,美丽生态,35.9609,-23.9423,15.4457,22.312,-44.4444,-0.8125
000011,深物业A,279.2171,,33.9672,22.9559,-1353.3898,34.0198
000012,南玻A,8.3423,2.6484,5.9189,4.7776,4.4444,6.0579
000014,沙河股份,1646.9115,,54.0491,30.8046,-253.7946,53.7699
000016,深康佳A,-0.0083,-45.3277,2.7264,38.3238,-43.2415,3.1636
000017,深中华A,-3.306,-461.315,,-2.3585,-483.3747,2.9945
000018,神州长城,-48.8716,,-14.9116,-6.4852,-95.0,-15.1361
000019,深深宝A,19.9552,-54.3961,-0.3913,6.3576,-67.8337,0.4635
000020,深华发A,231.2817,,7.1317,42.0032,-800.0,7.1317
000021,深科技,-20.6055,-22.3395,15.0295,5.01,-20.9137,5.7718
000022,深赤湾A,-26.846,-36.7878,1.3802,1.2812,-35.4005,4.6927
000023,深天地A,11.5988,106.6186,3.2578,29.7983,119.3548,3.3791
000025,特力A,-35.9205,,5.3162,-7.2821,-185.7143,6.4342
000026,飞亚达A,13.8326,-12.8214,5.3248,7.1647,-12.3288,5.2689
000027,深圳能源,-8.2994,87.5566,14.0199,6.261,93.5326,14.8619
000028,国药一致,31.0341,17.208,29.4367,36.2692,21.0024,29.4675
000029,深深房A,2.3755,-33.5365,0.3822,51.4022,-33.9286,0.7377
000030,富奥股份,12.5,,,78.956,-185.7143,2.7958
000031,中粮地产,-16.8191,44.4566,7.3288,1.8232,16.6667,-1.1134
000032,深桑达A,-41.7033,-67.3783,-4.3414,-10.7802,-74.359,-5.5934
000033,*ST新都,-12.9272,-453.9386,-3.6319,2.3316,-455.102,-3.6319
000034,神州数码,34.9561,,,-47.0571,-98.5714,29.9935
000035,中国天楹,-48.6043,-113.4999,,-9.288,-112.8571,11.5686
000036,华联控股,1356.5376,,16.6253,1.9571,-191.7308,10.8035
000037,*ST南电A,-47.2741,285.4555,12.9071,-12.9686,506.5217,11.8053
000038,深大通,,,,4822.5581,-8.0,-211.0979
000039,中集集团,-67.7981,-52.4439,-7.6415,-22.0469,-54.6875,-9.2191
000040,东旭蓝天,52.9243,,-10.5532,15.416,-65.0,-10.9655
000042,中洲控股,296.1809,,15.5928,14.2056,-373.1089,16.72
000043,中航地产,-1.8648,129.9171,13.5429,26.703,-33.8542,16.8493
000045,深纺织A,-13.2259,-7.427,1.3911,9.8984,0.0,15.9111
000046,泛海控股,15.7756,-0.6682,1.5449,14.5331,3.2258,1.7534
000048,康达尔,-4.5469,-121.5286,,14.3331,-141.0169,-20.4365
000049,德赛电池,-1.183,-1977.36,-25.2716,-13.98,-1084.1216,-27.4203
000050,深天马A,52.2762,-819.0534,-9.7012,7.5834,-301.9231,-14.1958
000055,方大集团,7.1288,116.4051,12.7923,6.2526,125.0,6.6089
000056,皇庭国际,20.2534,,-20.7099,1.3892,-2150.0,-6.5132
000058,深赛格,-7.9665,-499.8277,-6.9885,-7.026,-548.2353,-11.9552
000059,华锦股份,-24.8554,-36.6485,3.4759,15.5472,-36.6559,3.4759
000060,中金岭南,-14.7454,-69.5149,1.6373,26.1196,-71.6216,-1.843
000061,农产品,67.7886,38.1485,-0.3733,-3.3982,-9.0909,2.7804
000062,深圳华强,-21.7619,,0.4971,3.8839,-233.3333,0.5611
000063,中兴通讯,41.2701,35.613,15.4341,26.4966,11.4754,15.395
000065,北方国际,90.2188,,19.7825,44.2838,1700.0,12.1889
000066,中国长城,6.4554,704.7065,9.1418,35.9317,640.0,9.1418
000068,华控赛格,-74.8248,-7822.8585,-63.3523,-57.2173,-7872.6316,-63.3523
000069,华侨城A,46.6011,33.5331,19.4772,21.2052,12.5628,13.7536
000070,特发信息,26.9816,39.8173,7.2724,4.4459,38.3838,6.7702
000078,海王生物,18.2742,-35.2655,-15.6245,4.0211,-26.8519,-8.089
