code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,41.6296,117.0455,37.6685,29.3349,125.0,37.6685
000002,万科A,66.3717,41.0512,56.9888,121.633,,52.0162
000004,国农科技,4.5346,,-12.0523,-41.9462,,-9.7441
000005,世纪星源,-40.5259,7.2103,-6.8604,-11.8632,,-6.8604
000006,深振业A,-76.9215,-53.8052,6.4057,35.1692,,6.3087
000007,全新好,-7.3541,,-128.6691,-15.7057,,-172.554
000008,神州高铁,-7.7219,,5.4218,6.0622,,5.4218
000009,中国宝安,-9.9841,516.644,29.2391,14.7961,,37.9701
000010,美丽生态,-19.6537,,75.1426,-24.7398,,95.1922
000011,深物业A,-16.862,,-6.0912,6.536,,-6.2305
000012,南玻A,42.0334,2.3003,-3.3865,17.6319,,-4.1686
000014,沙河股份,-81.3945,-111.9984,-4.5281,6.9127,,-4.0422
000016,深康佳A,0.7623,35.1805,3.2725,-4.1648,,3.2051
000017,深中华A,8.6174,,,-12.8993,,0.5067
000018,神州长城,-76.4892,,-3.7435,-24.3374,,-0.234
000019,深深宝A,92.4506,116.9987,24.7127,2.2967,,17.908
000020,深华发A,-9.4265,-499.1096,-7.46,-8.5291,,-7.46
000021,深科技,32.7921,179.2267,13.2071,3.66,,13.2088
000022,深赤湾A,-1.8834,-8.4169,3.8178,6.4299,,13.29
000023,深天地A,55.2077,,33.6955,-5.6711,,37.8894
000025,特力A,-15.7103,-105.8929,-27.5402,-2.2463,,-34.7637
000026,飞亚达A,51.4483,107.7569,8.1558,28.055,,8.2019
000027,深圳能源,13.0696,37.2213,9.1602,0.8695,,19.0429
000028,国药一致,21.8641,37.6657,7.6121,20.7289,,10.1038
000029,深深房A,-49.1971,13.0659,6.3271,6.1781,,5.6693
000030,富奥股份,51.3201,,,-28.37,,-1.4869
000031,中粮地产,-11.8817,235.0835,49.3698,93.5583,,42.1671
000032,深桑达A,-7.7432,1.0166,3.3436,9.5322,,3.5138
000033,*ST新都,-16.5003,-475.169,-30.1189,-14.5909,,-30.1189
000034,神州数码,0.6724,,,-11.3408,,4.2636
000035,中国天楹,189.765,,,-17.8263,,-4.0985
000036,华联控股,31.1577,-39.3138,5.7866,20.2261,,9.7938
000037,*ST南电A,-9.0005,,7.222,-13.5398,,8.5788
000038,深大通,-44.7351,,-211.9969,-95.4047,,-211.9969
000039,中集集团,55.6228,-9.654,34.3238,45.4468,,36.0732
000040,东旭蓝天,-51.1905,1217.7172,19.1024,35.5836,,13.6787
000042,中洲控股,-14.1574,44.8,12.0366,28.6316,,12.6671
000043,中航地产,-12.71,-59.6221,13.1581,69.3999,,14.6843
000045,深纺织A,-14.836,-22.9865,8.7852,4.4245,,16.1474
000046,泛海控股,2260.07,561.312,171.3245,83.0072,,202.0781
000048,康达尔,2.7775,,-268.3056,-13.8935,,-512.9229
000049,德赛电池,-32.157,-99.31,-7.7323,-9.1625,,-12.1179
000050,深天马A,19.4697,3.9889,74.652,140.6183,,4.7578
000055,方大集团,-17.9035,1.5772,18.6034,0.4353,,18.7285
000056,皇庭国际,-10.3776,,-26.1183,42.3979,,-15.1196
000058,深赛格,-36.6345,,-19.4509,-23.2415,,-13.3824
000059,华锦股份,13.5685,151.2569,9.2055,18.2252,,9.2055
000060,中金岭南,84.3438,51.615,85.2488,18.2972,,84.9812
000061,农产品,-36.1497,525.0319,6.1458,6.9974,,5.2112
000062,深圳华强,-2.3298,-78.3262,2.7135,6.3387,,8.0275
000063,中兴通讯,43.8481,38.4026,9.9598,63.8368,,9.4498
000065,北方国际,-16.9487,,5.0838,24.7397,,5.9477
000066,中国长城,23.7262,69.5924,5.2063,34.9829,,5.2063
000068,华控赛格,-22.9637,-4964.0124,-6.5595,-10.4236,,-6.5595
000069,华侨城A,18.829,-70.6614,20.1395,23.6425,,10.8807
000070,特发信息,12.7441,62.2197,3.4967,2.458,,0.7499
000078,海王生物,-13.2918,791.1677,6.4241,-16.6939,,0.382
000088,盐田港,5.1108,-11.2578,16.5408,2.2299,,5.8138
000089,深圳机场,5.6987,13.3888,8.093,7.3905,,7.9711
000090,天健集团,13.3394,-64.5647,128.8217,92.9495,,128.8217
000096,广聚能源,-9.8183,70.9404,8.2022,5.5162,,8.3749
000099,中信海直,-0.2681,72.2003,4.2999,6.6544,,4.1614
000100,TCL集团,-23.8595,,-24.3105,-24.9651,,-25.314
000150,宜华健康,-68.9751,,-3.0022,-7.142,,-3.6066
000151,中成股份,-45.3523,132.2514,5.187,-50.8568,,6.2831
000153,丰原药业,22.0338,171.6161,5.7051,4.6832,,5.7362
000155,*ST川化,-17.0132,-92.9746,4.7962,6.0911,,3.7205
000156,华数传媒,20.5453,,,-43.5876,,42.0191
000157,中联重科,53.6709,99.1555,42.0948,42.0179,,42.849
000158,常山股份,-4.0548,-10.8912,1.8417,0.1272,,2.1424
000159,国际实业,8.4029,,10.4723,22.6061,,15.8461
000166,申万宏源,-100.0,288.9728,134.2926,187.3607,,134.2926
000301,东方市场,26.4259,49.5293,18.4534,-10.0293,,18.4217
000338,潍柴动力,77.0613,127.2336,,,122.619,
000400,许继电气,8.3812,9.7985,6.533,9.408,,6.6395
000401,冀东水泥,27.6981,97.5254,5.4441,0.6271,,9.0157
000402,金融街,98.2605,211.0289,74.7178,33.1946,,79.0411
000403,ST生化,-11.0898,,-260.0352,-17.2211,,309.3013
000404,华意压缩,46.2403,,7.8222,24.8487,,4.4147
000407,胜利股份,2.7814,7.3995,6.0025,16.9606,,6.806
000408,*ST金源,797.1959,,6.1877,-8.7496,,14.6783
000409,山东地矿,,,-32.4945,-31.8141,,-32.46
000410,沈阳机床,2.7864,-25.1864,9.8556,6.7471,,11.5171
000411,英特集团,20.093,6.8451,10.9585,14.2733,,5.4687
000413,东旭光电,7.4105,,3.3572,-44.01,,2.8618
000415,渤海金控,47.0737,,15.242,26.0395,,11.1748
000416,民生控股,8.599,-108.3465,-25.3299,-24.1083,,-0.4991
000417,合肥百货,25.1085,100.4662,9.26,11.5885,,7.0068
000418,小天鹅A,29.4521,112.1275,4.5588,-3.69,,1.6631
000419,通程控股,31.3902,48.0479,5.7161,9.7704,,6.7039
000420,吉林化纤,53.3069,,10.7318,9.057,,6.6023
000421,南京公用,51.842,156.3915,114.6537,16.8728,,50.5378
000422,湖北宜化,74.6781,97.0591,39.0608,59.1458,,21.1704
000423,东阿阿胶,33.8122,32.6765,9.1576,9.0,,9.3657
000425,徐工机械,4.8137,919.425,9.4232,-2.0255,,9.4392
000426,兴业矿业,6.9697,-83.4547,0.7393,0.6946,,0.6996
000428,华天酒店,12.9571,443.5153,37.7241,50.7348,,36.1711
000429,粤高速A,7.9974,51.8356,-15.3904,-13.4865,,-16.9968
000430,张家界,4.595,,-143.6997,-26.7519,,-178.5265
000488,晨鸣纸业,11.6904,23.5049,32.9778,10.4544,,42.9617
000498,山东路桥,-96.4377,-882.2191,-101.0006,-29.8996,,-101.0006
000501,鄂武商A,7.993,50.4735,7.6617,6.9662,,5.6437
000502,绿景控股,103.9359,26.211,-14.7948,-9.1954,,-17.5895
000503,海虹控股,-5.4113,-71.8991,-3.0354,0.5082,,-4.4119
000504,*ST生物,18.6693,-35.0926,-0.3379,8.7146,,0.5909
000505,*ST珠江,332.1291,,319.9335,-15.8258,,337.6537
000506,中润资源,-100.0,,-495.9687,-99.9051,,-1132.4517
000507,珠海港,5.3092,524.3271,2.2529,108.3709,,3.3313
000509,华塑控股,15.5468,-584.0118,-13.5533,2.9306,,-15.6031
000510,金路集团,-17.9467,37.5585,4.7028,-14.9733,,4.7888
000511,*ST烯碳,103.0384,418.2662,-1.4688,-3.0625,,5.0824
000513,丽珠集团,1.1357,219.8381,30.1997,8.8548,,30.5414
000514,渝开发,201.2843,1260.2689,529.3615,154.214,,537.1363
000516,国际医学,1.0424,39.238,10.8779,10.0911,,13.412
000517,荣安地产,-74.9875,,,-22.2383,,-46.4775
000518,四环生物,-8.6315,-385.3477,-0.2921,0.1779,,0.2278
000519,中兵红箭,4.4654,-84.4982,1.4137,-8.9184,,2.1274
000520,长航凤凰,-13.4408,430.3328,1.3609,178.4642,,-4.0157
000521,美菱电器,30.4064,28.8357,3.4358,8.3332,,3.1313
000523,广州浪奇,-0.5451,15.4243,5.4671,5.135,,5.2911
000524,岭南控股,8.4422,26.8773,-7.8946,-3.4545,,-6.689
000525,红太阳,10.0864,-43.1733,0.3762,18.6407,,2.6552
000526,*ST紫学,37.6197,-137.4968,-12.5036,3.667,,-13.7848
000528,柳工,34.2649,60.5428,21.3964,32.39,,21.4798
000529,广弘控股,-26.2659,,,-33.7451,,-7.3281
000530,大冷股份,0.353,9.2246,2.4119,6.3577,,1.7372
000531,穗恒运A,22.0217,-98.2814,-1.683,21.131,,-4.8077
000532,力合股份,99.6421,72.9691,15.781,33.8363,,6.5627
000533,万家乐,70.2803,108.3129,9.5771,1.4374,,9.5771
000534,万泽股份,287.3466,-406.6174,27.0364,53.6478,,14.797
000536,华映科技,12.5006,1015.4822,,5.9865,,-691.6771
000537,广宇发展,199.8215,,10.7857,15.6105,,8.5717
000538,云南白药,14.7338,5.0473,22.5941,34.0768,,25.785
000539,粤电力A,21.5997,15.1172,5.3842,21.0513,,5.1368
000540,中天金融,59.1615,222.6405,139.1173,23.4029,,130.7562
000541,佛山照明,14.9377,155.6015,12.295,15.2388,,12.3045
000543,皖能电力,6.8283,223.6041,10.5952,20.1616,,7.8144
000544,中原环保,-54.9599,247.518,2.7177,-41.4594,,8.2625
000545,金浦钛业,40.1935,,128.7413,0.6459,,128.7847
000546,金圆股份,-95.9862,-156.0654,-54.3611,-10.8054,,-54.333
000547,航天发展,14.7246,157.222,14.2206,1.8312,,10.8058
000548,湖南投资,307.756,851.5317,33.458,23.7596,,36.8768
000550,江铃汽车,3.9161,-9.614,10.8807,18.6321,,10.7316
000551,创元科技,8.6331,25.9707,15.4952,19.1137,,16.8186
000552,靖远煤电,-0.6621,-26.0584,51.4544,2.3427,,51.4544
000553,沙隆达A,14.7608,-5.098,3.1748,12.9546,,2.8074
000554,泰山石油,-5.6321,5.8335,14.2792,13.0495,,14.7275
000555,神州信息,-100.0,,,-59.7021,,24.6684
000557,西部创业,63.6743,,,-15.8791,,-45.5645
000558,莱茵体育,-18.2757,-109.2567,11.7379,3.6233,,6.6183
000559,万向钱潮,20.2227,70.6198,3.0739,-1.7778,,2.1737
000560,昆百大A,12.103,189.264,74.1734,27.9593,,-307.816
000561,烽火电子,39.3843,,,-25.5797,,-33.6058
000563,陕国投A,,205.409,49.1904,37.9422,661.4679,49.3786
000564,供销大集,-1.5192,32.3975,1.5978,0.8869,,1.6723
000565,渝三峡A,20.1157,871.1878,9.3776,66.1819,,3.9571
000566,海南海药,22.3382,1.4212,12.4196,9.0134,,15.975
000567,海德股份,4.6889,-12.5548,22.8452,2.9738,,22.8452
000568,泸州老窖,27.5794,38.3629,28.8597,31.2432,,29.3041
000570,苏常柴A,8.7482,403.2657,59.3544,35.8241,,59.2865
000571,新大洲A,173.7859,,14.8435,-11.3238,,12.1207
000572,海马汽车,208.3143,1162.0417,858.9152,648.492,,486.4703
000573,粤宏远A,2.5136,38.6434,2.1586,9.7511,,2.1586
000576,广东甘化,-15.9484,-188.844,10.4397,3.5815,,13.3796
000581,威孚高科,17.4718,9.276,-4.916,7.9369,,-4.8643
000582,北部湾港,20.9523,,-49.6011,-11.1499,,-49.8905
000584,友利控股,203.0906,,58.0012,83.2563,,51.927
000585,东北电气,-7.8782,-136.2361,3.3258,4.0701,,3.0921
000586,汇源通信,-0.8388,,-7.1268,3.5732,,-9.6996
000587,金洲慈航,-10.6074,,-492.2608,-15.9335,,-1611.7752
000589,黔轮胎A,18.9486,37.2956,10.5907,2.8109,,10.5716
000590,启迪古汉,-39.5201,,11.2396,-12.0795,,11.5995
000591,太阳能,4.9454,40.4884,1.862,12.1539,,2.1984
000592,平潭发展,-86.9593,,,-27.167,,-71.4051
000593,大通燃气,17.6222,43.3935,-29.9569,-8.2333,,-28.091
000595,*ST宝实,17.6611,113.2703,14.1744,6.4154,,12.4788
000596,古井贡酒,31.2551,238.2166,1.5588,7.0774,,1.4081
000597,东北制药,88.2529,63.8717,5.8564,10.2644,,5.5476
000598,兴蓉环境,84.0578,351.0833,4.3236,4.172,,3.9205
000599,青岛双星,36.2578,4.0412,4.607,33.3072,,4.9004
000600,建投能源,53.1482,284.392,356.3048,240.4455,,567.8565
000601,韶能股份,18.559,-11.1831,20.1799,8.9828,,22.4972
000603,盛达矿业,-71.0219,42.0532,17.9456,9.5239,,19.6919
