code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,1.09,-14.17,10.38,11.02,-8.91,1871900.0,5.52,,10-21
000002,万科A,0.75,20.45,9.1,8.13,,826238.1,20.54,,10-28
000004,国农科技,0.18,518.37,,19.25,,1469.85,518.44,,10-29
000005,世纪星源,0.13,-481.82,,11.0,,13376.94,-548.35,,10-31
000006,深振业A,0.08,-58.65,,2.6,,11448.29,-58.64,,10-31
000007,全新好,-0.09,71.74,,1.77,,-2006.12,71.68,,10-29
000008,神州高铁,0.04,-8.25,,2.99,,21689.79,126.37,,10-26
000009,中国宝安,0.1,-77.05,,4.67,,21036.55,-69.06,,10-28
000010,美丽生态,0.03,470.21,,1.0,,2194.69,693.49,,10-25
000011,深物业A,-0.01,-115.53,,-0.35,,-720.25,-115.5,,10-29
000012,南玻A,0.34,78.95,,8.99,,71489.93,81.41,,10-28
000014,沙河股份,-0.09,1673.47,,-2.39,,-1753.62,1671.58,,10-29
000016,深康佳A,-0.02,-94.8,,-1.59,,-4433.1,-94.8,,10-29
000017,深中华A,0.0,280.0,,16.25,,208.06,286.65,,10-28
000018,神州长城,0.18,-87.52,,20.95,,30316.6,25.0,,10-26
000019,深深宝A,-0.06,123.44,,-2.99,,-2755.9,234.85,,10-25
000020,深华发A,0.02,-77.48,,1.44,,450.94,-77.45,,10-27
000021,深科技,0.21,116.25,,5.67,,30353.32,116.29,,10-31
000022,深赤湾A,0.66,2.31,,9.41,,42724.02,2.33,,10-28
000023,深天地A,0.06,-69.39,,2.14,,826.78,-69.65,,10-25
000025,特力A,0.09,28.2,,2.97,,2621.53,40.23,,10-28
000026,飞亚达A,0.25,-9.03,,5.0,,10832.13,1.6,,10-27
000027,深圳能源,0.34,-15.77,,6.11,,133793.47,-15.79,,10-28
000028,国药一致,1.99,25.9,,12.56,,72281.23,25.91,,10-22
000029,深深房A,0.23,1.21,,9.67,,23687.51,1.23,,10-27
000030,富奥股份,0.4,42.86,,10.63,,51912.55,43.07,,10-31
000031,中粮地产,0.04,-86.67,,1.33,,7672.45,-85.7,,10-31
000032,深桑达A,0.14,-1452.0,,4.05,,5707.73,-1861.28,,10-26
000033,新都退,0.01,-125.86,,42.16,,513.68,-133.64,,10-25
000033,*ST新都,0.01,-125.86,,42.16,,513.68,-133.64,,10-25
000034,神州数码,0.57,666.22,,16.87,,33382.49,1158.98,,10-28
000035,中国天楹,0.11,-45.45,,7.05,,13514.65,11.75,,10-31
000036,华联控股,0.42,-23605.56,,20.88,,47595.17,-23398.11,,10-31
000037,*ST南电A,-0.11,-8.33,,-10.62,,-6415.96,-11.84,,10-25
000037,深南电A,-0.11,-8.33,,-10.62,,-6415.96,-11.84,,10-25
000038,深大通,0.48,3903.33,,3.85,,10872.64,9698.53,,10-31
