code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
000001,平安银行,-0.0232,-0.0005,-0.0709,-0.0005,
000002,万科A,0.3805,0.0868,3.063,0.129,17.8814
000004,国农科技,0.6326,0.1325,,0.2413,26.9604
000005,世纪星源,-0.552,-0.0142,,-0.0321,-3.2116
000006,深振业A,0.7829,0.0644,2.8186,0.0868,24.5611
000007,全新好,-0.205,-0.0485,-0.396,-0.0459,-5.1855
000008,神州高铁,-0.1334,-0.013,,-0.1891,-18.9127
000009,中国宝安,0.3196,0.1019,2.2815,0.1681,26.8159
000010,美丽生态,-0.0033,-0.0014,-0.0311,-0.0021,-0.213
000011,深物业A,0.7481,0.2208,3.5416,0.3086,39.2072
000012,南玻A,0.2971,0.0977,1.6727,0.1924,24.8095
000014,沙河股份,0.6994,0.1911,4.7612,0.2671,32.8347
000016,深康佳A,-0.0061,-0.0043,-0.5076,-0.0062,-0.6267
000017,深中华A,0.0779,0.074,,0.0075,0.8261
000018,神州长城,-0.2115,-0.0221,,-0.068,-8.5245
000019,深深宝A,-0.0173,-0.0042,-0.299,-0.0125,-1.4768
000020,深华发A,-0.1888,-0.1006,-6.9217,-0.1599,-32.6955
000021,深科技,0.0288,0.0485,1.5363,0.191,19.3791
000022,深赤湾A,0.4251,0.0903,1.0022,0.2746,39.7191
000023,深天地A,0.1585,0.0541,7.2962,0.0717,7.1807
000025,特力A,0.0326,0.0177,5.1553,0.0258,4.9755
000026,飞亚达A,0.0916,0.0547,1.6825,0.1044,12.4573
000027,深圳能源,0.3247,0.0863,1.3036,0.1781,30.1229
000028,国药一致,0.0243,0.0388,1.2906,0.0465,4.793
000029,深深房A,-1.2467,-0.1656,-50.331,-0.2562,-35.5828
000030,富奥股份,0.0097,0.0003,0.0008,0.0,0.0013
000031,中粮地产,0.995,0.0453,3.3295,0.0736,10.2491
000032,深桑达A,0.1667,0.1019,5.2376,0.2485,25.1476
000033,*ST新都,0.0788,0.0073,,0.0194,8.1491
000034,神州数码,0.0445,0.0735,,0.0092,1.4481
000035,中国天楹,-0.0985,-0.0007,,-0.0002,-0.0264
000036,华联控股,0.5561,0.2768,2.2138,0.6639,99.1362
000037,*ST南电A,0.1592,0.0453,1.1013,0.0771,8.3169
000038,深大通,,-0.1977,,-0.3035,-49.7796
000039,中集集团,0.096,0.0421,1.5475,0.0784,11.4553
000040,东旭蓝天,0.1947,0.0258,,0.0389,5.5585
000042,中洲控股,0.482,0.1117,4.2837,0.1613,28.8213
000043,中航地产,0.0953,0.0139,4.0443,0.0202,2.2275
000045,深纺织A,0.1282,0.0564,1.0516,0.1693,21.2743
000046,泛海控股,0.0676,0.0043,0.4423,0.0072,1.2818
000048,康达尔,0.3133,0.1658,,0.154,16.6921
000049,德赛电池,-0.0943,-0.0891,,-0.1195,-11.95
000050,深天马A,0.1861,0.0509,,0.0767,22.2489
000055,方大集团,0.0163,0.0068,0.2973,0.0133,1.3452
000056,皇庭国际,-3.3374,-0.0389,-17.832,-0.0449,-8.3742
000058,深赛格,0.2589,0.0362,,0.2081,23.1299
000059,华锦股份,0.0767,0.0089,0.7055,0.0134,4.382
000060,中金岭南,0.0388,0.0187,0.8303,0.0323,4.8256
000061,农产品,0.1522,0.0378,1.1833,0.0856,11.5137
000062,深圳华强,0.1159,0.0559,,0.1465,14.7966
000063,中兴通讯,-0.0825,-0.0592,-2.6793,-0.0816,-10.0075
000065,北方国际,0.1171,0.0435,5.593,0.0538,6.9293
000066,中国长城,-0.0257,-0.0183,-0.4016,-0.0322,-3.2501
000068,华控赛格,0.4893,0.1624,,0.3157,69.1388
000069,华侨城A,1.1827,0.183,3.9736,0.3367,37.1221
000070,特发信息,-0.0732,-0.0379,-1.4342,-0.0987,-13.7114
000078,海王生物,0.0577,0.0374,5.728,0.0495,5.3506
000088,盐田港,0.6588,0.042,0.5038,0.5544,168.3615
000089,深圳机场,0.2591,0.057,0.6943,0.5811,71.5266
000090,天健集团,0.0098,0.0034,0.3587,0.006,0.7412
000096,广聚能源,-0.0298,-0.01,-0.1609,-0.153,-15.3038
000099,中信海直,0.1191,0.029,0.7716,0.078,23.266
000100,TCL集团,0.0157,0.019,1.9543,0.0266,2.9673
000150,宜华健康,0.2259,0.0506,0.8312,0.1267,17.1258
000151,中成股份,-0.2264,-0.1069,-5.2137,-0.6161,-63.8783
000153,丰原药业,0.0325,0.019,1.0961,0.043,4.3278
000155,*ST川化,0.1759,0.0933,4.0491,0.2399,40.0656
000156,华数传媒,0.0003,0.0005,0.1106,0.0002,0.0199
000157,中联重科,0.0846,0.0428,0.7345,0.0561,7.252
000158,常山股份,0.0022,0.0009,0.0454,0.0019,0.2377
000159,国际实业,-0.4205,-0.067,-1.6153,-0.1331,-22.2998
000301,东方市场,0.1941,0.0278,1.4355,0.0719,10.6019
000333,美的集团,0.0873,0.0949,1.8278,0.144,15.544
000338,潍柴动力,0.0457,0.0314,0.4206,0.0507,5.9436
000400,许继电气,-0.0909,-0.0336,-1.2122,-0.0678,-6.7886
000401,冀东水泥,0.2766,0.0679,1.6732,0.1057,24.5257
000402,金融街,-0.5735,-0.0415,-1.6743,-0.0689,-15.315
000403,ST生化,0.1223,0.0308,,0.0357,4.3355
000404,华意压缩,-0.032,-0.0337,-0.6438,-0.0493,-5.3649
000407,胜利股份,-0.105,-0.0515,-0.8717,-0.0984,-11.7407
000408,*ST金源,0.2632,0.0546,,0.0901,9.0144
000409,山东地矿,-0.585,-0.0929,,-0.5326,-53.7225
000410,沈阳机床,-0.2064,-0.0902,,-0.1057,-12.1928
000411,英特集团,-0.0606,-0.1142,-5.4063,-0.1372,-13.7686
000413,东旭光电,-0.2435,-0.0318,,-0.0914,-9.5307
000415,渤海金控,0.6934,0.1001,,0.1476,16.8147
000416,民生控股,-0.0222,-0.0103,-0.1508,-0.0423,-5.6954
