code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
000001,平安银行,0.3662,0.0052,2.4417,0.0053,
000002,万科A,-0.4796,-0.1113,-2.5054,-0.1869,-23.588
000004,国农科技,1.3535,0.0681,,0.1111,11.1604
000005,世纪星源,0.0795,0.0136,0.3104,0.0292,2.9199
000006,深振业A,0.7645,0.2814,3.9799,0.6062,89.0508
000007,全新好,0.2286,0.019,,0.0215,2.1945
000008,神州高铁,0.8932,0.0559,,0.847,84.7013
000009,中国宝安,0.2094,0.0352,6.2022,0.0526,6.8127
000010,美丽生态,0.0246,0.0037,,0.0045,0.4489
000011,深物业A,-0.4849,-0.0541,,-0.0876,-9.9955
000012,南玻A,0.2393,0.0512,1.6414,0.0929,11.7061
000014,沙河股份,-0.6302,-0.1776,-3.9481,-0.3026,-41.4611
000016,深康佳A,0.0423,0.028,7.934,0.0476,4.7788
000017,深中华A,-0.0468,-0.0134,,-0.002,-0.3708
000018,神州长城,-0.0536,-0.0147,,-0.0369,-3.9958
000019,深深宝A,-0.0633,-0.007,-0.5361,-0.0163,-1.6303
000020,深华发A,0.2001,0.04,26.3167,0.1107,11.0659
000021,深科技,0.0915,0.0995,2.4902,0.3349,33.5826
000022,深赤湾A,0.5407,0.1103,1.0478,0.3255,44.4079
000023,深天地A,0.1948,0.0439,,0.0573,5.7507
000025,特力A,-0.0071,-0.0047,-1.0408,-0.007,-0.7061
000026,飞亚达A,-0.1148,-0.0393,-2.0332,-0.2196,-22.5217
000027,深圳能源,0.2174,0.0616,1.2076,0.1653,31.7371
000028,国药一致,0.0484,0.0542,2.8114,0.0668,6.7689
000029,深深房A,0.5979,0.0976,25.62,0.1722,19.8399
000030,富奥股份,-0.0851,-0.0013,,0.0,-0.0029
000031,中粮地产,0.2948,0.0263,0.6527,0.0774,8.1409
000032,深桑达A,-0.0356,-0.0197,-0.995,-0.0386,-3.8592
000033,*ST新都,0.2942,0.0196,10.26,0.0743,11.6715
000034,神州数码,0.269,0.0637,,0.0416,4.3523
000035,中国天楹,0.0054,0.0,,0.0,0.0009
000036,华联控股,0.0397,0.0081,1.0522,0.0108,2.0637
000037,*ST南电A,-0.2535,-0.0784,,-0.1158,-13.3834
000038,深大通,-0.1647,-0.0026,,-0.004,-0.3952
000039,中集集团,0.0214,0.0143,0.2138,0.0274,2.8515
000040,东旭蓝天,0.2668,0.0433,11.8591,0.0837,10.4377
000042,中洲控股,-0.8158,-0.084,-3.3855,-0.1423,-24.5443
000043,中航地产,-0.1948,-0.0828,-2.4409,-0.1212,-12.4381
000045,深纺织A,0.0438,0.0173,1.3245,0.0508,5.1731
000046,泛海控股,-5.8491,-0.1099,-10.6957,-0.1659,-31.1628
000048,康达尔,0.0455,0.0149,,0.017,1.7191
000049,德赛电池,-0.0168,-0.011,-0.4884,-0.0175,-1.7485
000050,深天马A,0.1327,0.0565,1.9765,0.1237,14.0878
000055,方大集团,0.1246,0.0336,4.0922,0.052,5.2203
000056,皇庭国际,1.5235,0.0633,,0.0895,12.5925
000058,深赛格,0.1924,0.0447,,0.0858,8.8312
000059,华锦股份,0.1977,0.0552,3.7027,0.0903,15.2053
000060,中金岭南,-0.0343,-0.0133,-0.1792,-0.0199,-2.1869
000061,农产品,0.1239,0.0322,13.0693,0.0623,7.9746
000062,深圳华强,0.0601,0.0287,1.2924,0.0719,7.2626
000063,中兴通讯,-0.2677,-0.1302,-7.0641,-0.2586,-30.8813
000065,北方国际,-0.0714,-0.0396,,-0.0658,-8.5587
000066,中国长城,0.0658,0.0417,1.9223,0.1284,13.3609
000068,华控赛格,0.1998,0.0483,54.5186,0.1031,23.3337
000069,华侨城A,0.0785,0.004,0.1239,0.0074,0.7506
000070,特发信息,0.0496,0.0105,8.8206,0.0286,3.3771
000078,海王生物,0.0058,0.0022,1.5902,0.0028,0.2926
000088,盐田港,0.4055,0.0332,0.3681,0.134,14.5324
000089,深圳机场,0.5016,0.0824,1.3044,0.8371,83.7083
000090,天健集团,0.0292,0.0085,0.4319,0.0145,1.5405
000096,广聚能源,-0.125,-0.085,-1.3944,-0.4886,-48.8631
000099,中信海直,0.2418,0.0275,5.9813,0.07,8.8992
000100,TCL集团,-0.0127,-0.0124,,-0.0165,-1.6869
000150,宜华健康,0.7057,0.1467,,0.8618,86.1825
000151,中成股份,0.1034,0.0226,1.8395,0.0358,4.1407
000153,丰原药业,0.0215,0.0053,1.0538,0.0118,1.1855
000155,*ST川化,0.2255,0.0899,1.5056,0.2699,35.4738
000156,华数传媒,0.1385,0.0274,,0.0157,1.5999
000157,中联重科,0.0498,0.0237,0.4522,0.04,4.0281
000158,常山股份,0.0912,0.0327,3.8768,0.0575,7.8264
000159,国际实业,0.4742,0.0843,,0.1533,19.2786
000166,申万宏源,,,,,
000301,东方市场,0.098,0.0343,2.1735,0.07,9.4018
000338,潍柴动力,0.1092,,1.6011,,
000400,许继电气,-0.2103,-0.0386,-2.2372,-0.0744,-7.528
000401,冀东水泥,0.1684,0.0268,2.2129,0.0422,6.3287
000402,金融街,-1.3473,-0.1486,-10.197,-0.1993,-24.4816
000403,ST生化,0.0662,0.0111,,0.0114,1.3286
000404,华意压缩,0.129,0.0608,,0.0834,8.5572
000407,胜利股份,0.032,0.0104,0.7948,0.0175,2.2042
000408,*ST金源,0.0078,0.0003,,0.0004,0.0461
000409,山东地矿,3.9077,-0.0663,,-0.1816,-18.1859
000410,沈阳机床,0.0366,0.0162,0.9589,0.0205,2.3912
000411,英特集团,-0.0233,-0.0298,-3.4698,-0.0374,-3.8799
000413,东旭光电,0.0303,0.004,,0.0055,0.5528
000415,渤海金控,0.4275,0.0311,,0.0546,5.5201
000416,民生控股,0.3855,0.1639,10.3319,1.0773,107.726
000417,合肥百货,0.0861,0.0658,5.3907,0.1087,12.0201
000418,小天鹅A,0.0301,0.018,2.5437,0.0278,2.7826
000419,通程控股,0.1468,0.0511,6.1656,0.0928,14.2842
000420,吉林化纤,-0.0255,-0.0084,,-0.0176,-2.0821
000421,南京公用,0.3808,0.107,6.2124,0.1319,15.2743
000422,湖北宜化,0.1144,0.0341,1.141,0.0566,13.5188
000423,东阿阿胶,0.3203,0.11,2.2216,0.8809,88.0884
000425,徐工机械,0.2095,0.1049,180.8769,0.1536,15.6599
000426,兴业矿业,0.1054,0.0101,1.7953,0.0208,4.4769
000428,华天酒店,0.0801,0.017,0.8858,0.0309,3.9374
000429,粤高速A,0.6395,0.0484,1.4984,0.1245,40.4226
000430,张家界,0.2637,0.0309,,0.0418,5.0042
000488,晨鸣纸业,0.0513,0.0158,0.7939,0.0253,4.7173
000498,山东路桥,-0.0224,-0.0033,-0.8618,-0.0041,-0.4433
000501,鄂武商A,0.0585,0.0429,1.9752,0.0647,6.9518
000502,绿景控股,-1.0326,-0.1239,-18.032,-0.2241,-67.0121
000503,海虹控股,-0.3614,-0.0249,-1.1923,-0.1706,-17.2765
000504,*ST生物,-0.0416,-0.0066,-1.2884,-0.0251,-2.5388
000505,*ST珠江,5.1006,0.0965,,0.1024,11.2254
000506,中润资源,-0.2302,-0.0037,,-0.0041,-0.4056
000507,珠海港,-0.2276,-0.042,-2.9238,-0.2703,-40.4949
000509,华塑控股,0.0237,0.0055,0.6398,0.0067,0.6727
000510,金路集团,-0.0636,-0.0252,-2.2482,-0.0395,-4.7346
000511,*ST烯碳,0.667,0.0639,10.4046,0.1152,13.905
000513,丽珠集团,0.0782,0.0251,0.8444,0.0519,5.418
000514,渝开发,0.8313,0.0364,9.8844,0.051,11.1774
000516,国际医学,0.0202,0.0164,0.7537,0.028,3.5723
000517,荣安地产,-0.057,-0.0027,,-0.0022,-0.2392
000518,四环生物,0.6399,0.0637,8.5585,0.4409,44.1312
000519,中兵红箭,-0.3382,-0.069,-1.4195,-0.2379,-26.5092
000520,长航凤凰,-0.0288,-0.0291,-4.1192,-1.625,-197.0162
000521,美菱电器,0.0534,0.0292,9.5646,0.0433,4.5065
000523,广州浪奇,0.0166,0.0112,1.5634,0.0346,3.7091
000524,岭南控股,0.3433,0.062,4.18,0.2359,24.9996
000525,红太阳,-0.1057,-0.0467,-3.0487,-0.0636,-6.7746
000526,*ST紫学,-37.1541,-0.277,-5.8633,-4.5132,-451.3231
000528,柳工,0.0648,0.0629,0.9209,0.1508,15.1346
000529,广弘控股,0.0082,0.0009,,0.0005,0.0535
000530,大冷股份,0.0174,0.0063,0.2634,0.0199,2.1861
000531,穗恒运A,0.2294,0.0484,1.4323,0.0878,15.0398
000532,力合股份,0.029,0.0024,0.0785,0.0099,1.8199
000533,万家乐,0.0605,0.0171,2.0609,0.0203,2.0761
000534,万泽股份,0.1745,0.0307,1.0767,1.5917,159.1706
000536,华映科技,-0.3898,-0.1057,-8.6377,-0.1004,-11.1439
000537,广宇发展,-1.369,-0.0092,,-0.0119,-1.2545
000538,云南白药,0.0477,0.0367,0.4858,0.0775,8.083
000539,粤电力A,0.1329,0.0287,1.1768,0.0703,9.9207
000540,中天金融,-0.5312,-0.0656,-6.6701,-0.0765,-13.0987
000541,佛山照明,0.2542,0.0614,1.3241,0.6636,66.4904
000543,皖能电力,0.1948,0.0457,4.8703,0.1355,20.5154
000544,中原环保,-0.1909,-0.0599,-5.9077,-0.1,-11.3211
000545,金浦钛业,-0.3425,-0.0364,,-0.0386,-4.0569
000546,金圆股份,-1.5938,-0.1139,-6.7841,-0.1784,-17.8405
000547,航天发展,-0.0846,-0.0119,-1.04,-0.0207,-2.1134
000548,湖南投资,0.2184,0.012,0.9723,0.0308,3.2408
000550,江铃汽车,0.1745,0.138,1.4961,0.3505,35.2429
000551,创元科技,0.0158,0.0076,0.3051,0.0155,1.6768
000552,靖远煤电,0.3965,0.1296,1.9766,0.2098,26.569
000553,沙隆达A,0.0805,0.0378,3.6588,0.0837,9.6878
000554,泰山石油,0.0711,0.1116,1.6689,1.3437,166.4802
000555,神州信息,-0.3348,-0.0033,,-0.0012,-0.119
000557,西部创业,-0.1443,-0.0027,,-0.0009,-0.09
000558,莱茵体育,0.2644,0.0301,2.218,0.0395,4.5361
000559,万向钱潮,0.0851,0.0305,1.4726,0.0531,7.1123
000560,昆百大A,0.0601,0.0243,5.1959,0.0261,3.1188
000561,烽火电子,0.0347,0.0083,,0.0039,0.4035
000563,陕国投A,,0.0211,1.962,0.0319,6.0088
000564,供销大集,0.0356,0.016,1.4482,0.0367,3.6728
000565,渝三峡A,0.1088,0.031,11.4535,0.1103,11.1326
000566,海南海药,0.1024,0.0196,0.6372,0.0481,7.6448
000567,海德股份,0.5003,0.1077,3.3768,0.1526,29.0892
000568,泸州老窖,0.1232,0.0468,0.6811,0.1286,12.8662
000570,苏常柴A,0.1641,0.0948,4.7093,0.2024,20.892
000571,新大洲A,0.0277,0.002,,0.0043,0.4307
000572,海马汽车,0.0193,0.0296,0.7353,0.0469,4.6871
000573,粤宏远A,0.213,0.0203,5.7802,0.0597,5.9706
000576,广东甘化,0.0405,0.0123,1.0585,0.0211,2.6434
000581,威孚高科,0.1883,0.0549,2.5591,0.1228,12.8588
000582,北部湾港,0.1226,0.0075,,0.0151,2.0801
000584,友利控股,-0.1092,-0.0185,,-0.0321,-3.2071
000585,东北电气,-0.2452,-0.0528,-4.5918,-0.1937,-19.431
000586,汇源通信,0.1419,0.0538,,0.0956,9.6121
000587,金洲慈航,-0.0718,-0.009,,-0.0093,-0.9294
000589,黔轮胎A,0.1697,0.0852,7.4886,0.1263,15.7252
000590,启迪古汉,-0.228,-0.0426,,-0.0728,-7.3484
000591,太阳能,-0.1219,-0.0906,-25.0747,-0.1137,-11.5784
000592,平潭发展,-0.5558,-0.0015,,-0.0006,-0.058
000593,大通燃气,-0.06,-0.0106,-1.7076,-0.019,-2.1147
000595,*ST宝实,-0.0156,-0.0038,-0.3857,-0.0063,-0.6305
000596,古井贡酒,-0.072,-0.0243,-10.7178,-0.0663,-7.2469
000597,东北制药,-0.0044,-0.0021,-0.4515,-0.0036,-0.4002
000598,兴蓉环境,-0.3686,-0.0852,-16.1579,-0.1655,-24.0541
000599,青岛双星,0.1133,0.0686,8.0776,0.1156,11.5622
000600,建投能源,0.2369,0.1165,3.5761,0.1637,28.67
000601,韶能股份,0.1901,0.0228,1.7519,0.0376,12.1216
000603,盛达矿业,-0.0166,-0.0036,-0.3407,-0.0063,-0.6449
000605,渤海股份,-0.0322,-0.001,,-0.0014,-0.1609
000606,神州易桥,0.3756,0.0521,5.8918,0.1091,16.5155
000607,华媒控股,-0.1294,-0.0566,-5.358,-0.084,-9.6522
000608,阳光股份,0.3108,0.0326,2.339,0.0499,7.2866
000609,绵石投资,-0.2919,-0.0866,-2.3552,-0.393,-131.6918
000610,西安旅游,0.0041,0.0009,0.0497,0.0048,0.4809
000611,*ST天首,-0.1749,-0.0286,-1.6165,-0.0677,-6.7677
