code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,1.37,-4.2,11.09,13.16,-0.45,1569400.0,34.18,,10-24
000002,万科A,0.59,4.64,7.13,8.28,1.56,645813.34,4.84,,10-27
000004,国农科技,-0.07,-725.47,,-7.56,,-556.68,-726.85,,10-25
000005,世纪星源,-0.04,9.38,,-5.25,,-3194.82,10.17,,10-29
000006,深振业A,0.18,-33.3,,5.81,,23960.11,-33.3,,10-28
000007,全新好,-0.03,-117.07,,-1.95,,-670.71,-117.09,,10-23
000008,神州高铁,0.03,-42.6,,1.72,,977.42,-42.59,,10-25
000009,中国宝安,0.17,-16.09,,7.9,,26057.23,-16.09,,10-30
000010,美丽生态,-0.02,-335.0,,-2.25,,-1381.16,-256.59,,10-24
000011,深物业A,0.54,-9.3,,17.17,,32312.54,-9.3,,10-23
000012,南玻A,0.36,20.0,,9.05,,73728.86,17.47,,10-29
000014,沙河股份,0.07,-225.48,,2.17,,1331.54,-225.51,,10-30
000016,深康佳A,0.04,14.49,,1.16,,4757.93,14.45,,10-28
000017,深中华A,0.01,-112.47,,38.92,,338.81,-112.57,,10-29
000018,神州长城,0.01,-333.33,,0.87,,117.31,-320.75,,10-30
000019,深深宝A,-0.11,-152.06,,-3.6,,-3387.11,-162.47,,10-24
000020,深华发A,0.0,20.69,,0.36,,99.07,22.6,,10-25
000021,深科技,0.09,-18.96,,2.79,,13715.9,-9.57,,10-31
000022,深赤湾A,0.57,-17.89,,9.12,,36670.06,-17.93,,10-25
000023,深天地A,0.12,20.83,,4.5,,1605.21,21.06,,10-27
000025,特力A,0.02,-79.46,,2.26,,415.75,-79.49,,10-25
000026,飞亚达A,0.32,20.97,,8.07,,12704.95,21.24,,10-25
000027,深圳能源,0.58,41.8,,9.68,,154104.04,41.81,,10-30
000028,国药一致,1.5,8.71,,13.49,,50568.88,27.48,,10-25
000029,深深房A,0.06,243.29,,3.01,,5700.48,243.84,,10-23
000030,富奥股份,0.37,8.82,,12.09,,47633.37,17.1,,10-27
000031,中粮地产,0.09,50.0,,2.88,,15708.92,38.84,,10-30
000032,深桑达A,-0.05,-155.56,,-1.39,,-1205.36,-159.4,,10-25
000033,*ST新都,-0.06,148.88,,-6.96,,-1828.6,149.07,,10-22
000034,神州数码,0.15,856.25,,41.0,,5471.7,832.61,,10-23
000035,中国天楹,0.26,-95.67,,10.56,,9930.99,-91.24,,10-27
000036,华联控股,0.0,-98.58,,0.05,,90.05,-98.58,,10-30
