code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,-17.7637,149.585,14.3064,15.3527,,14.3064
000002,万科A,53.8848,57.0041,68.4339,52.1716,,56.253
000004,国农科技,-39.1429,,-4.246,55.6427,,-10.7708
000005,世纪星源,980.3502,,-1.586,-12.055,,-1.586
000006,深振业A,7.0528,,18.4319,-49.6797,,24.8106
000007,全新好,72.7623,-439.0442,1.7109,-14.7689,,-13.6889
000008,神州高铁,-71.3897,-270.3368,-1.889,-10.9865,,-0.897
000009,中国宝安,18.661,-2.8035,3.7657,2.3241,,-1.252
000010,美丽生态,-66.2051,-420.7741,-83.0458,-63.8439,,-72.2395
000011,深物业A,-47.699,-229.6079,6.106,-23.755,,6.106
000012,南玻A,27.695,8.084,8.5504,16.0645,,6.2474
000014,沙河股份,3.4376,84.3039,25.1996,-13.8446,,15.5069
000016,深康佳A,1.9576,39.4038,0.7228,1.785,,0.979
000017,深中华A,14.9746,,,-26.1619,,7.1381
000018,神州长城,0.6563,,-18.9152,-13.0636,,-16.2764
000019,深深宝A,33.1665,164.7555,-0.9986,-5.1977,,4.6175
000020,深华发A,79.6774,40.9785,2.9178,-8.355,,2.9178
000021,深科技,11.1163,10.7139,8.282,-2.2407,,8.3242
000022,深赤湾A,0.2127,-9.8439,12.4653,-3.8445,,2.8089
000023,深天地A,-0.7424,-2311.3293,-8.166,33.2255,,-9.1899
000025,特力A,9.5112,23.4368,3.9115,-17.8869,,4.7805
000026,飞亚达A,44.4549,147.444,4.5968,11.4599,,4.6678
000027,深圳能源,-3.0085,7.4329,4.0637,0.313,,5.9731
000028,国药一致,236.0886,137.5015,18.7103,147.159,,10.4016
000029,深深房A,129.2353,,7.7802,-5.706,,7.9123
000030,富奥股份,-99.0408,,,-84.6905,,3.0094
000031,中粮地产,3.9884,1.0811,5.4374,3.6464,,6.4223
000032,深桑达A,8.5209,5.9799,2.3145,9.1983,,0.517
000033,*ST新都,3.0603,0.6098,0.6749,-0.0873,,0.6749
000034,神州数码,-15.6837,,,-26.3819,,50.1022
000035,中国天楹,-92.3804,,,-4.9265,,13.2547
000036,华联控股,830.5715,,27.1991,60.5291,,2.4471
000037,*ST南电A,6.4458,-279.7893,-0.7335,18.9256,,-2.5007
000038,深大通,-86.442,,-44.3604,-24.4157,,-44.3604
000039,中集集团,-17.0942,-28.6172,8.5895,7.5665,,10.3547
000040,东旭蓝天,60.2641,,11.8587,3.2727,,4.1627
000042,中洲控股,-57.834,1.4495,7.3323,37.271,,6.5706
000043,中航地产,82.6226,271.1648,34.0184,4.5001,,19.3345
000045,深纺织A,35.9481,-35.6502,2.8861,2.7396,,1.836
000046,泛海控股,-75.029,126.2138,6.4077,45.1343,,8.9767
000048,康达尔,-14.0771,-762.6371,30.1461,-5.5272,,23.5517
