code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,0.33,6.45,11.85,2.79,2.41,659500.0,6.13,,04-20
000002,万科A,0.08,28.57,,0.66,,89487.8,28.68,,04-26
000004,国农科技,0.02,-275.0,,1.58,,206.05,-274.92,,04-28
000005,世纪星源,0.02,-259.38,,1.21,,1614.73,-259.24,,04-21
000006,深振业A,0.21,175.68,,5.01,,28620.77,175.57,,04-27
000007,全新好,-0.02,,,-2.02,,-773.49,-2893.45,,04-28
000008,神州高铁,0.0,37.04,,0.15,,1052.42,12.66,,04-28
000009,中国宝安,0.02,5.13,,0.35,,3523.36,5.26,,04-28
000010,美丽生态,-0.06,82.64,,-4.12,,-4656.45,82.55,,04-27
000011,深物业A,0.09,-82.28,,1.81,,5345.68,-82.28,,04-27
000014,沙河股份,0.02,-193.41,,0.42,,314.2,-193.51,,04-27
000016,深康佳A,0.02,112.84,,0.7,,5575.83,112.45,,04-28
000017,深中华A,0.0,0.0,,1.45,,23.2,9.26,,04-26
000018,神州长城,0.13,120.75,,9.69,,21852.36,120.66,,04-28
000019,深深宝A,-0.02,-0.91,,-1.15,,-1081.73,9.07,,04-24
000020,深华发A,0.0,-26.67,,0.1,,30.74,-27.02,,04-24
000021,深科技,0.06,-26.73,,1.45,,8543.13,-26.81,,04-28
000022,深赤湾A,0.23,5.58,,2.91,,14666.21,5.63,,04-27
000023,深天地A,-0.04,-146.25,,-1.19,,-486.36,-146.18,,04-28
000025,特力A,0.05,258.94,,1.66,,1610.15,258.21,,04-27
000026,飞亚达A,0.14,31.36,,2.38,,5951.8,31.33,,04-25
000027,深圳能源,0.02,-45.94,,0.28,,6077.37,-45.87,,04-28
000029,深深房A,-0.01,-117.25,,-0.21,,-598.27,-117.28,,04-27
000030,富奥股份,0.18,5.88,,3.91,,22921.56,3.69,,04-26
000031,中粮地产,0.14,75.0,,3.8,,25759.61,80.46,,04-27
000032,深桑达A,0.06,150.62,,1.66,,2550.04,150.44,,04-26
000034,神州数码,0.17,30.6,,3.28,,11140.69,30.66,,04-28
000035,中国天楹,0.02,-14.5,,0.76,,2309.93,1.36,,04-27
000036,华联控股,0.09,-86.11,,2.36,,10532.36,-86.11,,04-28
000037,深南电A,-0.02,-60.0,,-0.57,,-1092.78,-60.1,,04-21
000038,深大通,0.1,-65.51,,0.95,,5197.47,-44.81,,04-26
000039,中集集团,0.14,-13.24,,1.36,,44628.7,-12.44,,04-28
000040,东旭蓝天,0.81,2903.7,,9.01,,108428.45,2909.08,,04-27
000042,中洲控股,0.4,929.56,,4.08,,26628.48,929.78,,04-27
000043,中航地产,0.1,-188.32,,1.6,,6757.98,-188.31,,04-28
000043,中航善达,0.1,-188.32,,1.6,,6757.98,-188.31,,04-28
000045,深纺织A,0.01,29.41,,0.23,,561.67,30.56,,04-27
000046,泛海控股,0.29,249.64,,7.35,,151861.53,249.42,,04-28
000048,*ST康达,0.01,-112.9,,0.21,,240.19,-113.0,,08-31
000049,德赛电池,0.37,10.23,,5.27,,7605.97,10.21,,04-20
000050,深天马A,0.24,49.22,,1.56,,38767.4,72.19,,04-20
000055,方大集团,0.08,-11.11,,2.99,,9837.76,45.19,,04-24
000056,皇庭国际,0.05,0.0,,1.0,,5327.22,2.05,,04-21
000058,深赛格,0.05,98.05,,2.4,,6262.29,98.12,,04-28
000059,华锦股份,0.19,-30.74,,2.52,,31064.82,-30.73,,04-20
000061,农产品,0.0,-37.93,,0.06,,307.23,-38.39,,04-27
000062,深圳华强,0.19,72.15,,3.18,,13511.43,72.17,,04-20
000063,中兴通讯,0.4,37.93,7.65,5.29,-0.04,168702.0,39.01,,04-28
000065,北方国际,0.14,0.0,,1.9,,7010.86,0.24,,04-23
000066,中国长城,0.05,0.0,,2.3,,15147.43,0.93,,04-28
000068,华控赛格,-0.01,-0.68,,-2.25,,-1459.01,-0.82,,04-17
000069,华侨城A,0.14,48.0,,2.05,,112089.97,48.07,,04-27
000070,特发信息,0.08,-42.1,,2.53,,5076.77,15.79,,04-28
000078,海王生物,0.06,66.28,,2.73,,15267.07,66.13,,04-28
000088,盐田港,0.03,-25.0,,0.9,,5663.21,-28.86,,04-27
000089,深圳机场,0.08,9.54,,1.4,,15762.93,9.43,,04-28
000090,天健集团,0.05,-78.65,,0.83,,5429.8,-78.63,,04-24
000096,广聚能源,0.03,-62.48,,0.59,,1403.48,-62.51,,04-24
000099,中信海直,0.02,4.33,,0.49,,1459.35,4.46,,04-27
000100,TCL集团,0.05,47.14,2.3,2.38,0.23,73083.73,63.2,,04-28
