code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
000001,平安银行,15.12,26.97,35.7541,19802.0,1.7332,73407.0,6.4251
000002,万科A,17.85,10.75,29.9416,15745.4541,1.4265,146388.0045,13.2627
000004,国农科技,4.73,4.71,38.7548,3.8014,0.0452,80.6088,0.9598
000005,世纪星源,6.44,81.78,26.2421,43.1639,0.0472,52.777,0.0577
000006,深振业A,12.28,21.81,36.5552,508.0307,0.3763,2328.7296,1.7249
000007,全新好,-8.5,-15.24,51.9535,-30.1939,-0.1307,198.0979,0.8576
000008,神州高铁,1.35,2.52,44.739,7.7678,0.0255,307.1813,1.0117
000009,中国宝安,9.25,7.03,32.1071,303.325,0.2015,4311.4769,2.8643
000010,美丽生态,-13.64,-32.37,17.7945,-74.5532,-0.1267,230.2997,0.3916
000011,深物业A,20.12,32.91,58.9669,417.4987,0.7005,1268.4515,2.1283
000012,南玻A,10.46,12.4,24.4344,873.653,0.4209,7044.5026,3.3943
000014,沙河股份,9.12,11.87,52.943,60.7836,0.3013,511.8153,2.5374
000016,深康佳A,1.28,0.27,13.8479,52.6235,0.0437,19423.489,16.1328
000017,深中华A,41.04,2.3,6.18,4.8857,0.0088,212.0706,0.3846
000018,神州长城,3.26,38.95,65.8592,4.2909,0.0253,11.0154,0.0651
000019,深深宝A,1.37,3.61,37.7762,13.3238,0.0442,368.1214,1.2226
000020,深华发A,2.73,1.1,14.5128,7.6876,0.0271,694.8398,2.4538
000021,深科技,3.54,1.06,3.1881,175.6764,0.1194,16444.165,11.1769
000022,深赤湾A,10.14,23.13,45.484,417.5943,0.6476,1804.7662,2.7991
000023,深天地A,4.76,1.57,12.5324,17.2468,0.1242,1092.3551,7.8724
000025,特力A,5.39,2.22,16.2507,10.3452,0.0469,464.9875,2.1108
000026,飞亚达A,8.91,4.44,37.3208,145.5911,0.3706,3278.1428,8.3462
000027,深圳能源,11.48,16.26,25.9866,2034.0535,0.7696,12506.0423,4.7317
000028,国药一致,13.69,2.72,8.1476,652.4972,1.7993,23954.331,66.0568
000029,深深房A,13.78,13.97,33.8903,298.0333,0.2945,2132.3112,2.1077
000030,富奥股份,14.55,12.5,18.6391,626.3753,0.4823,5010.0123,3.8577
000031,中粮地产,10.0,6.62,37.6848,598.5264,0.3299,9040.8332,4.9846
000032,深桑达A,2.44,1.51,12.7824,21.8412,0.0937,1440.9092,6.1877
000033,*ST新都,,-698.25,31.5985,-449.5329,-1.3646,64.3797,0.1954
000034,神州数码,37.11,12.07,12.4846,61.4712,0.1717,509.0557,1.422
000035,中国天楹,10.78,31.76,51.7705,175.0159,0.2826,550.9004,0.8895
000036,华联控股,1.83,16.74,53.4724,34.3761,0.0305,205.2692,0.1826
000037,*ST南电A,-26.01,-26.78,-41.0666,-330.5133,-0.5483,1234.1015,2.0474
000038,深大通,-44.92,-23.14,4.5134,-49.3364,-0.5127,213.1933,2.2155
000039,中集集团,11.11,3.53,16.1291,2477.802,0.9271,70070.855,26.2179
000040,东旭蓝天,4.19,5.12,33.176,53.1686,0.1132,1036.5342,2.2073
000042,中洲控股,9.26,10.07,42.7087,305.6187,0.6381,3032.8027,6.3325
000043,中航地产,14.04,7.91,27.2761,492.5,0.7384,6226.2418,9.3352
000045,深纺织A,-5.17,-9.38,4.6417,-113.5913,-0.2242,1210.9525,2.3907
000046,泛海控股,16.8,25.71,56.5278,1558.6889,0.342,6062.4693,1.3302
000048,康达尔,21.99,5.3,24.8475,113.7998,0.2912,2144.4126,5.4876
000049,德赛电池,31.61,3.67,10.6943,234.5429,1.1427,6389.598,31.1317
000050,深天马A,7.51,6.57,18.6529,612.656,0.5413,9322.3633,8.2372
000055,方大集团,7.85,5.0,17.9272,96.9984,0.1281,1938.3244,2.5608
000056,皇庭国际,-17.61,-338.65,36.87,-335.0605,-1.2639,98.9387,0.3732
000058,深赛格,3.72,7.1,17.6709,48.3803,0.0616,681.3439,0.8681
000059,华锦股份,-18.51,-4.4,7.1772,-1587.998,-0.9928,36082.0356,22.5591
000060,中金岭南,7.79,1.91,6.0891,470.1346,0.2278,24574.1171,11.9121
000061,农产品,1.72,5.11,46.052,84.377,0.0497,1648.2466,0.9712
000062,深圳华强,20.63,17.89,43.0697,477.5553,0.716,2668.2923,4.0007
000063,中兴通讯,10.58,3.23,31.5586,2633.571,0.7661,81471.275,23.7004
000065,北方国际,19.23,6.1,11.391,184.5943,0.7284,3024.1008,11.934
000066,中国长城,2.26,0.07,9.5699,57.7237,0.0436,75801.7449,57.2696
000068,华控赛格,-123.89,-161.25,38.1053,-108.3514,-0.1208,67.1946,0.0749
000069,华侨城A,16.97,15.54,56.965,4774.4651,0.6566,30718.1993,4.2245
000070,特发信息,5.2,2.9,18.752,55.5885,0.2051,1913.2549,7.0599
000078,海王生物,1.65,0.24,14.5947,23.7915,0.0325,9802.3508,13.3964
000088,盐田港,8.58,146.24,55.819,439.9881,0.2265,300.8508,0.1549
000089,深圳机场,3.39,9.01,20.8194,267.996,0.1584,2973.3042,1.7574
000090,天健集团,11.43,7.95,20.1208,421.477,0.7628,5298.7234,9.5899
000096,广聚能源,2.24,4.16,10.4986,42.0088,0.0795,1007.882,1.9088
000099,中信海直,7.51,15.1,29.1267,202.3234,0.3338,1339.1075,2.2094
000100,TCL集团,17.49,3.15,17.5669,3183.2062,0.3367,101028.6752,10.6881
000150,宜华健康,3.6,18.91,23.7466,29.8226,0.092,157.6729,0.4866
000151,中成股份,11.38,4.46,12.3354,113.3768,0.383,2537.9593,8.5747
000153,丰原药业,3.68,2.41,26.5003,40.9909,0.1313,1698.9454,5.4428
000155,*ST川化,,-186.05,0.3338,-1566.8198,-3.3336,842.1471,1.7918
000156,华数传媒,17.46,15.91,42.1399,383.7687,0.3346,2411.6161,2.1031
000157,中联重科,1.45,2.29,27.8888,594.0682,0.077,25851.1951,3.3547
000158,常山股份,0.98,0.36,1.1953,24.2847,0.0337,6568.5194,9.1373
000159,国际实业,5.95,10.96,10.9143,129.0272,0.2681,1176.6028,2.4454
000166,申万宏源,15.92,39.59,50.361,3427.6775,0.5103,8656.7969,1.289
000301,东方市场,7.2,28.66,46.973,225.1582,0.1848,785.4806,0.6447
000333,美的集团,26.6,7.41,25.4104,10502.2203,2.4911,141668.1752,33.604
000338,潍柴动力,15.47,6.3,21.4591,5024.5024,2.5131,79637.1615,39.8323
000400,许继电气,18.73,12.7,34.3777,1062.2776,1.0535,8359.1936,8.2901
000401,冀东水泥,0.29,0.22,20.9618,34.7076,0.0257,15664.7354,11.6248
000402,金融街,12.08,13.28,30.6249,2927.4552,0.9794,22035.8857,7.3724
000403,ST生化,28.97,25.02,57.0895,122.5166,0.4494,489.4957,1.7958
000404,华意压缩,9.1,2.67,16.6238,187.1847,0.3344,7002.9052,12.5135
000407,胜利股份,2.08,1.27,8.3239,36.7028,0.0474,2872.3102,3.7107
000408,*ST金源,-40.73,-97.53,-0.9061,-55.2468,-0.2189,56.6456,0.2245
000409,山东地矿,-3.02,-9.84,34.0881,-31.2742,-0.0661,317.6456,0.6719
000410,沈阳机床,0.94,0.32,26.7551,25.5786,0.0334,7814.944,10.2093
000411,英特集团,10.75,0.46,5.7901,65.4471,0.3154,14073.8111,67.8419
000413,东旭光电,13.68,41.08,44.9705,880.6252,0.3308,2143.398,0.8051
000415,渤海金控,9.32,13.32,46.4277,913.196,0.5146,6851.955,3.8617
000416,民生控股,10.05,20.44,17.5231,87.9269,0.1653,430.0425,0.8085
000417,合肥百货,11.24,3.67,20.4228,366.0184,0.4693,9972.1745,12.7867
000418,小天鹅A,15.76,6.46,25.8855,698.1957,1.1038,10804.2173,17.082
000419,通程控股,7.68,3.33,19.336,143.1532,0.2633,4295.3228,7.9018
000420,吉林化纤,2.06,1.96,6.0367,20.3782,0.0284,1037.0111,1.4471
000421,南京公用,14.46,10.45,0.3261,164.332,0.4672,1571.5821,4.4687
000422,湖北宜化,0.5,0.17,17.6476,31.0263,0.0345,18181.9131,20.2501
000423,东阿阿胶,23.05,34.06,65.5433,1365.5478,2.0879,4009.0105,6.1297
000425,徐工机械,2.05,1.77,22.624,413.3019,0.1869,23306.2808,10.5416
000426,兴业矿业,5.87,13.95,22.415,161.8074,0.271,1159.3873,1.9422
000428,华天酒店,-6.41,-6.52,51.163,-98.8415,-0.1374,1514.3745,2.1064
000429,粤高速A,6.35,21.9,41.6828,318.7548,0.2535,1455.055,1.1574
000430,张家界,12.26,12.5,37.9014,60.5096,0.1886,484.0094,1.5085
000488,晨鸣纸业,3.63,2.64,19.7814,505.2044,0.2608,19101.6771,9.8645
000498,山东路桥,11.73,4.54,15.6716,311.2477,0.2778,6842.2455,6.1083
000501,鄂武商A,18.55,3.84,20.8242,659.6948,1.3005,17160.8422,33.8312
000502,绿景控股,1.6,5.33,58.7065,3.2628,0.0176,61.1623,0.3309
000503,海虹控股,1.9,12.8,48.214,24.9773,0.0277,195.0714,0.217
000504,*ST生物,-555.29,-142.33,26.8066,-26.1512,-0.0839,18.3728,0.0589
000505,*ST珠江,-1114.22,-72.59,21.7832,-173.4229,-0.4063,238.9042,0.5598
000506,中润资源,-15.34,-60.63,-5.7876,-216.5672,-0.2331,357.1553,0.3844
000507,珠海港,0.7,0.8,14.9019,17.1438,0.0217,2139.038,2.7092
000509,华塑控股,-119.83,-22.47,10.8299,-50.9158,-0.0616,226.5759,0.2744
000510,金路集团,-20.04,-7.17,3.5525,-147.2744,-0.2417,2052.1865,3.3687
000511,*ST烯碳,-19.4,-16.44,1.5882,-271.3579,-0.2349,1650.2718,1.429
000513,丽珠集团,13.95,9.3,61.3488,515.9784,1.7448,5544.2338,18.7481
000514,渝开发,4.35,6.28,24.5682,122.3885,0.145,1947.0089,2.3075
000516,国际医学,21.97,9.02,20.6541,350.2826,0.4909,3883.3471,5.4432
000517,荣安地产,8.17,8.74,19.1865,300.1284,0.2827,3433.7317,3.2353
000518,四环生物,0.87,2.46,59.2863,5.9566,0.0057,241.2307,0.2343
000519,中兵红箭,9.96,19.48,36.2413,396.6966,0.5375,2035.7332,2.7583
000520,长航凤凰,3471.6,438.68,12.5729,4307.337,4.2559,981.875,0.9701
000521,美菱电器,8.6,2.73,23.5082,294.5085,0.3856,10764.8083,14.0948
000523,广州浪奇,4.12,0.81,5.2941,43.9247,0.0986,5408.8262,12.1501
000524,岭南控股,6.56,12.04,56.622,36.3673,0.1348,301.8054,1.1191
000525,红太阳,11.25,6.26,16.925,427.083,0.8419,6812.4995,13.4303
000526,*ST紫学,1.25,10.45,69.5695,1.9665,0.0204,18.8056,0.1954
000528,柳工,2.18,1.92,21.9356,198.52,0.1764,10293.4061,9.1477
000529,广弘控股,14.4,8.16,11.3305,153.1442,0.2623,1876.1761,3.2137
000530,大冷股份,5.86,8.09,23.7891,115.4397,0.3298,1425.7156,4.0732
000531,穗恒运A,20.57,14.68,32.6109,645.4494,0.9421,4394.4708,6.4145
000532,力合股份,4.64,18.27,38.612,31.5671,0.0915,172.7204,0.501
000533,万家乐,9.85,3.26,32.6729,127.1532,0.184,3896.4586,5.6403
000534,万泽股份,4.03,9.72,52.4154,51.2344,0.1033,526.6403,1.0621
000536,华映科技,8.91,3.55,11.506,249.7235,0.3205,7018.1866,9.008
000537,广宇发展,15.5,21.87,49.0718,280.6427,0.5473,1283.1865,2.5027
000538,云南白药,22.4,13.32,30.164,2506.0765,2.4064,18814.3664,18.0664
000539,粤电力A,14.09,10.34,27.9085,3003.9771,0.6865,29046.5687,6.6388
000540,中天金融,21.96,14.07,31.2911,1603.5796,0.9338,11390.9084,6.6333
000541,佛山照明,8.74,8.67,26.7736,266.125,0.2719,3068.6412,3.1358
000543,皖能电力,10.5,7.21,19.5221,927.9268,0.881,12866.2663,12.2166
000544,中原环保,7.45,11.44,31.7779,66.17,0.2455,578.2778,2.146
000545,金浦钛业,2.56,5.67,13.6443,41.6975,0.1098,734.9438,1.9363
000546,金圆股份,7.93,9.44,28.7559,129.6621,0.2166,1373.4698,2.295
000547,航天发展,9.08,24.16,35.8092,206.8765,0.218,855.9813,0.9023
000548,湖南投资,1.2,8.68,64.6237,17.8672,0.0357,205.6835,0.412
000550,江铃汽车,19.88,8.25,25.2124,2107.8521,2.4418,25537.2896,29.5839
000551,创元科技,2.34,1.36,25.4715,31.0508,0.0776,2273.2915,5.682
000552,靖远煤电,12.25,10.04,26.4338,331.9888,0.4618,3303.486,4.5952
000553,沙隆达A,24.49,15.7,29.9858,491.7719,0.828,3131.1863,5.272
000554,泰山石油,0.74,0.17,6.1316,6.7891,0.0141,3911.8103,8.1361
000555,神州信息,9.54,4.26,18.3198,279.5311,0.6187,6559.0079,14.5196
000557,西部创业,0.83,13.98,61.6696,1.1728,0.0017,8.386,0.0122
000558,莱茵体育,2.61,1.15,15.9462,43.0016,0.05,3717.361,4.3251
000559,万向钱潮,17.75,7.19,22.2041,706.8095,0.3696,9828.8757,5.1408
000560,昆百大A,5.78,4.33,37.0467,71.0627,0.4183,1640.1962,9.6554
000561,烽火电子,3.98,4.05,40.0688,37.518,0.0629,926.0143,1.5541
000563,陕国投A,9.19,41.96,55.9237,350.6318,0.2886,835.479,0.6878
000564,供销大集,3.53,1.5,25.7671,60.4643,0.1277,4006.5494,8.4649
000565,渝三峡A,7.01,8.06,22.7613,44.5868,0.257,552.8254,3.1874
000566,海南海药,10.01,12.11,41.0381,162.7844,0.3287,1343.2161,2.7125
000567,海德股份,3.17,42.05,8.7129,6.1924,0.0409,14.7249,0.0973
000568,泸州老窖,9.05,16.43,47.6136,879.7946,0.6274,5353.4422,3.8177
000570,苏常柴A,3.31,2.57,13.3638,64.2021,0.1143,2489.7921,4.4351
000571,新大洲A,3.49,8.01,34.2884,76.292,0.0937,951.9548,1.1693
000572,海马汽车,2.95,1.72,15.6064,213.1452,0.1296,12351.9819,7.5104
000573,粤宏远A,0.87,1.61,30.225,14.0145,0.0225,870.3479,1.3975
000576,广东甘化,1.0,2.15,6.9593,10.2596,0.0231,476.1058,1.075
000581,威孚高科,14.17,24.22,25.4038,1539.4397,1.5089,6354.48,6.2286
000582,北部湾港,17.3,14.07,26.9487,596.5885,0.7169,4237.7277,5.0925
000584,友利控股,8.59,8.1,29.0234,163.2782,0.2662,2013.7919,3.2834
000585,东北电气,2.15,3.12,24.4769,6.1691,0.007,197.5135,0.2261
000586,汇源通信,3.23,1.44,18.4761,6.8646,0.0354,474.8884,2.4549
000587,金洲慈航,10.91,1.37,4.8506,142.4236,0.2556,10332.5277,18.5458
000589,黔轮胎A,4.4,2.98,20.1404,166.1369,0.2142,5563.482,7.1743
000590,启迪古汉,-46.58,-42.22,51.6404,-85.7705,-0.384,203.122,0.9095
000591,太阳能,0.97,0.08,15.304,3.8809,0.0141,4748.7783,17.2914
000592,平潭发展,6.19,8.14,19.1307,70.4122,0.083,864.7541,1.0204
000593,大通燃气,2.58,3.87,29.5657,17.1691,0.0613,442.8902,1.582
000595,*ST宝实,7.03,4.62,1.9229,20.5865,0.0831,444.9958,1.7965
000596,古井贡酒,14.27,12.83,68.6279,597.0419,1.1855,4650.8559,9.2352
000597,东北制药,3.26,2.0,31.5293,87.075,0.1834,4333.3216,9.1294
000598,兴蓉环境,10.08,27.6,44.1512,752.0334,0.2518,2724.2564,0.9122
000599,青岛双星,2.33,1.46,14.4726,58.1757,0.0862,3977.9907,5.8969
000600,建投能源,22.73,18.76,37.3255,2043.1928,1.1404,10891.1355,6.0789
000601,韶能股份,6.93,8.69,27.5413,261.7367,0.2422,3009.5208,2.7851
000603,盛达矿业,33.75,31.87,80.3523,236.2388,0.4678,741.2162,1.4677
000605,渤海股份,4.39,5.78,22.6792,42.1537,0.2161,728.2493,3.7347
000606,神州易桥,-14.4,-32.21,-1.5142,-115.5891,-0.2448,358.7713,0.7599
000607,华媒控股,14.95,12.7,27.4531,188.6653,0.1853,1485.2402,1.4594
000608,阳光股份,-17.76,-43.07,45.9505,-585.172,-0.7803,1358.598,1.8116
000609,绵石投资,9.4,19.46,41.4576,120.4143,0.4039,618.6743,2.0754
000610,西安旅游,-4.79,-2.98,7.5346,-20.8618,-0.106,698.8601,3.552
000611,*ST天首,-9.61,-77.76,-10.0901,-52.2385,-0.1623,67.1771,0.2087
000612,焦作万方,7.53,6.78,8.9335,356.45,0.2963,5249.6486,4.3643
000613,*ST东海A,2.96,12.39,98.328,2.5035,0.0068,20.2021,0.0554
000615,京汉股份,2.01,2.26,11.9521,15.7491,0.0744,694.8858,3.2827
000616,海航投资,4.54,9.58,21.9623,191.7271,0.134,2000.6338,1.3988
000617,中油资本,-19.22,-12.39,11.3046,-115.1806,-0.4005,929.5187,3.2326
000619,海螺型材,4.58,2.78,14.1869,108.5845,0.3016,3903.9651,10.8443
000620,新华联,11.99,12.03,25.4422,421.4569,0.2637,3501.0242,2.1909
000622,*ST恒立,-18.24,-66.78,11.5511,-36.5529,-0.0859,54.7317,0.1287
000623,吉林敖东,11.21,62.97,69.0292,1410.6925,1.5771,2240.0993,2.5044
000625,长安汽车,29.49,14.28,18.2327,7561.0816,1.6215,52913.3321,11.3477
000626,远大控股,35.85,0.5,0.4622,232.5925,1.1486,45638.5318,225.3754
000627,天茂集团,5.78,10.39,-2.8955,83.8228,0.0619,806.4427,0.5957
000628,高新发展,-25.56,-2.14,11.1863,-41.8067,-0.1904,1952.8076,8.8974
000629,*ST钒钛,-35.6,-22.5,24.1812,-3775.4274,-0.4395,16779.308,1.9534
000630,铜陵有色,2.02,0.33,3.0053,300.6608,0.1572,88818.4858,46.45
000631,顺发恒业,16.56,11.91,33.3699,584.5085,0.559,4906.8728,4.6932
000632,三木集团,0.96,0.27,5.5455,12.0814,0.0259,4358.6597,9.3629
000633,*ST合金,-14.6,-33.03,1.6372,-28.9003,-0.075,87.4969,0.2272
000635,英力特,1.88,2.7,16.9098,52.2945,0.1725,1932.6454,6.3765
000636,风华高科,2.53,4.18,16.8628,94.1459,0.1166,2247.9195,2.7843
000637,茂化实华,8.88,1.8,8.1089,72.387,0.1392,4014.6924,7.7224
000638,万方发展,1.3,1.56,4.1837,3.0254,0.0097,193.1504,0.6242
000639,西王食品,9.63,6.28,27.6585,117.494,0.6238,1870.3228,9.9314
000650,仁和药业,14.8,13.35,45.7332,300.9076,0.3037,2253.2124,2.2744
000651,格力电器,32.05,10.27,36.1003,14155.1672,4.706,137750.3584,45.7967
000652,泰达股份,10.49,3.84,18.8097,247.9635,0.168,6443.7103,4.3669
000655,金岭矿业,6.6,13.58,32.9101,209.1467,0.3513,1539.7926,2.5864
000656,金科股份,8.62,5.24,23.0141,907.8841,0.6585,17323.5073,12.5665
000657,中钨高新,0.63,0.26,11.0424,22.0102,0.035,8379.7887,13.3297
000659,珠海中富,3.73,1.76,18.4137,41.8221,0.0325,2370.8089,1.8439
000661,长春高新,21.78,14.06,76.5378,318.1713,2.4227,2262.3044,17.2265
000662,天夏智慧,1.67,1.92,14.3703,9.6188,0.0333,499.432,1.7342
000663,永安林业,-6.39,-4.49,16.0284,-20.6659,-0.1019,460.0062,2.2687
000665,湖北广电,4.87,13.75,46.5248,245.0369,0.4186,1781.4319,3.0436
000666,经纬纺机,9.69,10.58,17.7155,541.8386,0.7695,5117.653,7.268
000667,美好置业,1.38,3.57,30.5557,75.3178,0.0294,2105.3639,0.8225
000668,荣丰控股,-7.4,-425.79,59.2421,-46.0853,-0.3138,10.8233,0.0737
000669,金鸿能源,7.84,11.64,30.3375,315.6267,0.7821,2710.9686,6.7179
000670,盈方微,1.04,2.96,38.641,5.1874,0.0063,174.9157,0.2141
000671,阳光城,20.6,9.52,29.1408,1323.7124,1.0307,13894.1257,10.8189
000672,上峰水泥,21.32,13.53,29.1595,370.5016,0.4553,2736.6412,3.3635
000673,当代东方,-5.18,-2.48,74.5796,-0.5562,-0.0026,22.4009,0.1076
000676,智度股份,-48.3,-18.38,33.5208,-68.5898,-0.218,373.0756,1.1859
000677,恒天海龙,-203.37,-23.82,-1.5362,-429.6132,-0.4972,1803.4286,2.0873
000678,襄阳轴承,0.59,0.49,13.1659,6.3247,0.0147,1266.7491,2.9522
000679,大连友谊,3.84,1.56,31.0862,56.4569,0.1584,3596.9618,10.0924
000680,山推股份,1.13,0.63,14.7953,46.4313,0.0374,7269.4535,5.8587
000681,视觉中国,10.43,36.24,55.3853,141.7685,0.2115,391.092,0.5837
000682,东方电子,3.01,2.39,35.7142,44.1652,0.0451,1840.5952,1.8816
000683,远兴能源,3.44,2.88,30.1665,208.0564,0.1496,7199.7255,5.1775
000685,中山公用,10.0,64.76,37.8296,747.9863,0.9605,1154.8749,1.4831
000686,东北证券,12.21,34.29,44.7016,1060.0254,0.5416,3090.9843,1.5793
000687,华讯方舟,1.03,1.99,5.6732,14.3923,0.019,722.5667,0.954
000688,建新矿业,26.74,32.68,48.9029,322.6059,0.2836,986.9219,0.8677
