code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,38.2797,224.2098,20.7178,11.661,,20.7178
000002,万科A,53.1408,63.8168,68.0077,99.2848,,47.6237
000004,国农科技,-46.8301,,-2.6072,55.315,,-10.4653
000005,世纪星源,824.2663,,0.5437,-11.4681,,0.5437
000006,深振业A,2.0352,837.7736,23.3182,11.2113,,22.8282
000007,全新好,74.6356,,,,,-8.3455
000008,神州高铁,-72.4694,,2.2635,-18.2908,,3.1096
000009,中国宝安,29.4058,-6.5662,4.9524,3.4215,,-1.1113
000010,美丽生态,-68.5092,-423.0171,-83.9117,-68.5485,,-72.7824
000011,深物业A,-56.7709,-211.7999,1.0541,-21.143,,1.0541
000012,南玻A,27.8477,8.8609,9.3248,19.196,,6.3522
000014,沙河股份,-6.6062,69.3964,24.5682,-0.0463,,15.1649
000016,深康佳A,7.4632,15.2888,1.4254,14.7571,,1.125
000017,深中华A,32.5877,-131.2267,,-30.593,,8.9103
000018,神州长城,-2.3243,,-18.5644,-10.49,,-16.0382
000019,深深宝A,27.7086,93.603,-1.59,-6.2807,,3.4936
000020,深华发A,61.0772,-64.4885,1.8389,-4.8774,,1.8389
000021,深科技,20.238,9.6928,8.3001,-4.4857,,8.3401
000022,深赤湾A,0.6404,-5.5399,-3.6811,-3.1698,,3.061
000023,深天地A,-0.0241,,-0.7985,20.4024,,-1.7199
000025,特力A,7.4473,18.6095,2.0658,5.3059,,3.886
000026,飞亚达A,41.7799,113.4902,5.0902,17.4053,,5.1716
000027,深圳能源,2.0773,19.0166,5.381,-1.0262,,7.7677
000028,国药一致,238.5461,164.4558,20.1658,160.3461,,14.3425
000029,深深房A,108.2738,197.3662,4.8469,-6.6742,,4.9959
000030,富奥股份,-98.9619,,,-88.7383,,0.2811
000031,中粮地产,2.7013,2.5329,6.2846,6.3253,,6.3776
000032,深桑达A,12.701,18.7667,5.6007,32.0113,,3.4287
000033,*ST新都,-1.2439,-41.9963,0.4412,8.6038,,0.4412
000034,神州数码,-19.0641,,,-40.9004,,37.5342
000035,中国天楹,-88.9836,,,-2.636,,11.9942
000036,华联控股,188.9576,462.0121,31.3083,40.6718,,7.9989
000038,深大通,-83.8326,,-50.6717,-21.8751,,-50.6717
000039,中集集团,0.853,-17.8544,9.8517,20.9447,,13.2089
000040,东旭蓝天,62.3586,,13.4627,6.773,,5.9357
000042,中洲控股,-51.1604,-1.3692,8.0773,46.1956,,7.2118
000043,中航地产,84.212,160.6588,36.7724,15.0139,,18.5648
000045,深纺织A,35.0209,-38.063,1.525,3.8784,,0.6958
000046,泛海控股,-76.4843,100.8203,6.1583,38.1138,,8.6439
000048,康达尔,-17.4871,-544.4178,26.497,-6.972,,18.6264
000049,德赛电池,58.398,21.5947,,,,13.5771
000050,深天马A,35.1022,89.9976,11.0141,14.1708,,10.1187
000055,方大集团,20.4894,566.3898,-10.6623,-1.3577,,-10.8002
000056,皇庭国际,-76.1978,-387.3214,-14.5139,-17.482,,-12.2688
000058,深赛格,10.1087,,-7.8005,-6.5679,,-5.2948
000059,华锦股份,26.6416,-65.1538,4.5715,9.1784,,7.0911
000060,中金岭南,38.7958,308.522,59.0957,29.8991,,62.9845
000061,农产品,-23.3098,-69.0691,4.6581,-7.407,,-1.5319
000062,深圳华强,-18.2338,33.9818,-2.3584,-3.4753,,-1.0655
000063,中兴通讯,6.1601,-45.1069,5.8984,22.4685,,5.6723
000065,北方国际,26.6026,-30.5965,13.5772,27.3388,,3.5926
000066,中国长城,45.6977,-81.7148,-5.3011,-1.4152,,-5.3011
000068,华控赛格,-20.6404,-84.177,0.1251,-13.0713,,0.1251
000069,华侨城A,29.631,0.7384,7.2588,59.1205,,10.0752
000070,特发信息,23.8511,,-19.402,-12.3382,,-19.402
000088,盐田港,16.7149,22.3019,-0.2061,-0.8446,,-1.2199
000089,深圳机场,14.9881,31.497,6.2638,6.2547,,6.1923
000090,天健集团,15.7142,174.5369,8.0561,4.755,,8.0561
000096,广聚能源,16.0663,59.6747,5.9207,6.9188,,6.1319
000099,中信海直,5.2156,-29.0354,3.8635,10.5249,,3.8798
000100,TCL集团,-2.0655,,-13.1185,-11.6928,,1.1096
000150,宜华健康,-36.1663,,-10.28,-5.8347,,-9.9052
000151,中成股份,-23.9591,-2.2191,-22.6584,-9.9593,,1.9181
000153,丰原药业,38.8286,-11.2672,1.0808,4.5589,,1.1879
000155,*ST川化,8.8397,-38.114,6.8817,11.847,,2.8622
000156,华数传媒,-9.913,,-456.6099,-39.1904,,-489.7846
000157,中联重科,40.6434,59.4503,25.5119,21.49,,25.9813
000158,常山股份,16.0744,36.007,4.7406,1.709,,4.998
000159,国际实业,19.489,-28.8994,-11.3541,-16.6154,,-12.7051
000301,东方市场,2.6177,205.3751,60.8984,10.1057,,60.9457
000400,许继电气,15.6061,-14.3144,7.4033,20.7116,,6.3237
000401,冀东水泥,7.4674,70.2833,13.0305,11.6007,,8.6049
