code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,0.74,-20.43,5.79,13.17,1.24,231138.8,7.82,,08-21
000002,万科A,0.23,22.99,3.14,7.61,0.89,252439.24,22.48,,08-04
000004,国农科技,-0.01,-42.36,0.72,-1.62,0.09,-98.53,-42.19,,08-15
000005,世纪星源,-0.0,-133.33,0.82,-0.29,-0.03,-216.46,-139.44,,08-28
000006,深振业A,0.21,-53.88,3.63,6.3,0.4,10851.06,-53.95,,08-12
000007,全新好,0.17,-268.63,-0.29,,-0.06,3176.18,-268.86,,08-22
000008,神州高铁,-0.0,-233.33,1.0,,-0.01,-32.68,-234.52,,08-07
000009,中国宝安,0.15,3.45,1.81,8.65,0.65,15594.34,3.64,,08-28
000010,美丽生态,0.04,-500.0,0.31,15.47,-0.04,650.46,-982.45,,08-17
000011,深物业A,0.2,-3482.76,1.25,17.04,0.84,10629.72,-3506.09,10派0.112送1,08-13
000012,南玻A,0.21,-40.0,3.86,5.56,0.54,26116.0,-36.28,,08-04
000014,沙河股份,0.16,-218.62,2.06,7.83,0.42,3159.78,-218.55,,08-26
000016,深康佳A,0.07,-0.3,3.15,2.1,0.08,8030.2,-0.31,,08-27
000017,深中华A,-0.12,1123.96,-3.83,,0.0,-5633.29,1120.48,,08-15
000018,神州长城,-0.01,-66.67,0.76,-1.0,0.01,-126.59,-70.54,,08-19
000019,深深宝A,-0.01,-134.71,1.82,-0.69,0.03,-229.49,-134.79,,08-12
000020,深华发A,0.02,-266.67,0.89,1.74,-0.28,435.92,-274.13,,08-17
000021,深科技,0.12,-23.07,3.96,2.93,0.23,10240.18,-23.08,,08-28
000022,深赤湾A,0.31,-39.57,4.09,7.14,0.46,20014.44,-39.53,,08-29
000023,深天地A,-0.01,-148.7,2.03,-0.52,0.32,-155.3,-149.57,,08-07
000025,特力A,0.01,-192.86,0.76,1.68,0.2,277.31,-186.94,,08-13
000026,飞亚达A,0.11,-29.22,2.71,3.95,0.32,2716.71,-29.29,,08-19
000027,深圳能源,0.47,113.64,5.48,8.86,0.61,104157.24,110.52,,08-19
000028,国药一致,0.34,28.95,2.55,13.96,0.52,9878.39,28.74,,08-28
000029,深深房A,0.01,-44.93,1.2,0.64,-0.02,772.53,-44.52,,08-15
000030,富奥股份,-0.05,8.1,-6.02,,-0.0,-1346.95,8.19,,08-26
000031,中粮地产,-0.0,-101.82,1.78,-0.1,0.36,-335.33,-103.31,,08-26
000032,深桑达A,0.07,-75.09,3.15,2.22,0.18,1686.47,-74.98,,08-22
000033,*ST新都,-0.02,109.65,0.91,-2.59,0.0,-788.34,110.32,,08-27
000034,神州数码,-0.02,-40.0,-3.22,,0.0,-628.79,-25.77,,08-18
000035,中国天楹,-0.09,-115.52,-8.3,,-0.0,-1359.92,-115.73,,08-24
000036,华联控股,0.17,-430.4,1.23,14.76,0.49,18562.99,-444.25,,08-27
000037,*ST南电A,0.1,83.64,3.04,3.32,0.04,6096.17,101.44,,08-03
000038,深大通,-0.03,-32.5,0.7,-3.81,-0.84,-255.88,-21.84,,07-28
000039,中集集团,0.31,-19.43,4.91,6.2,0.55,82585.0,-19.49,,08-20
000040,东旭蓝天,-0.06,-6.67,1.67,-3.26,-0.01,-2620.23,-8.08,,08-26
000042,中洲控股,0.6,-550.08,8.23,7.73,2.19,14269.29,-550.13,,08-22
000043,中航地产,0.05,-35.73,7.55,0.68,-0.71,1151.39,-35.74,,07-23
000045,深纺织A,0.09,-35.71,1.89,5.28,0.05,2261.14,-32.02,,08-20
000046,泛海控股,0.06,-23.38,3.62,1.51,-0.05,12454.55,-28.78,,08-15
000048,康达尔,-0.02,-130.36,-0.42,,0.48,-661.05,-130.27,,08-25
000049,德赛电池,-0.12,-988.46,0.99,-10.96,-0.26,-1579.98,-988.1,,08-25
000050,深天马A,-0.17,-256.36,2.18,-7.58,0.27,-9863.39,-333.29,,08-20
000055,方大集团,0.07,41.0,1.37,5.25,0.11,3007.66,44.61,,07-17
000056,皇庭国际,0.05,1563.33,1.04,4.91,-0.1,1102.22,1441.2,,08-26
000058,深赛格,-0.19,-602.7,1.45,-12.0,0.03,-14608.35,-608.98,,08-22
000059,华锦股份,0.18,-8.0,5.2,3.51,0.26,21537.22,-8.12,,08-21
000060,中金岭南,0.1,-83.05,3.71,2.97,0.47,10743.4,-82.29,,08-21
000061,农产品,0.18,-5.26,3.8,4.71,0.16,13701.37,87.72,,08-12
000062,深圳华强,-0.13,18.18,4.48,-2.95,0.17,-4003.9,20.69,,08-25
000063,中兴通讯,0.45,9.76,8.45,5.4,-0.67,78336.7,40.54,,08-20
000065,北方国际,0.16,-245.45,2.58,6.29,0.13,2615.17,-246.68,,08-01
000066,中国长城,0.18,114.29,3.32,7.71,-0.12,10051.72,117.19,,08-28
000068,华控赛格,-1.08,-7077.42,1.04,-68.46,0.25,-96971.26,-7071.74,,08-15
000069,华侨城A,0.17,4.22,2.19,7.94,0.48,45354.73,4.14,,08-08
000070,特发信息,0.07,73.76,2.71,2.74,-0.27,1837.34,73.61,,08-26
000078,海王生物,0.03,-38.59,1.06,2.73,0.08,1985.76,-38.56,,08-29
000088,盐田港,0.17,-16.95,3.01,5.45,0.11,21471.99,-16.95,,08-27
000089,深圳机场,0.17,307.04,2.86,5.99,0.07,28341.22,317.68,,07-31
000090,天健集团,0.07,-26.05,5.03,1.37,0.15,3048.03,11.05,,08-18
000096,广聚能源,0.12,-29.41,3.0,3.93,-0.05,6201.37,-31.84,,08-18
000099,中信海直,0.13,190.36,2.82,4.63,0.13,6651.35,190.37,,08-20
000100,TCL集团,0.04,-77.48,1.67,2.4,0.07,9890.81,-76.46,,08-19
000150,宜华健康,0.1,158.38,2.03,4.96,-0.08,3095.92,155.17,,08-31
000151,中成股份,0.05,-11.95,2.96,1.73,-0.42,1525.9,-11.98,,07-31
000153,丰原药业,0.03,53.37,2.52,1.27,0.4,828.13,52.87,,08-28
000155,*ST川化,0.16,-30.43,3.77,4.14,0.37,7294.97,-33.92,,07-30
000156,华数传媒,0.12,156.41,-4.68,,0.29,1458.63,162.17,,07-23
000157,中联重科,0.71,20.23,3.97,19.37,0.41,108472.37,20.22,,08-07
000158,常山股份,0.11,175.0,3.24,3.56,-0.01,8191.28,198.19,,08-28
000159,国际实业,0.27,-21.27,4.46,6.0,-0.3,6554.24,-17.12,,08-18
000166,申万宏源,0.24,41.18,,,,159705.03,41.98,,07-13
000301,东方市场,0.05,-44.97,1.99,2.56,0.07,6332.13,-45.0,,08-25
000333,美的集团,,,,,,94144.42,19.69,,09-27
000338,潍柴动力,1.47,-53.92,11.11,14.11,1.0,122203.08,-26.42,,08-29
000400,许继电气,0.15,34.67,5.79,2.65,-0.36,5714.53,34.59,,08-26
000401,冀东水泥,0.25,61.68,5.04,5.03,0.38,30551.25,97.95,,08-18
000402,金融街,0.3,400.0,5.99,5.08,-0.41,75525.5,445.7,,08-20
000403,ST生化,0.01,-99.46,0.02,66.05,0.17,186.87,-99.48,,08-25
000404,华意压缩,0.14,8.92,1.52,9.8,-0.16,4594.76,5.28,,08-11
000407,胜利股份,0.03,-64.29,1.65,1.85,0.04,1563.89,-47.94,,08-08
000408,*ST金源,-0.18,50.83,0.87,-18.83,0.01,-4554.89,49.5,,08-28
000409,山东地矿,-0.02,53.85,0.3,-6.63,-0.03,-347.12,54.43,,08-26
000410,沈阳机床,-0.09,-200.0,2.25,-3.84,-1.21,-4713.06,-200.93,,08-21
000411,英特集团,0.07,37.09,0.72,9.76,-0.26,1387.75,37.07,,08-12
000413,东旭光电,-0.01,-271.08,0.64,-2.2,-0.03,-542.51,-270.93,,08-22
000415,渤海金控,-0.06,91.82,1.06,-5.79,0.02,-1900.71,91.89,,08-22
000416,民生控股,0.12,-656.13,1.32,9.35,-0.05,6269.12,-656.32,,08-26
000417,合肥百货,0.16,31.4,1.86,8.42,0.3,7709.42,70.79,,08-22
000418,小天鹅A,0.12,0.0,3.13,4.11,0.19,6739.23,0.98,,08-20
000419,通程控股,0.08,-27.38,2.1,3.97,0.4,2922.57,45.21,,08-29
000420,吉林化纤,-0.21,9.15,2.14,-9.23,0.34,-7757.39,6.62,,08-20
000421,南京公用,0.11,-37.54,1.78,6.58,0.4,3967.17,-37.54,,08-26
000422,湖北宜化,0.2,-69.76,3.69,5.42,0.93,10949.77,-69.8,,08-05
000423,东阿阿胶,0.3,30.43,2.79,10.7,0.39,15880.27,33.47,,08-20
000425,徐工机械,0.02,1100.0,2.33,1.05,0.46,1330.31,1122.83,,08-26
000426,兴业矿业,0.3,2900.0,3.16,9.11,-0.01,11293.13,4149.54,,08-26
000428,华天酒店,0.13,-58.06,2.25,5.91,0.35,7360.79,-34.95,10派0.1,08-17
000429,粤高速A,0.17,-15.0,2.79,6.12,0.17,21591.47,-14.06,,08-20
000430,张家界,-0.07,-275.0,-0.26,,0.03,-1602.53,-325.63,,07-21
000488,晨鸣纸业,0.08,-86.18,5.97,1.28,-0.26,15748.73,-83.38,,08-28
000498,山东路桥,-0.2,-13.04,-1.89,,-0.0,-7753.6,-13.54,,08-20
000501,鄂武商A,0.27,78.67,2.78,10.11,0.41,13581.68,83.95,10派2,08-15
000502,绿景控股,0.15,-3.22,1.46,11.11,0.59,2833.01,-3.22,,08-12
000503,海虹控股,0.0,50.0,1.72,0.16,0.01,200.15,45.93,,08-27
000504,*ST生物,-0.04,-8.19,0.86,-4.2,0.22,-1144.49,-8.75,,08-20
000505,*ST珠江,0.2,-280.64,1.45,23.02,0.09,8480.34,-282.33,,08-24
000506,中润资源,0.11,-3674.19,0.7,17.19,-0.07,8581.7,-11177.63,,08-21
