code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,0.72,-14.29,10.0,7.35,-1.93,1229200.0,6.1,,08-12
000002,万科A,0.48,10.39,8.83,5.2,2.34,535131.0,10.42,,08-22
000004,国农科技,0.04,147.22,,3.6,,298.57,146.3,,08-31
000005,世纪星源,0.12,-580.0,,10.48,,12697.8,-647.59,,08-25
000006,深振业A,0.08,-60.46,,2.3,,10208.52,-60.44,,08-19
000007,全新好,-0.12,258.7,,-7.49,,-2666.5,258.3,,08-30
000008,神州高铁,0.01,-88.89,,1.25,,4193.92,-40.06,,08-25
000009,中国宝安,0.05,-37.84,,1.61,,7251.65,-38.77,,08-30
000010,美丽生态,0.03,1046.43,,1.2,,2632.24,1519.15,,08-24
000011,深物业A,-0.01,-116.83,,-0.25,,-524.87,-116.84,,08-27
000012,南玻A,0.22,120.0,,5.99,,46688.33,126.9,,08-16
000014,沙河股份,-0.05,-171.55,,-1.48,,-1044.9,-171.59,,08-27
000016,深康佳A,0.01,-102.15,,0.46,,1283.47,-104.32,,08-30
000017,深中华A,0.0,0.0,,3.74,,44.84,7.73,,08-26
000018,神州长城,0.12,-3100.0,,14.47,,20229.94,-33341.44,,08-27
000019,深深宝A,-0.03,-288.7,,-1.63,,-1509.92,-383.95,,08-23
000020,深华发A,0.03,-48.7,,2.31,,727.3,-48.7,,08-31
000021,深科技,0.15,57.01,,4.07,,21753.67,56.94,,08-31
000022,深赤湾A,0.41,10.13,,5.88,,26653.55,10.15,,08-26
000023,深天地A,0.06,-28.15,,2.02,,775.96,-28.07,,08-06
000025,特力A,0.06,101.69,,2.02,,1774.8,131.99,,08-26
000026,飞亚达A,0.14,-25.86,,2.59,,6051.3,-17.23,,08-26
000027,深圳能源,0.22,-16.96,,3.85,,85217.06,-16.97,,08-26
000028,国药一致,1.5,39.98,,9.53,,54212.21,39.97,,08-18
000029,深深房A,0.13,-27.73,,5.62,,13476.11,-27.71,,08-27
000030,富奥股份,0.29,31.82,,7.58,,36917.76,27.89,,08-29
000031,中粮地产,0.09,-18.18,,2.72,,16093.83,-18.1,,08-31
000032,深桑达A,0.09,-555.0,,2.74,,3832.97,-1186.28,,08-26
000033,*ST新都,0.0,-114.69,,18.96,,201.42,-119.13,,07-28
000034,神州数码,0.45,608.59,,14.61,,25183.67,1005.88,,08-30
000035,中国天楹,0.06,-47.18,,3.82,,7197.55,7.94,,08-27
000036,华联控股,0.38,-2846.43,,19.14,,43211.98,-2864.71,,08-31
000037,*ST南电A,-0.09,-47.06,,-9.29,,-5645.47,-44.95,,08-23
