code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,,,,,,
000002,万科A,26.5134,13.578,0.1074,3351.9553,0.1053,3418.8034
000004,国农科技,25.6584,14.0305,0.1849,1946.9984,0.222,1621.6216
000005,世纪星源,18.806,19.1428,1.6533,217.7463,0.1554,2316.6023
000006,深振业A,124.22,2.8981,0.207,1739.1304,0.2128,1691.7293
000007,全新好,1.0675,337.2365,0.6442,558.8327,0.151,2384.106
000008,神州高铁,1.9883,181.0592,1.6249,221.5521,0.6234,577.4783
000009,中国宝安,2.4075,149.5327,0.2085,1726.6187,0.1963,1833.9277
000010,美丽生态,5.4848,65.6359,1.9347,186.0754,0.5911,609.034
000011,深物业A,10.1249,35.5559,0.0827,4353.0834,0.1084,3321.0332
000012,南玻A,7.5204,47.8698,5.9699,60.3025,2.1923,164.2111
000014,沙河股份,30.6743,11.7362,0.0739,4871.4479,0.0929,3875.1346
000016,深康佳A,4.0064,89.8562,2.0369,176.7392,0.7038,511.509
000017,深中华A,11.0923,32.4549,6.6246,54.3429,1.5734,228.8039
000018,神州长城,,,,,0.0805,4472.0497
000019,深深宝A,2.024,177.8656,0.7897,455.8693,0.3135,1148.3254
000020,深华发A,1.9322,186.3161,6.4062,56.1956,0.2798,1286.6333
000021,深科技,3.4955,102.9896,9.2582,38.8844,0.6418,560.9224
000022,深赤湾A,4.0345,89.2304,24.1062,14.9339,1.2864,279.8507
000023,深天地A,0.6688,538.2775,0.8171,440.5825,0.3209,1121.8448
000025,特力A,57.8885,6.2189,4.1322,87.1207,0.5366,670.8908
000026,飞亚达A,4.217,85.3687,0.4908,733.4963,0.6114,588.8126
000027,深圳能源,2.0597,174.7827,3.0201,119.2014,0.3976,905.4326
000028,国药一致,1.7226,208.9864,5.1882,69.3882,1.1164,322.4651
000029,深深房A,6.319,56.971,0.2657,1354.9116,0.3005,1198.0033
000030,富奥股份,2.2186,162.2645,3.4487,104.3872,0.6933,519.2557
000031,中粮地产,17.805,20.219,0.0669,5381.1659,0.0657,5479.4521
000032,深桑达A,4.9701,72.4332,1.5456,232.9193,0.6028,597.213
000033,*ST新都,4.2769,84.1731,15.6172,23.0515,1.2282,293.1119
000034,神州数码,8.1292,44.2848,1.8889,190.5871,0.8257,435.9937
000035,中国天楹,2.1047,171.0458,2.3407,153.8001,0.3493,1030.6327
000036,华联控股,18.4497,19.5125,0.0153,23529.4118,0.0241,14937.7593
000037,*ST南电A,1.5134,237.875,0.5842,616.2273,0.2113,1703.7388
000038,深大通,,,0.1344,2678.5714,0.1499,2401.6011
000039,中集集团,2.6908,133.7892,1.5174,237.2479,0.7041,511.291
000040,东旭蓝天,12.2151,29.4717,0.0895,4022.3464,0.1245,2891.5663
000042,中洲控股,201.4459,1.7871,0.0784,4591.8367,0.1469,2450.6467
000043,中航地产,3.9652,90.7899,0.098,3673.4694,0.1035,3478.2609
000045,深纺织A,3.3028,108.9984,2.3848,150.9561,0.3776,953.3898
000046,泛海控股,1.4248,252.667,0.0227,15859.0308,0.0292,12328.7671
000048,康达尔,29.148,12.3508,1.9187,187.627,0.9154,393.2707
000049,德赛电池,2.3126,155.6689,5.7812,62.2708,1.0284,350.0583
000050,深天马A,2.211,162.8223,2.858,125.9622,0.816,441.1765
000055,方大集团,0.9338,385.5215,0.9283,387.8057,0.3988,902.7081
000056,皇庭国际,3.2175,111.8881,1.5875,226.7717,1.3749,261.8372
000058,深赛格,2.329,154.5728,0.9173,392.4561,0.274,1313.8686
000059,华锦股份,54.4382,6.613,3.1136,115.6218,1.6569,217.2732
000060,中金岭南,23.0303,15.6316,3.0968,116.249,1.6804,214.2347
000061,农产品,11.5815,31.0841,174.4046,2.0642,0.3557,1012.0888
000062,深圳华强,23.3595,15.4113,0.6032,596.817,0.4154,866.6346
000063,中兴通讯,1.7813,202.0996,1.4767,243.7868,0.5387,668.2755
000065,北方国际,1.639,219.6461,3.1636,113.7944,0.2774,1297.765
000066,中国长城,2.8452,126.5289,3.0736,117.1265,1.0917,329.7609
000068,华控赛格,0.2608,1380.3681,4.4437,81.0136,0.0684,5263.1579
000069,华侨城A,19.2188,18.7317,0.104,3461.5385,0.1535,2345.2769
000070,特发信息,1.4516,248.0022,1.6465,218.6456,0.6479,555.6413
000078,海王生物,1.1867,303.3623,4.4454,80.9826,0.6141,586.2237
000088,盐田港,4.6716,77.0614,,,0.0804,4477.6119
000089,深圳机场,3.0647,117.4666,222.7973,1.6158,0.5913,608.828
000090,天健集团,6.8998,52.1754,0.4159,865.5927,0.3313,1086.6284
000096,广聚能源,183.3307,1.9637,27.2584,13.2069,0.4492,801.4248
000099,中信海直,1.3317,270.3312,1.0956,328.5871,0.4603,782.0986
000100,TCL集团,3.3221,108.3652,3.8111,94.4609,0.7766,463.5591
000150,宜华健康,4.0144,89.6772,0.1321,2725.2082,0.1541,2336.1454
000151,中成股份,4.8564,74.129,4.1746,86.2358,0.2009,1791.9363
000153,丰原药业,1.882,191.2859,2.2782,158.0195,0.8497,423.6789
000155,*ST川化,4.6387,77.608,2.1514,167.3329,0.3472,1036.8664
000156,华数传媒,2.8828,124.8786,15.0602,23.9041,0.2744,1311.9534
000157,中联重科,0.3409,1056.0282,0.6764,532.2295,0.1365,2637.3626
000158,常山股份,7.8523,45.8464,2.8321,127.1142,1.3262,271.4523
000159,国际实业,2.4175,148.9142,0.3593,1001.9482,0.1543,2333.1173
000166,申万宏源,,,,,,
000301,东方市场,7.1971,50.0201,0.3298,1091.5706,0.2555,1409.002
000333,美的集团,7.1812,50.1309,4.7467,75.8422,0.8504,423.3302
000338,潍柴动力,3.6354,99.0262,2.1749,165.5249,0.5875,612.766
000400,许继电气,0.3587,1003.6242,0.8534,421.842,0.2327,1547.0563
000401,冀东水泥,2.5751,139.8004,2.2414,160.6139,0.463,777.5378
000402,金融街,3.8676,93.081,0.0684,5263.1579,0.0709,5077.574
000403,ST生化,140.4397,2.5634,0.439,820.0456,0.6909,521.0595
000404,华意压缩,2.6789,134.3835,4.0977,87.8542,0.7287,494.0305
000407,胜利股份,3.6429,98.8224,2.6016,138.3764,0.748,481.2834
000408,*ST金源,1.2839,280.3957,,,0.2669,1348.8198
000409,山东地矿,2.8194,127.6867,2.7046,133.1066,0.3051,1179.941
000410,沈阳机床,0.3963,908.4027,0.4019,895.7452,0.1797,2003.3389
000411,英特集团,2.8547,126.1078,5.166,69.6864,1.4745,244.1506
000413,东旭光电,1.6465,218.6456,0.9048,397.878,0.1573,2288.6205
000415,渤海金控,5.4141,66.493,883.2659,0.4076,0.3045,1182.266
000416,民生控股,6.8782,52.3393,,,0.0516,6976.7442
000417,合肥百货,95.7125,3.7613,5.0737,70.9541,1.1232,320.5128
000418,小天鹅A,7.1743,50.1791,8.38,42.9594,0.6266,574.5292
000419,通程控股,183.9102,1.9575,4.7742,75.4053,1.1332,317.6844
000420,吉林化纤,5.0842,70.8076,2.2164,162.4256,0.4693,767.0999
000421,南京公用,9.8388,36.5898,3.1233,115.2627,1.1667,308.5626
000422,湖北宜化,12.8206,28.0798,1.6479,218.4599,0.6956,517.5388
000423,东阿阿胶,10.0561,35.7992,0.5831,617.3898,0.4489,801.9603
000425,徐工机械,0.4453,808.4437,1.0408,345.8878,0.2595,1387.2832
000426,兴业矿业,7.5511,47.6752,1.3341,269.8448,0.9637,373.5602
000428,华天酒店,5.9689,60.3126,0.1028,3501.9455,0.1677,2146.6905
000429,粤高速A,15.1365,23.7836,,,1.0629,338.696
000430,张家界,200.9073,1.7919,26.3525,13.6609,2.6551,135.5881
000488,晨鸣纸业,2.6125,137.799,1.3812,260.6429,0.395,911.3924
000498,山东路桥,0.8422,427.4519,0.566,636.0424,0.267,1348.3146
000501,鄂武商A,804.8406,0.4473,8.5577,42.0674,1.8985,189.6234
000502,绿景控股,3.76,95.7447,0.0455,7912.0879,0.0487,7392.1971
000503,海虹控股,25.2667,14.248,70.7215,5.0904,0.0779,4621.3094
000504,*ST生物,0.7198,500.1389,47.2884,7.6129,0.1987,1811.7765
000505,*ST珠江,10.2548,35.1055,0.2438,1476.6202,0.1468,2452.3161
000506,中润资源,12.6174,28.532,0.1291,2788.536,0.1094,3290.6764
000507,珠海港,3.2034,112.3806,10.9714,32.8126,0.8816,408.3485
000509,华塑控股,1.2551,286.8297,0.4207,855.7167,0.2115,1702.1277
000510,金路集团,31.2224,11.5302,5.5148,65.2789,1.8006,199.9334
000511,*ST烯碳,5.1203,70.3084,0.4109,876.1256,0.2308,1559.792
000513,丽珠集团,2.6957,133.546,1.3385,268.9578,0.9156,393.1848
000514,渝开发,5.0686,71.0255,0.0824,4368.932,0.0593,6070.8263
000516,国际医学,48.4267,7.4339,40.5575,8.8763,1.0264,350.7405
000517,荣安地产,11.4077,31.5576,0.0361,9972.2992,0.051,7058.8235
000518,四环生物,1.1741,306.6178,0.3881,927.596,0.2917,1234.1447
000519,中兵红箭,1.6211,222.0714,0.4147,868.0974,0.3251,1107.3516
000520,长航凤凰,2.3572,152.7236,16.7329,21.5145,0.957,376.1755
000521,美菱电器,4.0761,88.3197,3.069,117.3021,0.8452,425.9347
000523,广州浪奇,3.404,105.7579,4.9327,72.9823,1.3719,262.4098
000524,岭南控股,8.2569,43.5999,11.3789,31.6375,1.2819,280.8331
000525,红太阳,4.702,76.5632,1.4748,244.1009,0.7376,488.0694
000526,*ST紫学,1.682,214.0309,,,0.93,387.0968
000528,柳工,1.0549,341.2646,0.8264,435.6244,0.2651,1357.9781
000529,广弘控股,36.6987,9.8096,5.6499,63.7179,1.0716,335.9462
000530,大冷股份,1.4156,254.3091,1.8519,194.3949,0.5202,692.0415
000531,穗恒运A,5.6503,63.7134,1.2759,282.1538,0.511,704.501
000532,力合股份,1.3937,258.3052,0.5941,605.9586,0.1722,2090.5923
000533,万家乐,1.6716,215.3625,2.3736,151.6684,0.6364,565.682
000534,万泽股份,3.8781,92.829,0.0437,8237.9863,0.0834,4316.5468
000536,华映科技,1.1539,311.9854,8.2255,43.7663,0.4043,890.4279
000537,广宇发展,129684.3289,0.0028,0.0894,4026.8456,0.1632,2205.8824
000538,云南白药,12.319,29.2232,1.3139,273.9935,0.6487,554.9561
000539,粤电力A,4.9163,73.2258,5.7486,62.6239,1.0715,335.9776
000540,中天金融,9.6902,37.1509,0.1757,2048.9471,0.2123,1695.7136
000541,佛山照明,4.0353,89.2127,1.8951,189.9636,0.6631,542.9045
000543,皖能电力,5.2397,68.7062,16.1938,22.2307,2.0005,179.955
