code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
000001,平安银行,5.86,23.36,30.4013,13372.0,0.7278,57241.0,3.3336
000002,万科A,6.76,8.6,34.4372,9123.7432,0.8264,105974.5373,9.5998
000004,国农科技,1.5,1.28,81.9358,1.9838,0.0236,154.4913,1.8396
000005,世纪星源,0.61,2.97,38.1982,8.1467,0.0076,273.7899,0.2586
000006,深振业A,7.24,39.4,38.992,415.9687,0.3081,1055.586,0.7819
000007,全新好,-2.94,-49.42,73.3189,-11.0674,-0.0319,22.3925,0.0646
000008,神州高铁,0.87,8.4,51.1164,61.3802,0.0217,730.0043,0.259
000009,中国宝安,2.26,2.64,35.7829,114.9098,0.0534,4337.8672,2.0182
000010,美丽生态,-7.92,-79.03,5.4549,-84.986,-0.1036,107.5303,0.1311
000011,深物业A,2.93,10.05,16.4636,82.9725,0.1392,825.0139999999999,1.3843
000012,南玻A,4.01,6.44,25.0709,352.8372,0.1294,5471.1696,2.0076
000014,沙河股份,0.41,2.53,26.7378,3.0834,0.0152,121.7468,0.6035
000016,深康佳A,4.3,1.93,6.7128,341.793,0.1419,17625.4148,7.3196
000017,深中华A,3.36,0.81,9.7006,0.5542,0.001,67.7349,0.1228
000018,神州长城,6.52,9.07,17.3134,143.9995,0.0847,1586.9716,0.9344
000019,深深宝A,-1.96,-13.34,28.2171,-18.2466,-0.0367,136.7212,0.2752
000020,深华发A,0.86,0.81,11.262,2.7931,0.0098,340.9848,1.2042
000021,深科技,2.92,2.07,3.9596,171.7782,0.1167,8264.9917,5.6176
000022,深赤湾A,7.04,25.36,46.3028,316.0603,0.4901,1246.1355,1.9327
000023,深天地A,0.21,0.13,8.4997,0.8645,0.0062,628.604,4.5302
000025,特力A,2.71,13.59,22.3359,26.9203,0.0905,197.9551,0.6658
000026,飞亚达A,4.35,6.62,42.4299,112.3679,0.2561,1695.8914,3.8653
000027,深圳能源,2.56,6.72,22.5257,537.0368,0.1354,7980.8754,2.013
000028,国药一致,6.47,3.08,11.6055,641.727,1.4989,20779.1667,48.535
000029,深深房A,10.42,24.97,58.9829,329.0661,0.3252,1317.5416,1.3023
000030,富奥股份,8.04,12.6,15.5913,481.414,0.3722,3819.3637,2.9533
000031,中粮地产,8.74,12.49,46.0527,624.0677,0.344,4994.3723,2.7536
000032,深桑达A,4.58,7.42,20.0543,60.4408,0.1431,813.5254,1.9266
000034,神州数码,7.45,0.8,4.7475,267.4994,0.4089,33046.8819,50.5249
000035,中国天楹,2.8,10.1,32.3764,87.2559,0.0645,863.2463,0.6387
000036,华联控股,9.0,27.02,72.0802,380.3736,0.3332,1407.6918,1.2332
000037,深南电A,1.5,2.77,10.1935,30.0121,0.0497,1079.7602,1.7913
000038,深大通,2.24,9.66,13.4282,119.1014,0.2278,1232.6334,2.3578
000039,中集集团,3.14,2.21,13.7916,965.397,0.3234,43560.398,14.5933
000039,中集集团,3.14,2.21,13.7916,965.3969999999999,0.3234,43560.398,14.5933
000040,东旭蓝天,10.33,36.92,18.0841,1317.4075,0.9852,3568.2238,2.6684
000042,中洲控股,10.25,12.07,44.6667,718.0605,1.08,5947.5324,8.9459
000043,中航善达,2.96,4.5,22.6648,125.8419,0.1886,2794.6158,4.19
000045,深纺织A,0.4,1.79,10.9922,9.647,0.0188,538.2881,1.0528
000046,泛海控股,6.18,114.18,53.5416,1333.6235,0.2566,1167.9286,0.2247
000048,*ST康达,6.4,6.57,31.058000000000003,69.9089,0.1789,1063.6697,2.7219
000049,德赛电池,8.98,2.11,7.5928,133.3702,0.6498,6312.7158,30.7571
000050,深天马A,3.25,6.01,15.3106,840.1415,0.4102,13975.8226,6.8237
000055,方大集团,6.99,15.95,35.1281,230.1317,0.1944,1442.0509,1.2183
000056,皇庭国际,1.89,22.15,63.9086,101.2418,0.0861,457.0595,0.3888
000058,深赛格,5.04,11.06,31.0088,97.667,0.079,882.9381,0.7145
000059,华锦股份,5.89,4.68,21.5271,762.7149,0.4768,16278.4445,10.1775
000060,中金岭南,6.06,5.32,12.076,606.6895,0.1699,11384.0487,3.189
000060,中金岭南,6.06,5.32,12.075999999999999,606.6895,0.1699,11384.0487,3.1889999999999996
000061,农产品,-0.37,-1.6,39.2523,-17.608,-0.0103,1099.8635,0.6481
000062,深圳华强,8.32,7.34,16.8458,359.7205,0.4986,4897.1738,6.7892
000063,中兴通讯,-35.49,-19.84,30.2416,-7824.19,-1.8661,39433.777,9.4054
