code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
000001,平安银行,7.52,22.74,55.1439,535.0837,0.2749,2352.1289,1.2088
000002,万科A,3.91,14.88,44.5689,612.3493,0.1401,4114.1388,0.9414
000004,国农科技,0.13,1.07,50.5576,0.1036,0.0012,9.609,0.1144
000005,世纪星源,5.34,30.45,41.001,39.85,0.0435,130.8647,0.1431
000006,深振业A,1.02,12.81,39.8691,13.6566,0.0538,106.5316,0.42
000007,全新好,,-29.12,80.689,-9.7089,-0.0524,33.3366,0.1802
000008,神州高铁,1.31,40.94,25.7207,1.0037,0.0136,2.4516,0.0332
000009,中国宝安,2.85,12.8,29.9657,43.7444,0.0456,341.5015,0.3561
000010,美丽生态,-1.88,-11.08,47.7851,-1.5517,-0.0105,13.994,0.0951
000011,深物业A,-1.0,-9.39,20.7066,-5.9655,-0.011,63.5165,0.1172
000012,南玻A,2.03,6.85,31.9286,54.7912,0.0539,798.7979,0.7866
000014,沙河股份,-0.99,-16.45,50.9433,-3.4028,-0.0253,20.6836,0.1538
000016,深康佳A,0.77,0.77,16.0385,26.2589,0.0436,3400.9405,5.6495
000017,深中华A,,92.14,-4.5025,34.9975,0.0729,37.9808,0.0792
000018,神州长城,-8.71,-126.02,1.9271,-23.9745,-0.1417,19.023,0.1124
000019,深深宝A,0.25,2.76,20.1724,0.7204,0.0039,26.0086,0.1429
000020,深华发A,0.05,0.41,17.1705,0.1189,0.0004,28.5722,0.1009
000021,深科技,10.55,11.6,2.1114,378.0935,0.4298,3258.7299,3.7051
000022,深赤湾A,5.92,31.64,61.3327,142.3905,0.2208,450.0171,0.6979
000023,深天地A,6.37,8.63,15.2763,19.1864,0.1382,222.1531,1.601
000025,特力A,-1.73,-0.96,8.1518,-2.3433,-0.0106,242.1736,1.0993
000026,飞亚达A,2.08,6.72,33.5444,12.0486,0.0483,179.2543,0.7189
000027,深圳能源,4.04,11.48,29.7103,202.1471,0.1681,1760.3473,1.4639
000028,国药一致,6.09,1.75,10.403,26.0984,0.0905,1489.8588,5.1704
000029,深深房A,0.03,0.34,23.9839,0.419,0.0004,121.8838,0.1204
000030,富奥股份,,-1233.47,100.0,-7.3815,-0.0255,0.5984,0.002
000031,中粮地产,0.93,18.24,49.2307,14.0798,0.0201,77.1767,0.1103
000032,深桑达A,1.8,3.27,12.5532,11.4444,0.0589,348.9268,1.798
000033,*ST新都,-0.59,-11.31,95.9595,-1.8581,-0.0056,16.4274,0.0498
000034,神州数码,,-6.77,10.7959,-5.9954,-0.0192,88.5084,0.2844
000035,中国天楹,,-13.2,75.373,-0.4169,-0.0027,3.1577,0.021
000036,华联控股,0.68,0.99,9.5981,12.9071,0.0114,1300.0538,1.1567
000037,*ST南电A,0.06,0.16,-2.6201,0.9829,0.0017,595.5454,1.0868
000038,深大通,,1819.41,12.2218,20.2555,0.2238,1.1133,0.0123
000039,中集集团,4.55,5.67,12.2013,578.9311,0.2609,10204.5976,4.5994
000040,东旭蓝天,-0.5,-6.52,46.474,-4.49,-0.0095,68.7894,0.1464
000042,中洲控股,-0.56,-7.46,32.0933,-10.0285,-0.0418,134.3938,0.5612
000043,中航地产,2.07,2.56,24.9351,8.9967,0.0645,350.4469,2.5153
000045,深纺织A,0.43,1.49,23.1547,1.5222,0.0062,101.6301,0.4146
000046,泛海控股,2.32,14.26,32.4021,79.7451,0.1061,559.0864,0.7439
000048,康达尔,,-2.01,15.546,-3.256,-0.0083,161.9156,0.4143
000049,德赛电池,-1.66,-2.05,13.0444,-2.564,-0.0187,125.0064,0.9135
000050,深天马A,1.86,4.69,16.6977,16.6157,0.05,353.6804,1.0655
000055,方大集团,0.74,3.3,21.0011,3.7294,0.0105,112.7316,0.3196
000056,皇庭国际,-1.95,-23.04,39.0784,-3.2061,-0.0145,13.9128,0.0629
000058,深赛格,-3.98,-16.39,5.6334,-45.88,-0.0584,279.759,0.3564
000059,华锦股份,4.97,12.75,27.9327,95.4816,0.1439,748.3166,1.1282
000060,中金岭南,8.06,14.94,23.6737,276.1513,0.4153,1848.0433,2.7798
000061,农产品,0.84,3.8,43.6796,12.2271,0.0315,321.0083,0.828
000062,深圳华强,0.59,1.36,12.2998,7.6645,0.0248,563.5196,1.824
000063,中兴通讯,0.39,0.7,31.2182,42.445,0.0442,6010.78,6.2643
000065,北方国际,1.94,2.63,8.3542,9.3739,0.0577,355.9139,2.191
000066,中国长城,1.55,3.35,7.8532,26.8121,0.0584,798.5859,1.7417
000068,华控赛格,-4.22,-24.1,18.0357,-84.6032,-0.1076,350.9347,0.4464
000069,华侨城A,0.85,16.13,30.7785,25.9152,0.0233,160.6131,0.1445
000070,特发信息,-0.26,-1.59,11.2529,-1.6294,-0.0065,102.4086,0.4096
000078,海王生物,1.95,1.84,12.8916,13.4538,0.0283,729.3164,1.5353
000088,盐田港,4.42,84.81,49.0402,146.6475,0.1177,172.9015,0.1388
000089,深圳机场,3.5,41.15,51.9556,119.424,0.0829,290.182,0.2015
000090,天健集团,0.14,0.93,9.9824,4.0441,0.0132,430.4571,1.414
000096,广聚能源,0.52,1.52,8.3189,7.1094,0.0134,466.6903,0.8838
000099,中信海直,0.89,11.17,25.6653,11.5659,0.0225,103.5387,0.2015
000100,TCL集团,0.46,0.15,16.5358,13.8727,0.0053,9087.0987,3.5135
000150,宜华健康,-0.76,-13.59,7.6858,-3.4038,-0.0105,25.044,0.0772
000151,中成股份,0.17,1.75,17.4509,1.6008,0.0054,91.4015,0.3088
000153,丰原药业,0.23,1.14,21.4257,1.496,0.0057,130.9142,0.5034
000155,*ST川化,-0.73,-3.16,24.0473,-12.3208,-0.0262,389.4004,0.8285
000156,华数传媒,,-13.58,0.2521,-9.9117,-0.0833,72.9802,0.6136
000157,中联重科,8.43,16.3,30.3767,211.512,0.4171,1296.8553,2.5579
000158,常山股份,0.51,1.42,11.0194,8.1153,0.0188,569.5853,1.3246
000159,国际实业,0.87,6.54,43.5034,5.0482,0.0246,77.126,0.377
000166,申万宏源,19.63,42.25,,742.5471,0.1105,1757.1787,0.2616
000301,东方市场,1.8,5.57,13.4048,42.475,0.0348,761.2578,0.6248
000338,潍柴动力,7.65,8.79,,246.673,0.7474,2803.5529,8.4956
000400,许继电气,0.59,3.52,38.4945,12.2096,0.0322,346.3081,0.9155
000401,冀东水泥,-0.63,-3.94,17.1689,-15.1202,-0.0157,383.3847,0.3982
000402,金融街,10.81,21.76,48.8351,437.1014,0.4053,2008.4406,1.8623
000403,ST生化,,-21.19,13.9413,-25.9332,-0.1225,122.3783,0.5781
000404,华意压缩,-1.38,-0.96,10.5137,-5.4844,-0.0168,570.4332,1.7574
000407,胜利股份,0.5,2.12,16.4358,3.1565,0.0088,148.7946,0.4171
000408,*ST金源,0.46,1.24,11.6213,1.6699,0.0119,134.1927,0.9573
000409,山东地矿,-2.32,,,-1.8344,-0.0107,,
000410,沈阳机床,1.29,1.45,17.8032,16.1142,0.0472,1104.4384,3.2395
000411,英特集团,0.67,0.08,4.8435,0.5876,0.005,730.3852,6.3373
000413,东旭光电,0.1,0.4,11.8247,0.2415,0.0006,59.8678,0.1563
000415,渤海金控,-2.09,-21.87,9.9037,-8.3525,-0.0278,38.1855,0.1271
000416,民生控股,-0.42,-0.87,39.5666,-2.7416,-0.0051,312.5339,0.5876
000417,合肥百货,3.02,2.02,15.3786,22.5785,0.0917,1112.5937,4.5225
000418,小天鹅A,1.25,1.05,20.0807,15.22,0.0416,1448.2272,3.9666
000419,通程控股,1.86,3.55,20.4068,12.8335,0.0731,360.8156,2.0558
000420,吉林化纤,1.33,3.43,13.8093,16.1851,0.0427,471.254,1.2458
000421,南京公用,2.09,1.84,18.6895,8.9008,0.0253,481.1461,1.3681
000422,湖北宜化,4.25,6.38,19.2568,65.3177,0.1204,1022.8277,1.8858
000423,东阿阿胶,3.81,15.16,58.6546,43.5575,0.1065,287.3099,0.7029
000425,徐工机械,0.1,0.17,7.2919,1.1805,0.0021,689.1842,1.2643
000426,兴业矿业,0.18,1.58,16.8047,2.4882,0.0071,157.1456,0.454
000428,华天酒店,2.9,11.73,60.0026,16.5892,0.0479,141.3357,0.4088
000429,粤高速A,4.74,51.85,74.1263,140.7187,0.1119,271.3861,0.2158
000430,张家界,,-35.32,42.1235,-6.7594,-0.0368,19.1348,0.1042
000488,晨鸣纸业,2.56,5.53,17.3519,172.553,0.1188,3119.8386,2.1496
000498,山东路桥,-220.77,-874.76,-403.1729,-40.3815,-0.1035,4.6163,0.0118
000501,鄂武商A,3.85,2.59,18.7763,38.4731,0.0758,1485.0612,2.9276
000502,绿景控股,0.98,3.7,41.0157,2.1462,0.0116,57.9174,0.3133
000503,海虹控股,0.27,6.99,68.1659,3.7714,0.005,53.9426,0.072
000504,*ST生物,0.18,2.13,28.5767,0.8302,0.0026,38.859,0.1247
000505,*ST珠江,-1.57,-9.17,35.1429,-3.5157,-0.0082,38.336,0.0898
000506,中润资源,,,,-3.0987,-0.0124,,
000507,珠海港,0.45,5.17,18.2796,4.5701,0.0132,88.24,0.2557
000509,华塑控股,-11.07,-17.28,12.4578,-14.5966,-0.0583,84.4423,0.3377
000510,金路集团,1.44,3.28,17.0542,16.6859,0.0273,508.3648,0.8345
000511,*ST烯碳,2.08,10.4,30.6048,25.3223,0.0749,243.2553,0.7203
000513,丽珠集团,8.54,33.3,48.0558,130.166,0.4253,390.8442,1.2771
000514,渝开发,0.99,31.79,83.9153,17.4656,0.0358,54.9283,0.1126
000516,国际医学,3.41,3.17,15.1377,16.9286,0.1142,533.8917,3.6035
000517,荣安地产,,16.97,-25.8152,0.5649,0.0024,3.3276,0.0142
