code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
000001,平安银行,1.5778,0.0484,6.4348,0.0502,
000002,万科A,-0.2938,-0.1043,-1.9629,-0.1577,-21.4002
000004,国农科技,-0.1719,-0.0409,,-0.0965,-11.3161
000005,世纪星源,0.0105,0.0022,0.0407,0.0045,0.4464
000006,深振业A,-0.786,-0.1442,-3.1888,-0.2134,-47.5915
000007,全新好,0.4697,0.1181,10.0224,0.1167,12.4129
000008,神州高铁,0.7476,0.0936,4.4023,1.2604,126.0448
000009,中国宝安,-0.0502,-0.0168,-0.2952,-0.0283,-4.3009
000010,美丽生态,0.1762,0.08,,0.1502,21.0776
000011,深物业A,-0.3651,-0.0645,,-0.0922,-12.5873
000012,南玻A,0.2632,0.1304,1.9432,0.2645,30.6284
000014,沙河股份,-0.4894,-0.0822,-52.1726,-0.123,-27.478
000016,深康佳A,0.0248,0.0325,1.4073,0.0548,5.5184
000017,深中华A,-0.011,-0.0121,-0.0411,-0.0013,-0.1411
000018,神州长城,0.0785,0.0354,,0.1378,18.0276
000019,深深宝A,-0.0127,-0.0052,-0.0549,-0.0243,-2.6521
000020,深华发A,0.0768,0.0393,0.5739,0.1127,11.2661
000021,深科技,-0.0057,-0.0144,-0.1044,-0.0447,-4.5938
000022,深赤湾A,0.5977,0.2194,1.2065,0.5178,53.7368
000023,深天地A,-0.1079,-0.0846,-4.5769,-0.135,-13.6596
000025,特力A,-0.0626,-0.0742,-9.3565,-0.0983,-12.0371
000026,飞亚达A,-0.0713,-0.0549,-0.9298,-0.1454,-14.9395
000027,深圳能源,0.2583,0.1091,1.3761,0.249,45.5095
000028,国药一致,0.0127,0.0302,0.6322,0.0367,3.8603
000029,深深房A,-0.0626,-0.023,-1.8219,-0.0462,-6.6636
000030,富奥股份,-1.7631,-0.117,,-0.0019,-0.3265
000031,中粮地产,-0.431,-0.0591,-0.7569,-0.1509,-19.4481
000032,深桑达A,0.2726,0.284,5.594,0.5151,52.5445
000033,*ST新都,0.4058,0.0568,15.1027,0.1439,28.823
000034,神州数码,0.0505,0.0586,,0.0166,2.2491
000035,中国天楹,-0.0383,-0.0009,-0.0034,-0.0002,-0.0273
000036,华联控股,0.0531,0.0325,,0.0405,5.1494
000037,*ST南电A,0.056,0.0365,2.0777,0.055,5.7729
