code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,2.5299,97.4701
000002,万科A,2.1921,0.6402,48.7989,2550.557,34.9631,65.0369
000004,国农科技,1.8353,1.5537,67.896,1007.7972,53.9454,46.0546
000005,世纪星源,0.3864,0.177,5.0542,-21.1071,46.0755,53.9245
000006,深振业A,1.7158,0.2755,23.3517,1135.0812,48.6274,51.3726
000007,全新好,0.3606,0.2852,3.0163,-233.3172,-0.9298,100.9298
000008,神州高铁,7.1998,7.1998,520.5411,2410.1288,93.0916,6.9084
000009,中国宝安,1.3205,0.5786,27.1408,306.13,35.8754,64.1246
000010,美丽生态,1.2878,0.9491,7.6365,231.0222,31.4256,68.5744
000011,深物业A,1.4727,0.3323,12.2148,-195.516,35.7823,64.2177
000012,南玻A,0.4193,0.3146,17.5526,610.495,43.4573,56.5427
000014,沙河股份,1.8277,0.3918,28.5166,641.4041,36.9581,63.0419
000016,深康佳A,1.3356,0.7788,10.6318,938.5682,36.0567,63.9433
000017,深中华A,0.0445,0.0223,0.8629,183.045,-653.6812,753.6812
000018,神州长城,1.8985,1.3361,78.3147,322.4654,67.3154,32.6846
000019,深深宝A,1.2234,0.9559,24.2737,1250.2053,62.0722,37.9278
000020,深华发A,0.9123,0.8177,12.8855,-347.0819,58.5414,41.4586
000021,深科技,3.14,3.0107,195.5688,479646.2014,78.7608,21.2392
000022,深赤湾A,0.3387,0.3206,12.9642,2140.7987,66.689,33.311
000023,深天地A,0.8228,0.6394,12.2345,425.9018,32.3989,67.6011
000025,特力A,0.5315,0.3604,14.2246,-626.1112,23.8749,76.1251
000026,飞亚达A,2.5557,0.5746,32.1912,713.0415,74.7358,25.2642
000027,深圳能源,1.8307,1.6548,130.5778,1558.5198,54.34,45.66
000028,国药一致,1.0355,0.8014,9.8203,610.7503,15.6089,84.3911
000029,深深房A,1.1285,0.5707,39.3118,168.1573,46.6966,53.3034
000030,富奥股份,0.0059,0.0038,0.008,186.6566,-5419.0551,5519.0551
000031,中粮地产,1.1297,0.4365,20.307,871.2884,60.8804,39.1196
000032,深桑达A,1.5211,0.6297,26.4666,955.637,50.6998,49.3002
000033,*ST新都,0.4555,0.4382,8.7083,-1191.9996,59.5056,40.4944
000034,神州数码,0.5736,0.4839,2.163,-150.7211,-81.2432,181.2432
000035,中国天楹,0.1007,0.0951,0.0561,-254.3893,-289.9385,389.9385
000036,华联控股,0.8012,0.576,32.6183,340.4712,24.2173,75.7827
000037,*ST南电A,0.6479,0.5045,23.5539,145.3901,37.6041,62.3959
000038,深大通,0.0318,0.0318,0.086,-1595.3158,-224.5846,324.5846
000039,中集集团,1.4896,1.024,19.9364,5206.6229,54.0201,45.9799
000040,东旭蓝天,1.1635,0.9464,31.1453,127.078,49.3234,50.6766
000042,中洲控股,2.0683,0.695,25.4497,225.8281,40.3889,59.6111
000043,中航地产,1.4769,0.6901,17.0399,1016.4057,26.6854,73.3146
000045,深纺织A,1.0464,0.7513,36.0103,351.5292,66.4923,33.5077
000046,泛海控股,3.113,0.8579,6.3304,10832.3136,45.823,54.177
000048,康达尔,0.3354,0.1341,4.7782,-164.3538,-26.1141,126.1141
000049,德赛电池,1.1887,0.9431,17.1917,561.8717,38.4318,61.5682
000050,深天马A,1.5802,1.2806,52.8421,621.0441,65.1058,34.8942
000055,方大集团,0.8805,0.7341,17.8385,193.0424,41.3204,58.6796
000056,皇庭国际,1.1346,0.1352,4.8581,-732.1801,20.5537,79.4463
000058,深赛格,0.6875,0.5736,21.7091,-230.3947,47.9114,52.0886
000059,华锦股份,0.4876,0.3373,26.6422,193.9164,39.1864,60.8136
000060,中金岭南,1.417,0.5835,37.3606,1328.0258,39.837,60.163
000061,农产品,0.7545,0.7027,30.4551,303.4913,47.427,52.573
000062,深圳华强,1.2185,0.8087,21.696,2862.7049,60.0001,39.9999
000063,中兴通讯,1.8053,1.5846,38.3524,530.1406,43.9656,56.0344
000065,北方国际,1.5204,1.3437,53.8705,215.723,32.5952,67.4048
000066,中国长城,2.3663,1.9518,112.3499,-1538.7869,74.0871,25.9129
000068,华控赛格,1.0454,0.7482,1.7525,159.4477,57.1648,42.8352
000069,华侨城A,0.2567,0.1113,8.648,2929.825,52.072,47.928
000070,特发信息,1.9707,1.5137,63.4372,-13.3912,62.4345,37.5655
000078,海王生物,0.9662,0.8392,27.963,126.466,23.7865,76.2135
000088,盐田港,6.0595,6.0375,544.1781,-7479.8154,92.942,7.058
000089,深圳机场,4.0081,4.0021,349.7993,-3002.0158,90.8983,9.1017
000090,天健集团,1.7089,0.6914,48.2242,682.9523,46.0196,53.9804
000096,广聚能源,2.9614,2.6028,192.6666,-6683.3542,84.0804,15.9196
000099,中信海直,0.8496,0.5613,31.5962,694.5683,63.3066,36.6934
000100,TCL集团,0.9855,0.6833,24.0306,-1251.1002,21.2081,78.7919
000150,宜华健康,3.7232,3.3029,85.1473,-7595.3213,84.264,15.736
000151,中成股份,0.5969,0.4763,9.7451,198.4377,40.87,59.13
000153,丰原药业,1.1614,1.0032,18.3242,340.9092,58.6874,41.3126
000155,*ST川化,1.2652,0.8297,51.7928,1193.485,64.7931,35.2069
000156,华数传媒,0.1501,0.1224,0.5951,-71.555,-79.7721,179.7721
000157,中联重科,1.2461,0.7457,32.9918,1061.6242,43.8288,56.1712
000158,常山股份,0.9278,0.453,17.2279,188.8334,46.6737,53.3263
000159,国际实业,1.0304,0.4128,12.2404,167.7429,42.2004,57.7996
000166,申万宏源,1.0683,1.0683,97.8215,--,8.9529,91.0471
000301,东方市场,1.4528,0.7821,45.1886,689.2004,69.1761,30.8239
000333,美的集团,0.9234,0.464,12.8806,764.738,30.2082,69.7918
000338,潍柴动力,1.0124,1.0124,0,2633.7174,43.1205,--
000400,许继电气,1.4765,1.1254,31.0746,252.0406,46.7187,53.2813
000401,冀东水泥,0.6783,0.5131,26.6279,269.9233,38.4115,61.5885
000402,金融街,1.4288,0.4588,31.8063,2430.5425,36.5974,63.4026
000403,ST生化,0.3601,0.1983,1.2206,14.2017,-3.0076,103.0076
000404,华意压缩,0.7678,0.5691,20.8205,238.5473,27.0113,72.9887
000407,胜利股份,0.7736,0.5252,13.8626,293.9991,38.9286,61.0714
000408,*ST金源,1.0662,0.9853,18.8729,139.401,40.8009,59.1991
000409,山东地矿,0.9477,0.9477,0.69,-2632.7353,47.5925,52.4075
000410,沈阳机床,0.9537,0.6169,16.9708,308.8622,23.23,76.77
000411,英特集团,1.0777,0.8537,24.3774,274.7146,19.4994,80.5006
000413,东旭光电,1.3299,1.187,1.0404,-896.8904,59.2525,40.7475
000415,渤海金控,0.7122,0.6018,8.0909,182.4375,44.1381,55.8619
