code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,1.62,710.0,6.59,26.59,10.37,503072.9,719.29,,03-12
000002,万科A,0.48,29.73,3.4,15.37,0.84,532973.77,32.15,,03-02
000004,国农科技,0.03,-122.62,0.76,3.96,0.55,246.88,-122.2,,04-17
000005,世纪星源,-0.05,-640.0,0.77,-6.72,0.01,-4891.95,-565.91,,04-30
000006,深振业A,0.64,116.07,4.16,17.59,0.73,32630.67,117.22,10派1.2送5,03-17
000007,全新好,0.14,-142.69,-0.32,,-0.1,2612.94,-142.68,,04-21
000008,神州高铁,0.0,-57.0,1.0,0.43,0.05,31.35,-58.09,,03-27
000009,中国宝安,0.23,21.05,1.84,13.55,0.58,25345.97,26.49,10派0.35,03-27
000010,美丽生态,0.05,-54.55,0.32,15.64,0.08,739.19,-53.26,,04-22
000011,深物业A,0.16,798.34,1.11,15.67,1.27,9693.4,886.16,10送3.5,02-09
000012,南玻A,0.68,94.29,4.34,16.86,1.36,83194.44,98.04,10派3.5转7,03-30
000014,沙河股份,0.4,84.12,2.3,17.15,2.12,8022.68,84.11,10派0.3,03-20
000014,沙河股份,0.4,84.12,2.3,17.15,2.12,8022.68,84.11,,03-20
000016,深康佳A,0.13,-39.75,3.22,3.93,0.24,15107.73,-39.77,10派0.1,04-30
000017,深中华A,-0.22,135.68,-3.88,,0.01,-10575.75,135.58,,04-27
000018,神州长城,0.07,-146.67,0.85,8.9,-0.01,1209.07,-146.58,,04-09
000019,深深宝A,-0.07,-200.0,1.76,-3.95,0.01,-1290.51,-202.18,,04-22
000020,深华发A,0.01,-44.94,0.89,1.66,-0.35,415.46,-45.1,,04-28
000021,深科技,0.29,-18.29,4.13,7.24,0.56,25861.99,-18.28,10派2送2转3,04-24
000022,深赤湾A,0.65,-34.8,4.43,15.08,1.13,41886.48,-34.85,10派3.25,04-10
000023,深天地A,0.18,15.43,2.22,8.12,0.63,2460.54,15.44,10派0.449,04-20
000023,深天地A,0.18,15.43,2.22,8.12,0.63,2460.54,15.44,,04-20
000025,特力A,0.03,43.0,0.78,3.78,0.12,630.05,37.44,,04-19
000026,飞亚达A,0.28,8.49,2.87,10.29,0.33,7006.72,8.59,10派1,03-15
000027,深圳能源,0.91,93.62,5.91,16.39,1.38,199536.04,92.86,10派3,04-16
000028,国药一致,0.67,24.77,2.85,25.99,0.94,19271.38,24.49,10派1,03-23
000029,深深房A,0.02,5.82,1.21,1.66,-0.41,2021.74,5.72,,04-21
000030,富奥股份,0.03,-109.52,-5.95,,,810.27,-109.52,,04-30
000031,中粮地产,0.21,162.5,3.27,10.49,0.04,37351.67,163.01,10派0.2,03-10
000032,深桑达A,0.18,-43.55,3.19,5.42,0.88,4074.89,-44.37,10派1,04-10
000033,*ST新都,-0.07,-782.24,0.86,-8.13,0.02,-2404.16,-781.71,,04-28
000034,神州数码,0.37,-151.39,-2.26,,0.0,13340.36,-151.89,,03-10
000035,中国天楹,-0.12,80.72,-8.33,,-0.0,-1795.56,80.26,,04-27
000036,华联控股,0.25,-170.96,1.3,21.48,0.85,28149.97,-170.96,,04-15
