code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,38.241,87.6772,97.15,35.1965,89.5522,100.8825
000002,万科A,98.2696,119.4596,94.3422,100.5104,,96.7338
000004,国农科技,-15.1443,-446.4266,-9.2792,-15.0082,,-16.0753
000005,世纪星源,-9.5865,,6.2406,-4.9488,,6.9354
000006,深振业A,-18.3734,16.7665,17.8742,76.9272,,35.9932
000007,全新好,-5.6915,,,-5.6687,,122.2588
000008,神州高铁,-4.3524,,2.3518,2.9274,,2.3518
000009,中国宝安,-22.6888,73.406,18.9508,4.4091,,23.5498
000010,美丽生态,23.5607,-384.5092,90.8366,28.2728,,72.4555
000011,深物业A,3.0826,,-4.1354,14.1046,,-3.0867
000012,南玻A,41.2554,36.093,45.5311,24.7429,,52.4539
000014,沙河股份,-45.4506,-94.5253,-3.7156,7.2602,,0.5375
000016,深康佳A,-4.4136,105.2698,4.7964,-7.4011,,7.4526
000017,深中华A,0.8928,,,-24.1426,,-4.2495
000018,神州长城,-57.428,-735.3236,-43.4587,-48.7716,,-42.0705
000019,深深宝A,84.809,35.8428,24.8992,-1.1495,,14.7853
000020,深华发A,-4.2789,,11.7492,0.4583,,9.8978
000021,深科技,26.1135,112.9259,1.3468,17.7565,,12.3895
000022,深赤湾A,2.8186,3.3663,2.383,18.4935,,15.0975
000023,深天地A,-6.5088,-48.036,-0.1213,-13.2627,,17.4091
000025,特力A,-13.0484,,1.7779,-1.0122,,15.5916
000026,飞亚达A,63.7314,101.8171,12.2801,34.8481,,14.1282
000027,深圳能源,10.1023,2.7412,15.0799,11.3066,,139.1837
000028,国药一致,20.4878,63.1735,25.4656,9.9589,,8.1259
000029,深深房A,-15.1423,43.2867,3.7578,-3.688,,6.6036
000030,富奥股份,42.8896,-218.3007,,-8.9578,,1.3658
000031,中粮地产,124.4393,174.9834,90.5389,90.6558,,157.2509
000032,深桑达A,11.9426,63.9587,13.5947,28.3342,,26.2787
000033,*ST新都,-9.403,,0.6255,-1.0592,,0.9984
000034,神州数码,2.4663,,,-50.5985,,74.7377
000035,中国天楹,-70.265,291.672,,-0.2567,,-9.855
000036,华联控股,52.262,-442.7434,-8.4605,11.6345,,-12.4055
000037,*ST南电A,-6.5673,70.2611,4.0032,16.3704,,8.6861
000038,深大通,-72.4323,,,-79.9983,,-7.6278
000039,中集集团,45.2353,11.4382,34.2354,66.9669,,43.1422
000040,东旭蓝天,-15.7997,1333.7678,0.0868,-1.5749,,13.6509
000042,中洲控股,30.2167,241.3019,7.6117,22.4631,,20.0539
000043,中航地产,55.9184,120.5982,185.0799,72.983,,257.382
000045,深纺织A,-12.3483,8.0991,1.3805,2.9514,,7.37
000046,泛海控股,202.4473,159.7547,-43.1664,-52.2946,,20.7593
000048,康达尔,15.047,,,30.8557,,33.2464
000049,德赛电池,-12.4282,-85.0469,-6.0124,11.0731,,-14.3492
000050,深天马A,13.9209,-10.0467,73.2321,131.7255,,81.1858
000055,方大集团,-8.9028,18.6073,33.4098,11.0757,,36.8785
000056,皇庭国际,-47.21,,31.318,40.7853,,48.3503
000058,深赛格,-63.5526,,-13.2872,-47.6268,,4.2667
000059,华锦股份,33.2824,139.1552,221.7495,99.5332,,213.9898
000060,中金岭南,26.3953,7.8586,36.6796,14.7894,,10.8793
000061,农产品,-17.3417,159.8726,16.6382,26.2237,,14.5197
000062,深圳华强,5.7416,-17.8546,12.3133,3.242,,39.0996
000063,中兴通讯,49.8075,60.6277,13.7965,52.0654,,13.6554
000065,北方国际,-30.5444,-637.2725,-18.9698,-17.2766,,-20.025
000066,中国长城,26.4392,85.4387,3.0751,43.3672,,5.4128
000068,华控赛格,-9.3719,-482.0794,-9.9472,-5.8604,,-9.7945
000069,华侨城A,8.3721,24.5446,56.0729,77.5962,,65.362
000070,特发信息,1.3517,564.9003,2.8159,-3.5397,,1.2362
000078,海王生物,-7.4963,127.8106,7.2493,-11.872,,4.4064
000088,盐田港,-2.567,-4.4825,3.5395,0.7062,,12.4534
000089,深圳机场,8.5784,16.9184,7.6511,7.9199,,8.5559
000090,天健集团,43.4623,42.1119,71.9566,69.35,,74.6272
000096,广聚能源,-11.7531,75.6357,10.682,7.2844,,10.454
000099,中信海直,7.305,19.0362,4.6084,10.8831,,4.6461
000100,TCL集团,-19.8084,,20.831,-6.31,,16.8724
000150,宜华健康,7.5588,,27.7289,113.6144,,22.142
000151,中成股份,-34.4106,-16.1471,-1.3696,-52.3841,,0.0514
000153,丰原药业,34.462,-75.8911,1.0431,1.0413,,2.9322
000155,*ST川化,21.4474,-2.2267,1.8313,1.4798,,-0.0065
000156,华数传媒,32.4089,,,-18.6647,,-2.2093
000157,中联重科,92.6662,175.1033,59.4325,58.9558,,57.9524
000158,常山股份,9.651,-3.964,3.5171,7.3046,,3.908
000159,国际实业,57.4135,1245.885,10.476,-0.5101,,12.0731
000166,申万宏源,-100.0,375.9759,284.5552,132.4361,,261.6148
000301,东方市场,-1.4817,-15.4253,-1.5814,-6.0191,,-0.6962
000333,美的集团,36.1749,63.8806,46.2246,41.3406,,106.7462
000338,潍柴动力,312.6866,274.9566,45.379,30.7409,,117.8139
000400,许继电气,3.3413,-9.0327,5.6613,-1.34,,5.1609
000401,冀东水泥,32.5763,85.1491,13.4742,32.4978,,12.3198
000402,金融街,21.0427,281.209,47.5662,35.6028,,57.5058
000403,ST生化,-5.9045,,,-1.3525,,-3.4475
000404,华意压缩,45.6812,54.2671,8.8057,14.8213,,6.718
000407,胜利股份,21.1169,-38.9388,11.6228,34.5888,,3.9483
000408,*ST金源,232.837,-72.6706,-3.2289,9.2107,,5.8609
000409,山东地矿,,,-32.4723,-60.2776,,-32.4329
000410,沈阳机床,10.6292,-40.3737,4.2406,31.4227,,9.3125
000411,英特集团,22.9552,47.7679,19.336,13.1537,,30.4556
000413,东旭光电,-1.497,,4.4756,3.3865,,22.4871
000415,渤海金控,10.3174,-30.4519,-3.9839,-0.8423,,5.3151
000416,民生控股,-28.1546,-114.6148,-24.255,-27.7068,,0.3258
000417,合肥百货,21.2707,109.4273,12.8766,6.4579,,12.6501
