code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
000001,平安银行,9.44,22.83,29.9446,18719.0,1.0901,81968.0,4.7737
000002,万科A,8.22,7.05,26.5271,8262.381,0.7484,117054.8001,10.6036
000004,国农科技,15.27,6.75,30.4974,14.6985,0.175,217.5676,2.5908
000005,世纪星源,10.43,38.16,28.9436,133.7694,0.1263,350.4969,0.3311
000006,深振业A,2.63,9.99,41.3406,114.4829,0.0848,1145.7057,0.8486
000007,全新好,-5.78,-71.08,70.1375,-20.0612,-0.0868,28.2209,0.1221
000008,神州高铁,3.73,21.53,50.8344,216.8979,0.0786,1007.3293,0.3652
000009,中国宝安,4.63,5.02,32.4493,210.3655,0.0978,4189.0336,1.9489
000010,美丽生态,0.99,3.09,28.2398,21.9469,0.0267,708.0319,0.8636
000011,深物业A,-0.35,-1.35,19.7387,-7.2025,-0.012,529.7187,0.8888
000012,南玻A,8.98,10.96,27.4772,714.8993,0.3444,6522.1416,3.1426
000014,沙河股份,-2.54,-10.2,18.3467,-17.5362,-0.0869,171.8404,0.8519
000016,深康佳A,-1.61,-0.3,14.1346,-44.331,-0.0184,14617.2412,6.0704
000017,深中华A,15.02,1.73,9.6304,2.0806,0.0037,119.9496,0.2175
000018,神州长城,18.81,9.37,24.1471,303.166,0.1785,3233.5972,1.904
000019,深深宝A,-3.03,-12.17,20.5868,-27.559,-0.061,226.3876,0.5012
000020,深华发A,1.42,0.98,13.1092,4.5094,0.0159,456.9334,1.6136
000021,深科技,5.65,2.87,5.3655,303.5332,0.2063,10570.5342,7.1846
000022,深赤湾A,9.27,30.12,46.5644,427.2402,0.6626,1418.348,2.1997
000023,深天地A,2.14,1.14,13.8339,8.2678,0.0595,724.0062,5.2178
000025,特力A,2.93,10.88,28.2598,26.2153,0.0881,240.7493,0.8098
000026,飞亚达A,4.56,4.84,40.9274,108.3213,0.2468,2234.1353,5.0921
000027,深圳能源,6.24,15.51,31.9262,1337.9347,0.3374,8625.11,2.1755
000028,国药一致,11.91,3.37,7.1706,722.8123,1.9932,21421.4324,59.0721
000029,深深房A,9.22,13.57,27.3992,236.8751,0.2341,1744.4621,1.7243
000030,富奥股份,10.34,12.51,17.3106,519.1255,0.4014,4147.8919,3.2073
000031,中粮地产,1.39,0.73,26.0698,76.7245,0.0423,10381.6275,5.7239
000032,深桑达A,3.99,3.81,12.9057,57.0773,0.1351,1495.6974,3.5421
000033,新都退,34.81,6.58,38.7867,5.1368,0.0119,77.9698,0.1814
000033,*ST新都,34.81,6.58,38.7867,5.1368,0.0119,77.9698,0.1814
000034,神州数码,12.95,1.4,5.3178,333.8249,0.5103,23822.318,36.4216
000035,中国天楹,6.8,23.9,50.5626,135.1465,0.1091,565.3742,0.4564
000036,华联控股,19.0,327.23,46.2498,475.9517,0.4169,145.4465,0.1274
000037,*ST南电A,-11.21,-5.31,9.6203,-64.1596,-0.1064,1206.5731,2.0017
000037,深南电A,-11.21,-5.31,9.6203,-64.1596,-0.1064,1206.5731,2.0017
000038,深大通,2.21,16.89,33.6501,108.7264,0.3327,643.6882,1.97
000039,中集集团,-0.68,-0.54,18.8555,-189.631,-0.0636,34982.614,11.7455
000040,东旭蓝天,1.2,5.49,19.8689,131.1978,0.0981,2386.4389,1.7846
000042,中洲控股,1.44,1.52,26.7268,81.9874,0.1233,5372.5366,8.081
000043,中航地产,-0.67,-0.63,20.3597,-26.1985,-0.0392,4102.1416,6.1504
000045,深纺织A,-2.47,-6.11,6.2315,-52.4289,-0.1035,857.8684,1.6936
000046,泛海控股,11.01,12.6,44.2822,1841.2356,0.3543,14609.3722,2.8115
000048,康达尔,3.98,2.52,18.3982,30.1093,0.077,1191.0459,3.0479
000049,德赛电池,12.9,2.48,9.2981,133.3627,0.6497,5366.7945,26.1483
000050,深天马A,2.77,4.87,19.7788,377.678,0.2695,7753.4125,5.5338
000055,方大集团,6.28,6.56,18.5936,114.2565,0.1447,1741.2512,2.2066
000056,皇庭国际,1.47,33.9,70.6141,74.6985,0.065,220.2982,0.1919
000058,深赛格,2.83,8.41,13.9975,42.2785,0.0538,502.1515,0.6398
000059,华锦股份,11.66,5.68,26.6418,1173.5886,0.7337,20628.7592,12.8974
000060,中金岭南,2.15,1.47,9.7174,163.8681,0.074,11076.3001,5.0059
000061,农产品,4.3,14.77,39.326,213.9746,0.126,1447.9694,0.8532
000062,深圳华强,7.06,7.03,19.0623,269.0798,0.373,3822.3943,5.2991
000063,中兴通讯,9.02,3.99,31.6175,2858.887,0.6872,71564.004,17.2045
000065,北方国际,7.66,4.8,9.6886,159.3823,0.5808,3315.8162,12.0851
000066,中国长城,1.0,0.05,10.1106,26.8793,0.0203,49179.8521,37.1563
000068,华控赛格,-5.35,-35.94,30.0733,-31.2103,-0.031,86.8359,0.0862
000069,华侨城A,7.34,15.31,46.527,2916.995,0.3554,19049.7842,2.3215
000070,特发信息,7.46,3.81,16.1816,124.4737,0.397,3258.6648,10.3945
000078,海王生物,4.49,2.23,12.935,227.751,0.0859,10168.5293,3.8381
000088,盐田港,4.7,132.55,55.3718,269.6491,0.1388,203.4295,0.1047
000089,深圳机场,3.88,18.43,27.4131,409.3494,0.1996,2220.7968,1.0829
000090,天健集团,3.67,6.2,22.4821,221.42,0.1848,3571.1584,2.9814
000096,广聚能源,5.0,15.76,19.4099,104.7361,0.1983,664.2361,1.258
000099,中信海直,2.69,9.19,20.2415,75.8461,0.1251,825.299,1.3617
000100,TCL集团,6.05,1.97,16.2733,1538.1065,0.1259,77692.9813,6.3611
000150,宜华健康,36.84,111.07,36.4852,966.8048,2.1589,870.3745,1.9436
000151,中成股份,7.73,8.38,16.9787,75.5414,0.2552,900.6006,3.0427
000153,丰原药业,3.73,3.18,26.8779,43.0681,0.1379,1350.796,4.3275
000155,*ST川化,,39.34,3.2855,330.4398,0.703,839.7499,1.7867
000156,华数传媒,4.74,20.97,45.0646,458.4428,0.3198,2185.9455,1.525
000157,中联重科,-2.14,-5.68,25.4011,-802.2844,-0.1046,14102.8372,1.8401
000158,常山股份,-1.09,-0.84,6.9484,-58.4505,-0.0459,6879.5541,5.4108
