code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,5.0105,94.9895
000002,万科A,1.3154,0.3248,11.9718,2003.3668,20.3741,79.6259
000004,国农科技,3.0164,1.8329,123.2759,-2107.066,76.3032,23.6968
000005,世纪星源,0.3961,0.3663,1.9422,-556.8567,56.0874,43.9126
000006,深振业A,2.0058,0.702,66.2297,-14769.38,36.1521,63.8479
000007,全新好,1.0604,1.0111,24.7083,80.1232,37.0239,62.9761
000008,神州高铁,3.0118,2.8546,257.8841,2763.4565,90.3579,9.6421
000009,中国宝安,1.3743,0.5763,24.4693,298.638,35.7579,64.2421
000010,美丽生态,2.4513,1.6411,113.6529,933.1563,61.3114,38.6886
000011,深物业A,1.7755,0.5977,53.0983,-12686.6093,49.1715,50.8285
000012,南玻A,0.3503,0.2689,7.0507,539.2898,47.6483,52.3517
000014,沙河股份,1.7814,0.3491,30.8181,182.1538,31.935,68.065
000016,深康佳A,1.1184,0.7833,18.4294,-175.0053,28.255,71.745
000017,深中华A,0.0566,0.0358,1.8423,14839.8943,-1105.3372,1205.3372
000018,神州长城,1.2113,1.2089,118.2227,-1404.9767,68.3808,31.6192
000019,深深宝A,1.9433,1.2977,82.5612,1369.3931,71.3132,28.6868
000020,深华发A,1.5329,1.2697,42.5343,124.548,38.5598,61.4402
000021,深科技,1.1943,1.113,86.8787,47.782,35.2112,64.7888
000022,深赤湾A,0.4534,0.4431,28.6547,3498.2766,62.2332,37.7668
000023,深天地A,1.3516,1.0172,19.8037,265.6388,35.2417,64.7583
000025,特力A,0.4979,0.3884,24.2663,136.7462,29.6849,70.3151
000026,飞亚达A,1.8492,0.4411,7.1286,273.4881,45.853,54.147
000027,深圳能源,0.824,0.7174,39.7256,513.9632,55.8901,44.1099
000028,国药一致,1.123,0.9008,11.5325,529.9048,20.306,79.694
000029,深深房A,1.826,0.4097,31.3312,-3219.4763,36.1071,63.8929
000030,富奥股份,1.3755,1.1138,15.5068,16723.0842,58.8466,41.1534
000031,中粮地产,1.4747,0.365,30.4126,244.0457,21.1857,78.8143
000032,深桑达A,2.1306,1.4218,70.5549,1481.1973,68.3292,31.6708
000033,*ST新都,1.6738,1.6486,121.0184,49.7937,46.8425,53.1575
000034,神州数码,1.2128,0.5566,26.5297,1015.2559,49.0487,50.9513
000035,中国天楹,0.0625,0.0625,0.0327,3596.0072,-1952.4617,2052.4617
000036,华联控股,3.4394,1.6048,100.4287,249.0283,57.1306,42.8694
000037,*ST南电A,0.8708,0.5386,15.8448,-11.5021,28.9035,71.0965
000038,深大通,1.4414,0.2371,2.5397,-259.3895,30.747,69.253
000039,中集集团,1.2962,0.7679,16.0597,355.0527,33.2323,66.7677
000040,东旭蓝天,1.7862,0.2462,12.3068,941.6725,36.3076,63.6924
000042,中洲控股,1.8836,0.6194,39.979,988.8527,35.5279,64.4721
000043,中航地产,1.3601,0.4241,18.1816,101.2208,22.4698,77.5302
000045,深纺织A,5.2802,4.5315,263.1724,105.1789,80.4566,19.5434
000046,泛海控股,5.6305,1.4296,88.8277,466.3096,23.7674,76.2326
000048,康达尔,0.8254,0.5144,27.5556,2486.5458,39.28,60.72
000049,德赛电池,1.373,1.1869,46.6113,-22992.2483,36.5199,63.4801
000050,深天马A,0.9073,0.7164,17.7132,168.1139,40.1166,59.8834
000055,方大集团,1.23,1.0112,24.7646,471.162,47.2563,52.7437
000056,皇庭国际,1.085,0.0302,0.4081,-130.7698,-21.4654,121.4654
000058,深赛格,2.4557,2.2051,118.2397,-1168.9059,78.9408,21.0592
000059,华锦股份,0.6382,0.2996,22.001,25.1211,23.3746,76.6254
000060,中金岭南,0.8788,0.4376,20.9452,160.4513,49.0219,50.9781
000061,农产品,0.6486,0.6241,38.196,302.0641,52.9391,47.0609
000062,深圳华强,1.3534,0.4899,35.4269,291.007,31.8726,68.1274
000063,中兴通讯,1.2916,1.0996,28.7323,151.457,22.203,77.797
000065,北方国际,1.2092,1.0451,47.2405,5.5024,22.6107,77.3893
000066,中国长城,1.145,0.6689,8.4803,66.8079,24.9792,75.0208
000068,华控赛格,0.8813,0.8813,24.3548,-111.1072,25.4045,74.5955
000069,华侨城A,1.3643,0.2746,21.3039,1175.6713,28.3589,71.6411
000070,特发信息,1.7571,1.2502,42.6279,1287.2974,53.2918,46.7082
000078,海王生物,1.1219,0.9659,23.3178,247.2354,26.9811,73.0189
000088,盐田港,5.327,5.3267,491.0492,-4362.5125,92.2869,7.7131
000089,深圳机场,2.1159,2.1119,146.3765,-5690.4238,71.9678,28.0322
000090,天健集团,1.3825,0.3224,16.2623,1247.473,38.1344,61.8656
000096,广聚能源,5.7761,4.9805,441.9629,-321.7279,91.2396,8.7604
000099,中信海直,2.2476,1.6088,87.1024,-2202.6134,56.1412,43.8588
000100,TCL集团,1.321,0.995,39.3367,2019.8191,26.149,73.851
000150,宜华健康,2.4645,0.8081,27.4554,-6003.3817,30.9656,69.0344
000151,中成股份,1.9172,1.7896,115.8397,-6750.118,56.08,43.92
000153,丰原药业,1.4418,1.1371,53.4758,285.7492,56.9883,43.0117
000155,*ST川化,0.5442,0.3567,9.5273,-619.297,42.2064,57.7936
000156,华数传媒,0.5192,0.4936,24.8491,731.4482,26.1996,73.8004
000157,中联重科,2.2147,1.8452,95.3119,-12142.2347,47.8864,52.1136
000158,常山股份,1.1585,0.6677,25.6231,43.618,42.1431,57.8569
000159,国际实业,2.5102,1.4771,70.6456,260.4705,69.9759,30.0241
000166,申万宏源,--,--,--,--,30.7522,69.2478
000301,东方市场,1.8984,1.2573,65.5722,-578.1742,79.2367,20.7633
000333,美的集团,1.0974,0.9423,31.6324,1020.8617,38.1768,61.8232
000338,潍柴动力,1.5752,1.3107,48.4546,4412.4645,42.5832,57.4168
000400,许继电气,1.8676,1.3624,20.9689,1136.144,45.6617,54.3383
000401,冀东水泥,0.7889,0.6263,25.335,60.2627,30.6691,69.3309
000402,金融街,1.8597,0.5262,34.7273,1502.5775,31.4607,68.5393
000403,ST生化,0.4889,0.159,7.5441,452.7468,29.0059,70.9941
000404,华意压缩,1.2898,1.0916,21.9144,1523.8053,37.5131,62.4869
000407,胜利股份,0.954,0.7103,27.6746,101.7428,38.9004,61.0996
000408,*ST金源,1.2991,0.7592,3.3751,2457.3121,42.877,57.123
000409,山东地矿,1.7585,1.7021,73.1317,-11315.8729,81.3141,18.6859
000410,沈阳机床,1.0127,0.6546,11.9297,117.5062,18.4852,81.5148
000411,英特集团,1.1944,0.8997,19.1902,382.9253,22.9747,77.0253
000413,东旭光电,3.8932,3.7748,200.8533,-9022.3445,66.8703,33.1297
000415,渤海金控,0.4351,0.4351,39.7545,342.6228,30.1539,69.8461
000416,民生控股,6.979,6.8289,354.405,36.773,85.9633,14.0367
000417,合肥百货,1.31,1.1215,98.738,-3319.9062,47.6002,52.3998
000418,小天鹅A,1.7115,1.5395,40.4889,1484.657,52.8304,47.1696
000419,通程控股,1.0264,0.8846,53.3512,14207.852,51.467,48.533
000420,吉林化纤,0.6854,0.491,23.6951,-139.6895,12.6767,87.3233
000421,南京公用,1.4481,0.5962,30.6283,1142.5185,47.4977,52.5023
000422,湖北宜化,0.6131,0.3189,11.0336,202.8718,24.9236,75.0764
000423,东阿阿胶,6.3154,5.5916,367.1204,-2684.9358,86.3555,13.6445
000425,徐工机械,1.7369,1.409,30.5713,426.3478,38.3696,61.6304
000426,兴业矿业,0.2906,0.1065,3.1533,367.1393,53.5636,46.4364
000428,华天酒店,0.5676,0.1554,4.9661,269.2929,24.5727,75.4273
000429,粤高速A,0.6614,0.6614,56.33,137.0282,38.629,61.371
000430,张家界,0.6893,0.6549,47.8855,585.3749,68.3404,31.6596
000488,晨鸣纸业,0.9405,0.7332,19.176,181.0185,30.0608,69.9392
000498,山东路桥,1.2717,0.7637,34.9118,-305.3565,25.1633,74.8367
000501,鄂武商A,0.5294,0.4482,21.7356,1906.2821,26.9697,73.0303
000502,绿景控股,3.1644,0.35,16.8861,-1068.2875,78.0887,21.9113
000503,海虹控股,7.9049,7.8996,256.4849,-799.9785,90.3712,9.6288
000504,*ST生物,0.3282,0.3214,6.8585,397287.1762,54.958,45.042
000505,*ST珠江,0.774,0.6458,6.4012,-60.5085,11.3644,88.6356
000506,中润资源,1.8909,1.1374,25.6491,1506.2606,56.2619,43.7381
000507,珠海港,3.09,3.0691,149.1288,141.3211,63.0021,36.9979
000509,华塑控股,0.2526,0.1715,3.1503,-256.5473,-51.2113,151.2113
000510,金路集团,0.6879,0.4669,21.6975,-293.1321,50.4567,49.5433
000511,*ST烯碳,2.416,0.6408,5.1374,-9791.1893,51.9557,48.0443
000513,丽珠集团,1.2743,1.0524,54.3357,-2883.2908,50.4048,49.5952
000514,渝开发,1.8488,0.575,33.2072,272.9485,43.6607,56.3393
000516,国际医学,0.6006,0.5849,55.0969,505.005,35.0948,64.9052
000517,荣安地产,1.4333,0.3998,37.9911,-282.5164,33.3136,66.6864
000518,四环生物,4.8944,4.4791,146.888,-818.3012,88.957,11.043
000519,中兵红箭,1.8715,1.0851,11.8954,-163.58,70.5856,29.4144
000520,长航凤凰,0.3013,0.2732,3.5687,-121.1103,-18.6084,118.6084
000521,美菱电器,1.2799,1.0337,33.6592,-363.342,32.7026,67.2974
000523,广州浪奇,1.5783,1.276,36.3331,290.9792,54.2486,45.7514
000524,岭南控股,2.8015,2.7219,110.6018,-22971.9033,84.3978,15.6022
000525,红太阳,0.9807,0.598,20.1329,324.854,36.1925,63.8075
000526,*ST紫学,2.4015,2.4015,150.1444,20.0144,79.7429,20.2571
000528,柳工,1.9776,1.356,82.9502,348.9007,41.8423,58.1577
000529,广弘控股,2.0409,1.4126,104.1909,-4731.1631,75.5752,24.4248
000530,大冷股份,1.4661,1.0878,50.7341,-3333.7204,65.2885,34.7115
000531,穗恒运A,0.7677,0.449,32.8713,332.484,30.8924,69.1076
000532,力合股份,3.2622,2.7074,67.5743,10956.1788,83.78,16.22
000533,万家乐,1.8171,1.3818,26.1965,543.6114,50.9557,49.0443
000534,万泽股份,1.8937,0.7215,17.0333,-1487.1258,34.1011,65.8989
000536,华映科技,1.1214,1.0827,42.1133,652.0135,47.9484,52.0516
000537,广宇发展,1.9782,0.9036,89.2566,-5360.9287,52.4944,47.5056
000538,云南白药,2.2631,1.2068,54.2599,15546.0463,61.0881,38.9119
000539,粤电力A,0.569,0.4886,23.2398,345.8257,34.3007,65.6993
