code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
000001,平安银行,13.53,22.73,30.0479,21865.0,1.528,96163.0,6.7206
000002,万科A,18.08,9.26,29.3525,18119.4062,1.6395,195549.13,17.6941
000004,国农科技,1.52,1.03,35.2808,1.2471,0.0148,120.4544,1.4343
000005,世纪星源,-4.8,-65.66,31.5214,-55.2393,-0.0521,84.126,0.0794
000006,深振业A,9.48,11.4,34.6431,416.7528,0.3087,3654.3095,2.7069
000007,全新好,3.79,14.14,78.1343,13.9962,0.0605,98.9615,0.4284
000008,神州高铁,6.38,14.33,47.4828,185.6715,0.077,1295.0761,0.5375
000009,中国宝安,17.64,16.21,33.4472,789.0106,0.4955,4865.3514,3.0559
000010,美丽生态,1.53,3.49,20.9135,33.4436,0.0473,957.3793,1.3568
000011,深物业A,7.46,14.55,39.8031,156.82,0.2631,1077.4185,1.8078
000012,南玻A,7.93,8.4,21.6138,624.7531,0.301,7430.8891,3.5805
000014,沙河股份,7.4,12.81,42.5992,52.9635,0.2625,413.2137,2.0486
000016,深康佳A,-44.65,-6.83,12.719,-1256.8193,-0.5219,18395.177,7.6393
000017,深中华A,-1.17,-0.08,6.7786,-0.1384,-0.0002,170.99,0.3101
000018,神州长城,27.03,8.64,21.0787,346.6487,0.7756,4010.359,8.9735
000019,深深宝A,-3.76,-10.42,26.8404,-35.2562,-0.117,338.2245,1.1233
000020,深华发A,-2.16,-1.34,16.3087,-6.7315,-0.0237,499.4558,1.7638
000021,深科技,3.47,1.17,4.3295,180.6603,0.1227,15361.8148,10.4412
000022,深赤湾A,11.88,28.18,46.4535,527.7515,0.8185,1872.6086,2.9043
000023,深天地A,6.95,2.57,18.0151,26.7307,0.1926,1037.8041,7.4793
000025,特力A,4.92,14.08,28.2275,42.7688,0.1438,303.7268,1.0216
000026,飞亚达A,5.29,3.84,38.9818,121.7021,0.3098,3162.1962,8.051
000027,深圳能源,8.24,16.08,29.9481,1790.3846,0.4516,11129.983,2.8074
000028,国药一致,13.96,2.92,7.7755,761.3123,2.0994,25993.1393,71.6791
000029,深深房A,12.91,13.91,35.7655,301.1298,0.2976,2163.3656,2.1384
000030,富奥股份,10.74,11.61,18.4,503.2214,0.3891,4331.5135,3.3493
000031,中粮地产,12.07,5.34,26.4471,721.8122,0.3979,13499.5427,7.4429
000032,深桑达A,3.95,2.77,14.4151,54.5915,0.1551,1970.0575,5.5986
000033,*ST新都,724.97,59.49,58.8115,69.7126,0.2116,117.1705,0.3557
000034,神州数码,11.42,4.66,10.6973,21.3632,0.0596,458.0634,1.2796
000035,中国天楹,12.33,27.64,49.4771,228.1952,0.3684,825.3991,1.3328
000036,华联控股,3.39,16.94,63.7909,69.3059,0.0607,409.0279,0.3586
000037,*ST南电A,-99.78,-47.18,-10.9884,-634.6237,-1.0528,1345.0182,2.2314
000038,深大通,5.12,1.94,24.0475,5.9339,0.0616,305.4309,3.174
000039,中集集团,6.91,3.36,18.0701,1974.005,0.6629,58685.804,19.7076
000040,东旭蓝天,4.68,3.72,33.1637,62.0496,0.1321,1665.7292,3.5471
000042,中洲控股,7.14,7.94,39.8735,401.1773,0.6032,5047.824,7.5899
000043,中航地产,10.13,7.27,24.1885,401.2189,0.6015,5518.759,8.2744
000045,深纺织A,0.39,0.69,6.8666,8.4972,0.0167,1226.7468,2.4219
000046,泛海控股,19.63,21.39,48.1616,2020.1718,0.4432,9440.4935,2.0715
000048,康达尔,28.44,8.86,31.4215,203.9844,0.522,2302.0176,5.8909
000049,德赛电池,24.73,2.72,8.919,230.2234,1.1217,8434.1852,41.0935
000050,深天马A,4.18,5.26,16.3369,554.6755,0.4901,10530.0027,9.3042
000055,方大集团,8.12,4.2,14.8578,107.2724,0.1417,2550.4675,3.3695
000056,皇庭国际,0.76,14.29,72.4808,38.345,0.0668,268.288,0.4674
000058,深赛格,5.03,10.01,16.6508,74.2421,0.0946,741.5337,0.9448
000059,华锦股份,3.71,1.06,15.8861,328.6855,0.2055,30909.3199,19.325
000060,中金岭南,2.73,1.18,6.0061,200.9467,0.0908,16937.9237,7.6551
000061,农产品,0.42,1.18,48.5556,20.5551,0.0121,1736.6507,1.0233
000062,深圳华强,10.42,18.46,33.8789,375.5801,0.5206,2033.6507,2.8193
000063,中兴通讯,10.81,3.2,31.0281,3207.885,0.7728,100186.389,24.1366
000065,北方国际,11.25,5.1,7.7367,218.8522,0.7976,4285.574,15.6195
000066,中国长城,-1.37,-0.04,9.1451,-35.6667,-0.0269,72935.8517,55.1044
000068,华控赛格,1.14,4.1,37.8942,7.0055,0.0069,170.6189,0.1694
000069,华侨城A,12.18,14.39,53.1888,4640.6651,0.631,32236.3295,4.3835
000070,特发信息,5.91,3.75,18.249,91.9419,0.2932,2449.7974,7.8144
000078,海王生物,26.3,4.27,14.6455,474.7321,0.6308,11117.735,14.7741
000088,盐田港,7.9,174.99,49.9951,435.5882,0.2242,248.9124,0.1281
000089,深圳机场,5.1,17.67,30.2613,521.7842,0.2544,2952.551,1.4397
000090,天健集团,6.37,6.21,21.1352,392.7327,0.459,6317.7771,7.3843
000096,广聚能源,7.36,14.75,13.8758,147.2529,0.2788,997.8374,1.8898
000099,中信海直,6.08,13.13,33.3389,169.4116,0.2795,1289.4006,2.1274
000100,TCL集团,10.6,2.45,16.5392,2567.0034,0.2099,104579.482,8.5522
000150,宜华健康,3.08,5.0,23.7002,51.6127,0.1152,1031.2263,2.3028
000151,中成股份,13.34,11.1,19.472,134.5865,0.4547,1212.4348,4.0963
000153,丰原药业,2.81,2.08,26.8675,32.3896,0.1037,1554.2945,4.9794
000155,*ST川化,,-176.87,7.4636,-565.3514,-1.2028,319.6294,0.68
