code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
000001,平安银行,3.74,4.23,5.5359,614.035,0.1977,14513.119,4.6734
000002,万科A,12.64,9.83,38.9993,4033.17,0.3668,40991.7792,3.7281
000004,国农科技,-18.17,-25.67,46.7251,-11.1224,-0.1324,43.3148,0.5157
000005,世纪星源,1.39,9.65,56.4775,10.4997,0.0114,108.7203,0.1189
000006,深振业A,9.37,14.7,68.143,150.2198,0.2961,1021.7446,2.0145
000007,全新好,,-38.5,78.1623,-61.2265,-0.331,158.9899,0.8595
000008,神州高铁,1.01,6.54,20.8398,0.748,0.0101,11.4319,0.1552
000009,中国宝安,11.61,6.92,36.7819,200.3811,0.1928,2892.2357,2.7841
000010,美丽生态,40.76,13.15,38.8683,15.8154,0.1075,120.2159,0.8176
000011,深物业A,1.72,1.57,45.5351,9.8294,0.0181,623.4651,1.1507
000012,南玻A,9.24,9.83,29.9273,420.0798,0.3395,4273.3759,3.4543
000014,沙河股份,11.15,13.96,61.2211,43.5748,0.216,312.1321,1.5474
000016,深康佳A,6.64,2.05,19.0261,250.8172,0.2083,12205.2922,10.1375
000017,深中华A,,-16.37,4.3483,-44.893,-0.0936,274.2028,0.5719
000018,神州长城,-19.95,-55.36,11.8169,-25.9573,-0.1534,46.8813,0.2771
000019,深深宝A,3.79,8.35,21.9449,12.6302,0.0694,151.1181,0.8306
000020,深华发A,3.05,3.99,18.0719,7.5679,0.0267,189.4012,0.6688
000021,深科技,9.13,2.26,3.0136,316.4796,0.3598,13947.2771,15.8578
000022,深赤湾A,23.33,33.58,56.6718,642.8916,0.997,1914.0077,2.9685
000023,深天地A,7.14,3.97,17.3321,21.3151,0.1536,536.4271,3.8659
000025,特力A,2.8,0.71,15.0366,4.5843,0.0208,637.8966,2.8958
000026,飞亚达A,9.61,5.93,35.7048,64.5225,0.2587,1086.4056,4.3575
000027,深圳能源,9.16,9.72,13.0519,1034.6251,0.4697,10642.9146,4.8322
000028,国药一致,24.65,1.85,8.7621,154.8071,0.5372,8360.3502,29.0139
000029,深深房A,1.58,2.7,32.9821,19.1238,0.0189,706.0053,0.6978
000030,富奥股份,,-5010.3,100.0,-85.1488,-0.2952,1.6995,0.0058
000031,中粮地产,4.47,13.06,55.4817,142.0165,0.0783,1086.8463,0.5992
000032,深桑达A,9.74,4.3,19.2692,73.2476,0.3145,1703.0887,7.3136
000033,*ST新都,1.14,5.13,46.9381,3.5267,0.0107,68.6404,0.2083
000034,神州数码,,-91.91,9.031,-257.0947,-0.7181,279.7192,0.7813
000035,中国天楹,,-119.79,59.0471,-9.9608,-0.0664,8.3146,0.0554
000036,华联控股,-34.04,-308.9,35.24,-396.7067,-0.3529,128.4248,0.1142
000037,*ST南电A,0.6,0.34,-43.0142,10.7639,0.0178,3156.5515,5.2368
000038,深大通,221.26,,,154.1963,1.704,0.0,0.0
000039,中集集团,10.47,2.97,11.5229,1406.908,0.5284,47327.281,17.7761
000040,东旭蓝天,-13.9,-35.95,37.4497,-114.6278,-0.2441,318.8483,0.6789
000042,中洲控股,0.39,0.59,40.3953,6.7866,0.0283,1139.238,4.7574
000043,中航地产,1.98,1.59,28.2333,28.6977,0.129,1796.8526,8.0822
000045,深纺织A,11.02,12.62,19.7391,45.9926,0.1876,364.1534,1.4855
000046,泛海控股,2.57,14.83,46.668,210.6401,0.093,1419.5479,0.627
000048,康达尔,,3.81,12.3417,36.12,0.0924,945.7392,2.4202
000049,德赛电池,1.02,0.2,14.3361,1.5559,0.0113,775.1204,5.6648
000050,深天马A,0.69,0.68,11.886,9.3601,0.0163,1376.2525,2.3966
000055,方大集团,4.15,2.96,17.7275,23.2609,0.0545,784.7206,1.8386
000056,皇庭国际,-11.64,-94.22,17.5495,-25.4917,-0.1153,27.0533,0.1224
000058,深赛格,3.74,15.27,40.3297,48.5795,0.0619,318.0053,0.4052
000059,华锦股份,6.39,10.48,31.0838,384.8405,0.3205,3668.8032,3.056
000060,中金岭南,11.22,5.38,21.4637,400.394,0.391,7441.741,7.2688
000061,农产品,1.86,4.14,47.9438,53.0679,0.1173,1279.9967,2.8314
000062,深圳华强,3.43,2.54,12.439,45.5954,0.1475,1794.6883,5.8093
000063,中兴通讯,11.65,3.74,33.4156,1660.199,1.2358,44293.427,32.9728
000065,北方国际,8.96,3.26,12.1482,36.0784,0.2221,1105.0256,6.8027
000066,中国长城,1.0,0.29,5.2667,11.8239,0.0214,3950.1499,7.1796
000068,华控赛格,1.09,0.9,17.445,20.732,0.0231,2295.4108,2.5599
000069,华侨城A,16.43,26.28,47.1817,917.4353,0.35,3490.6789,1.3317
000070,特发信息,,,,,,,
000078,海王生物,3.45,1.09,15.8309,24.3036,0.0372,2211.7995,3.3896
000088,盐田港,14.94,133.31,63.4375,573.0018,0.4602,429.8067,0.3452
000089,深圳机场,5.22,15.89,49.1111,240.013,0.1419,1509.5898,0.8931
000090,天健集团,-5.5,-4.03,9.7226,-114.7869,-0.377,2847.0763,9.3523
000096,广聚能源,8.34,7.19,7.6284,129.698,0.2456,1802.0706,3.413
000099,中信海直,6.61,13.7,28.4826,93.0251,0.1811,678.9804,1.322
000100,TCL集团,12.58,1.3,15.7214,501.112,0.1937,38413.783,14.8526
000150,宜华健康,13.48,16.62,31.8025,82.014,0.2531,493.2889,1.5224
000151,中成股份,4.75,6.59,16.6007,42.2724,0.1428,641.1125,2.166
000153,丰原药业,2.19,1.62,26.7284,14.1836,0.0545,873.8079,3.3606
000155,*ST川化,7.71,5.11,22.8168,135.1814,0.2876,2642.147,5.6215
000156,华数传媒,,3.39,13.0631,19.2407,0.1617,566.2987,4.7613
000157,中联重科,30.87,11.58,27.3616,1569.3801,1.0318,13548.7843,8.9078
000158,常山股份,5.28,3.94,6.6233,118.4911,0.1648,3004.1404,4.179
000159,国际实业,14.55,19.17,50.4038,147.7259,0.614,770.5841,3.2031
000166,申万宏源,20.17,46.73,51.99,2236.44,0.333,4784.9047,0.7124
000301,东方市场,6.96,20.95,19.4033,170.286,0.1397,812.6784,0.667
000333,美的集团,28.91,2.33,18.8794,1496.9767,1.4969,63992.0871,63.992
000338,潍柴动力,24.14,5.82,20.2209,1931.3466,2.3184,33127.7844,39.767
000400,许继电气,1.79,1.46,30.3537,38.2069,0.101,2601.3786,6.877
000401,冀东水泥,7.52,9.76,28.6157,446.0336,0.3677,4568.7339,3.7671
000402,金融街,7.14,18.57,49.9616,1039.3795,0.4188,5595.077,2.2549
000403,ST生化,15990.29,34.9,28.0996,202.0077,0.9542,578.8009,2.7342
000404,华意压缩,5.88,0.85,12.3365,26.2312,0.0808,3079.5053,9.4876
000407,胜利股份,24.16,11.32,10.5619,203.7137,0.571,1799.3198,5.044
000408,*ST金源,-39.27,-11.51,-2.1629,-103.9519,-0.412,902.805,3.5782
000409,山东地矿,5.19,18.04,10.1046,2.7573,0.016,15.2773,0.0891
000410,沈阳机床,1.66,0.32,15.3164,21.1917,0.0388,6545.42,11.9995
000411,英特集团,14.13,0.46,5.4521,19.0389,0.0917,4098.8831,19.7584
000413,东旭光电,1.65,2.01,14.554,4.1394,0.0108,205.225,0.5358
000415,渤海金控,-25.48,-36.28,17.3155,-86.0307,-0.2864,237.0726,0.7893
000416,民生控股,-1.89,-1.92,14.7157,-12.1035,-0.0227,628.5866,1.1818
000417,合肥百货,13.72,2.38,15.8563,120.2983,0.3259,5043.735,13.668
000418,小天鹅A,2.49,0.93,18.5788,40.0383,0.0731,4292.9875,7.8388
000419,通程控股,5.15,2.13,23.0394,38.7223,0.1103,1810.5256,5.1579
000420,吉林化纤,-40.93,-20.16,-7.458,-359.8581,-0.9513,1784.5008,4.7176
000421,南京公用,8.91,2.95,9.0046,52.0321,0.1479,1759.3697,5.0026
000422,湖北宜化,13.4,3.69,17.0945,263.7452,0.4862,7130.7208,13.1471
000423,东阿阿胶,20.42,17.02,49.6178,287.0447,0.548,1685.9553,3.2189
000425,徐工机械,8.79,3.29,7.8687,110.4429,0.2026,3354.2093,6.1535
000426,兴业矿业,-11.3,-41.17,-1.582,-133.7412,-0.3513,324.8191,0.8532
000428,华天酒店,11.01,14.76,52.9538,133.1162,0.361,901.3697,2.4448
000429,粤高速A,11.64,42.49,59.1471,398.2609,0.3168,937.2783,0.7455
000430,张家界,,-25.0,57.7689,-21.8393,-0.1189,87.3273,0.4756
000488,晨鸣纸业,8.77,6.92,19.143,1075.2917,0.5214,15529.5934,7.5311
000498,山东路桥,,22.37,-75.1606,9.0221,0.0231,40.3167,0.1033
000501,鄂武商A,14.15,2.72,21.1272,180.3921,0.3556,6629.7164,13.0699
000502,绿景控股,23.51,12.13,54.3739,56.6368,0.3064,466.9103,2.5263
000503,海虹控股,0.41,1.88,66.9436,5.4159,0.0072,286.6514,0.3827
000504,*ST生物,-61.13,-86.12,13.7576,-170.0639,-0.5458,197.4557,0.6337
000505,*ST珠江,-64.32,-75.25,11.7852,-76.6038,-0.1795,101.7918,0.2385
000506,中润资源,43.79,22.29,43.3436,199.8856,0.2581,896.521,1.158
000507,珠海港,7.39,5.08,10.6279,86.6106,0.251,1703.6478,4.9381
000509,华塑控股,-962.96,-35.88,7.4699,-143.6462,-0.5745,400.3454,1.6013
000510,金路集团,-5.69,-3.1,8.9443,-62.7066,-0.1029,2018.1005,3.3128
000511,*ST烯碳,9.23,19.88,46.2337,129.1143,0.1118,649.3992,0.5623
000513,丽珠集团,2.92,2.52,45.774,52.0732,0.1701,2058.6406,6.7268
000514,渝开发,6.52,31.2,48.8134,128.984,0.2034,413.3774,0.652
000516,国际医学,9.91,2.89,16.2521,59.1671,0.3993,2041.3172,13.7782
000517,荣安地产,,-2841.68,-13.6838,-68.3331,-0.2928,2.4047,0.0103
000518,四环生物,-20.29,-77.96,-0.1037,-139.8737,-0.1358,179.4104,0.1742
000519,中兵红箭,-8.26,-9.42,11.0506,-27.7123,-0.1449,293.9192,1.5376
000520,长航凤凰,5.06,2.76,18.3779,73.9782,0.1096,2676.4951,3.9668
000521,美菱电器,2.42,0.59,22.5428,25.679,0.062,4335.9363,10.4823
000523,广州浪奇,1.17,0.51,12.5627,5.3275,0.0308,1027.9858,5.9565
000524,岭南控股,0.69,1.58,61.1783,4.248,0.0157,267.7474,0.9928
000525,红太阳,1.76,0.31,7.8927,10.9668,0.0391,3498.6511,12.4845
000526,*ST紫学,-8.23,-245.96,27.5615,-11.8516,-0.1232,4.8184,0.05
000528,柳工,12.88,3.66,16.0018,340.0437,0.7197,9268.3782,19.6174
000529,广弘控股,57.5,204.41,0.7817,337.5824,0.8513,165.1463,0.4164
000530,大冷股份,7.68,8.41,18.8597,127.3596,0.3638,1513.4362,4.3239
000531,穗恒运A,-7.7,-1.9,8.7728,-53.4906,-0.2006,2811.1391,10.5475
000532,力合股份,-5.72,-14.79,21.5847,-30.8324,-0.0894,208.3573,0.6044
000533,万家乐,9.99,2.34,26.032,65.6651,0.114,2797.2418,4.859
000534,万泽股份,3.18,5.39,42.5296,19.2442,0.0754,356.3831,1.3969
000536,华映科技,14.79,4.94,12.3464,6.4957,0.0532,131.4242,1.0778
000537,广宇发展,-8.9,-2.27,27.7084,-39.0614,-0.0761,1718.8319,3.3523
000538,云南白药,14.83,8.13,30.843,465.4202,0.8714,5723.1987,10.7165
000539,粤电力A,0.34,0.24,5.3596,28.9812,0.0108,11617.6733,4.3685
000540,中天金融,25.01,20.97,41.1389,190.9652,0.5351,910.5932,2.552
000541,佛山照明,8.61,13.04,20.1083,224.1606,0.3206,1718.7128,2.4589
000543,皖能电力,1.23,1.41,3.2725,40.0366,0.0517,2820.6085,3.6488
000544,中原环保,14.24,25.36,45.3054,64.9054,0.2408,255.9003,0.9496
000545,金浦钛业,13.7,2.43,45.8288,3.3229,0.0209,136.3981,0.8619
000546,金圆股份,-18.01,-387.16,41.9067,-20.9328,-0.1234,5.4067,0.0318
000547,航天发展,3.43,7.31,33.7758,29.6574,0.1211,405.5805,1.6564
