code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,,2.1032,10.7534,12.1231,-27.907,10.7534
000002,万科A,27.2249,-11.2538,16.7476,34.5937,-16.0,13.2503
000004,国农科技,-19.3809,,10.0147,-45.5401,-50.8772,51.1986
000005,世纪星源,64.5492,,11.5058,23.7132,50.0,11.4259
000006,深振业A,205.3457,125.5046,15.3688,3.7898,112.4309,15.0434
000007,全新好,41.3201,-136.3779,-2.5813,-13.0455,-100.0,-1.731
000008,神州高铁,-4.7968,-16.873,9.6262,17.4818,-6.8966,9.5982
000009,中国宝安,-8.2035,-18.0963,22.477,20.5838,-22.0,1.3805
000010,美丽生态,-13.4044,,2.1738,-14.4681,-22.0551,2.2107
000011,深物业A,429.7262,52167.629,29.1054,18.8559,50510.0,29.1174
000012,南玻A,17.2051,-13.9598,2.838,14.6288,-20.0,-1.2033
000014,沙河股份,199.9511,,3.0076,-21.2098,-30.4167,3.1853
000016,深康佳A,15.0776,89.9865,12.4083,36.2149,211.4286,3.7876
000017,深中华A,5.9272,68.3815,29.6775,-16.0095,33.3333,22.4122
000018,神州长城,14.6213,30.6199,41.1961,85.9242,-65.986,37.0785
000019,深深宝A,-17.6538,,9.8207,8.0448,7.3171,9.9427
000020,深华发A,39.3104,-10.3764,1.5124,6.795,-11.7647,1.5124
000021,深科技,-3.3397,-19.3242,6.5121,13.5537,-22.7848,5.7113
000022,深赤湾A,6.1099,10.085,7.9105,-0.7941,14.3617,6.3619
000023,深天地A,28.6215,14473.3382,4.0285,2.363,-2630.0,3.6926
000025,特力A,1.7899,-41.2703,3.0963,2.8513,-27.0531,2.9195
000026,飞亚达A,11.4659,66.8183,3.7819,-4.8425,66.3446,3.7891
000027,深圳能源,26.9308,-50.2929,1.54,14.6997,-45.0485,1.4493
000028,国药一致,44.9204,43.9107,59.5518,51.8407,16.5756,54.3193
000029,深深房A,-18.2021,11.1948,14.3836,-9.8339,11.039,13.5161
000030,富奥股份,33.1373,42.4897,9.9335,13.7512,41.6667,11.4533
000031,中粮地产,-45.979,-49.4674,-5.47,9.8711,-27.2727,-6.2782
000032,深桑达A,-40.9461,-52.0185,3.0062,-1.8081,-51.8,3.515
000033,*ST新都,-38.8286,-47.7997,109.455,-20.9482,-51.9231,107.5711
000033,新都退,-38.8286,-47.7997,109.455,-20.9482,-51.9231,107.5711
000034,神州数码,13430.1044,,16.3434,-2.273,-1103.0769,15.9293
000035,中国天楹,46.6084,-36.9679,10.5313,37.2033,-66.6667,10.5313
000036,华联控股,3656.1099,716.8584,71.9338,15.2682,702.4155,94.0568
000037,深南电A,30.4398,,308.9324,-27.5931,-37.5,224.7769
000038,深大通,174.3485,164.169,141.6341,68.3713,29.8198,143.9958
000039,中集集团,40.947,28.1204,9.9977,14.2458,25.794,2.9054
000040,东旭蓝天,36.637,20.5709,709.3438,154.7477,-57.8125,709.211
000042,中洲控股,-42.7105,-45.3243,4.8856,17.5088,-43.0454,4.3411
000043,中航地产,-14.1116,,2.2883,-17.4029,-51.1707,5.3964
000045,深纺织A,3.8437,,59.1389,42.5138,-142.5,8.3887
000046,泛海控股,-53.4588,144.1215,19.1918,30.6103,127.1739,14.7276
000048,康达尔,-4.6871,-321.6685,-1.124,15.3972,-346.3542,-0.2263
000049,德赛电池,50.4041,81.0834,23.5025,55.567,77.5079,26.1009
000050,深天马A,18.402,147.7174,4.7466,12.0945,147.6117,4.7466
000055,方大集团,22.2644,252.9275,75.0749,41.3664,200.0,81.2055
000056,皇庭国际,107.2651,204.7943,11.033,28.3033,40.8451,3.1903
000058,深赛格,66.0972,38.1482,38.5227,182.8878,13.7778,19.4397
000059,华锦股份,23.0847,-1.7615,19.1823,7.2066,-2.6051,19.432
000060,中金岭南,61.8217,,7.312,7.6112,-600.0,8.2599
000061,农产品,21.8205,77.7996,1.9482,6.1536,20.8333,0.1027
000062,深圳华强,22.4972,36.303,13.1428,21.889,32.6829,10.9173
000063,中兴通讯,17.7784,24.1531,-3.7812,4.5921,26.087,-8.0865
000065,北方国际,126.5837,121.5206,70.0861,74.8141,16.6667,65.02
000066,中国长城,-84.4446,,-13.8402,-61.6431,-446.9388,156.6032
000068,华控赛格,8.718,,46.6966,116.4038,13.1783,1.3726
000069,华侨城A,11.9092,26.9232,15.6662,32.1169,26.0929,16.2523
000070,特发信息,6.7513,30.5177,12.4235,17.325,25.5835,12.2984
000078,海王生物,33.9132,162.4899,170.8088,29.3086,-35.5019,192.8507
000088,盐田港,27.2712,5.4647,7.2993,6.1716,0.0,6.788
000089,深圳机场,2.1054,8.1777,4.5837,4.5174,8.0,4.5005
000090,天健集团,48.4631,504.3993,10.7397,28.3505,329.5547,10.7196
000096,广聚能源,1.6434,327.7918,15.5103,12.3551,254.5,15.6054
000099,中信海直,5.3893,-38.3999,1.9279,0.2768,-23.0,1.8875
000100,TCL集团,8.4232,89.1641,16.4175,20.7248,72.3005,-3.9333
000150,宜华健康,89.588,-95.7671,-2.9428,52.754,-95.0863,-5.8204
000151,中成股份,71.6184,-8.2151,-1.06,-9.3448,-8.2108,-1.0676
000153,丰原药业,23.3438,46.7054,-1.1348,5.4004,44.2308,1.6826
000155,*ST川化,1082.6936,,,353.3424,-128.5714,-297.4322
000156,华数传媒,5.4811,1.8877,8.6231,10.0479,0.0,8.6418
000157,中联重科,74.4525,,-5.0681,1.3425,-112.2222,-5.9593
000158,常山股份,6.6673,,6.0878,7.1584,-52.381,6.0705
000159,国际实业,18.8632,,1.2312,7.438,-20.0393,1.3727
000166,申万宏源,,-6.7228,6.721,-10.4933,-28.5714,6.6681
000301,东方市场,49.5212,-89.5134,6.9035,20.9643,-89.769,6.9198
000333,美的集团,55.8513,12.4581,22.052,52.7247,-27.1739,21.6798
000338,潍柴动力,85.3262,113.9581,9.4915,45.9593,172.7273,2.7882
000400,许继电气,19.8842,148.6692,10.2902,12.6156,38.4831,12.3585
000401,冀东水泥,22.1254,,4.651,-0.5888,-54.1681,5.9244
000402,金融街,22.079,-29.3019,6.2969,9.6817,-30.7692,7.8251
000403,ST生化,-19.0472,23.9236,4.9008,-0.9394,16.6667,11.0592
000404,华意压缩,12.7024,6.9825,10.0417,20.2124,5.0223,9.1589
000407,胜利股份,27.669,-22.6075,18.8077,-3.7387,-57.1429,15.5332
000408,*ST金源,,10539.82,7685.5343,1371.1915,1066.6667,7736.0453
000408,金谷源,,10539.82,7685.5343,1371.1915,1066.6667,7736.0453
000409,山东地矿,-39.4167,-325.8869,-14.9665,12.3788,-700.0,-20.1254
000410,*ST沈机,-46.0571,,-73.9775,1.1415,114.7239,-79.779
000411,英特集团,9.0384,14.1631,12.4994,17.4872,15.5756,12.7995
000413,东旭光电,37.1714,17.7239,57.6378,66.5754,-11.1111,54.1392
000415,渤海金控,78.0575,30.092,16.9559,60.7883,86.2069,15.0432
000416,民生控股,-96.8411,,2.8881,-33.4027,-155.2381,2.808
000417,合肥百货,4.4967,15.1707,7.5976,11.908,16.6261,5.8072
000418,小天鹅A,34.2143,21.4292,15.8141,23.2794,26.0,16.5815
