code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,0.2,-84.25,5.28,4.32,7.84,61403.5,-76.83,,03-20
000002,万科A,0.37,-49.32,2.9,13.24,-0.0,403317.0,-16.74,,03-10
000002,万科A,0.37,-49.32,2.9,13.24,-0.0,403317.0,-16.74,10派0.5,03-10
000004,国农科技,-0.13,17.75,0.73,-16.66,0.02,-1112.24,20.02,,04-20
000005,世纪星源,0.01,-87.5,0.82,1.39,-0.14,1049.97,-86.43,,04-28
000006,深振业A,0.3,-70.96,3.16,9.07,-2.69,15021.98,-41.71,10派0.8,04-25
000007,全新好,-0.33,-629.6,-0.46,,0.21,-6122.65,-629.92,,04-24
000008,神州高铁,0.01,-50.0,1.0,1.25,0.01,74.8,-55.53,,03-07
000009,中国宝安,0.19,-20.83,1.66,11.94,0.4,20038.11,-13.02,10派0.3送0.5,04-25
000010,美丽生态,0.11,-155.0,0.26,13.31,-0.04,1581.54,-154.78,10转2送2,04-16
000011,深物业A,0.02,-135.84,1.05,1.72,-0.04,982.94,-135.9,10送3,04-27
000012,南玻A,0.35,-14.63,3.67,9.77,0.83,42007.98,-2.64,,03-31
000012,南玻A,0.35,-14.63,3.67,9.77,0.83,42007.98,-2.64,10派1,03-31
000014,沙河股份,0.22,1442.86,1.94,11.77,-0.47,4357.48,2231.63,10派0.3,04-25
000016,深康佳A,0.21,-40.14,3.14,6.84,0.3,25081.72,19.89,10派0.5,04-30
000017,深中华A,-0.09,-171.18,-3.76,,-0.03,-4489.3,-171.22,,04-25
000018,神州长城,-0.15,-78.26,0.77,-16.34,0.08,-2595.73,-77.69,,04-23
000019,深深宝A,0.07,-70.83,1.83,3.87,0.0,1263.02,-71.09,,03-21
000020,深华发A,0.03,-70.33,0.88,3.08,-0.07,756.79,-70.74,,04-27
000021,深科技,0.36,-55.38,3.94,9.12,0.38,31647.96,-55.38,10派1.5,04-23
000022,深赤湾A,1.0,-3.2,4.27,24.35,1.69,64289.16,-3.16,10派5,04-11
000022,深赤湾A,1.0,-3.2,4.27,24.35,1.69,64289.16,-3.16,,04-11
000023,深天地A,0.15,5.93,2.15,7.17,-0.55,2131.51,5.7,10派1.096,04-03
000025,特力A,0.02,-60.0,0.74,2.82,0.16,458.43,-57.53,,03-24
000026,飞亚达A,0.26,6.15,2.69,9.85,-0.31,6452.25,5.99,10派1,03-26
000027,深圳能源,0.47,-40.51,5.12,9.13,0.78,103462.51,-35.24,10派1,04-18
000028,国药一致,0.54,23.73,2.18,27.33,0.86,15480.71,23.93,10派1,03-20
000029,深深房A,0.02,-34.38,1.19,1.6,-0.08,1912.38,-34.32,,04-22
000030,富奥股份,-0.3,285.88,-5.98,,-0.0,-8514.88,285.72,,04-08
000031,中粮地产,0.08,-86.89,1.75,4.29,-1.91,14201.65,-69.52,,04-27
000031,中粮地产,0.08,-86.89,1.75,4.29,-1.91,14201.65,-69.52,10派0.2,04-27
000032,深桑达A,0.31,-30.96,3.23,9.07,-0.33,7324.76,-15.96,10派1.7,04-18
000033,*ST新都,0.01,87.72,0.93,1.15,0.07,352.67,86.46,,04-10
000034,神州数码,-0.72,-10.0,-3.2,,0.01,-25709.47,2.93,,04-28
