code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
000001,平安银行,,-0.0383,-18.5079,-0.0411,
000002,万科A,-0.5123,-0.0107,-8.5865,-0.0131,-1.5174
000004,国农科技,-0.9188,-0.0446,,-0.2111,-25.9519
000005,世纪星源,-2.5538,-0.0699,,-0.1442,-14.5285
000006,深振业A,0.0279,0.0025,0.2896,0.0041,0.5671
000007,全新好,-2.2147,-0.0532,,-0.4934,-49.6963
000008,神州高铁,-0.9137,-0.0232,-19.3296,-0.1035,-10.7357
000009,中国宝安,0.0495,0.0028,0.7117,0.0044,0.5988
000010,美丽生态,7.4521,0.2049,,0.4823,48.7309
000011,深物业A,-0.2436,-0.0399,-0.8388,-0.0698,-7.255
000012,南玻A,0.1908,0.025,2.4735,0.0478,6.8181
000014,沙河股份,1.9789,0.1114,,0.2058,29.5715
000016,深康佳A,-0.3477,-0.0879,-62.7674,-0.1073,-10.9275
000017,深中华A,-0.0617,-0.0272,-4.0156,-0.0409,-4.088
000018,神州长城,-0.4219,-0.0536,-4.5055,-0.0696,-8.2328
000019,深深宝A,-0.1974,-0.01,,-0.0848,-9.3787
000020,深华发A,-0.0965,-0.0286,-43.9296,-0.0566,-5.7074
000021,深科技,0.0172,0.0044,0.4873,0.0076,0.7866
000022,深赤湾A,0.5262,0.036,1.4565,0.236,38.1057
000023,深天地A,0.1474,0.0223,3.769,0.0322,3.4391
000025,特力A,0.0761,0.0052,1.7007,0.0232,2.6272
000026,飞亚达A,0.1504,0.0316,2.7188,0.0838,9.1368
000027,深圳能源,0.2365,0.0091,5.6254,0.0146,3.0571
000028,国药一致,-0.0491,-0.0233,-1.7025,-0.0408,-4.168
000029,深深房A,-0.1113,-0.0079,-0.8735,-0.0233,-2.6065
000030,富奥股份,0.0528,0.0096,0.4051,0.0265,3.4513
000031,中粮地产,-2.5998,-0.0706,-19.7273,-0.0852,-12.8552
000032,深桑达A,0.0371,0.0057,1.5249,0.0303,3.2191
000033,*ST新都,-0.4682,-0.0268,-9.4213,-0.029,-28.0257
000034,神州数码,-0.0109,-0.0082,-1.5233,-0.0099,-1.1069
000035,中国天楹,-0.0001,0.0,-0.0015,0.0,-0.0017
000036,华联控股,-0.0149,-0.003,-0.0351,-0.0063,-0.8009
000037,深南电A,-0.6687,-0.0625,,-0.1502,-16.5153
000038,深大通,-0.0063,-0.0005,-0.0302,-0.003,-0.3465
000039,中集集团,0.0065,0.0007,0.1543,0.0011,0.1896
000040,东旭蓝天,0.2914,0.0137,6.6685,0.0369,5.8012
000042,中洲控股,0.2002,0.0067,9.3845,0.0082,1.3839
000043,中航地产,0.5612,0.0286,,0.0373,7.7491
000045,深纺织A,-0.682,-0.0449,-170.7984,-0.2666,-36.5732
000046,泛海控股,-6.7389,-0.0725,-29.5876,-0.0847,-21.2576
000048,康达尔,-0.453,-0.0631,,-0.0994,-12.2889
000049,德赛电池,0.1353,0.0711,3.4603,0.112,11.2017
000050,深天马A,-0.321,-0.041,-4.1391,-0.1065,-16.4849
000055,方大集团,-0.0085,-0.0007,-0.0718,-0.0012,-0.1654
000056,皇庭国际,-0.3209,-0.0041,-0.7088,-0.0085,-7.3497
000058,深赛格,0.1393,0.006,1.1001,0.0088,1.315
000059,华锦股份,-0.0826,-0.0196,-1.3819,-0.0303,-3.2283
000060,中金岭南,0.0629,0.0175,1.3434,0.0347,4.7493
000061,农产品,0.3031,0.0101,7.0816,0.0157,2.8023
000062,深圳华强,0.3008,0.0525,4.6428,0.1273,15.2824
000063,中兴通讯,-0.0377,-0.0069,-0.7372,-0.0098,-1.0715
000065,北方国际,0.4375,0.078,14.2112,0.1098,11.6268
000066,中国长城,-0.1937,-0.0327,-2.5504,-0.0672,-10.7546
000068,华控赛格,-4.0983,-0.054,,-0.1394,-14.052
000069,华侨城A,-1.2202,-0.0476,-9.2462,-0.0691,-9.7816
000070,特发信息,-0.3181,-0.068,-6.7789,-0.1151,-12.2756
000078,海王生物,-0.2167,-0.0519,-7.1892,-0.0793,-8.0439
000088,盐田港,0.3142,0.003,0.2831,0.0141,8.3648
000089,深圳机场,0.2281,0.0133,1.1562,0.0899,9.0208
000090,天健集团,-0.1543,-0.0137,-1.0955,-0.0204,-2.951
000096,广聚能源,0.074,0.0063,0.4039,0.1178,14.6197
000099,中信海直,0.2961,0.0162,6.5936,0.0406,9.6229
000100,TCL集团,0.0923,0.0156,3.482,0.0227,3.3703
000150,宜华健康,-0.8346,-0.0484,-8.285,-0.0763,-10.4953
000151,中成股份,0.6678,0.1517,16.4772,0.2666,26.7544
000153,丰原药业,0.026,0.0053,1.4574,0.0096,1.0224
000155,*ST川化,-0.0642,-0.0208,-2.4585,-0.4523,-45.2275
000156,华数传媒,0.0235,0.0012,0.1121,0.0044,0.7118
000157,中联重科,0.019,0.0011,0.9883,0.0018,0.3302
000158,常山股份,-0.2675,-0.0442,,-0.0859,-10.7213
000159,国际实业,-1.2501,-0.0239,,-0.0783,-9.2413
