code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,,13.0488,16.1358,25.5892,-28.5,16.1358
000002,万科A,37.4762,21.6553,31.7217,32.5967,21.2121,21.2065
000004,国农科技,17.273,112.9646,8.9352,16.4421,-312.0,4.5803
000005,世纪星源,-30.621,,1.0131,-7.6282,113.3333,1.0131
000006,深振业A,-20.3838,3.6039,19.4323,20.4205,0.4151,19.7693
000007,全新好,-51.4625,270.4245,0.523,-19.9007,261.4894,2.0696
000008,神州高铁,3969.9134,19659.8311,654.3924,702.4485,4575.0,654.3924
000009,中国宝安,-2.2848,146.1704,14.7117,7.6987,285.6075,15.8032
000010,美丽生态,198.2539,,703.5682,339.4237,-125.0,1281.8192
000011,深物业A,42.2964,103.9917,42.7264,-7.2694,104.0273,42.7547
000012,南玻A,6.7746,52.1646,2.6616,8.158,57.8947,2.6762
000014,沙河股份,211.1987,,6.1092,5.6784,-39.4009,5.5331
000016,深康佳A,18.2963,156.2038,1.0327,-1.7146,146.4286,1.6842
000017,深中华A,0.7663,,,-3.2502,-44.0503,1.7658
000018,神州长城,4.2209,,4.2635,-5.9432,-92.5,4.2116
000019,深深宝A,89.7313,-34.9275,2.1119,-5.1884,-36.6833,-0.7378
000020,深华发A,-17.4,-87.1562,-0.7914,-7.2566,-86.9369,-0.7914
000021,深科技,-10.6554,356.8695,1.6417,35.0847,113.3581,3.7999
000022,深赤湾A,-2.9879,15.421,10.6656,11.1812,22.007,8.9081
000023,深天地A,17.0908,,14.7119,3.6058,-218.5185,7.8837
000025,特力A,19.8043,,14.0008,8.9527,-376.2763,20.5057
000026,飞亚达A,2.9093,10.7837,6.0187,4.8974,10.7424,6.0479
000027,深圳能源,-7.8453,16.3929,4.7322,3.3583,29.0647,5.9193
000028,国药一致,16.1511,11.733,27.3089,16.9794,11.138,28.0232
000029,深深房A,-32.8617,-73.7912,4.2387,31.4675,-73.8437,3.8571
000030,富奥股份,,,,11706.7683,-4822.2222,-15071444.8697
000031,中粮地产,64.1627,80.9443,6.7856,10.1128,200.0,12.3019
000032,深桑达A,23.9849,,20.7347,-1.9541,-280.0,23.556
000033,*ST新都,13.3137,,-8.4095,23.1348,-17.4074,-8.4095
000034,神州数码,11.9238,,14.5421,47.4913,-366.6667,14.5421
000035,中国天楹,-56.7142,,,-99.3357,-945.0704,-100.3248
000036,华联控股,-51.2202,37.5482,4.8051,3.8474,45.8549,4.62
000037,*ST南电A,-8.5461,,-13.4445,5.9381,-0.0,-12.9783
000038,深大通,-3.3146,-205.8506,-0.4272,-7.7346,-226.3158,-2.9188
000039,中集集团,1.1988,-24.4129,9.4207,7.3568,-38.3465,5.4844
000040,东旭蓝天,4.2623,-32.4578,12.3009,39.7465,-32.8571,12.2068
000042,中洲控股,-52.0924,-34.6228,2.258,8.1446,-34.6224,2.2589
000043,中航地产,64.6835,-85.63,7.3536,30.7472,-87.1145,4.5714
000045,深纺织A,49.2546,,70.8711,55.5101,-111.1111,70.8711
000046,泛海控股,57.5843,61.7184,3.2653,45.3317,60.1923,3.9267
000048,康达尔,7.018,21.9241,12.0117,9.7231,20.2719,14.8093
000049,德赛电池,18.5122,43.4061,43.1945,37.7762,42.0322,46.0427
000050,深天马A,5.6803,84.4884,5.9824,-2.5449,99.8079,5.6997
000055,方大集团,27.8826,748.3036,2.6097,10.7674,250.0,3.5961
000056,皇庭国际,-71.1961,12609.8586,,377.1474,4909.1324,-6411.3874
000058,深赛格,30.6279,26.0088,4.8033,14.6058,24.3056,4.7876
000059,华锦股份,24.9151,,0.0133,6.8469,-8.5106,0.1226
000060,中金岭南,-21.3708,-65.3837,-1.3164,0.3426,-46.6667,-0.8584
000061,农产品,34.4792,-24.7723,38.791,14.1581,-55.5831,48.4045
000062,深圳华强,30.7653,34.1906,19.9723,-1.064,42.1488,19.3736
000063,中兴通讯,-10.0021,,-5.9233,-2.0512,-132.0,-3.9268
000065,北方国际,438.9853,-8.3825,19.0745,31.4801,0.0,22.4255
000066,中国长城,1.3037,-481.2277,-12.8655,-7.624,-211.1111,-12.4759
000068,华控赛格,9577.1688,,-4.6684,95.0917,144.8,-4.6684
000069,华侨城A,66.7257,86.9579,33.2139,23.5603,79.7297,26.9978
000070,特发信息,-7.8021,28.1283,20.438,11.3133,26.7427,20.88
000078,海王生物,24.1304,15.3554,64.3329,24.8734,-10.0868,71.7682
000088,盐田港,-5.5506,4.9937,5.4399,5.3531,5.7365,5.3102
000089,深圳机场,14.4987,6.0307,7.546,9.4565,5.9781,7.6988
