code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,,6.1313,7.5345,11.0564,6.4516,7.5345
000002,万科A,65.8251,60.4339,20.5891,38.0615,28.5714,19.4907
000004,国农科技,595.6331,,17.9956,38.5735,-275.0,10.0957
000006,深振业A,-58.4677,154.4235,14.3321,-16.0774,175.6827,14.5818
000008,神州高铁,3.2369,8.2077,16.3274,24.3655,37.037,16.1178
000009,中国宝安,59.543,-10.18,20.7955,21.3554,5.1282,10.664
000010,美丽生态,-22.8695,,-48.4308,-24.4162,82.6367,-49.4189
000011,深物业A,-47.5907,-82.2755,9.7609,-21.837,-82.2762,9.764
000012,南玻A,15.0844,-9.7687,8.1489,12.6381,-12.5,8.5546
000016,深康佳A,65.8709,302.2372,148.3921,26.7697,112.844,175.0423
000017,深中华A,6.1351,-43.1279,8.0768,57.9085,0.0,10.6251
000018,神州长城,-12.8717,120.4491,29.216,41.5204,120.7547,26.4562
000020,深华发A,-10.535,-27.0211,0.2688,-7.2196,-26.6667,0.2688
000021,深科技,15.8332,-25.1834,4.3646,13.6405,-26.7339,3.8109
000022,深赤湾A,31.4641,23.6106,3.6518,18.8726,5.5814,-11.0825
000023,深天地A,13.4536,-200.9773,1.072,21.3709,-146.2451,2.3753
000025,特力A,13.4966,318.2387,11.0877,19.3786,258.9404,8.8351
000026,飞亚达A,4.2612,31.6464,4.1654,-5.8431,31.365,4.3129
000027,深圳能源,42.2192,-44.4724,-1.8584,17.5237,-45.9364,-2.8405
000028,国药一致,0.3336,6.0423,11.3839,10.4164,6.25,11.0813
000029,深深房A,-45.0307,-117.1691,5.7133,8.304,-117.2515,5.4277
000030,富奥股份,0.998,1.2301,11.3375,14.1508,5.8824,10.8435
000031,中粮地产,27.0619,49.7916,9.3832,27.2866,75.0,19.4725
000032,深桑达A,25.9831,257.546,-8.8444,8.5247,150.6224,-11.2913
000034,神州数码,29.1187,28.6513,25.8735,40.3244,30.5982,25.9952
000035,中国天楹,22.23,-1.5209,47.25100000000001,28.4931,-14.5,45.9294
000036,华联控股,-74.5386,-84.6439,8.7549,10.2826,-86.1078,9.0337
000038,深大通,-0.4093,-45.198,4.5043,-7.2676,-65.5101,5.4727
000039,中集集团,31.1914,-5.6016,9.9023,5.5993,-13.2389,10.2176
000040,东旭蓝天,29.3425,2910.2018,14.5843,54.1599,2903.7037,14.4504
000042,中洲控股,39.4784,1065.2015,21.0771,36.6526,929.563,12.4675
000043,中航地产,51.8616,,0.997,-3.3918,-188.3173,6.1457
000045,深纺织A,-18.7543,245.0044,2.5041,0.8453,29.4118,2.5531
000046,泛海控股,-82.81200000000003,262.5279,12.8175,13.0375,249.6411,13.4583
000049,德赛电池,30.1334,4.814,20.6029,37.8262,10.232,20.9769
000050,深天马A,126.4772,72.1929,81.8456,161.5662,49.2222,81.8456
000055,方大集团,13.3357,45.7085,40.5045,15.6431,-11.1111,36.9126
000056,皇庭国际,60.6247,3.7927,4.9749,31.2734,0.0,3.3533
000058,深赛格,23.2107,83.6294,11.653,-8.2046,98.0469,10.5313
000059,华锦股份,4.5072,-30.5373,12.5043,-5.8868,-30.7418,12.2514
000060,中金岭南,1.0421,41.148,25.4448,12.8226,30.0,28.6189
000061,农产品,-8.0605,-33.8612,2.3875,9.7143,-37.931,-0.7534
000062,深圳华强,69.6145,88.2203,8.1537,17.907,72.1507,5.7202
000063,中兴通讯,12.1784,35.4959,5.7921,-1.4586,37.931,16.3013
000065,北方国际,-7.9701,11.0333,12.2545,-11.416,0.0,13.984000000000002
000066,中国长城,-20.2202,-6.0709,0.8766,-0.0521,0.0,-0.3008
000068,华控赛格,89.4071,,13.3858,69.5951,-0.6849,5.3686
000069,华侨城A,2.9744,26.9887,38.6207,51.358,47.9957,20.6885
000070,特发信息,10.4825,8.3571,15.4116,20.3227,-42.1015,13.963
000078,海王生物,119.7096,71.5815,11.0872,92.4652,66.2824,3.8553
000088,盐田港,13.9511,-27.0733,8.1228,12.5893,-25.0,5.9588
000089,深圳机场,14.0506,9.6477,4.7315,4.9376,9.5442,4.6453
000090,天健集团,-44.4986,-79.1226,-1.5255,35.5138,-78.6522,-1.4756
000096,广聚能源,82.9744,-61.5784,3.1213,3.3213,-62.4824,3.13
