code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,3.4569,96.5431
000002,万科A,1.7575,0.4269,30.9483,1061.9252,32.5559,67.4441
000004,国农科技,1.3163,0.6946,45.4313,-724.4206,50.8207,49.1793
000005,世纪星源,0.4397,0.3283,5.0427,138.9143,54.1355,45.8645
000006,深振业A,1.7384,0.0806,5.2438,317.9819,28.3325,71.6675
000007,全新好,0.4585,0.4253,31.1743,-31.5542,-12.2615,112.2615
000008,神州高铁,8.7336,8.7336,708.0848,-239.1936,93.7219,6.2781
000009,中国宝安,1.6756,0.7652,23.8308,621.64,41.0001,58.9999
000010,美丽生态,1.2265,0.7723,4.6257,3179.8699,35.3686,64.6314
000011,深物业A,1.549,0.408,26.872,233.9312,27.0734,72.9266
000012,南玻A,0.412,0.3374,23.6615,744.166,46.3858,53.6142
000014,沙河股份,1.5232,0.3006,27.0136,607.4789,25.6471,74.3529
000016,深康佳A,1.3793,0.9818,31.9178,21400.283,38.0276,61.9724
000017,深中华A,0.0524,0.0324,0.5574,-38.6684,-944.3048,1044.3048
000018,神州长城,1.4457,1.3743,124.9015,7492.4995,67.8806,32.1194
000019,深深宝A,1.1115,0.7528,16.5161,494.799,72.0231,27.9769
000020,深华发A,0.9953,0.7411,12.2501,175.293,55.4792,44.5208
000021,深科技,3.2065,2.8241,168.5239,6613.4037,79.98,20.02
000022,深赤湾A,0.6247,0.6041,47.4932,-1654.0535,64.568,35.432
000023,深天地A,1.1834,0.5337,12.422,247.5136,30.9888,69.0112
000025,特力A,0.4048,0.2439,12.453,117.2669,30.4269,69.5731
000026,飞亚达A,1.3716,0.3717,15.982,263.0075,47.1481,52.8519
000027,深圳能源,0.7398,0.6263,27.8115,356.2475,46.5523,53.4477
000028,国药一致,1.045,0.7972,11.6308,480.1798,17.6269,82.3731
000029,深深房A,1.8634,0.5654,45.0808,239.0486,52.838,47.162
000030,富奥股份,0.0037,0.0017,0.003,-189.4665,-9595.9314,9695.9314
000031,中粮地产,1.6529,0.5062,29.5984,494.6937,36.2161,63.7839
000032,深桑达A,1.6827,0.7526,27.2883,402.2923,58.6859,41.3141
000033,*ST新都,0.5136,0.4946,7.2206,160.2634,66.2119,33.7881
000034,神州数码,0.1544,0.0974,3.5293,-452.3841,-614.3951,714.3951
000035,中国天楹,0.0215,0.0215,0.0417,82.0809,-229.516,329.516
000036,华联控股,2.0714,0.9443,73.8741,-3082.2979,46.3959,53.6041
