code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
000001,平安银行,,-0.0548,-8.1704,-0.059,
000002,万科A,0.3672,0.0569,3.8073,0.0702,7.771
000004,国农科技,0.6174,0.352,6.5546,0.6366,63.8989
000005,世纪星源,-0.2789,-0.0388,-0.6891,-0.0839,-8.4203
000006,深振业A,1.3239,0.1087,12.6637,0.1596,28.989
000007,全新好,-1.129,-0.0613,,-0.3138,-32.9303
000008,神州高铁,-0.0987,-0.0139,-0.4538,-0.0761,-7.9527
000009,中国宝安,0.0061,0.0013,0.0696,0.0021,0.3068
000010,美丽生态,-0.2639,-0.0399,-8.8112,-0.0755,-10.789
000011,深物业A,3.9664,0.316,,0.4564,47.0259
000012,南玻A,0.2441,0.0941,2.2155,0.1832,26.6798
000014,沙河股份,0.9687,0.0766,,0.1168,15.9735
000016,深康佳A,-0.0281,-0.0272,,-0.0337,-3.4389
000017,深中华A,-0.0476,-0.09,-1.9624,-0.1211,-12.1134
000018,神州长城,-0.5215,-0.2604,-5.5811,-0.3499,-44.3456
000019,深深宝A,-0.006,-0.0013,,-0.0119,-1.3452
000020,深华发A,-0.1555,-0.1175,-15.7604,-0.2463,-24.8575
000021,深科技,0.0054,0.0055,0.1879,0.0115,1.1748
000022,深赤湾A,0.4042,0.0854,1.0702,0.4755,52.0309
000023,深天地A,0.0694,0.0334,3.7858,0.0477,5.0434
000025,特力A,0.1435,0.0296,1.3059,0.132,14.174
000026,飞亚达A,0.1303,0.0729,2.6941,0.1803,19.6133
000027,深圳能源,0.2355,0.0336,1.4127,0.0566,12.2129
000028,国药一致,0.0247,0.0354,0.7149,0.0604,6.2057
000029,深深房A,0.3159,0.1347,2.3267,0.3334,36.9999
000030,富奥股份,0.0762,0.0364,0.6007,0.1031,14.1859
000031,中粮地产,0.3498,0.056,6.3507,0.0675,12.2607
000032,深桑达A,-0.0323,-0.0245,-0.9742,-0.1148,-12.1739
000033,新都退,-0.5594,-0.1319,-8.4904,-0.138,-140.1868
000033,*ST新都,-0.5594,-0.1319,-8.4904,-0.138,-140.1868
000034,神州数码,0.0406,0.0605,2.9014,0.0721,8.2279
000035,中国天楹,0.1547,0.0163,0.6472,0.0259,4.0869
000036,华联控股,16.1336,0.2411,4.9108,0.3563,46.3493
000037,*ST南电A,0.1112,0.0297,,0.033,4.3544
000037,深南电A,0.1112,0.0297,,0.033,4.3544
000038,深大通,0.3278,0.0337,1.8006,0.1618,18.1121
000039,中集集团,0.0211,0.0063,,0.0089,1.6722
000040,东旭蓝天,-0.3496,-0.0422,-6.3607,-0.0941,-27.1864
000042,中洲控股,0.4549,0.0795,35.1033,0.0975,14.9608
000043,中航地产,0.3328,0.0561,,0.069,11.1373
000045,深纺织A,-0.0566,-0.0175,,-0.0741,-11.6153
000046,泛海控股,-0.8424,-0.085,-6.7649,-0.1004,-28.0211
000048,康达尔,-0.4501,-0.2757,-14.6377,-0.4919,-52.2192
000049,德赛电池,0.0131,0.0161,0.4208,0.0233,2.3294
000050,深天马A,-0.0537,-0.0197,-1.1031,-0.0551,-8.3291
000055,方大集团,0.2602,0.0747,4.1808,0.1069,12.8946
000056,皇庭国际,0.3474,0.0077,1.0246,0.0158,33.2761
000058,深赛格,-0.1661,-0.0332,-1.2796,-0.1023,-10.5544
000059,华锦股份,0.1453,0.0948,2.4957,0.1417,17.4054
000060,中金岭南,0.0684,0.0462,4.3152,0.0919,12.6851
000061,农产品,0.4461,0.0383,2.6398,0.0614,10.1172
000062,深圳华强,-0.0351,-0.0209,-0.4982,-0.0529,-6.43
000063,中兴通讯,0.017,0.0092,0.3564,0.014,1.5593
000065,北方国际,0.0565,0.0196,1.1855,0.0258,2.6841
000066,中国长城,0.028,0.0342,9.1684,0.0441,5.059
000068,华控赛格,-0.7906,-0.0836,,-0.5654,-57.3157
000069,华侨城A,0.5347,0.075,3.2447,0.1116,15.6602
000070,特发信息,-0.0132,-0.0088,-0.297,-0.0146,-1.5599
000078,海王生物,-0.0887,-0.0613,-3.2939,-0.0975,-9.952
000088,盐田港,-0.0792,-0.002,-0.0544,-0.0087,-4.7221
000089,深圳机场,0.3706,0.0659,1.9888,0.4275,42.9093
000090,天健集团,-0.078,-0.0163,-1.26,-0.0252,-3.615
000096,广聚能源,-0.0691,-0.0204,-0.4247,-0.3427,-42.5631
000099,中信海直,0.0277,0.0047,0.2897,0.0113,2.8475
000100,TCL集团,0.0688,0.0376,2.6192,0.0558,8.5605
000150,宜华健康,-0.6835,-0.1013,-0.6137,-0.1838,-22.0608
000151,中成股份,-1.0203,-0.5084,-12.1669,-1.1146,-112.1186
000153,丰原药业,0.0221,0.0121,0.6968,0.0232,2.4822
000155,*ST川化,-0.6194,-0.4942,-1.5875,-0.2365,-24.4161
000156,华数传媒,0.2703,0.0447,1.2927,0.1662,27.067
000157,中联重科,0.0252,0.0038,,0.0066,1.1238
000158,常山股份,-0.1824,-0.1053,,-0.1905,-20.8978
000159,国际实业,-0.2749,-0.0356,-8.2646,-0.1342,-16.4982
000166,申万宏源,,-0.2073,-13.234,-0.2618,
000301,东方市场,1.4263,0.1677,5.4004,0.563,80.2182
000333,美的集团,0.1636,0.1168,1.3843,0.1962,22.3453
000338,潍柴动力,0.0251,0.0127,0.7079,0.0193,3.5468
000400,许继电气,0.0031,0.0011,0.0577,0.0024,0.2728
000401,冀东水泥,0.2611,0.059,,0.0804,12.5043
000402,金融街,1.1473,0.0862,12.4977,0.116,28.3695
000403,ST生化,0.1079,0.0346,0.8755,0.0614,6.674
000404,华意压缩,-0.0528,-0.0343,-0.9501,-0.0568,-5.8118
000407,胜利股份,0.0096,0.0041,5.4612,0.0122,1.3763
000408,金谷源,0.281,0.0591,0.9028,0.256,37.5372
000408,*ST金源,0.281,0.0591,0.9028,0.256,37.5372
000408,藏格控股,0.281,0.0591,0.9028,0.256,37.5372
000409,山东地矿,-0.0011,-0.0004,-0.0741,-0.0005,-0.0635
000410,沈阳机床,-0.3836,-0.0649,,-0.0688,-9.3422
000410,*ST沈机,-0.3836,-0.0649,,-0.0688,-9.3422
000411,英特集团,-0.0706,-0.1219,-6.8198,-0.1567,-15.805
000413,东旭光电,0.3823,0.0414,1.9218,0.0953,22.004
000415,渤海金控,0.8867,0.0791,8.0414,0.0962,36.2984
000416,民生控股,-0.8972,-0.1874,-17.407,-1.1326,-113.3359
000417,合肥百货,0.0584,0.0493,1.4385,0.0928,10.1547
000418,小天鹅A,0.1599,0.1159,1.8105,0.1949,19.5623
000419,通程控股,-0.0474,-0.0347,-1.3671,-0.078,-8.1303
000420,吉林化纤,-0.1146,-0.0261,-7.8611,-0.0657,-7.4338
000421,南京公用,-0.1762,-0.0666,-3.0575,-0.129,-13.5608
000422,湖北宜化,0.1498,0.047,,0.059,8.3439
000423,东阿阿胶,-0.18,-0.0795,-0.5827,-0.5579,-58.9405
000425,徐工机械,0.1306,0.0356,9.2032,0.066,8.5525
000426,兴业矿业,0.0399,0.0045,0.2074,0.0121,2.2933
000428,华天酒店,0.1179,0.0094,,0.0143,1.9538
000429,粤高速A,0.7114,0.0903,1.5722,0.1902,65.874
000430,张家界,0.26,0.081,1.2303,0.1585,23.8655
000488,晨鸣纸业,-0.1883,-0.0364,-2.0284,-0.0492,-6.532
000498,山东路桥,0.0188,0.0062,0.3189,0.0083,0.9454
000501,鄂武商A,0.0683,0.0485,1.2098,0.0718,8.5569
000502,绿景控股,-4.292,-0.1383,,-0.2216,-22.1622
000503,海虹控股,-1.7546,-0.1897,,-3.2208,-326.1996
000504,南华生物,-1.1209,-0.1776,,-0.1303,-13.2004
000504,*ST生物,-1.1209,-0.1776,,-0.1303,-13.2004
000505,珠江控股,0.7974,0.0909,,0.0778,8.2644
000505,*ST珠江,0.7974,0.0909,,0.0778,8.2644
000506,中润资源,-0.2172,-0.0348,-11.7602,-0.0659,-7.3477
000507,珠海港,0.1746,0.0413,2.602,0.0832,18.1469
000509,华塑控股,-0.7837,-0.109,,-0.1086,-11.353
000510,金路集团,0.0998,0.0735,6.7849,0.1737,18.5641
