code,name,mbrg,nprg,nav,targ,epsg,seg
000001,平安银行,8.6063,40.6426,29.5083,18.7875,41.6667,29.5083
000002,万科A,-8.076,32.3465,19.2819,18.8747,42.8571,19.2354
000004,国农科技,56.9118,,30.1615,31.6894,-90.099,1.2399
000005,世纪星源,4.5316,-281.3091,-7.9611,-6.2117,-300.0,-7.9611
000006,深振业A,49.3018,-38.8009,20.738,13.6385,-37.5,21.1355
000007,全新好,-12.1588,,,-42.4416,-2.4345,-27.9118
000008,神州高铁,1.9067,,-0.7674,1.261,-52.9412,-0.7674
000009,中国宝安,0.8834,10.4934,18.2575,46.835,18.8889,14.316
000010,美丽生态,-11.2947,-143.5382,11.1682,0.9854,-149.2611,9.1627
000011,深物业A,-36.6428,-84.6313,12.7698,19.0101,-85.9238,12.7884
000012,南玻A,79.0736,379.0796,21.5963,4.62,380.0,21.7473
000014,沙河股份,507.3981,,35.3146,-3.5769,-2050.5747,37.7602
000016,深康佳A,63.3963,8.8396,2.8776,42.8185,-10.303,2.615
000017,深中华A,-7.2268,,,-2.6231,-15.3722,3.7956
000018,神州长城,-70.142,,7.6412,1.7981,100.0,7.9598
000019,深深宝A,23.3356,,-5.838,14.9463,54.2416,-5.1969
000020,深华发A,47.8128,473.0222,5.6616,41.0813,477.027,5.6616
000021,深科技,166.455,98.5146,15.0153,35.1675,86.9281,5.6606
000022,深赤湾A,14.9571,33.6541,4.0201,10.5752,40.0,4.7707
000023,深天地A,32.8872,,2.5165,10.2005,60.0,1.6258
000025,特力A,16.118,,8.2032,-1.2216,-84.4633,8.4459
000026,飞亚达A,44.6177,89.9264,8.9369,11.7084,100.0,7.3194
000027,深圳能源,62.4725,155.4447,16.2799,13.2732,137.5,16.6785
000028,国药一致,33.0697,52.0379,30.0282,29.0563,48.9933,32.1231
000029,深深房A,-15.7465,548.9024,1.927,56.5458,575.0,2.0623
000030,富奥股份,-100.0,,,137.7205,-100.0,-0.5303
000031,中粮地产,191.4908,,93.4236,52.1042,-300.0,83.4095
000032,深桑达A,-0.5057,-50.8103,-3.1913,17.9918,-33.3333,-3.2625
000033,*ST新都,9.5349,,-7.9466,6.3915,3.7383,-7.9466
000034,神州数码,27.9402,,,-16.929,-0.0,-29.4023
000035,中国天楹,-9.5619,,,12.083,-111.1111,-0.9185
000036,华联控股,-80.5945,-78.3733,9.8128,21.4248,-74.1627,15.1275
000037,*ST南电A,-24.0369,,0.8322,-1.6178,750.0,-1.0388
000038,深大通,,,68.0928,27.0059,-561.5385,90.5163
000039,中集集团,82.5594,-5.166,17.239,41.142,-15.4384,6.9046
000040,东旭蓝天,248.1123,,12.2384,20.3389,-200.0,13.9786
000042,中洲控股,39.884,,17.9774,13.0967,-2509.375,19.04
000043,中航地产,52.2612,,2.445,43.0997,-193.0502,2.7438
000045,深纺织A,137.3414,20.9554,16.6653,41.2667,25.0,16.6653
000046,泛海控股,331.0467,904.9954,3.6153,18.6338,780.0,-5.8238
000048,康达尔,34.3742,118.7622,,-41.2659,186.2069,-51.2605
000049,德赛电池,77.7838,,-13.6422,0.6907,-218.2886,-13.4998
000050,深天马A,87.6835,,15.4536,35.4855,-110.0,-11.2227
000055,方大集团,19.6469,2.3907,12.4356,2.1993,7.2,9.8755
000056,皇庭国际,-31.534,-477.6436,-24.0969,30.4177,-225.0,-5.6968
000058,深赛格,34.4878,246.1366,-14.5879,-13.5263,402.5,-19.6661
000059,华锦股份,330.8915,-5.2212,3.1205,56.763,0.0,3.1205
000060,中金岭南,78.4939,1574.4923,18.3705,35.9006,1300.0,14.5814
000061,农产品,3.4639,-20.2681,1.794,12.3214,-41.1765,1.7628
000062,深圳华强,-62.6614,,23.1392,41.427,-138.4615,24.3451
000063,中兴通讯,13.5868,83.1927,38.6882,26.5715,0.0,40.6798
000065,北方国际,105.6373,-1491.2721,16.113,1.0821,-1100.0,7.258
000066,中国长城,2098.2001,1629.9649,716.6419,1099.0611,420.0,94.0704
000068,华控赛格,-81.3696,,-87.8551,-73.9248,-86.701,-87.8551
000069,华侨城A,416.6239,216.0266,68.0887,157.8518,94.5455,88.5518
000070,特发信息,54.8609,40.4557,17.0193,26.1004,33.6245,6.4731
000078,海王生物,70.3604,1194.7348,-8.8233,17.3853,262.8205,-8.51
000088,盐田港,9.8881,-1.9179,6.2916,6.5367,-2.6515,7.6724
000089,深圳机场,20.1983,26.3528,12.6245,8.9104,25.977,12.9438
000090,天健集团,12.696,-117.3054,19.0308,10.0184,-111.5408,19.0308
000096,广聚能源,67.2095,-345.8358,3.8538,7.4928,-357.9365,3.7945
000099,中信海直,7.0662,-36.1267,4.5559,4.6254,-34.5116,4.5874
000100,TCL集团,54.2624,2168.8942,50.1047,52.8882,279.3103,34.1779
000150,宜华健康,-24.8844,27.4439,16.0223,-8.6189,26.9231,16.0223
000151,中成股份,5.1026,14.3757,0.3211,-1.1277,13.6364,0.3065
000153,丰原药业,10.6333,19.3809,3.8062,-2.9472,79.0476,4.0058
000155,*ST川化,-37.064,-150.9757,-1.7857,5.6718,-150.0,-1.5102
000156,华数传媒,33.1361,48.473,,-17.0682,50.0,-16.4046
000157,中联重科,67.7173,145.2661,142.1915,74.9279,109.6611,148.8349
000158,常山股份,38.69,,3.7502,-5.7533,-102.0,3.9021
000159,国际实业,74.0064,-40.8164,13.9135,26.2498,-42.8571,13.9049
000301,东方市场,107.0808,158.641,2.3263,-1.6464,170.4225,2.0387
000333,美的集团,66.097,60.754,51.2861,62.7319,,44.9202
000338,潍柴动力,146.0826,372.655,48.977,42.4229,351.1628,58.6872
000400,许继电气,14.7198,50.5591,7.6418,2.161,31.3433,6.1978
000401,冀东水泥,105.7283,,20.7606,76.7895,-278.5714,13.7857
000402,金融街,136.6212,-41.9578,7.1303,49.21,-33.3333,6.0427
000403,ST生化,74.2784,,-20.235,4.4761,-1262.7907,3983.2128
000404,华意压缩,78.7764,-27.521,22.7698,33.5841,-109.4675,17.8807
000407,胜利股份,38.8802,-23.2114,18.1923,15.0845,-44.4444,19.0356
000408,*ST金源,-46.2935,,-52.1631,-30.7549,-2.8571,-52.3543
000409,山东地矿,,,-21.3651,-19.1719,-41.6667,-21.3651
000410,沈阳机床,69.9433,,7.6098,7.0374,-220.0,9.0485
000411,英特集团,40.8348,87.5042,31.2561,41.0072,88.0,27.8601
000413,东旭光电,-47.4846,-4385.1658,-14.8663,-8.8119,-1933.3333,-15.6548
000415,渤海金控,-12.5098,,-21.7838,-0.7003,-26.8371,-24.8215
000416,民生控股,11.6933,-92.1326,1.7107,4.6975,-94.9866,1.2702
000417,合肥百货,22.3197,39.716,11.5068,16.7537,19.7285,18.407
000418,小天鹅A,70.6289,136.1839,15.3486,34.4343,75.0,17.0062
000419,通程控股,58.9397,96.8605,-8.9898,15.986,120.5607,4.1166
000420,吉林化纤,31.4253,,4.1123,11.8448,-45.4545,3.5216
000421,南京公用,-17.7668,-320.795,-14.2638,-13.9008,-1655.9322,2.968
000422,湖北宜化,19.4013,270.4575,24.1765,21.6027,219.6954,15.8947
000423,东阿阿胶,59.2124,120.5396,72.1875,78.395,82.3571,72.5985
000425,徐工机械,620.8981,,275.0882,312.8097,-3742.5,291.4515
000426,兴业矿业,19.0783,,-2.1821,-31.194,-33.3333,-0.9335
000428,华天酒店,30.7075,-52.9003,8.0342,19.2082,-71.9298,2.5583
000429,粤高速A,6.132,15.4474,9.3164,24.1498,11.1111,9.6091
000430,张家界,27.9881,,,-7.1654,-66.6667,-21.6074
000488,晨鸣纸业,36.285,4794.0644,6.8065,6.7944,3057.8947,7.851
000498,山东路桥,-100.0,,,-71.7009,-100.0,-101.3052
000501,鄂武商A,35.0911,32.3586,3.9699,19.0449,33.3333,12.1133
000502,绿景控股,-64.7022,-532.0553,-0.7768,-16.7347,-562.0513,5.0106
000503,海虹控股,-39.4264,,-1.1248,-2.4198,63.6364,-1.0592
000504,*ST生物,-3.0115,,-45.4411,-32.3614,-57.2864,-46.4326
000505,*ST珠江,671.8254,,-28.2076,0.8472,-100.0,-28.8955
