code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,5.5934,94.4066
000002,万科A,1.341,0.3433,10.9933,1211.3912,20.5508,79.4492
000004,国农科技,2.2495,0.9128,52.3042,3200.2914,55.7488,44.2512
000005,世纪星源,0.4648,0.438,11.2015,-395.1202,51.5592,48.4408
000006,深振业A,2.3806,0.6788,63.6483,279.0209,41.279,58.721
000007,全新好,1.3345,1.2832,51.9677,-57.3203,49.981,50.019
000008,神州高铁,3.7385,3.5892,264.8309,3180.1131,90.6042,9.3958
000009,中国宝安,1.4672,0.6326,34.3186,407.4199,36.0436,63.9564
000010,美丽生态,4.2718,3.0968,244.6993,440.1752,78.6197,21.3803
000011,深物业A,1.8079,0.527,48.1675,-1124.4864,48.5848,51.4152
000012,南玻A,0.5918,0.4599,6.7967,428.7473,55.6729,44.3271
000014,沙河股份,2.6384,0.333,26.7517,1147.286,36.0294,63.9706
000016,深康佳A,1.1247,0.8512,27.3154,140.4629,26.7248,73.2752
000017,深中华A,1.0179,0.8745,18.3532,-735.9907,4.8385,95.1615
000018,神州长城,1.8341,1.8341,179.0744,-1216.1851,72.3344,27.6656
000019,深深宝A,2.198,1.1556,78.1634,701.7786,74.3921,25.6079
000020,深华发A,1.4077,1.1908,8.23,115.1341,35.5593,64.4407
000021,深科技,1.2316,1.1687,93.766,275.0225,34.6906,65.3094
000022,深赤湾A,0.7592,0.7441,57.1789,857.0154,65.3186,34.6814
000023,深天地A,1.288,0.8682,19.3381,-88.7449,30.9492,69.0508
000025,特力A,0.4451,0.3184,19.068,184.8497,28.1209,71.8791
000026,飞亚达A,1.8847,0.4695,13.5307,302.8821,43.0697,56.9303
000027,深圳能源,0.8756,0.7717,39.4246,507.3884,56.0181,43.9819
000028,国药一致,1.4057,1.1605,29.7694,553.3117,36.0281,63.9719
000029,深深房A,1.9838,0.3648,30.8529,766.7967,39.9033,60.0967
000030,富奥股份,1.4681,1.1847,21.1788,5965.4677,61.1428,38.8572
000031,中粮地产,1.6187,0.2747,23.915,216.724,23.3404,76.6596
000032,深桑达A,2.15,1.3497,55.5919,-1263.3799,69.6681,30.3319
000033,*ST新都,1.6093,1.5795,105.7816,-14.9498,48.1949,51.8051
000034,神州数码,1.0235,0.7393,7.9807,77.82,25.588,74.412
000035,中国天楹,-4.3974,-4.3974,-283.1508,32304.7934,122.719,-22.719
000036,华联控股,3.235,0.8016,62.8527,189.9314,66.7531,33.2469
000037,*ST南电A,0.9264,0.5687,18.9725,-17.8386,31.9367,68.0633
000038,深大通,1.4131,0.1766,5.939,-537.8293,29.5878,70.4122
000039,中集集团,1.1373,0.718,15.5156,-51.7643,31.5239,68.4761
000040,东旭蓝天,1.9863,0.2596,14.3813,226.5386,31.3919,68.6081
000042,中洲控股,2.744,0.7953,76.1613,1571.0836,38.0305,61.9695
000043,中航地产,1.6448,0.4113,12.0242,164.3161,21.3084,78.6916
000045,深纺织A,6.6083,5.7202,485.5664,207.3401,80.7232,19.2768
000046,泛海控股,3.1847,0.6532,36.17,544.4624,23.1008,76.8992
000048,康达尔,0.8398,0.4559,33.6212,307.486,33.8752,66.1248
000049,德赛电池,1.3942,1.171,24.1343,1873.1397,30.4037,69.5963
000050,深天马A,1.0109,0.8246,31.56,308.3955,43.887,56.113
000055,方大集团,1.2983,1.0,26.9202,328.2147,44.1539,55.8461
