code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
000001,平安银行,20.12,18.26,46.6834,1302.9065,0.6695,7135.2175,3.6669
000002,万科A,14.47,12.07,37.2382,2154.6393,0.493,17848.2103,4.0843
000004,国农科技,0.71,1.35,47.611,0.6198,0.0073,45.639,0.5434
000005,世纪星源,7.81,16.7,52.4311,54.8191,0.0599,328.0623,0.3587
000006,深振业A,16.97,17.23,38.7963,216.2538,0.8527,1254.5392,4.947
000008,神州高铁,-2.45,-16.95,19.5665,-1.7561,-0.0238,10.3564,0.1406
000009,中国宝安,7.24,4.02,28.8777,100.2651,0.1045,2491.3837,2.5984
000010,美丽生态,11.2,7.3,44.7669,7.2044,0.049,98.6381,0.6709
000011,深物业A,-7.88,-14.76,24.5815,-46.0542,-0.085,311.9487,0.5757
000012,南玻A,12.63,11.25,32.0273,332.1116,0.327,2951.5991,2.9066
000014,沙河股份,9.07,9.26,35.6265,31.0222,0.2306,334.8275,2.4899
000016,深康佳A,3.1,0.81,16.8583,102.6384,0.1704,12656.151,21.0239
000018,神州长城,10.26,12.49,2.7642,30.0579,0.1777,240.6136,1.4225
000019,深深宝A,14.0,38.11,13.5502,39.0594,0.2147,102.4831,0.5633
000020,深华发A,-8.73,-12.12,2.616,-19.5542,-0.069,161.2087,0.5693
000021,深科技,10.99,3.31,3.7334,341.1852,0.3879,10296.7231,11.7072
000022,深赤湾A,27.32,32.22,62.0396,613.9648,0.9522,1905.3129,2.955
000023,深天地A,12.94,4.89,16.5595,32.4889,0.2341,663.3602,4.7807
000025,特力A,-68.32,-8.12,8.5742,-92.1488,-0.4183,1133.6922,5.1465
000026,飞亚达A,5.2,6.0,36.6603,29.2632,0.1173,487.2412,1.9542
000027,深圳能源,17.01,11.52,24.7051,800.1102,0.1653,6945.0452,5.7755
000028,国药一致,16.2,1.28,10.2624,72.5552,0.2517,5667.6118,19.669
000029,深深房A,1.76,1.94,6.5677,19.2595,0.019,990.894,0.9794
000030,富奥股份,,,,18.6603,0.0646,,
000031,中粮地产,13.03,50.44,55.3892,174.4283,0.2493,345.795,0.4943
000032,深桑达A,6.66,2.43,12.8854,41.3181,0.2129,1694.5151,8.7322
000033,*ST新都,-46.1,-181.73,94.9938,-138.8799,-0.4216,76.4199,0.2319
000034,神州数码,,0.86,9.0319,2.9557,0.0094,342.1888,1.0997
000035,中国天楹,,85.2,3.7559,21.4416,0.185,25.1642,0.2171
000036,华联控股,10.21,3.59,13.7981,192.9081,0.1716,5361.4192,4.7704
000037,*ST南电A,3.99,1.64,-4.6945,63.4661,0.1158,3861.7524,7.0474
000038,深大通,,-345385.95,0.0,-164.7042,-1.8202,0.0477,0.0005
000039,中集集团,24.93,8.35,13.5047,2771.7231,1.2492,33167.8014,14.9494
000040,东旭蓝天,1.39,2.13,38.8911,12.2023,0.0259,572.3071,1.2187
000042,中洲控股,4.83,9.16,53.3378,76.1562,0.318,831.0428,3.4704
000043,中航地产,16.63,4.95,28.9905,69.8097,0.501,1408.9485,10.1126
000045,深纺织A,1.98,1.2,17.1584,6.7246,0.0274,555.7837,2.2673
000046,泛海控股,7.62,19.08,33.8756,255.2619,0.7262,1337.6975,3.8058
000048,康达尔,,-12.76,10.4726,-95.1812,-0.2435,745.8654,1.9087
000049,德赛电池,11.41,2.3,15.6748,20.0383,0.1464,869.2023,6.3524
000050,深天马A,10.9,6.2,18.4739,93.7956,0.2825,1511.1812,4.5527
000055,方大集团,1.87,1.18,11.9603,7.9868,0.0226,671.3586,1.9033
000056,皇庭国际,-6.96,-16.16,-11.8762,-11.4799,-0.0519,71.0308,0.3215
000058,深赛格,-5.5,-3.52,4.4043,-67.1692,-0.0855,1905.666,2.4282
000059,华锦股份,4.94,3.6,20.4642,89.3143,0.1346,2480.36,3.7398
000060,中金岭南,35.12,18.18,34.9651,1134.5824,1.7066,6240.2302,9.3866
000061,农产品,3.42,2.94,33.1788,50.0158,0.129,1700.4699,4.3864
000062,深圳华强,6.6,3.96,15.9139,83.5468,0.2704,2105.1415,6.8142
000063,中兴通讯,7.56,3.5,34.1264,807.353,0.8414,23031.684,24.0032
000065,北方国际,4.02,1.26,6.7133,18.8324,0.1159,1493.8741,9.1966
000066,中国长城,3.63,1.88,5.7219,60.4531,0.1318,3199.4028,6.9781
000068,华控赛格,2.24,2.32,18.1841,46.8548,0.0596,2014.71,2.5633
000069,华侨城A,19.44,32.51,41.7102,580.8772,0.3227,1786.5448,1.6077
000070,特发信息,0.47,0.57,11.0824,2.9171,0.0116,505.6233,2.0224
000078,海王生物,5.92,1.57,13.4386,42.4702,0.0894,2690.7845,5.6647
000088,盐田港,21.87,98.51,47.7074,706.4199,0.5674,717.0361,0.5759
000089,深圳机场,12.5,35.67,48.0651,407.436,0.283,1142.0997,0.7932
000090,天健集团,6.18,5.67,16.7827,111.908,0.4773,1971.9344,8.4118
000096,广聚能源,9.89,5.8,6.1078,133.4673,0.2527,2297.8769,4.352
000099,中信海直,5.57,14.61,33.1068,71.3259,0.1388,488.1376,0.9504
000100,TCL集团,-64.95,-4.12,15.033,-1932.3283,-0.7471,46855.2335,18.1164
000150,宜华健康,-9.31,-17.89,-0.2473,-40.1427,-0.1238,224.2767,0.6922
000151,中成股份,5.47,4.41,18.6884,48.3127,0.1632,1093.3983,3.6941
000153,丰原药业,3.57,4.22,24.7487,22.005,0.0846,521.2947,2.0049
000155,*ST川化,8.23,9.11,29.2706,137.9541,0.2935,1512.8741,3.2188
000156,华数传媒,,4.13,10.5275,14.0584,0.1456,339.6273,3.5194
000157,中联重科,20.93,10.39,26.8465,480.9002,0.9485,4625.3411,9.1229
000158,常山股份,3.31,1.94,10.7761,51.5389,0.1198,2645.8462,6.1531
000159,国际实业,0.25,0.25,34.4716,1.3278,0.0064,523.6246,2.5598
000166,申万宏源,40.87,63.4,13.9651,1255.4226,0.1869,1980.0649,0.2948
000301,东方市场,8.12,6.24,12.4618,186.2154,0.1528,2983.185,2.4487
