code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,1.27,89.55,5.67,33.41,7.44,264990.3,103.38,,03-20
000002,万科A,0.73,,4.26,23.75,-1.52,484423.55,124.83,10转6派1.1152,03-21
000004,国农科技,-0.11,,0.86,-12.05,-0.08,-926.73,-1595.19,,04-24
000005,世纪星源,0.08,,0.82,10.39,0.0,7737.47,41.15,,04-26
000006,深振业A,1.02,,6.83,16.15,-3.17,25773.13,19.18,,03-29
000007,全新好,0.06,,-0.13,,0.47,1155.39,-112.62,,04-22
000008,神州高铁,0.02,,0.99,2.32,0.1,168.22,-195.8,,03-21
000009,中国宝安,0.24,,1.78,14.63,-0.1,23038.89,129.78,,03-08
000010,美丽生态,-0.2,,0.75,-35.48,0.16,-2886.89,-500.71,,04-29
000011,深物业A,-0.05,,1.04,-4.75,-0.22,-2737.77,-40.55,,04-15
000012,南玻A,0.41,,3.37,14.5,0.93,43148.48,29.92,10派1.66833,03-19
000014,沙河股份,0.01,,2.56,0.54,-0.68,186.89,-93.98,10转3送2派0.25,04-26
000016,深康佳A,0.35,,5.89,6.05,0.5,20919.85,103.82,10转10,04-08
000017,深中华A,0.13,,-3.72,,-0.01,6303.62,-753.36,,04-30
000018,神州长城,-0.69,,1.0,-49.0,0.05,-11635.69,-487.11,,04-30
000019,深深宝A,0.24,,1.76,14.65,-0.01,4369.02,11.86,,03-28
000020,深华发A,0.09,,0.87,11.1,0.05,2586.4,-232.27,,04-29
000021,深科技,0.81,,3.96,19.59,-0.08,70920.43,107.86,10派4,04-19
000022,深赤湾A,1.03,,4.01,27.83,1.86,66387.22,8.13,10派7.61541,04-10
000023,深天地A,0.15,,2.12,7.0,-0.49,2016.6,-37.93,10派1.1615,02-02
000025,特力A,0.05,,0.71,7.08,-0.28,1079.53,-111.72,,04-17
000026,飞亚达A,0.24,,2.58,10.03,-0.23,6087.69,108.03,10派1.11595,04-11
000027,深圳能源,0.79,,5.57,16.6,1.32,159772.13,99.69,10派3.6,04-29
000028,国药一致,0.43,,1.68,28.26,0.3,12491.42,72.16,,03-27
000029,深深房A,0.03,,1.15,2.54,-0.05,2911.61,51.18,,04-22
000030,富奥股份,-0.08,,-5.68,1.36,-0.01,-2207.52,-218.3,,04-15
000031,中粮地产,0.61,,3.8,20.83,-0.39,46593.92,167.12,10转6送4派0.5,04-18
000032,深桑达A,0.45,,4.03,11.92,2.68,8716.16,110.95,10转2派1.2,04-17
000033,*ST新都,0.01,,0.92,0.62,0.09,189.14,-101.36,,04-22
000034,神州数码,-0.8,,-2.76,,0.06,-24977.72,-8550.59,,04-29
000035,中国天楹,0.79,,-8.14,,-0.0,11798.27,450.25,,04-25
000036,华联控股,-0.34,,1.47,-21.35,0.39,-38214.19,-298.1,,04-30
000037,*ST南电A,0.22,,3.15,6.85,0.37,11808.6,86.06,10送1派0.334038,04-17
000038,深大通,0.18,,-0.93,,0.0,1614.0,-109.8,,04-30
000039,中集集团,1.19,,5.98,24.46,-0.41,316537.3,14.2,10派5.57289,04-02
000040,东旭蓝天,0.16,,2.12,7.39,0.13,7693.55,530.5,,04-22
000042,中洲控股,0.84,,7.89,10.9,-0.94,20180.54,164.99,10派2,04-15
000043,中航地产,0.74,,6.75,19.86,-1.19,15039.36,115.43,10派2.5,04-11
000045,深纺织A,0.05,,1.48,3.37,0.1,1155.41,71.82,,04-22
000046,泛海控股,0.87,,5.38,17.78,2.34,65318.72,155.89,,02-19
000048,康达尔,0.06,,-0.6,,0.35,2434.2,-125.57,,04-29
000049,德赛电池,0.05,,1.1,4.46,-0.18,714.85,-64.33,,04-16
000050,深天马A,0.26,,4.07,7.72,0.31,9039.59,-3.62,10派1,04-11
000055,方大集团,0.06,,1.5,4.59,0.21,2438.6,205.33,10转1,04-22
000056,皇庭国际,0.34,,1.11,34.13,-1.04,6786.62,-691.17,,04-23
000058,深赛格,0.08,,1.62,5.08,-0.1,6294.56,-193.71,10派0.278365,04-16
000059,华锦股份,0.36,,4.73,12.75,0.43,24009.98,168.83,,04-09
000060,中金岭南,1.65,,4.9,41.27,1.49,120454.12,6.17,10送4派3.46,03-20
000061,农产品,0.44,,4.31,10.83,1.82,17066.93,241.23,10派1,03-29
000062,深圳华强,0.38,,5.7,7.24,0.31,11641.06,39.34,10派0.5,03-28
000063,中兴通讯,1.3,,12.65,10.94,0.09,125215.8,55.09,10转4派2.5,03-20
000065,北方国际,-0.29,,2.31,-10.4,-1.48,-4644.12,-346.6,,02-29
000066,中国长城,0.21,,3.83,5.7,0.33,9817.55,62.4,10送2派0.23,04-19
000068,华控赛格,-0.24,,2.39,-9.64,0.26,-19200.69,-509.79,,03-22
000069,华侨城A,0.66,,3.77,21.22,0.56,75037.05,29.18,,03-08
000070,特发信息,0.04,,2.5,1.78,-0.0,1103.9,278.43,,04-12
000078,海王生物,0.06,,1.21,5.42,0.08,3868.05,-8.92,10转0.863741,04-29
000088,盐田港,0.52,,2.92,19.18,0.24,64585.76,-8.57,10派2.39,04-30
000089,深圳机场,0.33,,2.46,14.08,0.36,47540.49,16.68,10派1.6,04-24
