code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,1.43,-28.5,11.58,12.96,12.3,1169600.0,14.24,,10-23
000002,万科A,0.56,21.21,6.2,9.31,-1.09,616021.89,21.27,,10-30
000004,国农科技,0.01,-312.0,,1.14,,88.81,-311.59,,10-26
000005,世纪星源,-0.03,113.33,,-4.34,,-2900.01,116.62,,10-30
000006,深振业A,0.27,0.42,,9.9,,35921.12,5.4,,10-25
000007,全新好,0.17,261.49,,12.84,,3924.14,261.86,,10-24
000008,神州高铁,0.06,4575.0,,3.05,,1702.49,19659.83,,10-26
000009,中国宝安,0.21,285.61,,,,31055.21,432.07,,10-29
000010,美丽生态,0.01,-125.0,,2.29,,882.0,-257.97,,10-24
000011,深物业A,0.6,104.03,,21.2,,35626.08,103.99,,10-29
000012,南玻A,0.3,57.89,,9.02,,62765.24,55.83,,10-22
000014,沙河股份,-0.05,-39.4,,,,-1060.91,-39.42,,10-29
000016,深康佳A,0.03,146.43,,1.02,,4157.37,146.54,,10-30
000017,深中华A,-0.05,-44.05,,,,-2696.3,-44.03,,10-29
000018,神州长城,-0.0,-92.5,,,,-53.14,-91.36,,10-25
000019,深深宝A,0.22,-36.68,,5.47,,5422.42,-36.68,,10-24
000020,深华发A,0.0,-86.94,,0.29,,80.81,-87.16,,10-28
000021,深科技,0.12,113.36,,,,15167.15,113.13,,10-31
000022,深赤湾A,0.69,22.01,,11.76,,44679.12,21.93,,10-25
000023,深天地A,0.1,-218.52,,3.85,,1325.95,-218.28,,10-30
000025,特力A,0.09,-376.28,,10.42,,2027.55,-376.35,,10-30
000026,飞亚达A,0.27,10.74,,7.08,,10478.92,10.66,,10-24
000027,深圳能源,0.41,29.06,,7.48,,108667.03,29.05,,10-25
000028,国药一致,1.38,11.14,,20.39,,39668.51,11.09,,10-24
000029,深深房A,0.02,-73.84,,1.01,,1657.87,-73.86,,10-23
000030,富奥股份,0.34,-4822.22,,11.76,,40678.55,-19790.61,,10-23
000031,中粮地产,0.06,200.0,,,,11314.8,211.17,,10-29
000032,深桑达A,0.09,-280.0,,2.22,,2029.26,-285.21,,10-29
000033,*ST新都,-0.02,-17.41,,-2.77,,-734.17,-17.02,,10-24
000034,神州数码,0.02,-366.67,,6.36,,586.71,-366.33,,10-23
000035,中国天楹,6.0,-945.07,,,,113338.66,-1163.14,,10-22
000036,华联控股,0.06,45.85,,,,6325.2,45.83,,10-28
000037,*ST南电A,-0.33,-0.0,,-13.57,,-19678.94,-1.4,,10-25
000038,深大通,-0.02,-226.32,,-1.46,,-227.4,-221.94,,10-19
000039,中集集团,0.37,-38.35,,4.9,,97684.5,-38.34,,10-30
000040,东旭蓝天,0.19,-32.86,,7.26,,8850.49,-32.21,,10-26
