code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000001,平安银行,,,,,,
000002,万科A,58.8726,6.1149,0.3161,1138.8801,0.3228,1115.2416
000004,国农科技,24.792,14.5208,0.3578,1006.1487,0.3678,978.7928
000005,世纪星源,28.7569,12.5187,2.5303,142.2756,0.2088,1724.1379
000006,深振业A,138.9251,2.5913,0.2398,1501.251,0.2711,1327.9233
000007,全新好,4.3365,83.0163,5.3691,67.0503,0.4491,801.6032
000008,神州高铁,58.8561,6.1166,18.4773,19.4834,1.3853,259.8715
000009,中国宝安,5.491,65.5618,0.4958,726.0992,0.4409,816.5117
000010,美丽生态,1.9073,188.7485,0.8991,400.4004,0.2782,1294.0331
000011,深物业A,51.993,6.924,0.2353,1529.9618,0.4004,899.1009
000012,南玻A,30.9849,11.6186,13.8385,26.0144,3.8331,93.9188
000014,沙河股份,103.248,3.4868,0.1507,2388.852,0.2751,1308.615
000016,深康佳A,8.2298,43.7435,4.47,80.5369,1.531,235.1404
000017,深中华A,30.6212,11.7566,37.1327,9.695,2.2068,163.1321
000018,神州长城,,,,,0.1582,2275.6005
000019,深深宝A,3.5091,102.5904,1.0517,342.3029,0.5864,613.9154
000020,深华发A,5.0588,71.1631,15.2309,23.6362,1.0458,344.2341
000021,深科技,8.1194,44.3383,25.9822,13.8556,1.4586,246.812
000022,深赤湾A,8.4516,42.5955,48.7754,7.3808,2.0627,174.5285
000023,深天地A,1.9141,188.0779,2.3708,151.8475,0.8764,410.7713
000025,特力A,145.5361,2.4736,7.0144,51.323,2.9134,123.567
000026,飞亚达A,9.7025,37.1038,0.9653,372.9411,1.2177,295.6393
000027,深圳能源,5.5729,64.5983,7.8808,45.6806,1.1253,319.9147
000028,国药一致,3.7741,95.387,10.5945,33.9799,2.3418,153.7279
000029,深深房A,43.2996,8.3142,0.4891,736.0458,0.5803,620.3688
000030,富奥股份,4.6671,77.1357,6.8762,52.3545,1.5529,231.8243
000031,中粮地产,42.8465,8.4021,0.1822,1975.8507,0.2329,1545.7278
000032,深桑达A,15.6358,23.0241,4.1126,87.5359,1.536,234.375
000033,*ST新都,8.6158,41.7837,32.2122,11.1759,1.028,350.1946
000034,神州数码,27.385,13.1459,6.0239,59.7619,1.9102,188.4619
000035,中国天楹,5.3036,67.8784,5.9087,60.9271,1.2597,285.7823
000036,华联控股,48.4891,7.4243,0.0394,9137.0558,0.06,6000.0
000037,*ST南电A,1.7897,201.151,1.3529,266.0951,0.3891,925.212
000038,深大通,,,0.3311,1087.2848,0.316,1139.2405
000039,中集集团,6.504,55.3506,3.5907,100.259,1.6231,221.7978
000040,东旭蓝天,30.0594,11.9763,0.2219,1622.3524,0.2742,1312.9103
000042,中洲控股,305.8007,1.1772,0.1827,1970.4433,0.2738,1314.8283
000043,中航地产,15.2862,23.5507,0.4516,797.1656,0.4582,785.6831
000045,深纺织A,8.2225,43.7823,5.3156,67.7252,0.7587,474.4958
000046,泛海控股,4.6574,77.2963,0.0783,4597.7011,0.1231,2924.4517
000048,康达尔,57.8586,6.2221,4.1064,87.668,2.2297,161.4567
000049,德赛电池,3.4055,105.7113,9.194,39.156,1.6864,213.4725
000050,深天马A,5.5806,64.5092,7.5018,47.9885,2.3432,153.6361
000055,方大集团,1.9344,186.1042,2.2549,159.6523,0.8638,416.7631
000056,皇庭国际,6.0084,59.9161,1.582,227.5601,1.0793,333.5495
000058,深赛格,3.4945,103.019,2.9815,120.7446,0.5107,704.9148
000059,华锦股份,185.4616,1.9411,7.0869,50.798,3.866,93.1195
000060,中金岭南,67.1972,5.3574,12.4212,28.9827,5.8212,61.8429
000061,农产品,27.8917,12.9071,438.1924,0.8216,0.588,612.2449
000062,深圳华强,153.5963,2.3438,1.2029,299.2767,1.2658,284.4051
000063,中兴通讯,3.5007,102.8366,3.4821,103.3859,1.0272,350.4673
000065,北方国际,4.6197,77.9271,5.7721,62.369,0.7584,474.6835
000066,中国长城,6.0013,59.987,7.8082,46.1054,2.5057,143.6724
000068,华控赛格,0.3455,1041.9682,35.1653,10.2374,0.2709,1328.9037
000069,华侨城A,67.3189,5.3477,0.291,1237.1134,0.4962,725.5139
000070,特发信息,2.9235,123.1401,3.2224,111.718,1.2257,293.7097
000078,海王生物,2.664,135.1351,9.0026,39.9884,1.3465,267.3598
000088,盐田港,11.6759,30.8327,,,0.2625,1371.4286
000089,深圳机场,8.1396,44.2282,727.2849,0.495,1.5667,229.7823
000090,天健集团,15.6927,22.9406,0.865,416.185,0.6778,531.1301
000096,广聚能源,462.3387,0.7786,56.7008,6.3491,1.077,334.2618
000099,中信海直,4.9386,72.8952,2.7545,130.6952,1.2026,299.3514
000100,TCL集团,8.5705,42.0046,7.709,46.6987,1.954,184.2375
000150,宜华健康,7.4117,48.5719,0.0533,6754.2214,0.0655,5496.1832
000151,中成股份,45.3593,7.9366,26.9916,13.3375,1.0365,347.3227
000153,丰原药业,4.7026,76.5534,5.3578,67.1918,1.8176,198.0634
000155,*ST川化,20.0621,17.9443,4.4572,80.7682,1.1396,315.9003
000156,华数传媒,7.95,45.283,28.7417,12.5254,1.7011,211.6278
000157,中联重科,0.8877,405.5424,1.9496,184.6533,0.36,1000.0
000158,常山股份,86.5248,4.1607,4.432,81.2274,2.2602,159.2779
000159,国际实业,7.9665,45.1892,1.5419,233.4782,0.601,599.0017
000166,申万宏源,,,,,,
000301,东方市场,19.7635,18.2154,0.9796,367.4969,0.5843,616.1219
000333,美的集团,16.3868,21.9689,6.9939,51.4734,1.8671,192.8124
000338,潍柴动力,11.2956,31.8708,5.9041,60.9746,1.4168,254.0937
000400,许继电气,1.6804,214.2347,3.0049,119.8043,1.0082,357.072
000401,冀东水泥,10.9994,32.7291,5.9968,60.032,1.5488,232.438
000402,金融街,21.3095,16.8939,0.3272,1100.2445,0.3424,1051.4019
000403,ST生化,302.1269,1.1916,0.9131,394.2613,1.5363,234.3292
000404,华意压缩,6.5946,54.5901,5.4356,66.23,1.4479,248.636
000407,胜利股份,9.1036,39.5448,5.3361,67.465,1.6502,218.1554
000408,*ST金源,0.8242,436.7872,,,0.1476,2439.0244
000409,山东地矿,4.5844,78.5272,7.6941,46.7891,0.809,444.9938
000410,沈阳机床,1.1867,303.3623,1.064,338.3459,0.5223,689.259
000411,英特集团,6.1566,58.4738,10.5561,34.1035,3.1318,114.9499
000413,东旭光电,2.7096,132.8609,2.9071,123.8347,0.2892,1244.8133
000415,渤海金控,11.322,31.7965,2041.007,0.1764,0.5956,604.4325
000416,民生控股,220.2643,1.6344,,,0.5332,675.1688
000417,合肥百货,291.8565,1.2335,10.4746,34.3689,2.0529,175.3617
000418,小天鹅A,13.2235,27.2243,11.4086,31.5551,1.2411,290.0653
000419,通程控股,354.7795,1.0147,8.2782,43.4877,2.1457,167.7774
000420,吉林化纤,10.8417,33.2051,3.2466,110.8852,0.9166,392.7558
000421,南京公用,12.9374,27.8263,2.5288,142.36,1.1354,317.0689
000422,湖北宜化,23.5631,15.2781,3.6522,98.5707,1.4791,243.3913
000423,东阿阿胶,27.0444,13.3114,1.3709,262.6012,0.8432,426.945
000425,徐工机械,1.1417,315.3193,2.4945,144.3175,0.6222,578.5921
000426,兴业矿业,27.0919,13.2881,3.3058,108.8995,1.3688,263.0041
000428,华天酒店,19.4946,18.4667,0.3484,1033.2951,0.528,681.8182
000429,粤高速A,56.4846,6.3734,,,1.6998,211.7896
000430,张家界,354.2117,1.0163,69.4075,5.1868,6.1731,58.3175
000488,晨鸣纸业,5.7954,62.1182,3.3506,107.4434,0.9438,381.4367
000498,山东路桥,2.7934,128.8752,1.6583,217.0898,0.8004,449.7751
000501,鄂武商A,1738.5559,0.2071,14.4709,24.8775,3.6329,99.0944
000502,绿景控股,16.7918,21.439,0.1486,2422.611,0.2647,1360.0302
000503,海虹控股,90.3256,3.9856,153.5683,2.3442,0.1709,2106.495
000504,*ST生物,1.6775,214.6051,79.4657,4.5303,0.4441,810.6282
000505,*ST珠江,18.7218,19.2289,0.7398,486.618,0.3326,1082.3812
000506,中润资源,18.2289,19.7489,0.2839,1268.0521,0.1481,2430.79
000507,珠海港,11.6127,31.0005,39.2969,9.161,2.2483,160.121
000509,华塑控股,4.1884,85.9517,1.2751,282.3308,0.5151,698.8934
000510,金路集团,143.4775,2.5091,13.6685,26.3379,4.227,85.1668
000511,*ST烯碳,19.5831,18.3832,1.1564,311.311,0.723,497.9253
