code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
000001,平安银行,--,--,--,--,2.4587,97.5413
000002,万科A,1.5624,0.3564,22.0745,3197.0107,27.874,72.126
000004,国农科技,1.2963,1.1609,43.8811,-288.751,35.4387,64.5613
000005,世纪星源,--,--,--,352.1077,52.8446,--
000006,深振业A,1.4375,0.3572,27.8791,1303.1019,44.2086,55.7914
000007,全新好,0.4578,0.2259,2.7923,-7.0184,11.2013,88.7987
000008,神州高铁,6.8518,6.8518,44.1063,1794.3549,92.8955,7.1045
000009,中国宝安,1.5232,0.6629,26.7569,199.6197,33.1383,66.8617
000010,美丽生态,0.8916,0.6582,10.9682,-334.1269,18.5257,81.4743
000011,深物业A,1.4116,0.2864,8.72,-261.9121,38.0826,61.9174
000012,南玻A,0.4426,0.3271,14.0285,738.1837,44.5254,55.4746
000014,沙河股份,1.8691,1.1477,37.4012,2128.0344,37.1379,62.8621
000016,深康佳A,1.3575,0.7006,12.3649,863.6527,36.888,63.112
000017,深中华A,0.1012,0.0474,3.01,236.793,-587.6502,687.6502
000018,神州长城,1.0959,0.5622,15.1537,-199.7074,58.4501,41.5499
000019,深深宝A,0.6516,0.4708,11.9109,228.6659,57.3909,42.6091
000020,深华发A,0.9415,0.6208,10.4367,134.2404,63.6557,36.3443
000021,深科技,2.7426,2.5831,158.7446,-2639.5827,74.2463,25.7537
000022,深赤湾A,0.335,0.3207,10.3233,1819.9284,61.1176,38.8824
000023,深天地A,0.8388,0.62,7.7259,223.1974,26.123,73.877
000025,特力A,0.5771,0.4082,16.952,205.6762,32.6743,67.3257
000026,飞亚达A,2.7829,0.7352,40.688,949.8176,77.9513,22.0487
000027,深圳能源,3.2276,2.7339,194.2661,2298.2159,68.7361,31.2639
000028,国药一致,1.0165,0.7672,10.2429,678.8925,18.7308,81.2692
000029,深深房A,1.6411,0.6352,47.4926,181.2677,42.4172,57.5828
000030,富奥股份,0.0032,0.002,0.0051,185.9549,-5421.847,5521.847
000031,中粮地产,0.8569,0.3729,15.9999,787.5237,65.6743,34.3257
000032,深桑达A,1.4321,0.657,29.6773,1367.555,43.607,56.393
000033,*ST新都,0.5498,0.5387,32.1955,149.45,67.8017,32.1983
000034,神州数码,0.4851,0.3357,1.4939,52.8977,-61.947,161.947
