code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
000001,平安银行,0.88,-4.35,10.59,8.62,4.68,1007200.0,33.74,,08-14
000002,万科A,0.44,6.59,6.98,6.13,0.31,480923.81,5.55,,08-18
000004,国农科技,-0.06,-9433.33,,-6.35,,-470.64,-8799.12,,08-29
000005,世纪星源,-0.03,12.2,,-4.12,,-2521.99,12.3,,08-29
000006,深振业A,0.04,-81.81,,1.2,,4914.19,-81.81,,08-15
000007,全新好,-0.02,-514.63,,-1.14,,-392.26,-513.74,,08-11
000008,神州高铁,0.03,-14.29,,1.52,,863.34,-18.13,,08-01
000009,中国宝安,0.15,512.0,,7.03,,23011.11,642.0,,08-22
000010,美丽生态,-0.01,-183.85,,-1.04,,-641.37,-184.3,,08-15
000011,深物业A,0.19,-68.3,,6.19,,11207.45,-68.3,,08-12
000012,南玻A,0.28,64.71,,7.38,,58921.04,66.58,,08-05
000014,沙河股份,0.12,-456.32,,4.03,,2500.91,-456.7,,08-23
000016,深康佳A,0.04,11.87,,1.11,,4536.01,11.87,,08-28
000017,深中华A,0.0,-106.4,,23.61,,187.46,-106.4,,08-13
000018,神州长城,0.0,-120.0,,0.58,,73.83,-117.9,,08-28
000019,深深宝A,-0.08,227.85,,-2.47,,-2338.21,293.97,,08-19
000020,深华发A,0.01,-27.14,,0.53,,145.59,-26.02,,08-21
000021,深科技,-0.01,-108.9,,-0.18,,-866.54,-109.9,,08-30
000022,深赤湾A,0.37,-20.31,,5.85,,23533.86,-20.38,,08-27
000023,深天地A,0.02,-68.37,,0.86,,300.97,-68.39,,08-15
000025,特力A,0.02,43.53,,2.77,,538.04,43.61,,08-08
000026,飞亚达A,0.23,27.84,,5.58,,8828.39,27.77,,08-26
000027,深圳能源,0.39,62.38,,6.18,,103329.83,62.37,,08-16
000028,国药一致,1.07,18.56,,10.39,,34921.4,33.9,,08-16
000029,深深房A,0.03,165.89,,1.85,,3473.24,166.14,,08-23
000030,富奥股份,0.25,0.0,,8.29,,32861.85,15.63,,08-26
000031,中粮地产,0.08,33.33,,2.53,,13715.69,26.63,,08-27
000032,深桑达A,-0.04,-144.44,,-1.14,,-994.79,-150.15,,08-15
000033,*ST新都,-0.05,428.09,,-5.86,,-1547.72,429.25,,08-05
000034,神州数码,0.14,928.57,,39.12,,5159.92,921.5,,07-29
000035,中国天楹,0.15,316.67,,6.57,,6042.15,797.64,,08-09
000036,华联控股,0.0,-45.0,,0.07,,125.44,-43.29,,08-28
